id,trials,task,level,n,rt,acc
031SSAS,11,MS,easy,3,NA,1
031SSAS,11,MS,medium,4,NA,0.8
031SSAS,11,MS,hard,4,NA,0.5714285714285714
031SSAS,12,MS,easy,3,NA,1
031SSAS,12,MS,medium,4,NA,0.8
031SSAS,12,MS,hard,4,NA,0.5714285714285714
031SSAS,13,MS,easy,3,NA,1
031SSAS,13,MS,medium,5,NA,1
031SSAS,13,MS,hard,2,NA,0.2857142857142857
031SSAS,14,MS,easy,3,NA,1
031SSAS,14,MS,medium,5,NA,1
031SSAS,14,MS,hard,3,NA,0.42857142857142855
031SSAS,15,MS,easy,3,NA,1
031SSAS,15,MS,medium,5,NA,1
031SSAS,15,MS,hard,4,NA,0.5714285714285714
031SSAS,16,MS,easy,3,NA,1
031SSAS,16,MS,medium,5,NA,1
031SSAS,16,MS,hard,3,NA,0.42857142857142855
032SSAP,1,MS,easy,3,NA,1
032SSAP,1,MS,medium,3,NA,0.6
032SSAP,1,MS,hard,5,NA,0.7142857142857143
032SSAP,2,MS,easy,3,NA,1
032SSAP,2,MS,medium,4,NA,0.8
032SSAP,2,MS,hard,3,NA,0.42857142857142855
032SSAP,3,MS,easy,3,NA,1
032SSAP,3,MS,medium,5,NA,1
032SSAP,3,MS,hard,6,NA,0.8571428571428571
032SSAP,4,MS,easy,3,NA,1
032SSAP,4,MS,medium,5,NA,1
032SSAP,4,MS,hard,4,NA,0.5714285714285714
032SSAP,5,MS,easy,3,NA,1
032SSAP,5,MS,medium,3,NA,0.6
032SSAP,5,MS,hard,5,NA,0.7142857142857143
032SSAP,6,MS,easy,2,NA,0.6666666666666666
032SSAP,6,MS,medium,4,NA,0.8
032SSAP,6,MS,hard,4,NA,0.5714285714285714
032SSAP,7,MS,easy,3,NA,1
032SSAP,7,MS,medium,3,NA,0.6
032SSAP,7,MS,hard,4,NA,0.5714285714285714
032SSAP,8,MS,easy,3,NA,1
032SSAP,8,MS,medium,5,NA,1
032SSAP,8,MS,hard,5,NA,0.7142857142857143
032SSAP,9,MS,easy,3,NA,1
032SSAP,9,MS,medium,5,NA,1
032SSAP,9,MS,hard,4,NA,0.5714285714285714
032SSAP,10,MS,easy,3,NA,1
032SSAP,10,MS,medium,4,NA,0.8
032SSAP,10,MS,hard,5,NA,0.7142857142857143
032SSAP,11,MS,easy,3,NA,1
032SSAP,11,MS,medium,4,NA,0.8
032SSAP,11,MS,hard,2,NA,0.2857142857142857
032SSAP,12,MS,easy,3,NA,1
032SSAP,12,MS,medium,3,NA,0.6
032SSAP,12,MS,hard,3,NA,0.42857142857142855
032SSAP,13,MS,easy,3,NA,1
032SSAP,13,MS,medium,5,NA,1
032SSAP,13,MS,hard,3,NA,0.42857142857142855
032SSAP,14,MS,easy,3,NA,1
032SSAP,14,MS,medium,4,NA,0.8
032SSAP,14,MS,hard,0,NA,0
032SSAP,15,MS,easy,3,NA,1
032SSAP,15,MS,medium,5,NA,1
032SSAP,15,MS,hard,2,NA,0.2857142857142857
032SSAP,16,MS,easy,3,NA,1
032SSAP,16,MS,medium,4,NA,0.8
032SSAP,16,MS,hard,4,NA,0.5714285714285714
033SSML,1,MS,easy,3,13.8204,1
033SSML,1,MS,medium,5,41.589,1
033SSML,1,MS,hard,3,14.4623,0.42857142857142855
033SSML,2,MS,easy,3,14.1274,1
033SSML,2,MS,medium,3,18.925,0.6
033SSML,2,MS,hard,4,21.4905,0.5714285714285714
033SSML,3,MS,easy,3,11.7609,1
033SSML,3,MS,medium,5,22.225,1
033SSML,3,MS,hard,4,17.7936,0.5714285714285714
033SSML,4,MS,easy,3,13.2623,1
033SSML,4,MS,medium,3,21.6917,0.6
033SSML,4,MS,hard,3,15.427,0.42857142857142855
033SSML,5,MS,easy,3,10.83,1
033SSML,5,MS,medium,3,16.4267,0.6
033SSML,5,MS,hard,5,28.789,0.7142857142857143
033SSML,6,MS,easy,3,10.096,1
033SSML,6,MS,medium,4,15.6622,0.8
033SSML,6,MS,hard,5,21.0585,0.7142857142857143
033SSML,7,MS,easy,3,11.6286,1
033SSML,7,MS,medium,4,16.4608,0.8
033SSML,7,MS,hard,5,21.4248,0.7142857142857143
033SSML,8,MS,easy,3,11.3634,1
033SSML,8,MS,medium,4,16.9271,0.8
033SSML,8,MS,hard,5,19.1252,0.7142857142857143
033SSML,9,MS,easy,3,10.6312,1
033SSML,9,MS,medium,3,15.1599,0.6
033SSML,9,MS,hard,4,16.9913,0.5714285714285714
033SSML,10,MS,easy,3,13.096,1
033SSML,10,MS,medium,3,16.4939,0.6
033SSML,10,MS,hard,3,12.4283,0.42857142857142855
033SSML,11,MS,easy,3,10.7963,1
033SSML,11,MS,medium,4,24.9232,0.8
033SSML,11,MS,hard,3,10.9626,0.42857142857142855
033SSML,12,MS,easy,0,0.0158,0
033SSML,12,MS,medium,3,14.7607,0.6
033SSML,12,MS,hard,3,11.9611,0.42857142857142855
033SSML,13,MS,easy,3,13.4281,1
033SSML,13,MS,medium,3,14.3935,0.6
033SSML,13,MS,hard,5,21.1602,0.7142857142857143
033SSML,14,MS,easy,2,19.1592,0.6666666666666666
033SSML,14,MS,medium,4,13.7269,0.8
033SSML,14,MS,hard,2,10.7948,0.2857142857142857
033SSML,15,MS,easy,3,11.5277,1
033SSML,15,MS,medium,5,24.5571,1
033SSML,15,MS,hard,5,21.0592,0.7142857142857143
033SSML,16,MS,easy,3,11.9304,1
033SSML,16,MS,medium,5,28.6235,1
033SSML,16,MS,hard,4,19.1239,0.5714285714285714
035SSDD,1,MS,easy,3,11.83,1
035SSDD,1,MS,medium,4,21.9274,0.8
035SSDD,1,MS,hard,5,18.8204,0.7142857142857143
035SSDD,2,MS,easy,3,6.7482,1
035SSDD,2,MS,medium,5,28.1936,1
035SSDD,2,MS,hard,5,18.4125,0.7142857142857143
035SSDD,3,MS,easy,2,562.1342,0.6666666666666666
035SSDD,3,MS,medium,4,25.0106,0.8
035SSDD,3,MS,hard,4,18.8792,0.5714285714285714
035SSDD,4,MS,easy,3,43.8243,1
035SSDD,4,MS,medium,5,302.955,1
035SSDD,4,MS,hard,4,18.6293,0.5714285714285714
035SSDD,5,MS,easy,3,11.7972,1
035SSDD,5,MS,medium,4,55.887,0.8
035SSDD,5,MS,hard,5,33.7254,0.7142857142857143
035SSDD,6,MS,easy,3,8.2145,1
035SSDD,6,MS,medium,5,17.7955,1
035SSDD,6,MS,hard,5,29.1936,0.7142857142857143
035SSDD,7,MS,easy,3,8.4146,1
035SSDD,7,MS,medium,4,24.9279,0.8
035SSDD,7,MS,hard,4,22.7284,0.5714285714285714
035SSDD,8,MS,easy,3,25.7775,1
035SSDD,8,MS,medium,5,22.0285,1
035SSDD,8,MS,hard,5,63.2864,0.7142857142857143
035SSDD,9,MS,easy,2,8.1646,0.6666666666666666
035SSDD,9,MS,medium,4,18.4127,0.8
035SSDD,9,MS,hard,5,39.9137,0.7142857142857143
035SSDD,10,MS,easy,3,7.4811,1
035SSDD,10,MS,medium,3,17.1461,0.6
035SSDD,10,MS,hard,5,29.5437,0.7142857142857143
035SSDD,11,MS,easy,3,7.1816,1
035SSDD,11,MS,medium,4,16.6799,0.8
035SSDD,11,MS,hard,3,25.5765,0.42857142857142855
035SSDD,12,MS,easy,3,7.3482,1
035SSDD,12,MS,medium,5,13.8804,1
035SSDD,12,MS,hard,5,17.0352,0.7142857142857143
035SSDD,13,MS,easy,3,8.0814,1
035SSDD,13,MS,medium,5,13.8301,1
035SSDD,13,MS,hard,5,14.5023,0.7142857142857143
035SSDD,14,MS,easy,3,9.5979,1
035SSDD,14,MS,medium,3,18.3905,0.6
035SSDD,14,MS,hard,5,197.0756,0.7142857142857143
035SSDD,15,MS,easy,3,10.0311,1
035SSDD,15,MS,medium,4,26.9276,0.8
035SSDD,15,MS,hard,5,57.4541,0.7142857142857143
035SSDD,16,MS,easy,3,12.9306,1
035SSDD,16,MS,medium,4,13.8629,0.8
035SSDD,16,MS,hard,6,73.6843,0.8571428571428571
037ARDL,1,MS,easy,3,NA,1
037ARDL,1,MS,medium,5,NA,1
037ARDL,1,MS,hard,6,NA,0.8571428571428571
037ARDL,2,MS,easy,3,NA,1
037ARDL,2,MS,medium,4,NA,0.8
037ARDL,2,MS,hard,2,NA,0.2857142857142857
037ARDL,3,MS,easy,3,NA,1
037ARDL,3,MS,medium,5,NA,1
037ARDL,3,MS,hard,4,NA,0.5714285714285714
037ARDL,4,MS,easy,3,NA,1
037ARDL,4,MS,medium,3,NA,0.6
037ARDL,4,MS,hard,6,NA,0.8571428571428571
037ARDL,5,MS,easy,3,NA,1
037ARDL,5,MS,medium,4,NA,0.8
037ARDL,5,MS,hard,5,NA,0.7142857142857143
037ARDL,6,MS,easy,3,NA,1
037ARDL,6,MS,medium,4,NA,0.8
037ARDL,6,MS,hard,5,NA,0.7142857142857143
037ARDL,7,MS,easy,3,NA,1
037ARDL,7,MS,medium,5,NA,1
037ARDL,7,MS,hard,4,NA,0.5714285714285714
037ARDL,8,MS,easy,3,NA,1
037ARDL,8,MS,medium,4,NA,0.8
037ARDL,8,MS,hard,5,NA,0.7142857142857143
037ARDL,9,MS,easy,3,NA,1
037ARDL,9,MS,medium,5,NA,1
037ARDL,9,MS,hard,5,NA,0.7142857142857143
037ARDL,10,MS,easy,3,NA,1
037ARDL,10,MS,medium,4,NA,0.8
037ARDL,10,MS,hard,2,NA,0.2857142857142857
037ARDL,11,MS,easy,3,NA,1
037ARDL,11,MS,medium,3,NA,0.6
037ARDL,11,MS,hard,4,NA,0.5714285714285714
037ARDL,12,MS,easy,3,NA,1
037ARDL,12,MS,medium,5,NA,1
037ARDL,12,MS,hard,6,NA,0.8571428571428571
037ARDL,13,MS,easy,3,NA,1
037ARDL,13,MS,medium,5,NA,1
037ARDL,13,MS,hard,4,NA,0.5714285714285714
037ARDL,14,MS,easy,3,NA,1
037ARDL,14,MS,medium,4,NA,0.8
037ARDL,14,MS,hard,6,NA,0.8571428571428571
037ARDL,15,MS,easy,3,NA,1
037ARDL,15,MS,medium,4,NA,0.8
037ARDL,15,MS,hard,5,NA,0.7142857142857143
037ARDL,16,MS,easy,3,NA,1
037ARDL,16,MS,medium,4,NA,0.8
037ARDL,16,MS,hard,2,NA,0.2857142857142857
038AREN,1,MS,easy,3,NA,1
038AREN,1,MS,medium,5,NA,1
038AREN,1,MS,hard,5,NA,0.7142857142857143
038AREN,2,MS,easy,3,NA,1
038AREN,2,MS,medium,5,NA,1
038AREN,2,MS,hard,7,NA,1
038AREN,3,MS,easy,3,NA,1
038AREN,3,MS,medium,5,NA,1
038AREN,3,MS,hard,7,NA,1
038AREN,4,MS,easy,3,NA,1
038AREN,4,MS,medium,4,NA,0.8
038AREN,4,MS,hard,7,NA,1
038AREN,5,MS,easy,3,NA,1
038AREN,5,MS,medium,5,NA,1
038AREN,5,MS,hard,6,NA,0.8571428571428571
038AREN,6,MS,easy,3,NA,1
038AREN,6,MS,medium,4,NA,0.8
038AREN,6,MS,hard,4,NA,0.5714285714285714
038AREN,7,MS,easy,3,NA,1
038AREN,7,MS,medium,3,NA,0.6
038AREN,7,MS,hard,5,NA,0.7142857142857143
038AREN,8,MS,easy,3,NA,1
038AREN,8,MS,medium,5,NA,1
038AREN,8,MS,hard,6,NA,0.8571428571428571
038AREN,9,MS,easy,3,NA,1
038AREN,9,MS,medium,5,NA,1
038AREN,9,MS,hard,4,NA,0.5714285714285714
038AREN,10,MS,easy,3,NA,1
038AREN,10,MS,medium,5,NA,1
038AREN,10,MS,hard,7,NA,1
038AREN,11,MS,easy,3,NA,1
038AREN,11,MS,medium,5,NA,1
038AREN,11,MS,hard,7,NA,1
038AREN,12,MS,easy,3,NA,1
038AREN,12,MS,medium,4,NA,0.8
038AREN,12,MS,hard,6,NA,0.8571428571428571
038AREN,13,MS,easy,3,NA,1
038AREN,13,MS,medium,5,NA,1
038AREN,13,MS,hard,6,NA,0.8571428571428571
038AREN,14,MS,easy,3,NA,1
038AREN,14,MS,medium,4,NA,0.8
038AREN,14,MS,hard,7,NA,1
038AREN,15,MS,easy,3,NA,1
038AREN,15,MS,medium,5,NA,1
038AREN,15,MS,hard,7,NA,1
038AREN,16,MS,easy,3,NA,1
038AREN,16,MS,medium,5,NA,1
038AREN,16,MS,hard,7,NA,1
039ARVP,1,MS,easy,3,14.4582,1
039ARVP,1,MS,medium,5,29.9156,1
039ARVP,1,MS,hard,0,18.5629,0
039ARVP,2,MS,easy,3,13.6035,1
039ARVP,2,MS,medium,3,17.957,0.6
039ARVP,2,MS,hard,5,21.895,0.7142857142857143
039ARVP,3,MS,easy,3,20.7704,1
039ARVP,3,MS,medium,4,18.9372,0.8
039ARVP,3,MS,hard,4,17.7907,0.5714285714285714
039ARVP,4,MS,easy,3,14.5829,1
039ARVP,4,MS,medium,5,20.6869,1
039ARVP,4,MS,hard,5,21.7073,0.7142857142857143
039ARVP,5,MS,easy,3,13.3539,1
039ARVP,5,MS,medium,4,24.7283,0.8
039ARVP,5,MS,hard,3,13.1451,0.42857142857142855
039ARVP,6,MS,easy,3,16.9161,1
039ARVP,6,MS,medium,5,19.0825,1
039ARVP,6,MS,hard,2,13.9362,0.2857142857142857
039ARVP,7,MS,easy,3,13.9573,1
039ARVP,7,MS,medium,4,23.4157,0.8
039ARVP,7,MS,hard,3,18.4159,0.42857142857142855
039ARVP,8,MS,easy,3,12.3738,1
039ARVP,8,MS,medium,5,23.9362,1
039ARVP,8,MS,hard,3,24.4158,0.42857142857142855
039ARVP,9,MS,easy,3,14.3953,1
039ARVP,9,MS,medium,3,20.8118,0.6
039ARVP,9,MS,hard,1,15.853,0.14285714285714285
039ARVP,10,MS,easy,3,12.9366,1
039ARVP,10,MS,medium,4,20.4574,0.8
039ARVP,10,MS,hard,3,14.541,0.42857142857142855
039ARVP,11,MS,easy,3,13.666,1
039ARVP,11,MS,medium,4,22.041,0.8
039ARVP,11,MS,hard,3,17.6243,0.42857142857142855
039ARVP,12,MS,easy,3,11.6453,1
039ARVP,12,MS,medium,5,17.7701,1
039ARVP,12,MS,hard,4,18.1027,0.5714285714285714
039ARVP,13,MS,easy,3,14.687,1
039ARVP,13,MS,medium,4,22.8329,0.8
039ARVP,13,MS,hard,4,16.6657,0.5714285714285714
039ARVP,14,MS,easy,3,12.1872,1
039ARVP,14,MS,medium,5,20.4986,1
039ARVP,14,MS,hard,5,30.8739,0.7142857142857143
039ARVP,15,MS,easy,3,11.5825,1
039ARVP,15,MS,medium,5,20.9363,1
039ARVP,15,MS,hard,5,20.9365,0.7142857142857143
039ARVP,16,MS,easy,3,13.978,1
039ARVP,16,MS,medium,3,18.4157,0.6
039ARVP,16,MS,hard,5,27.1451,0.7142857142857143
042SSAA,1,MS,easy,3,12.7508,1
042SSAA,1,MS,medium,4,17.6817,0.8
042SSAA,1,MS,hard,5,25.2735,0.7142857142857143
042SSAA,2,MS,easy,3,14.0056,1
042SSAA,2,MS,medium,5,23.0732,1
042SSAA,2,MS,hard,3,23.0902,0.42857142857142855
042SSAA,3,MS,easy,3,18.0212,1
042SSAA,3,MS,medium,5,19.5613,1
042SSAA,3,MS,hard,6,24.4401,0.8571428571428571
042SSAA,4,MS,easy,3,16.148,1
042SSAA,4,MS,medium,3,20.1258,0.6
042SSAA,4,MS,hard,4,16.4478,0.5714285714285714
042SSAA,5,MS,easy,3,13.3135,1
042SSAA,5,MS,medium,2,20.9863,0.4
042SSAA,5,MS,hard,4,22.7387,0.5714285714285714
042SSAA,6,MS,easy,3,12.5282,1
042SSAA,6,MS,medium,4,15.2208,0.8
042SSAA,6,MS,hard,2,19.1018,0.2857142857142857
042SSAA,7,MS,easy,3,21.8209,1
042SSAA,7,MS,medium,5,19.4357,1
042SSAA,7,MS,hard,4,14.1137,0.5714285714285714
042SSAA,8,MS,easy,3,13.7458,1
042SSAA,8,MS,medium,5,14.6612,1
042SSAA,8,MS,hard,4,14.2127,0.5714285714285714
042SSAA,9,MS,easy,3,11.5106,1
042SSAA,9,MS,medium,4,23.1951,0.8
042SSAA,9,MS,hard,4,21.1606,0.5714285714285714
042SSAA,10,MS,easy,3,15.1812,1
042SSAA,10,MS,medium,3,16.3813,0.6
042SSAA,10,MS,hard,5,23.3388,0.7142857142857143
042SSAA,11,MS,easy,3,14.9467,1
042SSAA,11,MS,medium,5,18.6848,1
042SSAA,11,MS,hard,3,14.421,0.42857142857142855
042SSAA,12,MS,easy,3,12.6617,1
042SSAA,12,MS,medium,3,19.1007,0.6
042SSAA,12,MS,hard,3,14.2879,0.42857142857142855
042SSAA,13,MS,easy,2,10.7765,0.6666666666666666
042SSAA,13,MS,medium,3,11.461,0.6
042SSAA,13,MS,hard,3,18.8851,0.42857142857142855
042SSAA,14,MS,easy,3,13.4459,1
042SSAA,14,MS,medium,5,16.9159,1
042SSAA,14,MS,hard,7,28.6021,1
042SSAA,15,MS,easy,3,14.3298,1
042SSAA,15,MS,medium,4,14.4634,0.8
042SSAA,15,MS,hard,5,20.7273,0.7142857142857143
042SSAA,16,MS,easy,3,12.829,1
042SSAA,16,MS,medium,4,16.2155,0.8
042SSAA,16,MS,hard,5,20.7529,0.7142857142857143
045SSEM,1,MS,easy,3,12.8967,1
045SSEM,1,MS,medium,4,17.5989,0.8
045SSEM,1,MS,hard,6,22.1026,0.8571428571428571
045SSEM,2,MS,easy,3,24.3964,1
045SSEM,2,MS,medium,5,18.3807,1
045SSEM,2,MS,hard,5,16.699,0.7142857142857143
045SSEM,3,MS,easy,3,14.4312,1
045SSEM,3,MS,medium,5,14.75,1
045SSEM,3,MS,hard,5,17.4518,0.7142857142857143
045SSEM,4,MS,easy,3,12.4646,1
045SSEM,4,MS,medium,5,14.7487,1
045SSEM,4,MS,hard,5,18.5818,0.7142857142857143
045SSEM,5,MS,easy,3,12.8303,1
045SSEM,5,MS,medium,4,20.9981,0.8
045SSEM,5,MS,hard,4,15.9984,0.5714285714285714
045SSEM,6,MS,easy,3,9.3487,1
045SSEM,6,MS,medium,4,17.1147,0.8
045SSEM,6,MS,hard,5,20.4986,0.7142857142857143
045SSEM,7,MS,easy,3,9.8648,1
045SSEM,7,MS,medium,5,14.8812,1
045SSEM,7,MS,hard,7,25.7225,1
045SSEM,8,MS,easy,3,10.7327,1
045SSEM,8,MS,medium,5,20.3155,1
045SSEM,8,MS,hard,4,15.2302,0.5714285714285714
045SSEM,9,MS,easy,3,11.1647,1
045SSEM,9,MS,medium,5,20.9974,1
045SSEM,9,MS,hard,5,20.5,0.7142857142857143
045SSEM,10,MS,easy,3,10.4633,1
045SSEM,10,MS,medium,4,18.7596,0.8
045SSEM,10,MS,hard,4,22.5151,0.5714285714285714
045SSEM,11,MS,easy,3,9.9647,1
045SSEM,11,MS,medium,5,19.2137,1
045SSEM,11,MS,hard,3,17.6339,0.42857142857142855
045SSEM,12,MS,easy,3,8.7982,1
045SSEM,12,MS,medium,4,17.1476,0.8
045SSEM,12,MS,hard,5,29.9965,0.7142857142857143
045SSEM,13,MS,easy,3,11.1311,1
045SSEM,13,MS,medium,4,16.2305,0.8
045SSEM,13,MS,hard,5,22.0315,0.7142857142857143
045SSEM,14,MS,easy,3,14.9977,1
045SSEM,14,MS,medium,5,17.9521,1
045SSEM,14,MS,hard,6,22.3851,0.8571428571428571
045SSEM,15,MS,easy,3,11.6308,1
045SSEM,15,MS,medium,3,14.898,0.6
045SSEM,15,MS,hard,6,21.5975,0.8571428571428571
045SSEM,16,MS,easy,3,9.9314,1
045SSEM,16,MS,medium,3,14.7159,0.6
045SSEM,16,MS,hard,5,18.7138,0.7142857142857143
046SSVS,1,MS,easy,3,7.732,1
046SSVS,1,MS,medium,5,12.016,1
046SSVS,1,MS,hard,6,20.865,0.8571428571428571
046SSVS,2,MS,easy,3,7.483,1
046SSVS,2,MS,medium,4,11.766,0.8
046SSVS,2,MS,hard,7,20.831,1
046SSVS,3,MS,easy,3,9.231,1
046SSVS,3,MS,medium,5,12.132,1
046SSVS,3,MS,hard,5,18.549,0.7142857142857143
046SSVS,4,MS,easy,3,9.482,1
046SSVS,4,MS,medium,5,11.581,1
046SSVS,4,MS,hard,4,12.766,0.5714285714285714
046SSVS,5,MS,easy,3,7.749,1
046SSVS,5,MS,medium,5,11.083,1
046SSVS,5,MS,hard,7,18.083,1
046SSVS,6,MS,easy,3,8.266,1
046SSVS,6,MS,medium,5,10.884,1
046SSVS,6,MS,hard,5,11.399,0.7142857142857143
046SSVS,7,MS,easy,3,7.8,1
046SSVS,7,MS,medium,5,14.198,1
046SSVS,7,MS,hard,6,16.115,0.8571428571428571
046SSVS,8,MS,easy,3,7.215,1
046SSVS,8,MS,medium,5,12.35,1
046SSVS,8,MS,hard,6,13.983,0.8571428571428571
046SSVS,9,MS,easy,3,6.381,1
046SSVS,9,MS,medium,5,10.415,1
046SSVS,9,MS,hard,5,14.584,0.7142857142857143
046SSVS,10,MS,easy,3,7.065,1
046SSVS,10,MS,medium,5,9.899,1
046SSVS,10,MS,hard,4,12.848,0.5714285714285714
046SSVS,11,MS,easy,3,7.532,1
046SSVS,11,MS,medium,5,10.682,1
046SSVS,11,MS,hard,4,13.116,0.5714285714285714
046SSVS,12,MS,easy,3,7.816,1
046SSVS,12,MS,medium,5,9.601,1
046SSVS,12,MS,hard,6,15.365,0.8571428571428571
046SSVS,13,MS,easy,3,5.699,1
046SSVS,13,MS,medium,5,9.531,1
046SSVS,13,MS,hard,5,12.833,0.7142857142857143
046SSVS,14,MS,easy,3,7.798,1
046SSVS,14,MS,medium,5,12.331,1
046SSVS,14,MS,hard,4,8.799,0.5714285714285714
046SSVS,15,MS,easy,3,6.199,1
046SSVS,15,MS,medium,5,8.432,1
046SSVS,15,MS,hard,5,10.45,0.7142857142857143
046SSVS,16,MS,easy,3,5.798,1
046SSVS,16,MS,medium,5,9.715,1
046SSVS,16,MS,hard,4,9.949,0.5714285714285714
047SSAK,1,MS,easy,3,11.4324,1
047SSAK,1,MS,medium,5,15.6834,1
047SSAK,1,MS,hard,2,26.8666,0.2857142857142857
047SSAK,2,MS,easy,3,13.3824,1
047SSAK,2,MS,medium,5,14.8989,1
047SSAK,2,MS,hard,7,17.8837,1
047SSAK,3,MS,easy,3,13.0158,1
047SSAK,3,MS,medium,5,15.5481,1
047SSAK,3,MS,hard,7,17.5673,1
047SSAK,4,MS,easy,3,8.466,1
047SSAK,4,MS,medium,5,14.9324,1
047SSAK,4,MS,hard,7,18.4154,1
047SSAK,5,MS,easy,3,10.3146,1
047SSAK,5,MS,medium,5,16.8982,1
047SSAK,5,MS,hard,7,19.6159,1
047SSAK,6,MS,easy,3,11.4485,1
047SSAK,6,MS,medium,5,13.464,1
047SSAK,6,MS,hard,6,20.1167,0.8571428571428571
047SSAK,7,MS,easy,0,12.7167,0
047SSAK,7,MS,medium,4,15.9315,0.8
047SSAK,7,MS,hard,7,18.4823,1
047SSAK,8,MS,easy,3,7.2173,1
047SSAK,8,MS,medium,5,16.6645,1
047SSAK,8,MS,hard,7,17.7502,1
047SSAK,9,MS,easy,3,8.0981,1
047SSAK,9,MS,medium,5,13.1983,1
047SSAK,9,MS,hard,7,19.3327,1
047SSAK,10,MS,easy,3,7.6826,1
047SSAK,10,MS,medium,5,16.2805,1
047SSAK,10,MS,hard,7,16.3835,1
047SSAK,11,MS,easy,3,13.2337,1
047SSAK,11,MS,medium,5,15.3322,1
047SSAK,11,MS,hard,5,30.2839,0.7142857142857143
047SSAK,12,MS,easy,3,8.4834,1
047SSAK,12,MS,medium,5,15.999,1
047SSAK,12,MS,hard,7,21.1163,1
047SSAK,13,MS,easy,3,8.7989,1
047SSAK,13,MS,medium,5,19.2157,1
047SSAK,13,MS,hard,7,21.5501,1
047SSAK,14,MS,easy,3,8.7005,1
047SSAK,14,MS,medium,5,14.3998,1
047SSAK,14,MS,hard,7,18.7984,1
047SSAK,15,MS,easy,3,8.7333,1
047SSAK,15,MS,medium,5,18.9656,1
047SSAK,15,MS,hard,7,21.3651,1
047SSAK,16,MS,easy,3,7.2483,1
047SSAK,16,MS,medium,5,18.3161,1
047SSAK,16,MS,hard,4,36.8507,0.5714285714285714
048SSAG,1,MS,easy,3,11.932,1
048SSAG,1,MS,medium,5,15.933,1
048SSAG,1,MS,hard,3,20.134,0.42857142857142855
048SSAG,2,MS,easy,3,10.849,1
048SSAG,2,MS,medium,5,15.933,1
048SSAG,2,MS,hard,5,19.183,0.7142857142857143
048SSAG,3,MS,easy,3,12.117,1
048SSAG,3,MS,medium,5,14.783,1
048SSAG,3,MS,hard,6,27.335,0.8571428571428571
048SSAG,4,MS,easy,3,12.3,1
048SSAG,4,MS,medium,5,15.267,1
048SSAG,4,MS,hard,6,21.917,0.8571428571428571
048SSAG,5,MS,easy,3,10.1,1
048SSAG,5,MS,medium,5,19.867,1
048SSAG,5,MS,hard,6,32.168,0.8571428571428571
048SSAG,6,MS,easy,3,10.618,1
048SSAG,6,MS,medium,5,19.435,1
048SSAG,6,MS,hard,4,17.7,0.5714285714285714
048SSAG,7,MS,easy,3,15.266,1
048SSAG,7,MS,medium,5,15.134,1
048SSAG,7,MS,hard,5,29.118,0.7142857142857143
048SSAG,8,MS,easy,3,8.416,1
048SSAG,8,MS,medium,5,16.717,1
048SSAG,8,MS,hard,7,23.818,1
048SSAG,9,MS,easy,3,9.199,1
048SSAG,9,MS,medium,5,15.817,1
048SSAG,9,MS,hard,7,22.001,1
048SSAG,10,MS,easy,3,7.65,1
048SSAG,10,MS,medium,5,14.067,1
048SSAG,10,MS,hard,5,27.566,0.7142857142857143
048SSAG,11,MS,easy,3,7.933,1
048SSAG,11,MS,medium,5,15.651,1
048SSAG,11,MS,hard,5,23.234,0.7142857142857143
048SSAG,12,MS,easy,3,8.366,1
048SSAG,12,MS,medium,5,14.016,1
048SSAG,12,MS,hard,3,28.585,0.42857142857142855
048SSAG,13,MS,easy,3,8.315,1
048SSAG,13,MS,medium,5,18.032,1
048SSAG,13,MS,hard,4,16.885,0.5714285714285714
048SSAG,14,MS,easy,3,9.883,1
048SSAG,14,MS,medium,5,16.035,1
048SSAG,14,MS,hard,5,19.968,0.7142857142857143
048SSAG,15,MS,easy,3,8.466,1
048SSAG,15,MS,medium,4,16.067,0.8
048SSAG,15,MS,hard,4,27.318,0.5714285714285714
048SSAG,16,MS,easy,3,9.682,1
048SSAG,16,MS,medium,5,17.867,1
048SSAG,16,MS,hard,5,25.218,0.7142857142857143
052SSME,1,MS,easy,3,10.3821,1
052SSME,1,MS,medium,5,15.715,1
052SSME,1,MS,hard,6,20.7492,0.8571428571428571
052SSME,2,MS,easy,3,8.2504,1
052SSME,2,MS,medium,5,14.2165,1
052SSME,2,MS,hard,4,34.9975,0.5714285714285714
052SSME,3,MS,easy,3,9.5999,1
052SSME,3,MS,medium,5,19.0499,1
052SSME,3,MS,hard,6,30.2476,0.8571428571428571
052SSME,4,MS,easy,3,10.2319,1
052SSME,4,MS,medium,5,17.1136,1
052SSME,4,MS,hard,5,17.1978,0.7142857142857143
052SSME,5,MS,easy,3,8.4333,1
052SSME,5,MS,medium,5,18.6648,1
052SSME,5,MS,hard,4,12.9311,0.5714285714285714
052SSME,6,MS,easy,3,7.5823,1
052SSME,6,MS,medium,5,20.1657,1
052SSME,6,MS,hard,7,21.4502,1
052SSME,7,MS,easy,3,7.0993,1
052SSME,7,MS,medium,5,12.9493,1
052SSME,7,MS,hard,5,23.7659,0.7142857142857143
052SSME,8,MS,easy,3,7.3839,1
052SSME,8,MS,medium,5,19.1989,1
052SSME,8,MS,hard,4,21.7823,0.5714285714285714
052SSME,9,MS,easy,3,8.2161,1
052SSME,9,MS,medium,5,17.5491,1
052SSME,9,MS,hard,5,15.5314,0.7142857142857143
052SSME,10,MS,easy,3,6.9991,1
052SSME,10,MS,medium,4,14.8152,0.8
