id,correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial
064SSAB,right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_315.png,right,1,6.5359,MR,easy,2
064SSAB,right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,5.9841,MR,easy,3
064SSAB,left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_45.png,left,1,7.433900001,MR,easy,4
064SSAB,right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,5.1841,MR,easy,5
064SSAB,right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_315.png,right,1,4.876599999,MR,easy,6
064SSAB,right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_45.png,right,1,4.488,MR,easy,7
064SSAB,right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,4.118,MR,easy,8
064SSAB,left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,3.27,MR,easy,9
064SSAB,right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_45.png,right,1,2.367599999,MR,easy,10
064SSAB,right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,3.417400001,MR,easy,11
064SSAB,right,images/base/5_a.png,images/combined/5_a_x_0_y_0_z_315.png,right,1,3.0176,MR,easy,12
064SSAB,right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_315.png,right,1,11.3243,MR,easy,13
064SSAB,right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,1.983599999,MR,easy,14
064SSAB,right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,5.801900001,MR,easy,15
064SSAB,right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,right,1,6.7721,MR,easy,16
064SSAB,right,images/base/4_a.png,images/combined/4_a_x_315_y_0_z_90.png,right,1,5.773599999,MR,medium,1
064SSAB,right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_90.png,right,1,9.886599999,MR,medium,2
064SSAB,right,images/base/3_a.png,images/combined/3_a_x_315_y_0_z_270.png,left,0,4.7464,MR,medium,3
064SSAB,right,images/base/13_a.png,images/combined/13_a_x_45_y_0_z_90.png,right,1,4.9226,MR,medium,4
064SSAB,left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_90.png,left,1,9.277,MR,medium,5
064SSAB,right,images/base/11_a.png,images/combined/11_a_x_45_y_0_z_90.png,right,1,15.8503,MR,medium,6
064SSAB,right,images/base/9_b.png,images/combined/9_b_x_45_y_0_z_270.png,right,1,12.785,MR,medium,7
064SSAB,left,images/base/6_b.png,images/combined/6_a_x_315_y_0_z_90.png,left,1,14.6807,MR,medium,8
064SSAB,right,images/base/12_a.png,images/combined/12_a_x_45_y_0_z_270.png,right,1,5.9441,MR,medium,9
064SSAB,left,images/base/15_a.png,images/combined/15_b_x_315_y_0_z_270.png,right,0,13.2765,MR,medium,10
064SSAB,left,images/base/2_a.png,images/combined/2_b_x_45_y_0_z_90.png,left,1,15.6264,MR,medium,11
064SSAB,left,images/base/16_a.png,images/combined/16_b_x_45_y_0_z_90.png,left,1,13.6423,MR,medium,12
064SSAB,left,images/base/5_a.png,images/combined/5_b_x_315_y_0_z_270.png,left,1,14.0455,MR,medium,13
064SSAB,right,images/base/10_a.png,images/combined/10_a_x_45_y_0_z_270.png,right,1,10.8921,MR,medium,14
064SSAB,left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_90.png,left,1,14.9435,MR,medium,15
064SSAB,left,images/base/14_a.png,images/combined/14_b_x_45_y_0_z_90.png,left,1,7.7578,MR,medium,16
064SSAB,left,images/base/9_a.png,images/combined/9_b_x_90_y_0_z_270.png,left,1,19.9877,MR,hard,1
064SSAB,left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_90.png,left,1,10.6584,MR,hard,2
064SSAB,right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_270.png,right,1,22.2398,MR,hard,3
064SSAB,left,images/base/2_b.png,images/combined/2_a_x_90_y_0_z_270.png,left,1,21.7661,MR,hard,4
064SSAB,right,images/base/13_a.png,images/combined/13_a_x_90_y_0_z_270.png,right,1,17.0936,MR,hard,5
064SSAB,right,images/base/16_a.png,images/combined/16_a_x_90_y_0_z_270.png,left,0,19.5165,MR,hard,6
064SSAB,right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_90.png,right,1,27.3905,MR,hard,7
064SSAB,left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_90.png,left,1,13.9418,MR,hard,8
064SSAB,left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_270.png,left,1,30.4991,MR,hard,9
064SSAB,left,images/base/7_a.png,images/combined/7_b_x_270_y_0_z_270.png,right,0,8.2832,MR,hard,10
064SSAB,right,images/base/15_a.png,images/combined/15_a_x_90_y_0_z_90.png,right,1,12.9621,MR,hard,11
064SSAB,right,images/base/14_a.png,images/combined/14_a_x_270_y_0_z_270.png,left,0,15.8018,MR,hard,12
064SSAB,right,images/base/3_b.png,images/combined/3_b_x_270_y_0_z_90.png,right,1,20.7558,MR,hard,13
064SSAB,right,images/base/1_b.png,images/combined/1_b_x_270_y_0_z_90.png,right,1,21.2009,MR,hard,14
064SSAB,left,images/base/8_a.png,images/combined/8_b_x_90_y_0_z_270.png,left,1,19.6333,MR,hard,15
064SSAB,right,images/base/5_b.png,images/combined/5_b_x_270_y_0_z_90.png,right,1,3.1669,MR,hard,16
065SSTM,right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,15.5483,MR,easy,1
065SSTM,right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_45.png,right,1,7.4153,MR,easy,2
065SSTM,left,images/base/6_a.png,images/combined/6_b_x_0_y_0_z_315.png,right,0,5.6204,MR,easy,3
065SSTM,left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_45.png,right,0,3.6819,MR,easy,4
065SSTM,right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_315.png,right,1,4.5413,MR,easy,5
065SSTM,left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,right,0,8.4202,MR,easy,6
065SSTM,left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_45.png,left,1,11.2821,MR,easy,7
065SSTM,right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,3.6826,MR,easy,8
065SSTM,left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_315.png,left,1,12.8586,MR,easy,9
065SSTM,right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_315.png,right,1,6.1982,MR,easy,10
065SSTM,right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,3.0489,MR,easy,11
065SSTM,left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_45.png,left,1,3.4334,MR,easy,12
065SSTM,left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_315.png,left,1,6.2752,MR,easy,13
065SSTM,left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_315.png,left,1,7.9867,MR,easy,14
065SSTM,left,images/base/5_a.png,images/combined/5_b_x_0_y_0_z_45.png,right,0,4.9977,MR,easy,15
065SSTM,right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_45.png,right,1,3.486,MR,easy,16
065SSTM,left,images/base/2_a.png,images/combined/2_b_x_45_y_0_z_90.png,left,1,12.2485,MR,medium,1
065SSTM,right,images/base/14_b.png,images/combined/14_b_x_45_y_0_z_90.png,right,1,5.8162,MR,medium,2
065SSTM,right,images/base/4_a.png,images/combined/4_a_x_45_y_0_z_90.png,right,1,3.3829,MR,medium,3
065SSTM,left,images/base/9_a.png,images/combined/9_b_x_315_y_0_z_270.png,left,1,8.4553,MR,medium,4
065SSTM,left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_90.png,right,0,3.8019,MR,medium,5
065SSTM,right,images/base/16_a.png,images/combined/16_a_x_45_y_0_z_90.png,left,0,15.9688,MR,medium,6
065SSTM,right,images/base/11_a.png,images/combined/11_a_x_45_y_0_z_270.png,right,1,8.265,MR,medium,7
065SSTM,left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_90.png,right,0,6.3855,MR,medium,8
065SSTM,right,images/base/15_a.png,images/combined/15_a_x_45_y_0_z_270.png,right,1,4.749,MR,medium,9
065SSTM,left,images/base/5_a.png,images/combined/5_b_x_315_y_0_z_90.png,left,1,6.4269,MR,medium,10
065SSTM,left,images/base/8_a.png,images/combined/8_b_x_315_y_0_z_270.png,left,1,5.9337,MR,medium,11
065SSTM,left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,left,1,6.784,MR,medium,12
065SSTM,left,images/base/13_b.png,images/combined/13_a_x_45_y_0_z_270.png,right,0,5.9045,MR,medium,13
065SSTM,left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_270.png,left,1,4.3894,MR,medium,14
065SSTM,right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_270.png,right,1,3.0342,MR,medium,15
065SSTM,left,images/base/12_a.png,images/combined/12_b_x_45_y_0_z_90.png,left,1,6.3643,MR,medium,16
065SSTM,right,images/base/4_b.png,images/combined/4_b_x_90_y_0_z_270.png,right,1,14.5947,MR,hard,1
065SSTM,right,images/base/3_a.png,images/combined/3_a_x_270_y_0_z_270.png,right,1,19.0334,MR,hard,2
065SSTM,left,images/base/14_a.png,images/combined/14_b_x_270_y_0_z_90.png,right,0,4.7888,MR,hard,3
065SSTM,left,images/base/16_b.png,images/combined/16_a_x_90_y_0_z_90.png,right,0,4.166,MR,hard,4
065SSTM,right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,right,1,10.132,MR,hard,5
065SSTM,left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_90.png,right,0,16.6735,MR,hard,6
065SSTM,right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_270.png,right,1,7.823,MR,hard,7
065SSTM,left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_270.png,left,1,19.6497,MR,hard,8
065SSTM,right,images/base/9_a.png,images/combined/9_a_x_270_y_0_z_270.png,left,0,6.1601,MR,hard,9
065SSTM,left,images/base/11_b.png,images/combined/11_a_x_90_y_0_z_90.png,right,0,21.7328,MR,hard,10
065SSTM,left,images/base/2_b.png,images/combined/2_a_x_90_y_0_z_90.png,right,0,4.5751,MR,hard,11
065SSTM,left,images/base/7_b.png,images/combined/7_a_x_90_y_0_z_90.png,left,1,11.568,MR,hard,12
065SSTM,right,images/base/13_b.png,images/combined/13_b_x_270_y_0_z_90.png,right,1,11.2392,MR,hard,13
065SSTM,left,images/base/12_a.png,images/combined/12_b_x_90_y_0_z_270.png,right,0,8.6154,MR,hard,14
065SSTM,right,images/base/15_b.png,images/combined/15_b_x_90_y_0_z_270.png,left,0,9.615,MR,hard,15
065SSTM,left,images/base/1_b.png,images/combined/1_a_x_90_y_0_z_270.png,right,0,14.8308,MR,hard,16
067SSDA,right,images/base/4_a.png,images/combined/4_a_x_0_y_0_z_45.png,right,1,2.6312,MR,easy,1
067SSDA,right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_45.png,right,1,2.0657,MR,easy,2
067SSDA,left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_45.png,left,1,6.279,MR,easy,3
067SSDA,right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_315.png,right,1,3.3647,MR,easy,4
067SSDA,left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_315.png,left,1,3.4479,MR,easy,5
067SSDA,left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_45.png,left,1,6.2361,MR,easy,6
067SSDA,right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_315.png,right,1,2.7818,MR,easy,7
067SSDA,left,images/base/7_a.png,images/combined/7_b_x_0_y_0_z_315.png,left,1,2.5988,MR,easy,8
067SSDA,right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,2.8316,MR,easy,9
067SSDA,right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_315.png,right,1,2.3655,MR,easy,10
067SSDA,left,images/base/16_b.png,images/combined/16_a_x_0_y_0_z_315.png,right,0,7.214,MR,easy,11
067SSDA,left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_315.png,right,0,4.8403,MR,easy,12
067SSDA,right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_45.png,left,0,6.6619,MR,easy,13
067SSDA,right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,3.3976,MR,easy,14
067SSDA,left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_315.png,left,1,8.8964,MR,easy,15
067SSDA,right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_315.png,right,1,2.5153,MR,easy,16
067SSDA,left,images/base/16_a.png,images/combined/16_b_x_315_y_0_z_270.png,left,1,5.499,MR,medium,1
067SSDA,left,images/base/13_b.png,images/combined/13_a_x_45_y_0_z_270.png,left,1,7.8789,MR,medium,2
067SSDA,left,images/base/8_b.png,images/combined/8_a_x_45_y_0_z_270.png,right,0,9.0265,MR,medium,3
067SSDA,left,images/base/6_a.png,images/combined/6_b_x_315_y_0_z_90.png,right,0,8.8376,MR,medium,4
067SSDA,left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_270.png,left,1,7.9117,MR,medium,5
067SSDA,left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_90.png,left,1,5.8458,MR,medium,6
067SSDA,left,images/base/4_b.png,images/combined/4_a_x_315_y_0_z_90.png,left,1,7.6617,MR,medium,7
067SSDA,right,images/base/5_a.png,images/combined/5_a_x_45_y_0_z_270.png,right,1,15.0239,MR,medium,8
067SSDA,left,images/base/10_a.png,images/combined/10_b_x_45_y_0_z_90.png,right,0,13.1103,MR,medium,9
067SSDA,right,images/base/9_a.png,images/combined/9_a_x_45_y_0_z_270.png,right,1,4.1051,MR,medium,10
067SSDA,right,images/base/2_b.png,images/combined/2_b_x_45_y_0_z_90.png,right,1,16.3206,MR,medium,11
067SSDA,right,images/base/11_a.png,images/combined/11_a_x_315_y_0_z_90.png,right,1,4.0884,MR,medium,12
067SSDA,left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_270.png,left,1,13.2295,MR,medium,13
067SSDA,right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_270.png,right,1,4.1646,MR,medium,14
067SSDA,right,images/base/14_a.png,images/combined/14_a_x_45_y_0_z_90.png,right,1,3.4528,MR,medium,15
067SSDA,right,images/base/15_b.png,images/combined/15_b_x_315_y_0_z_90.png,right,1,7.1725,MR,medium,16
067SSDA,left,images/base/13_a.png,images/combined/13_b_x_270_y_0_z_270.png,left,1,4.5468,MR,hard,1
067SSDA,left,images/base/15_a.png,images/combined/15_b_x_270_y_0_z_90.png,right,0,3.5316,MR,hard,2
067SSDA,left,images/base/11_b.png,images/combined/11_a_x_270_y_0_z_90.png,left,1,5.4315,MR,hard,3
067SSDA,right,images/base/4_b.png,images/combined/4_b_x_270_y_0_z_90.png,right,1,4.4476,MR,hard,4
067SSDA,right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_90.png,right,1,5.5648,MR,hard,5
067SSDA,left,images/base/12_b.png,images/combined/12_a_x_270_y_0_z_270.png,right,0,7.228,MR,hard,6
067SSDA,right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,right,1,31.0121,MR,hard,7
067SSDA,left,images/base/5_b.png,images/combined/5_a_x_270_y_0_z_90.png,left,1,11.1753,MR,hard,8
067SSDA,right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_90.png,right,1,8.1939,MR,hard,9
067SSDA,left,images/base/14_b.png,images/combined/14_a_x_90_y_0_z_90.png,left,1,19.4687,MR,hard,10
067SSDA,right,images/base/16_a.png,images/combined/16_a_x_270_y_0_z_270.png,left,0,13.6061,MR,hard,11
067SSDA,left,images/base/3_a.png,images/combined/3_b_x_90_y_0_z_90.png,left,1,11.6742,MR,hard,12
067SSDA,left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_270.png,right,0,14.6637,MR,hard,13
067SSDA,left,images/base/1_b.png,images/combined/1_a_x_90_y_0_z_90.png,left,1,6.6121,MR,hard,14
067SSDA,right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_90.png,right,1,7.6823,MR,hard,15
067SSDA,right,images/base/7_a.png,images/combined/7_a_x_270_y_0_z_270.png,right,1,8.3613,MR,hard,16
068SSMT,left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_45.png,left,1,8.227,MR,easy,1
068SSMT,left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_45.png,left,1,6.871,MR,easy,2
068SSMT,left,images/base/1_a.png,images/combined/1_b_x_0_y_0_z_45.png,left,1,7.255,MR,easy,3
068SSMT,right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,5.267,MR,easy,4
068SSMT,right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_45.png,right,1,11.02,MR,easy,5
068SSMT,right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_45.png,right,1,6.633,MR,easy,6
068SSMT,right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_315.png,right,1,4.487,MR,easy,7
068SSMT,right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_315.png,right,1,2.757,MR,easy,8
068SSMT,left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,1.951,MR,easy,9
068SSMT,right,images/base/15_a.png,images/combined/15_a_x_0_y_0_z_315.png,right,1,2.62,MR,easy,10
068SSMT,left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_45.png,left,1,7.337,MR,easy,11
068SSMT,right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_315.png,right,1,4.577,MR,easy,12
068SSMT,left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_45.png,left,1,16.227,MR,easy,13
068SSMT,right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_45.png,right,1,2.585,MR,easy,14
068SSMT,right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,right,1,2.36,MR,easy,15
068SSMT,left,images/base/10_a.png,images/combined/10_b_x_0_y_0_z_45.png,left,1,6.984,MR,easy,16
068SSMT,left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_270.png,left,1,4.445,MR,medium,1
068SSMT,left,images/base/16_a.png,images/combined/16_b_x_315_y_0_z_90.png,left,1,6.449,MR,medium,2
068SSMT,right,images/base/9_a.png,images/combined/9_a_x_45_y_0_z_270.png,right,1,5,MR,medium,3
068SSMT,right,images/base/2_a.png,images/combined/2_a_x_315_y_0_z_90.png,right,1,4.173,MR,medium,4
068SSMT,left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,left,1,5.066,MR,medium,5
068SSMT,right,images/base/8_a.png,images/combined/8_a_x_315_y_0_z_90.png,right,1,3.485,MR,medium,6
068SSMT,right,images/base/14_b.png,images/combined/14_b_x_45_y_0_z_90.png,right,1,2.751,MR,medium,7
068SSMT,left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_270.png,left,1,3.667,MR,medium,8
068SSMT,left,images/base/3_b.png,images/combined/3_a_x_315_y_0_z_270.png,left,1,13.994,MR,medium,9
068SSMT,right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_90.png,right,1,4.652,MR,medium,10
068SSMT,right,images/base/12_b.png,images/combined/12_b_x_45_y_0_z_270.png,right,1,4.317,MR,medium,11
068SSMT,left,images/base/15_b.png,images/combined/15_a_x_315_y_0_z_90.png,left,1,6.168,MR,medium,12
068SSMT,left,images/base/10_b.png,images/combined/10_a_x_45_y_0_z_270.png,left,1,7.4,MR,medium,13
068SSMT,right,images/base/13_b.png,images/combined/13_b_x_45_y_0_z_90.png,right,1,2.508,MR,medium,14
068SSMT,left,images/base/1_a.png,images/combined/1_b_x_315_y_0_z_90.png,left,1,6.951,MR,medium,15
068SSMT,right,images/base/11_a.png,images/combined/11_a_x_315_y_0_z_90.png,right,1,5.267,MR,medium,16
068SSMT,left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_270.png,left,1,10.179,MR,hard,1
068SSMT,left,images/base/6_a.png,images/combined/6_b_x_90_y_0_z_270.png,left,1,15.817,MR,hard,2
068SSMT,right,images/base/11_b.png,images/combined/11_b_x_270_y_0_z_270.png,right,1,14.991,MR,hard,3
068SSMT,left,images/base/8_b.png,images/combined/8_a_x_90_y_0_z_90.png,right,0,29.203,MR,hard,4
068SSMT,right,images/base/12_a.png,images/combined/12_a_x_270_y_0_z_90.png,right,1,7.611,MR,hard,5
068SSMT,left,images/base/13_a.png,images/combined/13_b_x_270_y_0_z_270.png,right,0,22.675,MR,hard,6
068SSMT,right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_90.png,right,1,6.691,MR,hard,7
068SSMT,left,images/base/2_b.png,images/combined/2_a_x_270_y_0_z_90.png,left,1,9.974,MR,hard,8
068SSMT,left,images/base/16_b.png,images/combined/16_a_x_90_y_0_z_270.png,left,1,10,MR,hard,9
068SSMT,right,images/base/4_b.png,images/combined/4_b_x_90_y_0_z_270.png,right,1,31.108,MR,hard,10
068SSMT,right,images/base/9_b.png,images/combined/9_b_x_270_y_0_z_90.png,right,1,9.843,MR,hard,11
068SSMT,left,images/base/10_b.png,images/combined/10_a_x_270_y_0_z_90.png,left,1,11.385,MR,hard,12
068SSMT,right,images/base/14_b.png,images/combined/14_b_x_90_y_0_z_90.png,right,1,14.121,MR,hard,13
068SSMT,right,images/base/7_a.png,images/combined/7_a_x_90_y_0_z_270.png,right,1,5.717,MR,hard,14
068SSMT,right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_270.png,right,1,40.804,MR,hard,15
068SSMT,left,images/base/3_a.png,images/combined/3_b_x_270_y_0_z_90.png,left,1,17.119,MR,hard,16
069SSMV,right,images/base/5_b.png,images/combined/5_b_x_0_y_0_z_45.png,right,1,13.792,MR,easy,1
069SSMV,left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_45.png,left,1,15.298,MR,easy,2
069SSMV,left,images/base/7_b.png,images/combined/7_a_x_0_y_0_z_45.png,left,1,16.965,MR,easy,3
069SSMV,left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_315.png,left,1,38.031,MR,easy,4
069SSMV,left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,7.085,MR,easy,5
069SSMV,right,images/base/9_a.png,images/combined/9_a_x_0_y_0_z_315.png,right,1,10.397,MR,easy,6
069SSMV,left,images/base/3_a.png,images/combined/3_b_x_0_y_0_z_315.png,left,1,9.447,MR,easy,7
069SSMV,left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_45.png,left,1,17.377,MR,easy,8
069SSMV,right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_45.png,right,1,69.134,MR,easy,9
069SSMV,right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_45.png,right,1,11.302,MR,easy,10
069SSMV,right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_45.png,right,1,10.991,MR,easy,11
069SSMV,left,images/base/11_a.png,images/combined/11_b_x_0_y_0_z_315.png,right,0,15.21,MR,easy,12
069SSMV,left,images/base/8_b.png,images/combined/8_a_x_0_y_0_z_45.png,right,0,9.828,MR,easy,13
069SSMV,right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_45.png,right,1,13.175,MR,easy,14
069SSMV,right,images/base/12_b.png,images/combined/12_b_x_0_y_0_z_315.png,left,0,18.158,MR,easy,15
069SSMV,left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_45.png,right,0,12.729,MR,easy,16
069SSMV,left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_270.png,left,1,44.085,MR,medium,1
069SSMV,left,images/base/16_a.png,images/combined/16_b_x_45_y_0_z_90.png,right,0,5.446,MR,medium,2
069SSMV,left,images/base/2_a.png,images/combined/2_b_x_315_y_0_z_270.png,left,1,8.984,MR,medium,3
069SSMV,left,images/base/15_b.png,images/combined/15_a_x_315_y_0_z_270.png,right,0,22.948,MR,medium,4
069SSMV,right,images/base/4_b.png,images/combined/4_b_x_45_y_0_z_90.png,right,1,8.193,MR,medium,5
069SSMV,left,images/base/3_a.png,images/combined/3_b_x_315_y_0_z_270.png,left,1,8.294,MR,medium,6
069SSMV,left,images/base/9_a.png,images/combined/9_b_x_45_y_0_z_90.png,right,0,7.826,MR,medium,7
069SSMV,left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_90.png,left,1,27.56,MR,medium,8
069SSMV,left,images/base/5_a.png,images/combined/5_b_x_315_y_0_z_270.png,left,1,28.226,MR,medium,9
069SSMV,left,images/base/7_a.png,images/combined/7_b_x_315_y_0_z_90.png,right,0,93.449,MR,medium,10
069SSMV,right,images/base/11_a.png,images/combined/11_a_x_315_y_0_z_270.png,right,1,5.704,MR,medium,11
069SSMV,right,images/base/10_b.png,images/combined/10_b_x_315_y_0_z_270.png,left,0,9.475,MR,medium,12
069SSMV,left,images/base/13_a.png,images/combined/13_b_x_45_y_0_z_90.png,left,1,9.016,MR,medium,13
069SSMV,left,images/base/1_b.png,images/combined/1_a_x_45_y_0_z_270.png,left,1,17.041,MR,medium,14
069SSMV,left,images/base/14_b.png,images/combined/14_a_x_315_y_0_z_270.png,left,1,11.03,MR,medium,15
069SSMV,right,images/base/8_a.png,images/combined/8_a_x_315_y_0_z_270.png,left,0,3.425,MR,medium,16
069SSMV,right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_270.png,left,0,32.637,MR,hard,1
069SSMV,right,images/base/16_b.png,images/combined/16_b_x_90_y_0_z_90.png,left,0,14.221,MR,hard,2
069SSMV,left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_90.png,left,1,25.831,MR,hard,3
069SSMV,right,images/base/2_a.png,images/combined/2_a_x_90_y_0_z_270.png,left,0,7.988,MR,hard,4
069SSMV,left,images/base/7_b.png,images/combined/7_a_x_270_y_0_z_90.png,left,1,27.683,MR,hard,5
069SSMV,right,images/base/13_b.png,images/combined/13_b_x_90_y_0_z_270.png,left,0,12.07,MR,hard,6
069SSMV,right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_90.png,left,0,8.666,MR,hard,7
069SSMV,left,images/base/10_b.png,images/combined/10_a_x_270_y_0_z_90.png,left,1,18.377,MR,hard,8
069SSMV,right,images/base/8_b.png,images/combined/8_b_x_270_y_0_z_270.png,left,0,8.392,MR,hard,9
069SSMV,left,images/base/1_a.png,images/combined/1_b_x_270_y_0_z_270.png,right,0,42.323,MR,hard,10
069SSMV,right,images/base/14_b.png,images/combined/14_b_x_90_y_0_z_90.png,left,0,32.625,MR,hard,11
069SSMV,left,images/base/12_b.png,images/combined/12_a_x_90_y_0_z_90.png,left,1,25.457,MR,hard,12
069SSMV,right,images/base/11_a.png,images/combined/11_a_x_270_y_0_z_270.png,right,1,9.542,MR,hard,13
069SSMV,right,images/base/4_a.png,images/combined/4_a_x_270_y_0_z_90.png,right,1,10.354,MR,hard,14
069SSMV,right,images/base/3_b.png,images/combined/3_b_x_90_y_0_z_90.png,left,0,11.567,MR,hard,15
069SSMV,right,images/base/5_a.png,images/combined/5_a_x_270_y_0_z_270.png,right,1,7.516,MR,hard,16
070SSAK,left,images/base/1_b.png,images/combined/1_a_x_0_y_0_z_315.png,right,0,8.815,MR,easy,1
070SSAK,left,images/base/11_a.png,images/combined/11_b_x_0_y_0_z_45.png,right,0,13.4237,MR,easy,2
070SSAK,right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_315.png,right,1,7.3259,MR,easy,3
