target_present,key,is_correct,rt,task,level,trial,id
1,right,1,0.728,ST,medium,16,urmN2MGqMI
1,right,1,2.0969,ST,easy,1,d51zamtky2
0,left,1,0.9978,ST,easy,2,d51zamtky2
1,right,1,0.8467,ST,easy,3,d51zamtky2
1,right,1,1.1326,ST,easy,4,d51zamtky2
1,right,1,0.4685,ST,easy,5,d51zamtky2
1,right,1,0.7565,ST,easy,6,d51zamtky2
1,right,1,0.6055,ST,easy,7,d51zamtky2
1,right,1,1.1476,ST,easy,8,d51zamtky2
1,right,1,1.9641,ST,easy,9,d51zamtky2
1,left,0,1.1833,ST,easy,10,d51zamtky2
0,left,1,1.2404,ST,easy,11,d51zamtky2
0,left,1,0.6704,ST,easy,12,d51zamtky2
0,left,1,0.7809,ST,easy,13,d51zamtky2
0,left,1,1.1186,ST,easy,14,d51zamtky2
0,left,1,0.8327,ST,easy,15,d51zamtky2
1,right,1,2.18,ST,easy,16,d51zamtky2
0,left,1,1.3971,ST,hard,1,d51zamtky2
1,right,1,1.2333,ST,hard,2,d51zamtky2
0,left,1,1.0756,ST,hard,3,d51zamtky2
1,right,1,1.0344,ST,hard,4,d51zamtky2
1,left,0,0.7676,ST,hard,5,d51zamtky2
0,right,0,1.1008,ST,hard,6,d51zamtky2
0,left,1,0.6892,ST,hard,7,d51zamtky2
0,left,1,1.2005,ST,hard,8,d51zamtky2
0,right,0,0.9005,ST,hard,9,d51zamtky2
0,right,0,0.9332,ST,hard,10,d51zamtky2
0,left,1,1.3178,ST,hard,11,d51zamtky2
1,right,1,5.3855,ST,hard,12,d51zamtky2
1,right,1,0.6843,ST,hard,13,d51zamtky2
1,right,1,0.3345,ST,hard,14,d51zamtky2
1,right,1,0.4209,ST,hard,15,d51zamtky2
0,right,0,0.934,ST,hard,16,d51zamtky2
1,right,1,1.4275,ST,medium,1,d51zamtky2
0,left,1,0.707,ST,medium,2,d51zamtky2
1,right,1,0.9177,ST,medium,3,d51zamtky2
1,right,1,3.7848,ST,medium,4,d51zamtky2
1,right,1,0.6986,ST,medium,5,d51zamtky2
1,right,1,0.9808,ST,medium,6,d51zamtky2
1,right,1,1.7324,ST,medium,7,d51zamtky2
0,right,0,0.6473,ST,medium,8,d51zamtky2
1,left,0,0.8028,ST,medium,9,d51zamtky2
0,left,1,1.2487,ST,medium,10,d51zamtky2
0,left,1,0.9697,ST,medium,11,d51zamtky2
1,right,1,1.2035,ST,medium,12,d51zamtky2
1,left,0,1.4873,ST,medium,13,d51zamtky2
0,right,0,0.7488,ST,medium,14,d51zamtky2
1,right,1,1.0652,ST,medium,15,d51zamtky2
0,right,0,1.9662,ST,medium,16,d51zamtky2
0,left,1,1.1251,ST,easy,1,EgEJAn9pKN
0,left,1,0.5998,ST,easy,2,EgEJAn9pKN
1,right,1,0.72,ST,easy,3,EgEJAn9pKN
1,right,1,0.7544,ST,easy,4,EgEJAn9pKN
0,left,1,0.5367,ST,easy,5,EgEJAn9pKN
0,left,1,0.5881,ST,easy,6,EgEJAn9pKN
0,left,1,0.6061,ST,easy,7,EgEJAn9pKN
1,right,1,0.6098,ST,easy,8,EgEJAn9pKN
1,right,1,0.6372,ST,easy,9,EgEJAn9pKN
1,right,1,0.8499,ST,easy,10,EgEJAn9pKN
0,left,1,1.1885,ST,easy,11,EgEJAn9pKN
0,left,1,0.6104,ST,easy,12,EgEJAn9pKN
0,left,1,1.2155,ST,easy,13,EgEJAn9pKN
0,left,1,0.8986,ST,easy,14,EgEJAn9pKN
0,left,1,0.5204,ST,easy,15,EgEJAn9pKN
1,right,1,0.6497,ST,easy,16,EgEJAn9pKN
0,left,1,1.6776,ST,hard,1,EgEJAn9pKN
0,left,1,1.7672,ST,hard,2,EgEJAn9pKN
1,left,0,1.3999,ST,hard,3,EgEJAn9pKN
0,left,1,1.1336,ST,hard,4,EgEJAn9pKN
0,left,1,1.1311,ST,hard,5,EgEJAn9pKN
0,right,0,1.1493,ST,hard,6,EgEJAn9pKN
0,left,1,1.0319,ST,hard,7,EgEJAn9pKN
0,left,1,1.4943,ST,hard,8,EgEJAn9pKN
0,left,1,0.7894,ST,hard,9,EgEJAn9pKN
0,right,0,1.1599,ST,hard,10,EgEJAn9pKN
0,left,1,0.8585,ST,hard,11,EgEJAn9pKN
1,right,1,0.9869,ST,hard,12,EgEJAn9pKN
1,left,0,1.1408,ST,hard,13,EgEJAn9pKN
0,right,0,1.1167,ST,hard,14,EgEJAn9pKN
0,left,1,1.3721,ST,hard,15,EgEJAn9pKN
0,left,1,1.0208,ST,hard,16,EgEJAn9pKN
0,left,1,0.7809,ST,medium,1,EgEJAn9pKN
0,left,1,0.6247,ST,medium,2,EgEJAn9pKN
1,right,1,1.0337,ST,medium,3,EgEJAn9pKN
1,right,1,0.8142,ST,medium,4,EgEJAn9pKN
0,left,1,0.6488,ST,medium,5,EgEJAn9pKN
1,right,1,1.2163,ST,medium,6,EgEJAn9pKN
0,left,1,1.1756,ST,medium,7,EgEJAn9pKN
0,left,1,1.4041,ST,medium,8,EgEJAn9pKN
1,right,1,0.9234,ST,medium,9,EgEJAn9pKN
1,right,1,0.754,ST,medium,10,EgEJAn9pKN
1,right,1,0.7377,ST,medium,11,EgEJAn9pKN
1,right,1,0.799,ST,medium,12,EgEJAn9pKN
1,right,1,0.7103,ST,medium,13,EgEJAn9pKN
0,left,1,0.7037,ST,medium,14,EgEJAn9pKN
0,left,1,1.1115,ST,medium,15,EgEJAn9pKN
1,left,0,0.8567,ST,medium,16,EgEJAn9pKN
1,right,1,1.2651,ST,easy,1,W3y75sVKt1
0,left,1,1.2185,ST,easy,2,W3y75sVKt1
1,right,1,1.0678,ST,easy,3,W3y75sVKt1
1,right,1,1.1176,ST,easy,4,W3y75sVKt1
0,left,1,0.9735,ST,easy,5,W3y75sVKt1
1,right,1,0.9191,ST,easy,6,W3y75sVKt1
1,right,1,1.1845,ST,easy,7,W3y75sVKt1
0,left,1,0.9014,ST,easy,8,W3y75sVKt1
1,right,1,0.8677,ST,easy,9,W3y75sVKt1
1,right,1,0.8152,ST,easy,10,W3y75sVKt1
1,right,1,0.8859,ST,easy,11,W3y75sVKt1
0,left,1,0.798,ST,easy,12,W3y75sVKt1
0,left,1,1.0674,ST,easy,13,W3y75sVKt1
1,right,1,0.9412,ST,easy,14,W3y75sVKt1
0,left,1,1.0079,ST,easy,15,W3y75sVKt1
0,left,1,0.9978,ST,easy,16,W3y75sVKt1
0,left,1,1.7672,ST,hard,1,W3y75sVKt1
0,left,1,1.015,ST,hard,2,W3y75sVKt1
0,left,1,1.6986,ST,hard,3,W3y75sVKt1
0,right,0,1.701,ST,hard,4,W3y75sVKt1
1,right,1,1.5155,ST,hard,5,W3y75sVKt1
0,right,0,1.4486,ST,hard,6,W3y75sVKt1
0,right,0,1.4482,ST,hard,7,W3y75sVKt1
1,right,1,1.3611,ST,hard,8,W3y75sVKt1
1,right,1,0.9318,ST,hard,9,W3y75sVKt1
1,right,1,1.0515,ST,hard,10,W3y75sVKt1
1,right,1,1.5324,ST,hard,11,W3y75sVKt1
0,left,1,2.2021,ST,hard,12,W3y75sVKt1
1,left,0,2.4994,ST,hard,13,W3y75sVKt1
0,left,1,2.4656,ST,hard,14,W3y75sVKt1
0,left,1,1.4821,ST,hard,15,W3y75sVKt1
0,left,1,1.3987,ST,hard,16,W3y75sVKt1
0,left,1,1.9765,ST,medium,1,W3y75sVKt1
1,right,1,0.982,ST,medium,2,W3y75sVKt1
1,right,1,0.7131,ST,medium,3,W3y75sVKt1
1,right,1,1.0854,ST,medium,4,W3y75sVKt1
1,left,0,1.0587,ST,medium,5,W3y75sVKt1
1,right,1,2.8993,ST,medium,6,W3y75sVKt1
1,right,1,3.4286,ST,medium,7,W3y75sVKt1
1,right,1,1.1511,ST,medium,8,W3y75sVKt1
1,right,1,1.6653,ST,medium,9,W3y75sVKt1
0,left,1,0.9302,ST,medium,10,W3y75sVKt1
1,left,0,3.3989,ST,medium,11,W3y75sVKt1
0,left,1,1.0846,ST,medium,12,W3y75sVKt1
1,right,1,1.2515,ST,medium,13,W3y75sVKt1
1,right,1,2.4784,ST,medium,14,W3y75sVKt1
0,left,1,0.934,ST,medium,15,W3y75sVKt1
1,left,0,0.9196,ST,medium,16,W3y75sVKt1
1,left,0,1.1253,ST,easy,1,soqMs9Hfya
1,right,1,1.0443,ST,easy,2,soqMs9Hfya
0,left,1,0.9193,ST,easy,3,soqMs9Hfya
0,left,1,0.9349,ST,easy,4,soqMs9Hfya
0,left,1,0.7856,ST,easy,5,soqMs9Hfya
0,left,1,0.6935,ST,easy,6,soqMs9Hfya
0,left,1,0.6565,ST,easy,7,soqMs9Hfya
0,left,1,0.6081,ST,easy,8,soqMs9Hfya
1,right,1,0.8146,ST,easy,9,soqMs9Hfya
0,left,1,0.7983,ST,easy,10,soqMs9Hfya
1,right,1,0.8997,ST,easy,11,soqMs9Hfya
1,right,1,0.551,ST,easy,12,soqMs9Hfya
0,left,1,0.9824,ST,easy,13,soqMs9Hfya
1,right,1,1.0807,ST,easy,14,soqMs9Hfya
1,right,1,1.0151,ST,easy,15,soqMs9Hfya
1,right,1,1.065,ST,easy,16,soqMs9Hfya
1,left,0,3.3221,ST,hard,1,soqMs9Hfya
1,right,1,2.5973,ST,hard,2,soqMs9Hfya
0,left,1,1.2465,ST,hard,3,soqMs9Hfya
0,left,1,1.4516,ST,hard,4,soqMs9Hfya
1,right,1,1.2479,ST,hard,5,soqMs9Hfya
0,left,1,1.0897,ST,hard,6,soqMs9Hfya
0,left,1,1.336,ST,hard,7,soqMs9Hfya
1,left,0,1.2461,ST,hard,8,soqMs9Hfya
1,left,0,1.3458,ST,hard,9,soqMs9Hfya
1,left,0,1.1739,ST,hard,10,soqMs9Hfya
1,left,0,2.3258,ST,hard,11,soqMs9Hfya
1,left,0,1.3788,ST,hard,12,soqMs9Hfya
1,right,1,0.8357,ST,hard,13,soqMs9Hfya
0,right,0,1.2501,ST,hard,14,soqMs9Hfya
0,left,1,1.1825,ST,hard,15,soqMs9Hfya
1,left,0,1.3221,ST,hard,16,soqMs9Hfya
1,right,1,1.8658,ST,medium,1,soqMs9Hfya
0,left,1,1.5509,ST,medium,2,soqMs9Hfya
0,left,1,1.9086,ST,medium,3,soqMs9Hfya
1,right,1,1.3706,ST,medium,4,soqMs9Hfya
0,left,1,1.5298,ST,medium,5,soqMs9Hfya
0,left,1,1.5751,ST,medium,6,soqMs9Hfya
1,right,1,1.7391,ST,medium,7,soqMs9Hfya
0,left,1,3.1694,ST,medium,8,soqMs9Hfya
0,left,1,4.955,ST,medium,9,soqMs9Hfya
1,right,1,4.3319,ST,medium,10,soqMs9Hfya
0,left,1,1.4126,ST,medium,11,soqMs9Hfya
1,right,1,1.4011,ST,medium,12,soqMs9Hfya
0,left,1,3.2251,ST,medium,13,soqMs9Hfya
1,right,1,1.6991,ST,medium,14,soqMs9Hfya
1,right,1,1.184,ST,medium,15,soqMs9Hfya
0,left,1,2.6447,ST,medium,16,soqMs9Hfya
1,right,1,0.9573,ST,easy,1,YuaQwhP1ZU
1,right,1,0.8015,ST,easy,2,YuaQwhP1ZU
1,right,1,0.9232,ST,easy,3,YuaQwhP1ZU
1,right,1,0.6676,ST,easy,4,YuaQwhP1ZU
0,left,1,0.5549,ST,easy,5,YuaQwhP1ZU
1,right,1,0.9308,ST,easy,6,YuaQwhP1ZU
1,right,1,0.6058,ST,easy,7,YuaQwhP1ZU
0,left,1,0.5322,ST,easy,8,YuaQwhP1ZU
0,left,1,1.1173,ST,easy,9,YuaQwhP1ZU
0,left,1,0.4751,ST,easy,10,YuaQwhP1ZU
0,left,1,0.4527,ST,easy,11,YuaQwhP1ZU
1,right,1,0.6558,ST,easy,12,YuaQwhP1ZU
1,right,1,0.753,ST,easy,13,YuaQwhP1ZU
0,left,1,0.4688,ST,easy,14,YuaQwhP1ZU
1,right,1,0.5611,ST,easy,15,YuaQwhP1ZU
1,left,0,0.5965,ST,easy,16,YuaQwhP1ZU
1,left,0,0.9787,ST,hard,1,YuaQwhP1ZU
0,left,1,0.8732,ST,hard,2,YuaQwhP1ZU
1,right,1,0.8293,ST,hard,3,YuaQwhP1ZU
1,left,0,0.5882,ST,hard,4,YuaQwhP1ZU
0,left,1,0.6234,ST,hard,5,YuaQwhP1ZU
0,left,1,0.723,ST,hard,6,YuaQwhP1ZU
0,right,0,0.8236,ST,hard,7,YuaQwhP1ZU
1,right,1,0.8227,ST,hard,8,YuaQwhP1ZU
0,left,1,0.7581,ST,hard,9,YuaQwhP1ZU
1,left,0,0.5471,ST,hard,10,YuaQwhP1ZU
0,right,0,0.8021,ST,hard,11,YuaQwhP1ZU
1,right,1,0.6531,ST,hard,12,YuaQwhP1ZU
1,left,0,0.6309,ST,hard,13,YuaQwhP1ZU
1,left,0,0.737,ST,hard,14,YuaQwhP1ZU
0,left,1,0.4336,ST,hard,15,YuaQwhP1ZU
1,left,0,2.3696,ST,hard,16,YuaQwhP1ZU
0,left,1,1.595,ST,medium,1,YuaQwhP1ZU
0,left,1,2.8328,ST,medium,2,YuaQwhP1ZU
1,right,1,2.4626,ST,medium,3,YuaQwhP1ZU
0,left,1,1.2716,ST,medium,4,YuaQwhP1ZU
0,left,1,1.9502,ST,medium,5,YuaQwhP1ZU
1,right,1,1.9798,ST,medium,6,YuaQwhP1ZU
0,left,1,1.1426,ST,medium,7,YuaQwhP1ZU
0,left,1,0.8786,ST,medium,8,YuaQwhP1ZU
1,right,1,1.0224,ST,medium,9,YuaQwhP1ZU
0,left,1,1.6602,ST,medium,10,YuaQwhP1ZU
0,left,1,0.9707,ST,medium,11,YuaQwhP1ZU
0,left,1,1.0783,ST,medium,12,YuaQwhP1ZU
0,left,1,1.5258,ST,medium,13,YuaQwhP1ZU
0,left,1,1.909,ST,medium,14,YuaQwhP1ZU
1,right,1,2.3484,ST,medium,15,YuaQwhP1ZU
1,right,1,1.7728,ST,medium,16,YuaQwhP1ZU
0,left,1,1.286,ST,easy,1,2vlCeeOoXs
1,right,1,1.106,ST,easy,2,2vlCeeOoXs
0,left,1,1.062,ST,easy,3,2vlCeeOoXs
1,right,1,0.995,ST,easy,4,2vlCeeOoXs
0,left,1,0.973,ST,easy,5,2vlCeeOoXs
0,left,1,1.984,ST,easy,6,2vlCeeOoXs
1,right,1,1.233,ST,easy,7,2vlCeeOoXs
0,left,1,0.738,ST,easy,8,2vlCeeOoXs
1,right,1,0.796,ST,easy,9,2vlCeeOoXs
0,left,1,0.974,ST,easy,10,2vlCeeOoXs
0,left,1,0.715,ST,easy,11,2vlCeeOoXs
0,left,1,0.839,ST,easy,12,2vlCeeOoXs
1,right,1,1.044,ST,easy,13,2vlCeeOoXs
1,right,1,1.091,ST,easy,14,2vlCeeOoXs
0,left,1,0.76,ST,easy,15,2vlCeeOoXs
1,right,1,1.369,ST,easy,16,2vlCeeOoXs
0,left,1,1.525,ST,hard,1,2vlCeeOoXs
1,right,1,1.478,ST,hard,2,2vlCeeOoXs
0,left,1,1.177,ST,hard,3,2vlCeeOoXs
1,right,1,1.47,ST,hard,4,2vlCeeOoXs
0,left,1,1.087,ST,hard,5,2vlCeeOoXs
1,right,1,1.119,ST,hard,6,2vlCeeOoXs
1,left,0,1.534,ST,hard,7,2vlCeeOoXs
1,left,0,1.081,ST,hard,8,2vlCeeOoXs
0,left,1,1.327,ST,hard,9,2vlCeeOoXs
0,right,0,1.181,ST,hard,10,2vlCeeOoXs
1,left,0,1.444,ST,hard,11,2vlCeeOoXs
1,right,1,0.989,ST,hard,12,2vlCeeOoXs
1,right,1,0.847,ST,hard,13,2vlCeeOoXs
0,left,1,1.009,ST,hard,14,2vlCeeOoXs
0,left,1,1.661,ST,hard,15,2vlCeeOoXs
0,right,0,1.711,ST,hard,16,2vlCeeOoXs
0,left,1,2.744,ST,medium,1,2vlCeeOoXs
1,right,1,1.036,ST,medium,2,2vlCeeOoXs
1,left,0,1.204,ST,medium,3,2vlCeeOoXs
0,left,1,1.01,ST,medium,4,2vlCeeOoXs
1,left,0,1.039,ST,medium,5,2vlCeeOoXs
0,left,1,1.239,ST,medium,6,2vlCeeOoXs
0,left,1,1.128,ST,medium,7,2vlCeeOoXs
1,right,1,0.943,ST,medium,8,2vlCeeOoXs
1,right,1,1.76,ST,medium,9,2vlCeeOoXs
0,left,1,1.3,ST,medium,10,2vlCeeOoXs
1,left,0,1.463,ST,medium,11,2vlCeeOoXs
1,left,0,1.032,ST,medium,12,2vlCeeOoXs
0,left,1,1.154,ST,medium,13,2vlCeeOoXs
0,left,1,1.363,ST,medium,14,2vlCeeOoXs
0,left,1,0.93,ST,medium,15,2vlCeeOoXs
0,left,1,3.048,ST,medium,16,2vlCeeOoXs
0,left,1,0.5881,ST,easy,1,KCZtWafWV1
0,left,1,0.4732,ST,easy,2,KCZtWafWV1
0,left,1,0.5263,ST,easy,3,KCZtWafWV1
0,left,1,0.612,ST,easy,4,KCZtWafWV1
1,right,1,0.5838,ST,easy,5,KCZtWafWV1
1,right,1,0.509,ST,easy,6,KCZtWafWV1
1,right,1,0.5035,ST,easy,7,KCZtWafWV1
0,left,1,0.5421,ST,easy,8,KCZtWafWV1
0,left,1,0.7714,ST,easy,9,KCZtWafWV1
1,right,1,0.9576,ST,easy,10,KCZtWafWV1
1,right,1,0.6947,ST,easy,11,KCZtWafWV1
0,left,1,0.644,ST,easy,12,KCZtWafWV1
1,right,1,0.698,ST,easy,13,KCZtWafWV1
0,left,1,0.6167,ST,easy,14,KCZtWafWV1
1,right,1,0.7341,ST,easy,15,KCZtWafWV1
0,left,1,0.5799,ST,easy,16,KCZtWafWV1
0,left,1,2.6965,ST,hard,1,KCZtWafWV1
1,right,1,0.7794,ST,hard,2,KCZtWafWV1
1,right,1,0.9246,ST,hard,3,KCZtWafWV1
0,right,0,0.6813,ST,hard,4,KCZtWafWV1
1,left,0,0.8976,ST,hard,5,KCZtWafWV1
0,right,0,0.7336,ST,hard,6,KCZtWafWV1
1,right,1,0.6615,ST,hard,7,KCZtWafWV1
0,right,0,0.7321,ST,hard,8,KCZtWafWV1
1,left,0,0.6071,ST,hard,9,KCZtWafWV1
0,left,1,0.7464,ST,hard,10,KCZtWafWV1
1,left,0,0.6296,ST,hard,11,KCZtWafWV1
1,left,0,0.7455,ST,hard,12,KCZtWafWV1
1,left,0,0.6255,ST,hard,13,KCZtWafWV1
0,left,1,0.6475,ST,hard,14,KCZtWafWV1
0,right,0,1.007,ST,hard,15,KCZtWafWV1
1,left,0,0.7326,ST,hard,16,KCZtWafWV1
1,right,1,0.9316,ST,medium,1,KCZtWafWV1
1,right,1,0.958,ST,medium,2,KCZtWafWV1
0,left,1,0.6123,ST,medium,3,KCZtWafWV1
0,left,1,0.5764,ST,medium,4,KCZtWafWV1
1,right,1,0.6319,ST,medium,5,KCZtWafWV1
1,right,1,0.7475,ST,medium,6,KCZtWafWV1
1,left,0,0.6056,ST,medium,7,KCZtWafWV1
0,left,1,0.7976,ST,medium,8,KCZtWafWV1
0,left,1,0.5474,ST,medium,9,KCZtWafWV1
1,right,1,0.7325,ST,medium,10,KCZtWafWV1
0,left,1,0.5531,ST,medium,11,KCZtWafWV1
0,left,1,0.6208,ST,medium,12,KCZtWafWV1
0,left,1,0.8787,ST,medium,13,KCZtWafWV1
1,right,1,0.4,ST,medium,14,KCZtWafWV1
1,right,1,0.5477,ST,medium,15,KCZtWafWV1
1,left,0,0.9265,ST,medium,16,KCZtWafWV1
0,left,1,1.4778,ST,easy,1,n5pHkx5qnN
0,left,1,1.3528,ST,easy,2,n5pHkx5qnN
1,right,1,1.1459,ST,easy,3,n5pHkx5qnN
0,left,1,1.1548,ST,easy,4,n5pHkx5qnN
0,left,1,2.1512,ST,easy,5,n5pHkx5qnN
1,right,1,1.4843,ST,easy,6,n5pHkx5qnN
0,left,1,1.2678,ST,easy,7,n5pHkx5qnN
0,left,1,1.32,ST,easy,8,n5pHkx5qnN
0,left,1,2.5005,ST,easy,9,n5pHkx5qnN
1,right,1,1.6504,ST,easy,10,n5pHkx5qnN
1,right,1,1.1289,ST,easy,11,n5pHkx5qnN
0,left,1,1.1945,ST,easy,12,n5pHkx5qnN
1,right,1,3.5674,ST,easy,13,n5pHkx5qnN
1,right,1,1.6892,ST,easy,14,n5pHkx5qnN
0,left,1,2.8818,ST,easy,15,n5pHkx5qnN
0,left,1,3.7312,ST,easy,16,n5pHkx5qnN
0,left,1,3.6792,ST,hard,1,n5pHkx5qnN
1,left,0,1.4892,ST,hard,2,n5pHkx5qnN
0,left,1,1.1369,ST,hard,3,n5pHkx5qnN
0,left,1,1.0176,ST,hard,4,n5pHkx5qnN
1,right,1,4.773,ST,hard,5,n5pHkx5qnN
0,left,1,1.3467,ST,hard,6,n5pHkx5qnN
1,left,0,1.1503,ST,hard,7,n5pHkx5qnN
0,left,1,0.9149,ST,hard,8,n5pHkx5qnN
0,left,1,1.0821,ST,hard,9,n5pHkx5qnN
1,right,1,0.9432,ST,hard,10,n5pHkx5qnN
1,left,0,1.1367,ST,hard,11,n5pHkx5qnN
1,left,0,1.9338,ST,hard,12,n5pHkx5qnN
0,right,0,3.2843,ST,hard,13,n5pHkx5qnN
1,right,1,1.11,ST,hard,14,n5pHkx5qnN
1,left,0,1.2474,ST,hard,15,n5pHkx5qnN
1,left,0,2.937,ST,hard,16,n5pHkx5qnN
1,right,1,1.4482,ST,medium,1,n5pHkx5qnN
1,right,1,1.5476,ST,medium,2,n5pHkx5qnN
0,right,0,1.5506,ST,medium,3,n5pHkx5qnN
0,left,1,1.1795,ST,medium,4,n5pHkx5qnN
1,right,1,1.0672,ST,medium,5,n5pHkx5qnN
0,left,1,2.8965,ST,medium,6,n5pHkx5qnN
0,right,0,1.2982,ST,medium,7,n5pHkx5qnN
1,right,1,1.2724,ST,medium,8,n5pHkx5qnN
0,left,1,2.2795,ST,medium,9,n5pHkx5qnN
0,left,1,5.438,ST,medium,10,n5pHkx5qnN
1,right,1,1.2392,ST,medium,11,n5pHkx5qnN
1,right,1,1.1664,ST,medium,12,n5pHkx5qnN
1,right,1,1.4501,ST,medium,13,n5pHkx5qnN
0,left,1,2.5666,ST,medium,14,n5pHkx5qnN
1,left,0,1.419,ST,medium,15,n5pHkx5qnN
1,left,0,1.5335,ST,medium,16,n5pHkx5qnN
1,right,1,1.8199,ST,easy,1,wgRo2jLpXH
0,left,1,1.336,ST,easy,2,wgRo2jLpXH
1,right,1,1.7941,ST,easy,3,wgRo2jLpXH
1,right,1,1.621,ST,easy,4,wgRo2jLpXH
1,right,1,1.2288,ST,easy,5,wgRo2jLpXH
1,right,1,1.4341,ST,easy,6,wgRo2jLpXH
1,right,1,1.2697,ST,easy,7,wgRo2jLpXH
0,left,1,1.2438,ST,easy,8,wgRo2jLpXH
0,left,1,1.0268,ST,easy,9,wgRo2jLpXH
0,left,1,1.0118,ST,easy,10,wgRo2jLpXH
1,right,1,0.8609,ST,easy,11,wgRo2jLpXH
1,right,1,1.0249,ST,easy,12,wgRo2jLpXH
1,right,1,1.4651,ST,easy,13,wgRo2jLpXH
0,left,1,1.1899,ST,easy,14,wgRo2jLpXH
0,left,1,1.3867,ST,easy,15,wgRo2jLpXH
0,left,1,1.3902,ST,easy,16,wgRo2jLpXH
0,left,1,1.6366,ST,hard,1,wgRo2jLpXH
0,left,1,1.31,ST,hard,2,wgRo2jLpXH
0,left,1,1.2426,ST,hard,3,wgRo2jLpXH
0,left,1,1.1869,ST,hard,4,wgRo2jLpXH
1,right,1,1.6543,ST,hard,5,wgRo2jLpXH
0,right,0,2.198,ST,hard,6,wgRo2jLpXH
0,left,1,0.8522,ST,hard,7,wgRo2jLpXH
1,right,1,1.7125,ST,hard,8,wgRo2jLpXH
0,right,0,1.6443,ST,hard,9,wgRo2jLpXH
1,right,1,2.5841,ST,hard,10,wgRo2jLpXH
0,right,0,1.2735,ST,hard,11,wgRo2jLpXH
1,right,1,1.3511,ST,hard,12,wgRo2jLpXH
1,right,1,3.4686,ST,hard,13,wgRo2jLpXH
1,right,1,1.1159,ST,hard,14,wgRo2jLpXH
1,left,0,1.1183,ST,hard,15,wgRo2jLpXH
0,left,1,1.2112,ST,hard,16,wgRo2jLpXH
1,left,0,2.638,ST,medium,1,wgRo2jLpXH
1,right,1,2.2865,ST,medium,2,wgRo2jLpXH
1,right,1,2.0348,ST,medium,3,wgRo2jLpXH
1,left,0,1.367,ST,medium,4,wgRo2jLpXH
1,left,0,0.9956,ST,medium,5,wgRo2jLpXH
0,left,1,0.7338,ST,medium,6,wgRo2jLpXH
0,left,1,0.859,ST,medium,7,wgRo2jLpXH
0,left,1,0.8951,ST,medium,8,wgRo2jLpXH
0,left,1,1.0614,ST,medium,9,wgRo2jLpXH
1,right,1,1.5357,ST,medium,10,wgRo2jLpXH
0,left,1,0.9298,ST,medium,11,wgRo2jLpXH
1,left,0,1.3722,ST,medium,12,wgRo2jLpXH
0,left,1,1.0622,ST,medium,13,wgRo2jLpXH
0,left,1,1.2865,ST,medium,14,wgRo2jLpXH
1,right,1,1.2781,ST,medium,15,wgRo2jLpXH
0,left,1,1.0449,ST,medium,16,wgRo2jLpXH
0,left,1,2.0887,ST,easy,1,IMJ2Wgu1zI
0,left,1,1.4706,ST,easy,2,IMJ2Wgu1zI
1,right,1,0.5843,ST,easy,3,IMJ2Wgu1zI
1,right,1,1.1638,ST,easy,4,IMJ2Wgu1zI
0,left,1,1.2811,ST,easy,5,IMJ2Wgu1zI
0,left,1,1.106,ST,easy,6,IMJ2Wgu1zI
1,right,1,1.0005,ST,easy,7,IMJ2Wgu1zI
0,left,1,1.1911,ST,easy,8,IMJ2Wgu1zI
0,left,1,1.6818,ST,easy,9,IMJ2Wgu1zI
0,left,1,1.122,ST,easy,10,IMJ2Wgu1zI
0,left,1,1.1973,ST,easy,11,IMJ2Wgu1zI
1,right,1,0.8367,ST,easy,12,IMJ2Wgu1zI
0,left,1,0.9578,ST,easy,13,IMJ2Wgu1zI
1,right,1,0.7909,ST,easy,14,IMJ2Wgu1zI
0,left,1,1.7007,ST,easy,15,IMJ2Wgu1zI
1,right,1,0.755,ST,easy,16,IMJ2Wgu1zI
0,right,0,1.0645,ST,hard,1,IMJ2Wgu1zI
0,left,1,1.4272,ST,hard,2,IMJ2Wgu1zI
1,left,0,1.0466,ST,hard,3,IMJ2Wgu1zI
1,right,1,0.8186,ST,hard,4,IMJ2Wgu1zI
0,right,0,1.9399,ST,hard,5,IMJ2Wgu1zI
1,right,1,1.7339,ST,hard,6,IMJ2Wgu1zI
1,right,1,1.3902,ST,hard,7,IMJ2Wgu1zI
1,right,1,1.0086,ST,hard,8,IMJ2Wgu1zI
0,right,0,0.9146,ST,hard,9,IMJ2Wgu1zI
1,right,1,1.724,ST,hard,10,IMJ2Wgu1zI
1,right,1,1.0539,ST,hard,11,IMJ2Wgu1zI
1,right,1,0.9768,ST,hard,12,IMJ2Wgu1zI
0,right,0,0.9223,ST,hard,13,IMJ2Wgu1zI
1,right,1,0.8514,ST,hard,14,IMJ2Wgu1zI
1,left,0,1.8808,ST,hard,15,IMJ2Wgu1zI
1,right,1,0.8025,ST,hard,16,IMJ2Wgu1zI
0,right,0,3.6021,ST,medium,1,IMJ2Wgu1zI
1,right,1,1.1636,ST,medium,2,IMJ2Wgu1zI
1,right,1,0.6498,ST,medium,3,IMJ2Wgu1zI
0,left,1,1.424,ST,medium,4,IMJ2Wgu1zI
1,left,0,0.939,ST,medium,5,IMJ2Wgu1zI
0,right,0,1.0737,ST,medium,6,IMJ2Wgu1zI
0,left,1,1.3258,ST,medium,7,IMJ2Wgu1zI
1,right,1,2.1165,ST,medium,8,IMJ2Wgu1zI
1,right,1,1.1721,ST,medium,9,IMJ2Wgu1zI
