target_present,key,is_correct,rt,task,level,trial,id
0,left,1,1.0651,ST,medium,6,XdaJtcIO9r
0,left,1,1.1457,ST,medium,7,XdaJtcIO9r
0,left,1,1.0819,ST,medium,8,XdaJtcIO9r
1,left,0,1.012,ST,medium,9,XdaJtcIO9r
0,right,0,1.1198,ST,medium,10,XdaJtcIO9r
0,left,1,0.8321,ST,medium,11,XdaJtcIO9r
0,left,1,1.4989,ST,medium,12,XdaJtcIO9r
0,left,1,1.9397,ST,medium,13,XdaJtcIO9r
1,right,1,0.7682,ST,medium,14,XdaJtcIO9r
0,left,1,1.7029,ST,medium,15,XdaJtcIO9r
1,right,1,1.66,ST,medium,16,XdaJtcIO9r
0,left,1,1.8349,ST,easy,1,JpDUHBwJT1
0,left,1,0.8333,ST,easy,2,JpDUHBwJT1
1,right,1,1.1995,ST,easy,3,JpDUHBwJT1
1,right,1,1.1002,ST,easy,4,JpDUHBwJT1
1,right,1,1.5917,ST,easy,5,JpDUHBwJT1
0,right,0,1.0664,ST,easy,6,JpDUHBwJT1
1,right,1,1.2145,ST,easy,7,JpDUHBwJT1
1,right,1,1.2413,ST,easy,8,JpDUHBwJT1
1,right,1,1.4499,ST,easy,9,JpDUHBwJT1
1,right,1,1.2118,ST,easy,10,JpDUHBwJT1
1,right,1,1.4544,ST,easy,11,JpDUHBwJT1
1,right,1,1.3153,ST,easy,12,JpDUHBwJT1
1,right,1,1.2153,ST,easy,13,JpDUHBwJT1
0,left,1,1.4001,ST,easy,14,JpDUHBwJT1
0,left,1,1.1842,ST,easy,15,JpDUHBwJT1
1,right,1,1.4258,ST,easy,16,JpDUHBwJT1
1,left,0,1.4447,ST,hard,1,JpDUHBwJT1
0,left,1,1.5333,ST,hard,2,JpDUHBwJT1
0,right,0,1.5706,ST,hard,3,JpDUHBwJT1
0,left,1,1.3137,ST,hard,4,JpDUHBwJT1
0,left,1,1.3405,ST,hard,5,JpDUHBwJT1
0,left,1,2.3551,ST,hard,6,JpDUHBwJT1
1,left,0,1.6892,ST,hard,7,JpDUHBwJT1
0,left,1,3.1994,ST,hard,8,JpDUHBwJT1
0,left,1,3.6229,ST,hard,9,JpDUHBwJT1
0,left,1,2.7732,ST,hard,10,JpDUHBwJT1
0,right,0,2.3347,ST,hard,11,JpDUHBwJT1
1,right,1,1.7378,ST,hard,12,JpDUHBwJT1
1,left,0,1.4065,ST,hard,13,JpDUHBwJT1
1,left,0,1.2255,ST,hard,14,JpDUHBwJT1
0,left,1,1.291,ST,hard,15,JpDUHBwJT1
1,right,1,2.0696,ST,hard,16,JpDUHBwJT1
0,left,1,2.8783,ST,medium,1,JpDUHBwJT1
1,right,1,2.232,ST,medium,2,JpDUHBwJT1
1,right,1,1.791,ST,medium,3,JpDUHBwJT1
1,right,1,1.3581,ST,medium,4,JpDUHBwJT1
1,right,1,3.2534,ST,medium,5,JpDUHBwJT1
1,right,1,1.5427,ST,medium,6,JpDUHBwJT1
1,right,1,1.5418,ST,medium,7,JpDUHBwJT1
0,left,1,2.7375,ST,medium,8,JpDUHBwJT1
0,left,1,1.5816,ST,medium,9,JpDUHBwJT1
1,right,1,1.3169,ST,medium,10,JpDUHBwJT1
0,left,1,1.4475,ST,medium,11,JpDUHBwJT1
0,left,1,3.6382,ST,medium,12,JpDUHBwJT1
1,left,0,2.4149,ST,medium,13,JpDUHBwJT1
0,left,1,1.5511,ST,medium,14,JpDUHBwJT1
1,left,0,3.7128,ST,medium,15,JpDUHBwJT1
1,right,1,2.542,ST,medium,16,JpDUHBwJT1
1,right,1,0.9949,ST,easy,1,z8uZORh5Lg
0,left,1,0.9516,ST,easy,2,z8uZORh5Lg
1,right,1,0.9834,ST,easy,3,z8uZORh5Lg
0,left,1,0.9043,ST,easy,4,z8uZORh5Lg
0,left,1,1.2347,ST,easy,5,z8uZORh5Lg
0,left,1,1.1473,ST,easy,6,z8uZORh5Lg
0,left,1,1.0907,ST,easy,7,z8uZORh5Lg
1,left,0,1.3789,ST,easy,8,z8uZORh5Lg
0,left,1,0.7325,ST,easy,9,z8uZORh5Lg
0,left,1,0.7869,ST,easy,10,z8uZORh5Lg
0,left,1,0.7026,ST,easy,11,z8uZORh5Lg
1,right,1,0.8508,ST,easy,12,z8uZORh5Lg
1,right,1,0.7873,ST,easy,13,z8uZORh5Lg
1,right,1,0.9731,ST,easy,14,z8uZORh5Lg
0,left,1,0.8727,ST,easy,15,z8uZORh5Lg
1,right,1,1.1967,ST,easy,16,z8uZORh5Lg
1,left,0,1.8757,ST,hard,1,z8uZORh5Lg
0,left,1,1.2807,ST,hard,2,z8uZORh5Lg
0,left,1,1.0731,ST,hard,3,z8uZORh5Lg
0,left,1,0.955,ST,hard,4,z8uZORh5Lg
1,left,0,1.2544,ST,hard,5,z8uZORh5Lg
1,right,1,2.0979,ST,hard,6,z8uZORh5Lg
1,left,0,1.2392,ST,hard,7,z8uZORh5Lg
1,right,1,0.838,ST,hard,8,z8uZORh5Lg
1,left,0,1.0942,ST,hard,9,z8uZORh5Lg
0,left,1,0.3383,ST,hard,10,z8uZORh5Lg
0,left,1,0.8961,ST,hard,11,z8uZORh5Lg
0,left,1,0.9162,ST,hard,12,z8uZORh5Lg
1,left,0,1.1113,ST,hard,13,z8uZORh5Lg
0,left,1,2.7615,ST,hard,14,z8uZORh5Lg
1,right,1,1.0792,ST,hard,15,z8uZORh5Lg
0,left,1,2.4016,ST,hard,16,z8uZORh5Lg
1,right,1,0.9728,ST,medium,1,z8uZORh5Lg
0,right,0,0.8655,ST,medium,2,z8uZORh5Lg
0,left,1,0.7535,ST,medium,3,z8uZORh5Lg
1,right,1,2.1812,ST,medium,4,z8uZORh5Lg
1,left,0,0.8198,ST,medium,5,z8uZORh5Lg
0,left,1,0.8684,ST,medium,6,z8uZORh5Lg
1,left,0,3.2129,ST,medium,7,z8uZORh5Lg
0,left,1,1.4285,ST,medium,8,z8uZORh5Lg
1,right,1,0.8636,ST,medium,9,z8uZORh5Lg
1,right,1,0.7662,ST,medium,10,z8uZORh5Lg
0,right,0,0.9628,ST,medium,11,z8uZORh5Lg
1,right,1,0.849,ST,medium,12,z8uZORh5Lg
1,left,0,1.254,ST,medium,13,z8uZORh5Lg
0,left,1,1.082,ST,medium,14,z8uZORh5Lg
1,right,1,0.9814,ST,medium,15,z8uZORh5Lg
1,right,1,0.7554,ST,medium,16,z8uZORh5Lg
0,left,1,1.3384,ST,easy,1,yIjm6EG67z
1,right,1,1.0424,ST,easy,2,yIjm6EG67z
1,right,1,1.6163,ST,easy,3,yIjm6EG67z
1,right,1,1.6816,ST,easy,4,yIjm6EG67z
1,right,1,1.3994,ST,easy,5,yIjm6EG67z
0,left,1,1.7022,ST,easy,6,yIjm6EG67z
1,right,1,1.3997,ST,easy,7,yIjm6EG67z
0,left,1,1.6161,ST,easy,8,yIjm6EG67z
0,left,1,1.3513,ST,easy,9,yIjm6EG67z
0,left,1,0.8826,ST,easy,10,yIjm6EG67z
1,right,1,1.3154,ST,easy,11,yIjm6EG67z
1,right,1,1.6327,ST,easy,12,yIjm6EG67z
1,right,1,1.337,ST,easy,13,yIjm6EG67z
0,left,1,0.9581,ST,easy,14,yIjm6EG67z
0,left,1,0.7155,ST,easy,15,yIjm6EG67z
0,left,1,1.2691,ST,easy,16,yIjm6EG67z
1,left,0,1.5561,ST,hard,1,yIjm6EG67z
0,left,1,1.358,ST,hard,2,yIjm6EG67z
0,left,1,1.2747,ST,hard,3,yIjm6EG67z
1,right,1,1.3765,ST,hard,4,yIjm6EG67z
0,left,1,1.0042,ST,hard,5,yIjm6EG67z
0,left,1,1.3239,ST,hard,6,yIjm6EG67z
1,left,0,1.2362,ST,hard,7,yIjm6EG67z
0,left,1,1.2739,ST,hard,8,yIjm6EG67z
0,left,1,1.3153,ST,hard,9,yIjm6EG67z
0,left,1,1.6692,ST,hard,10,yIjm6EG67z
0,left,1,1.2587,ST,hard,11,yIjm6EG67z
0,left,1,1.3529,ST,hard,12,yIjm6EG67z
1,right,1,1.2929,ST,hard,13,yIjm6EG67z
1,right,1,1.6977,ST,hard,14,yIjm6EG67z
0,left,1,1.1869,ST,hard,15,yIjm6EG67z
1,right,1,1.2971,ST,hard,16,yIjm6EG67z
1,right,1,2.1375,ST,medium,1,yIjm6EG67z
1,right,1,1.8807,ST,medium,2,yIjm6EG67z
0,left,1,1.5209,ST,medium,3,yIjm6EG67z
1,left,0,1.3936,ST,medium,4,yIjm6EG67z
1,left,0,4.5049,ST,medium,5,yIjm6EG67z
0,left,1,1.971,ST,medium,6,yIjm6EG67z
0,left,1,1.5756,ST,medium,7,yIjm6EG67z
1,right,1,1.5749,ST,medium,8,yIjm6EG67z
0,left,1,1.5318,ST,medium,9,yIjm6EG67z
1,left,0,3.2658,ST,medium,10,yIjm6EG67z
0,left,1,1.4648,ST,medium,11,yIjm6EG67z
1,right,1,1.6013,ST,medium,12,yIjm6EG67z
0,left,1,1.4475,ST,medium,13,yIjm6EG67z
1,right,1,1.5139,ST,medium,14,yIjm6EG67z
1,right,1,1.6908,ST,medium,15,yIjm6EG67z
1,right,1,1.6322,ST,medium,16,yIjm6EG67z
1,right,1,0.8751,ST,easy,1,alNlXuBH5D
1,right,1,0.9103,ST,easy,2,alNlXuBH5D
1,right,1,0.851,ST,easy,3,alNlXuBH5D
1,right,1,1.0018,ST,easy,4,alNlXuBH5D
0,left,1,1.2837,ST,easy,5,alNlXuBH5D
1,right,1,0.7674,ST,easy,6,alNlXuBH5D
0,left,1,0.818,ST,easy,7,alNlXuBH5D
0,left,1,0.6379,ST,easy,8,alNlXuBH5D
0,left,1,0.7342,ST,easy,9,alNlXuBH5D
0,left,1,1.8884,ST,easy,10,alNlXuBH5D
1,right,1,0.6204,ST,easy,11,alNlXuBH5D
1,right,1,0.9025,ST,easy,12,alNlXuBH5D
0,left,1,0.7033,ST,easy,13,alNlXuBH5D
0,left,1,0.7985,ST,easy,14,alNlXuBH5D
1,right,1,1.6027,ST,easy,15,alNlXuBH5D
1,right,1,0.7676,ST,easy,16,alNlXuBH5D
1,left,0,1.6159,ST,hard,1,alNlXuBH5D
1,right,1,0.7981,ST,hard,2,alNlXuBH5D
0,left,1,2.9661,ST,hard,3,alNlXuBH5D
0,left,1,1.1176,ST,hard,4,alNlXuBH5D
1,right,1,1.2404,ST,hard,5,alNlXuBH5D
0,left,1,1.2406,ST,hard,6,alNlXuBH5D
0,left,1,1.0519,ST,hard,7,alNlXuBH5D
0,left,1,1.8724,ST,hard,8,alNlXuBH5D
1,right,1,0.7189,ST,hard,9,alNlXuBH5D
0,left,1,0.7992,ST,hard,10,alNlXuBH5D
1,left,0,2.1876,ST,hard,11,alNlXuBH5D
1,right,1,0.972,ST,hard,12,alNlXuBH5D
0,left,1,2.072,ST,hard,13,alNlXuBH5D
1,right,1,1.0747,ST,hard,14,alNlXuBH5D
0,right,0,0.915,ST,hard,15,alNlXuBH5D
0,left,1,2.4648,ST,hard,16,alNlXuBH5D
0,left,1,1.1501,ST,medium,1,alNlXuBH5D
0,right,0,0.9263,ST,medium,2,alNlXuBH5D
0,left,1,2.0177,ST,medium,3,alNlXuBH5D
1,right,1,1.1896,ST,medium,4,alNlXuBH5D
0,left,1,1.2503,ST,medium,5,alNlXuBH5D
0,left,1,2.7851,ST,medium,6,alNlXuBH5D
1,right,1,1.0249,ST,medium,7,alNlXuBH5D
1,right,1,0.9006,ST,medium,8,alNlXuBH5D
0,left,1,1.1576,ST,medium,9,alNlXuBH5D
0,left,1,1.3014,ST,medium,10,alNlXuBH5D
1,right,1,1.0224,ST,medium,11,alNlXuBH5D
1,right,1,0.9342,ST,medium,12,alNlXuBH5D
0,left,1,1.1511,ST,medium,13,alNlXuBH5D
1,right,1,0.9343,ST,medium,14,alNlXuBH5D
1,right,1,2.4175,ST,medium,15,alNlXuBH5D
1,right,1,1.6841,ST,medium,16,alNlXuBH5D
0,left,1,1.261,ST,easy,1,QLrSXxmCJy
0,left,1,1.0687,ST,easy,2,QLrSXxmCJy
0,left,1,1.1847,ST,easy,3,QLrSXxmCJy
1,right,1,0.9523,ST,easy,4,QLrSXxmCJy
1,left,0,0.9053,ST,easy,5,QLrSXxmCJy
0,left,1,1.1512,ST,easy,6,QLrSXxmCJy
1,right,1,1.0658,ST,easy,7,QLrSXxmCJy
0,left,1,1.0362,ST,easy,8,QLrSXxmCJy
1,right,1,2.8334,ST,easy,9,QLrSXxmCJy
1,right,1,1.3829,ST,easy,10,QLrSXxmCJy
0,left,1,1.4336,ST,easy,11,QLrSXxmCJy
0,left,1,2.5204,ST,easy,12,QLrSXxmCJy
0,left,1,1.1032,ST,easy,13,QLrSXxmCJy
0,right,0,2.1222,ST,easy,14,QLrSXxmCJy
0,left,1,1.8166,ST,easy,15,QLrSXxmCJy
1,right,1,1.4867,ST,easy,16,QLrSXxmCJy
1,left,0,2.1777,ST,hard,1,QLrSXxmCJy
0,left,1,1.1862,ST,hard,2,QLrSXxmCJy
1,right,1,1.7556,ST,hard,3,QLrSXxmCJy
0,left,1,1.1371,ST,hard,4,QLrSXxmCJy
0,left,1,1.0502,ST,hard,5,QLrSXxmCJy
0,left,1,1.5503,ST,hard,6,QLrSXxmCJy
0,left,1,1.0974,ST,hard,7,QLrSXxmCJy
1,right,1,1.378,ST,hard,8,QLrSXxmCJy
0,left,1,1.1045,ST,hard,9,QLrSXxmCJy
1,left,0,0.9197,ST,hard,10,QLrSXxmCJy
1,right,1,1.1317,ST,hard,11,QLrSXxmCJy
0,left,1,1.0218,ST,hard,12,QLrSXxmCJy
0,left,1,0.8546,ST,hard,13,QLrSXxmCJy
0,left,1,0.7683,ST,hard,14,QLrSXxmCJy
0,left,1,1.2909,ST,hard,15,QLrSXxmCJy
1,right,1,1.0351,ST,hard,16,QLrSXxmCJy
1,right,1,1.4709,ST,medium,1,QLrSXxmCJy
0,left,1,1.4348,ST,medium,2,QLrSXxmCJy
1,right,1,1.1854,ST,medium,3,QLrSXxmCJy
0,left,1,1.309,ST,medium,4,QLrSXxmCJy
0,right,0,1.0892,ST,medium,5,QLrSXxmCJy
0,right,0,1.0633,ST,medium,6,QLrSXxmCJy
0,left,1,1.0561,ST,medium,7,QLrSXxmCJy
0,left,1,1.0844,ST,medium,8,QLrSXxmCJy
1,right,1,0.8226,ST,medium,9,QLrSXxmCJy
1,left,0,0.8311,ST,medium,10,QLrSXxmCJy
1,right,1,0.9145,ST,medium,11,QLrSXxmCJy
0,left,1,0.6826,ST,medium,12,QLrSXxmCJy
0,left,1,1.4849,ST,medium,13,QLrSXxmCJy
1,right,1,0.9296,ST,medium,14,QLrSXxmCJy
1,left,0,1.2137,ST,medium,15,QLrSXxmCJy
1,right,1,0.8968,ST,medium,16,QLrSXxmCJy
0,left,1,1.005900001,ST,easy,1,8BtJMmB1PT
0,left,1,0.9183,ST,easy,2,8BtJMmB1PT
1,right,1,0.9015,ST,easy,3,8BtJMmB1PT
1,right,1,1.1015,ST,easy,4,8BtJMmB1PT
0,left,1,0.868,ST,easy,5,8BtJMmB1PT
1,right,1,0.9928,ST,easy,6,8BtJMmB1PT
0,left,1,0.807,ST,easy,7,8BtJMmB1PT
1,right,1,0.8012,ST,easy,8,8BtJMmB1PT
1,right,1,1.035,ST,easy,9,8BtJMmB1PT
1,right,1,0.9209,ST,easy,10,8BtJMmB1PT
0,left,1,0.8868,ST,easy,11,8BtJMmB1PT
0,left,1,1.0013,ST,easy,12,8BtJMmB1PT
1,right,1,0.9377,ST,easy,13,8BtJMmB1PT
0,left,1,0.8602,ST,easy,14,8BtJMmB1PT
0,left,1,0.7345,ST,easy,15,8BtJMmB1PT
0,left,1,0.9012,ST,easy,16,8BtJMmB1PT
1,right,1,4.4664,ST,hard,1,8BtJMmB1PT
0,left,1,1.2012,ST,hard,2,8BtJMmB1PT
0,right,0,1.251299999,ST,hard,3,8BtJMmB1PT
0,right,0,0.91809999900000006,ST,hard,4,8BtJMmB1PT
1,left,0,1.200900001,ST,hard,5,8BtJMmB1PT
0,left,1,1.2355,ST,hard,6,8BtJMmB1PT
0,right,0,0.8868,ST,hard,7,8BtJMmB1PT
1,left,0,1.2178,ST,hard,8,8BtJMmB1PT
0,left,1,1.1515,ST,hard,9,8BtJMmB1PT
1,left,0,1.2869,ST,hard,10,8BtJMmB1PT
0,left,1,0.984799999,ST,hard,11,8BtJMmB1PT
0,left,1,1.234599999,ST,hard,12,8BtJMmB1PT
1,right,1,0.8844,ST,hard,13,8BtJMmB1PT
0,left,1,0.9543,ST,hard,14,8BtJMmB1PT
0,left,1,1.3345,ST,hard,15,8BtJMmB1PT
0,left,1,1.401200001,ST,hard,16,8BtJMmB1PT
1,right,1,1.0402,ST,medium,1,8BtJMmB1PT
0,right,0,1.491599999,ST,medium,2,8BtJMmB1PT
0,left,1,1.6679,ST,medium,3,8BtJMmB1PT
0,left,1,1.9349,ST,medium,4,8BtJMmB1PT
1,right,1,0.9511,ST,medium,5,8BtJMmB1PT
0,right,0,1.968,ST,medium,6,8BtJMmB1PT
0,left,1,1.1185,ST,medium,7,8BtJMmB1PT
0,left,1,0.8183,ST,medium,8,8BtJMmB1PT
0,left,1,0.9546,ST,medium,9,8BtJMmB1PT
1,right,1,0.9512,ST,medium,10,8BtJMmB1PT
1,right,1,1.554200001,ST,medium,11,8BtJMmB1PT
0,left,1,0.868,ST,medium,12,8BtJMmB1PT
0,left,1,1.034900001,ST,medium,13,8BtJMmB1PT
1,left,0,0.8517,ST,medium,14,8BtJMmB1PT
0,right,0,1.400799999,ST,medium,15,8BtJMmB1PT
1,right,1,1.3161,ST,medium,16,8BtJMmB1PT
0,left,1,1.287,ST,easy,1,8xVAczfPKp
1,right,1,1.3474,ST,easy,2,8xVAczfPKp
0,left,1,1.7153,ST,easy,3,8xVAczfPKp
0,left,1,0.7891,ST,easy,4,8xVAczfPKp
0,left,1,1.2694,ST,easy,5,8xVAczfPKp
0,left,1,0.6976,ST,easy,6,8xVAczfPKp
0,left,1,0.6165,ST,easy,7,8xVAczfPKp
1,right,1,1.2862,ST,easy,8,8xVAczfPKp
0,left,1,0.6569,ST,easy,9,8xVAczfPKp
1,right,1,0.9503,ST,easy,10,8xVAczfPKp
0,left,1,0.6571,ST,easy,11,8xVAczfPKp
1,right,1,0.7661,ST,easy,12,8xVAczfPKp
1,right,1,1.7543,ST,easy,13,8xVAczfPKp
0,left,1,0.5525,ST,easy,14,8xVAczfPKp
1,left,0,1.3576,ST,easy,15,8xVAczfPKp
0,left,1,0.9147,ST,easy,16,8xVAczfPKp
0,left,1,1.7595,ST,hard,1,8xVAczfPKp
0,left,1,1.3229,ST,hard,2,8xVAczfPKp
0,left,1,1.0359,ST,hard,3,8xVAczfPKp
0,left,1,0.8916,ST,hard,4,8xVAczfPKp
1,right,1,0.8055,ST,hard,5,8xVAczfPKp
1,right,1,0.8314,ST,hard,6,8xVAczfPKp
0,right,0,1.006,ST,hard,7,8xVAczfPKp
1,left,0,0.7983,ST,hard,8,8xVAczfPKp
1,right,1,1.1585,ST,hard,9,8xVAczfPKp
0,left,1,0.8847,ST,hard,10,8xVAczfPKp
1,left,0,0.8389,ST,hard,11,8xVAczfPKp
0,left,1,1.8032,ST,hard,12,8xVAczfPKp
0,left,1,0.6521,ST,hard,13,8xVAczfPKp
0,left,1,0.8242,ST,hard,14,8xVAczfPKp
1,right,1,0.6946,ST,hard,15,8xVAczfPKp
0,left,1,0.9351,ST,hard,16,8xVAczfPKp
1,right,1,0.8198,ST,medium,1,8xVAczfPKp
0,left,1,0.7185,ST,medium,2,8xVAczfPKp
1,right,1,1.0654,ST,medium,3,8xVAczfPKp
0,right,0,1.164,ST,medium,4,8xVAczfPKp
0,left,1,0.6846,ST,medium,5,8xVAczfPKp
1,right,1,0.8108,ST,medium,6,8xVAczfPKp
1,left,0,0.7047,ST,medium,7,8xVAczfPKp
1,right,1,0.5148,ST,medium,8,8xVAczfPKp
0,right,0,0.7784,ST,medium,9,8xVAczfPKp
0,left,1,0.8152,ST,medium,10,8xVAczfPKp
1,right,1,0.4408,ST,medium,11,8xVAczfPKp
0,right,0,1.4965,ST,medium,12,8xVAczfPKp
1,right,1,1.6328,ST,medium,13,8xVAczfPKp
0,left,1,0.9099,ST,medium,14,8xVAczfPKp
1,left,0,0.621,ST,medium,15,8xVAczfPKp
0,right,0,0.9498,ST,medium,16,8xVAczfPKp
1,right,1,3.2117,ST,easy,1,P7WDUMyOEc
0,left,1,1.7098,ST,easy,2,P7WDUMyOEc
1,right,1,1.5958,ST,easy,3,P7WDUMyOEc
0,left,1,1.2694,ST,easy,4,P7WDUMyOEc
0,left,1,1.2927,ST,easy,5,P7WDUMyOEc
0,left,1,1.3549,ST,easy,6,P7WDUMyOEc
0,left,1,1.1263,ST,easy,7,P7WDUMyOEc
1,right,1,2.1255,ST,easy,8,P7WDUMyOEc
0,left,1,1.4127,ST,easy,9,P7WDUMyOEc
1,right,1,1.4447,ST,easy,10,P7WDUMyOEc
1,right,1,1.944,ST,easy,11,P7WDUMyOEc
1,right,1,1.4119,ST,easy,12,P7WDUMyOEc
0,left,1,1.5465,ST,easy,13,P7WDUMyOEc
0,left,1,1.2153,ST,easy,14,P7WDUMyOEc
1,right,1,1.3308,ST,easy,15,P7WDUMyOEc
1,right,1,1.1537,ST,easy,16,P7WDUMyOEc
0,left,1,7.357,ST,hard,1,P7WDUMyOEc
0,right,0,2.3537,ST,hard,2,P7WDUMyOEc
0,right,0,2.3077,ST,hard,3,P7WDUMyOEc
1,right,1,1.7105,ST,hard,4,P7WDUMyOEc
0,left,1,1.8113,ST,hard,5,P7WDUMyOEc
0,left,1,1.5094,ST,hard,6,P7WDUMyOEc
0,left,1,2.3923,ST,hard,7,P7WDUMyOEc
0,left,1,2.0545,ST,hard,8,P7WDUMyOEc
1,right,1,2.1296,ST,hard,9,P7WDUMyOEc
1,right,1,1.4166,ST,hard,10,P7WDUMyOEc
1,left,0,3.306,ST,hard,11,P7WDUMyOEc
0,left,1,1.3953,ST,hard,12,P7WDUMyOEc
0,left,1,1.6966,ST,hard,13,P7WDUMyOEc
1,right,1,2.4652,ST,hard,14,P7WDUMyOEc
1,right,1,2.1736,ST,hard,15,P7WDUMyOEc
1,left,0,1.2915,ST,hard,16,P7WDUMyOEc
1,right,1,1.9221,ST,medium,1,P7WDUMyOEc
0,left,1,2.1102,ST,medium,2,P7WDUMyOEc
1,right,1,1.4341,ST,medium,3,P7WDUMyOEc
1,right,1,1.1334,ST,medium,4,P7WDUMyOEc
1,left,0,1.6796,ST,medium,5,P7WDUMyOEc
0,right,0,2.0125,ST,medium,6,P7WDUMyOEc
1,right,1,1.3148,ST,medium,7,P7WDUMyOEc
0,left,1,1.2481,ST,medium,8,P7WDUMyOEc
0,left,1,1.2303,ST,medium,9,P7WDUMyOEc
1,right,1,3.2432,ST,medium,10,P7WDUMyOEc
0,left,1,1.1804,ST,medium,11,P7WDUMyOEc
0,left,1,1.6153,ST,medium,12,P7WDUMyOEc
1,right,1,1.6793,ST,medium,13,P7WDUMyOEc
1,right,1,3.5591,ST,medium,14,P7WDUMyOEc
1,right,1,1.6639,ST,medium,15,P7WDUMyOEc
1,right,1,1.9931,ST,medium,16,P7WDUMyOEc
1,right,1,1.107,ST,easy,1,cHjpJUhddy
0,left,1,1.268,ST,easy,2,cHjpJUhddy
0,left,1,1.083,ST,easy,3,cHjpJUhddy
0,left,1,0.865,ST,easy,4,cHjpJUhddy
1,right,1,1.323,ST,easy,5,cHjpJUhddy
1,right,1,0.938,ST,easy,6,cHjpJUhddy
0,left,1,0.912,ST,easy,7,cHjpJUhddy
0,left,1,0.861,ST,easy,8,cHjpJUhddy
0,left,1,0.774,ST,easy,9,cHjpJUhddy
0,left,1,1.73,ST,easy,10,cHjpJUhddy
0,left,1,1.556,ST,easy,11,cHjpJUhddy
1,right,1,1.149,ST,easy,12,cHjpJUhddy
1,right,1,0.951,ST,easy,13,cHjpJUhddy
1,right,1,0.746,ST,easy,14,cHjpJUhddy
0,left,1,0.927,ST,easy,15,cHjpJUhddy
1,right,1,1.22,ST,easy,16,cHjpJUhddy
0,left,1,1.24,ST,hard,1,cHjpJUhddy
1,right,1,2.085,ST,hard,2,cHjpJUhddy
1,right,1,1.013,ST,hard,3,cHjpJUhddy
0,left,1,0.914,ST,hard,4,cHjpJUhddy
1,right,1,1.698,ST,hard,5,cHjpJUhddy
1,left,0,1.095,ST,hard,6,cHjpJUhddy
1,left,0,1.472,ST,hard,7,cHjpJUhddy
1,left,0,1.368,ST,hard,8,cHjpJUhddy
0,right,0,3.227,ST,hard,9,cHjpJUhddy
0,right,0,1.687,ST,hard,10,cHjpJUhddy
1,right,1,1.303,ST,hard,11,cHjpJUhddy
0,left,1,0.959,ST,hard,12,cHjpJUhddy
0,left,1,1.098,ST,hard,13,cHjpJUhddy
0,left,1,1.039,ST,hard,14,cHjpJUhddy
1,right,1,0.891,ST,hard,15,cHjpJUhddy
1,right,1,0.859,ST,hard,16,cHjpJUhddy
1,right,1,2.402,ST,medium,1,cHjpJUhddy
0,left,1,0.934,ST,medium,2,cHjpJUhddy
1,right,1,1.058,ST,medium,3,cHjpJUhddy
0,left,1,1.051,ST,medium,4,cHjpJUhddy
0,left,1,1.775,ST,medium,5,cHjpJUhddy
0,left,1,0.809,ST,medium,6,cHjpJUhddy
0,left,1,1.301,ST,medium,7,cHjpJUhddy
1,right,1,0.811,ST,medium,8,cHjpJUhddy
0,left,1,1.098,ST,medium,9,cHjpJUhddy
0,right,0,1.197,ST,medium,10,cHjpJUhddy
0,left,1,0.831,ST,medium,11,cHjpJUhddy
1,right,1,1.302,ST,medium,12,cHjpJUhddy
0,left,1,1.39,ST,medium,13,cHjpJUhddy
0,right,0,1.611,ST,medium,14,cHjpJUhddy
1,right,1,1.024,ST,medium,15,cHjpJUhddy
1,right,1,0.83,ST,medium,16,cHjpJUhddy
0,left,1,1.0582,ST,easy,1,qI9h62z2Ku
1,right,1,0.976400001,ST,easy,2,qI9h62z2Ku
0,left,1,0.76,ST,easy,3,qI9h62z2Ku
0,left,1,1.6959,ST,easy,4,qI9h62z2Ku
0,left,1,0.8233,ST,easy,5,qI9h62z2Ku
1,right,1,1.317,ST,easy,6,qI9h62z2Ku
1,right,1,0.8168,ST,easy,7,qI9h62z2Ku
1,right,1,0.783599999,ST,easy,8,qI9h62z2Ku
1,right,1,0.941799999,ST,easy,9,qI9h62z2Ku
1,right,1,0.820799999,ST,easy,10,qI9h62z2Ku
1,right,1,5.2833,ST,easy,11,qI9h62z2Ku
0,left,1,0.560799999,ST,easy,12,qI9h62z2Ku
0,left,1,1.183599999,ST,easy,13,qI9h62z2Ku
0,left,1,0.879900001,ST,easy,14,qI9h62z2Ku
0,left,1,0.5777,ST,easy,15,qI9h62z2Ku
1,right,1,0.7307,ST,easy,16,qI9h62z2Ku
0,left,1,0.9475,ST,hard,1,qI9h62z2Ku
0,left,1,1.6708,ST,hard,2,qI9h62z2Ku
0,right,0,3.135,ST,hard,3,qI9h62z2Ku
0,left,1,1.439599999,ST,hard,4,qI9h62z2Ku
1,right,1,1.4487,ST,hard,5,qI9h62z2Ku
1,right,1,1.1132,ST,hard,6,qI9h62z2Ku
0,right,0,3.8426,ST,hard,7,qI9h62z2Ku
1,right,1,1.127,ST,hard,8,qI9h62z2Ku
1,right,1,1.262,ST,hard,9,qI9h62z2Ku
1,left,0,0.579599999,ST,hard,10,qI9h62z2Ku
0,left,1,0.8319,ST,hard,11,qI9h62z2Ku
0,left,1,0.928200001,ST,hard,12,qI9h62z2Ku
0,left,1,0.963,ST,hard,13,qI9h62z2Ku
0,left,1,1.6502,ST,hard,14,qI9h62z2Ku
1,right,1,0.9984,ST,hard,15,qI9h62z2Ku
