task_type,choice,n,w,id,pool
mental_rotation,ME,2,0.13333333333333333,wBsXFrRWgF,pool34
mental_rotation,PH,2,0.13333333333333333,wBsXFrRWgF,pool34
mental_rotation,TI,2,0.13333333333333333,wBsXFrRWgF,pool34
mental_span,EF,4,0.26666666666666666,wBsXFrRWgF,pool34
mental_span,FR,2,0.13333333333333333,wBsXFrRWgF,pool34
mental_span,ME,2,0.13333333333333333,wBsXFrRWgF,pool34
mental_span,PE,2,0.13333333333333333,wBsXFrRWgF,pool34
mental_span,PH,3,0.2,wBsXFrRWgF,pool34
mental_span,TI,2,0.13333333333333333,wBsXFrRWgF,pool34
sternberg,EF,4,0.26666666666666666,wBsXFrRWgF,pool34
sternberg,FR,4,0.26666666666666666,wBsXFrRWgF,pool34
sternberg,ME,2,0.13333333333333333,wBsXFrRWgF,pool34
sternberg,PH,2,0.13333333333333333,wBsXFrRWgF,pool34
sternberg,TI,3,0.2,wBsXFrRWgF,pool34
mental_rotation,EF,3,0.2,PkgTbVVI07,pool34
mental_rotation,FR,4,0.26666666666666666,PkgTbVVI07,pool34
mental_rotation,ME,3,0.2,PkgTbVVI07,pool34
mental_rotation,PE,4,0.26666666666666666,PkgTbVVI07,pool34
mental_rotation,TI,1,0.06666666666666667,PkgTbVVI07,pool34
mental_span,EF,2,0.13333333333333333,PkgTbVVI07,pool34
mental_span,FR,1,0.06666666666666667,PkgTbVVI07,pool34
mental_span,ME,5,0.3333333333333333,PkgTbVVI07,pool34
mental_span,PE,4,0.26666666666666666,PkgTbVVI07,pool34
mental_span,TI,3,0.2,PkgTbVVI07,pool34
sternberg,EF,1,0.06666666666666667,PkgTbVVI07,pool34
sternberg,FR,2,0.13333333333333333,PkgTbVVI07,pool34
sternberg,ME,4,0.26666666666666666,PkgTbVVI07,pool34
sternberg,PE,3,0.2,PkgTbVVI07,pool34
sternberg,PH,1,0.06666666666666667,PkgTbVVI07,pool34
sternberg,TI,4,0.26666666666666666,PkgTbVVI07,pool34
mental_rotation,EF,3,0.2,0wY7q7AFDw,pool34
mental_rotation,FR,4,0.26666666666666666,0wY7q7AFDw,pool34
mental_rotation,ME,5,0.3333333333333333,0wY7q7AFDw,pool34
mental_rotation,PE,1,0.06666666666666667,0wY7q7AFDw,pool34
mental_rotation,PH,2,0.13333333333333333,0wY7q7AFDw,pool34
mental_span,EF,3,0.2,0wY7q7AFDw,pool34
mental_span,FR,4,0.26666666666666666,0wY7q7AFDw,pool34
mental_span,ME,5,0.3333333333333333,0wY7q7AFDw,pool34
mental_span,PH,1,0.06666666666666667,0wY7q7AFDw,pool34
mental_span,TI,2,0.13333333333333333,0wY7q7AFDw,pool34
sternberg,EF,2,0.13333333333333333,0wY7q7AFDw,pool34
sternberg,FR,3,0.2,0wY7q7AFDw,pool34
sternberg,ME,4,0.26666666666666666,0wY7q7AFDw,pool34
sternberg,PH,1,0.06666666666666667,0wY7q7AFDw,pool34
sternberg,TI,5,0.3333333333333333,0wY7q7AFDw,pool34
mental_rotation,EF,4,0.26666666666666666,woSzLv5BIV,pool34
mental_rotation,FR,4,0.26666666666666666,woSzLv5BIV,pool34
mental_rotation,ME,3,0.2,woSzLv5BIV,pool34
mental_rotation,PE,2,0.13333333333333333,woSzLv5BIV,pool34
mental_rotation,PH,1,0.06666666666666667,woSzLv5BIV,pool34
mental_rotation,TI,1,0.06666666666666667,woSzLv5BIV,pool34
mental_span,EF,4,0.26666666666666666,woSzLv5BIV,pool34
mental_span,FR,3,0.2,woSzLv5BIV,pool34
mental_span,ME,4,0.26666666666666666,woSzLv5BIV,pool34
mental_span,PE,2,0.13333333333333333,woSzLv5BIV,pool34
mental_span,TI,2,0.13333333333333333,woSzLv5BIV,pool34
sternberg,EF,2,0.13333333333333333,woSzLv5BIV,pool34
sternberg,FR,2,0.13333333333333333,woSzLv5BIV,pool34
sternberg,ME,1,0.06666666666666667,woSzLv5BIV,pool34
sternberg,PE,4,0.26666666666666666,woSzLv5BIV,pool34
sternberg,PH,3,0.2,woSzLv5BIV,pool34
sternberg,TI,3,0.2,woSzLv5BIV,pool34
mental_rotation,EF,3,0.2,O0ngZJhb9l,pool34
mental_rotation,FR,2,0.13333333333333333,O0ngZJhb9l,pool34
mental_rotation,ME,5,0.3333333333333333,O0ngZJhb9l,pool34
mental_rotation,PE,4,0.26666666666666666,O0ngZJhb9l,pool34
mental_rotation,PH,1,0.06666666666666667,O0ngZJhb9l,pool34
mental_span,EF,3,0.2,O0ngZJhb9l,pool34
mental_span,FR,1,0.06666666666666667,O0ngZJhb9l,pool34
mental_span,ME,5,0.3333333333333333,O0ngZJhb9l,pool34
mental_span,PE,2,0.13333333333333333,O0ngZJhb9l,pool34
mental_span,TI,4,0.26666666666666666,O0ngZJhb9l,pool34
sternberg,EF,4,0.26666666666666666,O0ngZJhb9l,pool34
sternberg,FR,1,0.06666666666666667,O0ngZJhb9l,pool34
sternberg,ME,2,0.13333333333333333,O0ngZJhb9l,pool34
sternberg,PE,3,0.2,O0ngZJhb9l,pool34
sternberg,TI,5,0.3333333333333333,O0ngZJhb9l,pool34
mental_rotation,EF,3,0.2,ttxEdLIMGM,pool34
mental_rotation,FR,3,0.2,ttxEdLIMGM,pool34
mental_rotation,ME,5,0.3333333333333333,ttxEdLIMGM,pool34
mental_rotation,PE,3,0.2,ttxEdLIMGM,pool34
mental_rotation,TI,1,0.06666666666666667,ttxEdLIMGM,pool34
mental_span,EF,3,0.2,ttxEdLIMGM,pool34
mental_span,FR,3,0.2,ttxEdLIMGM,pool34
mental_span,ME,4,0.26666666666666666,ttxEdLIMGM,pool34
mental_span,PE,1,0.06666666666666667,ttxEdLIMGM,pool34
mental_span,TI,4,0.26666666666666666,ttxEdLIMGM,pool34
sternberg,EF,2,0.13333333333333333,ttxEdLIMGM,pool34
sternberg,FR,3,0.2,ttxEdLIMGM,pool34
sternberg,ME,4,0.26666666666666666,ttxEdLIMGM,pool34
sternberg,PE,1,0.06666666666666667,ttxEdLIMGM,pool34
sternberg,TI,5,0.3333333333333333,ttxEdLIMGM,pool34
mental_rotation,EF,2,0.13333333333333333,pevbr5tS1I,pool34
mental_rotation,FR,1,0.06666666666666667,pevbr5tS1I,pool34
mental_rotation,ME,3,0.2,pevbr5tS1I,pool34
mental_rotation,PE,4,0.26666666666666666,pevbr5tS1I,pool34
mental_rotation,TI,5,0.3333333333333333,pevbr5tS1I,pool34
mental_span,EF,3,0.2,pevbr5tS1I,pool34
mental_span,FR,3,0.2,pevbr5tS1I,pool34
mental_span,ME,4,0.26666666666666666,pevbr5tS1I,pool34
mental_span,PE,1,0.06666666666666667,pevbr5tS1I,pool34
mental_span,TI,4,0.26666666666666666,pevbr5tS1I,pool34
sternberg,EF,4,0.26666666666666666,pevbr5tS1I,pool34
sternberg,FR,2,0.13333333333333333,pevbr5tS1I,pool34
sternberg,ME,1,0.06666666666666667,pevbr5tS1I,pool34
sternberg,PE,2,0.13333333333333333,pevbr5tS1I,pool34
sternberg,PH,4,0.26666666666666666,pevbr5tS1I,pool34
sternberg,TI,2,0.13333333333333333,pevbr5tS1I,pool34
mental_rotation,EF,5,0.3333333333333333,zMSGYZOzxF,pool34
mental_rotation,FR,2,0.13333333333333333,zMSGYZOzxF,pool34
mental_rotation,ME,4,0.26666666666666666,zMSGYZOzxF,pool34
mental_rotation,PE,3,0.2,zMSGYZOzxF,pool34
mental_rotation,PH,1,0.06666666666666667,zMSGYZOzxF,pool34
mental_span,EF,1,0.06666666666666667,zMSGYZOzxF,pool34
mental_span,FR,3,0.2,zMSGYZOzxF,pool34
mental_span,ME,4,0.26666666666666666,zMSGYZOzxF,pool34
mental_span,PE,5,0.3333333333333333,zMSGYZOzxF,pool34
mental_span,PH,1,0.06666666666666667,zMSGYZOzxF,pool34
mental_span,TI,1,0.06666666666666667,zMSGYZOzxF,pool34
sternberg,EF,4,0.26666666666666666,zMSGYZOzxF,pool34
sternberg,FR,1,0.06666666666666667,zMSGYZOzxF,pool34
sternberg,ME,2,0.13333333333333333,zMSGYZOzxF,pool34
sternberg,PE,3,0.2,zMSGYZOzxF,pool34
sternberg,TI,5,0.3333333333333333,zMSGYZOzxF,pool34
mental_rotation,EF,4,0.26666666666666666,FgaXoRhEpQ,pool34
mental_rotation,FR,2,0.13333333333333333,FgaXoRhEpQ,pool34
mental_rotation,ME,2,0.13333333333333333,FgaXoRhEpQ,pool34
mental_rotation,PE,5,0.3333333333333333,FgaXoRhEpQ,pool34
mental_rotation,PH,2,0.13333333333333333,FgaXoRhEpQ,pool34
mental_span,EF,2,0.13333333333333333,FgaXoRhEpQ,pool34
mental_span,FR,3,0.2,FgaXoRhEpQ,pool34
mental_span,ME,2,0.13333333333333333,FgaXoRhEpQ,pool34
mental_span,PE,3,0.2,FgaXoRhEpQ,pool34
mental_span,TI,5,0.3333333333333333,FgaXoRhEpQ,pool34
sternberg,EF,2,0.13333333333333333,FgaXoRhEpQ,pool34
sternberg,FR,4,0.26666666666666666,FgaXoRhEpQ,pool34
sternberg,ME,1,0.06666666666666667,FgaXoRhEpQ,pool34
sternberg,PE,3,0.2,FgaXoRhEpQ,pool34
sternberg,TI,5,0.3333333333333333,FgaXoRhEpQ,pool34
mental_rotation,EF,4,0.26666666666666666,V4epNAqh9h,pool34
mental_rotation,FR,5,0.3333333333333333,V4epNAqh9h,pool34
mental_rotation,ME,3,0.2,V4epNAqh9h,pool34
mental_rotation,PE,2,0.13333333333333333,V4epNAqh9h,pool34
mental_rotation,PH,1,0.06666666666666667,V4epNAqh9h,pool34
mental_span,EF,2,0.13333333333333333,V4epNAqh9h,pool34
mental_span,FR,3,0.2,V4epNAqh9h,pool34
mental_span,ME,5,0.3333333333333333,V4epNAqh9h,pool34
mental_span,PE,2,0.13333333333333333,V4epNAqh9h,pool34
mental_span,TI,3,0.2,V4epNAqh9h,pool34
sternberg,EF,4,0.26666666666666666,V4epNAqh9h,pool34
sternberg,FR,1,0.06666666666666667,V4epNAqh9h,pool34
sternberg,ME,3,0.2,V4epNAqh9h,pool34
sternberg,PE,2,0.13333333333333333,V4epNAqh9h,pool34
sternberg,TI,5,0.3333333333333333,V4epNAqh9h,pool34
mental_rotation,EF,4,0.26666666666666666,7s1EYKyluI,pool34
mental_rotation,FR,3,0.2,7s1EYKyluI,pool34
mental_rotation,ME,5,0.3333333333333333,7s1EYKyluI,pool34
mental_rotation,PE,2,0.13333333333333333,7s1EYKyluI,pool34
mental_rotation,TI,1,0.06666666666666667,7s1EYKyluI,pool34
mental_span,EF,4,0.26666666666666666,7s1EYKyluI,pool34
mental_span,FR,2,0.13333333333333333,7s1EYKyluI,pool34
mental_span,ME,5,0.3333333333333333,7s1EYKyluI,pool34
mental_span,PE,1,0.06666666666666667,7s1EYKyluI,pool34
mental_span,TI,3,0.2,7s1EYKyluI,pool34
sternberg,EF,3,0.2,7s1EYKyluI,pool34
sternberg,FR,5,0.3333333333333333,7s1EYKyluI,pool34
sternberg,ME,3,0.2,7s1EYKyluI,pool34
sternberg,PE,1,0.06666666666666667,7s1EYKyluI,pool34
sternberg,TI,3,0.2,7s1EYKyluI,pool34
mental_rotation,EF,3,0.2,GxpGXkXK8v,pool34
mental_rotation,FR,5,0.3333333333333333,GxpGXkXK8v,pool34
mental_rotation,ME,3,0.2,GxpGXkXK8v,pool34
mental_rotation,PE,2,0.13333333333333333,GxpGXkXK8v,pool34
mental_rotation,PH,1,0.06666666666666667,GxpGXkXK8v,pool34
mental_rotation,TI,1,0.06666666666666667,GxpGXkXK8v,pool34
mental_span,EF,4,0.26666666666666666,GxpGXkXK8v,pool34
mental_span,FR,3,0.2,GxpGXkXK8v,pool34
mental_span,ME,5,0.3333333333333333,GxpGXkXK8v,pool34
mental_span,PE,1,0.06666666666666667,GxpGXkXK8v,pool34
mental_span,TI,2,0.13333333333333333,GxpGXkXK8v,pool34
sternberg,EF,3,0.2,GxpGXkXK8v,pool34
sternberg,ME,5,0.3333333333333333,GxpGXkXK8v,pool34
sternberg,PE,2,0.13333333333333333,GxpGXkXK8v,pool34
sternberg,PH,2,0.13333333333333333,GxpGXkXK8v,pool34
sternberg,TI,3,0.2,GxpGXkXK8v,pool34
mental_rotation,EF,4,0.26666666666666666,W98TU3XJxb,pool34
mental_rotation,FR,2,0.13333333333333333,W98TU3XJxb,pool34
mental_rotation,ME,5,0.3333333333333333,W98TU3XJxb,pool34
mental_rotation,PE,1,0.06666666666666667,W98TU3XJxb,pool34
mental_rotation,PH,3,0.2,W98TU3XJxb,pool34
mental_span,EF,3,0.2,W98TU3XJxb,pool34
mental_span,ME,4,0.26666666666666666,W98TU3XJxb,pool34
mental_span,PE,1,0.06666666666666667,W98TU3XJxb,pool34
mental_span,PH,2,0.13333333333333333,W98TU3XJxb,pool34
mental_span,TI,5,0.3333333333333333,W98TU3XJxb,pool34
sternberg,EF,4,0.26666666666666666,W98TU3XJxb,pool34
sternberg,FR,1,0.06666666666666667,W98TU3XJxb,pool34
sternberg,ME,3,0.2,W98TU3XJxb,pool34
sternberg,PH,2,0.13333333333333333,W98TU3XJxb,pool34
sternberg,TI,5,0.3333333333333333,W98TU3XJxb,pool34
mental_rotation,EF,4,0.26666666666666666,yWB1eDgHxE,pool34
mental_rotation,FR,2,0.13333333333333333,yWB1eDgHxE,pool34
mental_rotation,ME,3,0.2,yWB1eDgHxE,pool34
mental_rotation,PE,5,0.3333333333333333,yWB1eDgHxE,pool34
mental_rotation,PH,1,0.06666666666666667,yWB1eDgHxE,pool34
mental_span,EF,2,0.13333333333333333,yWB1eDgHxE,pool34
mental_span,FR,5,0.3333333333333333,yWB1eDgHxE,pool34
mental_span,ME,3,0.2,yWB1eDgHxE,pool34
mental_span,PH,1,0.06666666666666667,yWB1eDgHxE,pool34
mental_span,TI,4,0.26666666666666666,yWB1eDgHxE,pool34
sternberg,EF,2,0.13333333333333333,yWB1eDgHxE,pool34
sternberg,FR,4,0.26666666666666666,yWB1eDgHxE,pool34
sternberg,ME,3,0.2,yWB1eDgHxE,pool34
sternberg,PH,1,0.06666666666666667,yWB1eDgHxE,pool34
sternberg,TI,5,0.3333333333333333,yWB1eDgHxE,pool34
mental_rotation,EF,4,0.26666666666666666,cdCa7qlKqK,pool34
mental_rotation,FR,1,0.06666666666666667,cdCa7qlKqK,pool34
mental_rotation,ME,5,0.3333333333333333,cdCa7qlKqK,pool34
mental_rotation,PE,1,0.06666666666666667,cdCa7qlKqK,pool34
mental_rotation,PH,2,0.13333333333333333,cdCa7qlKqK,pool34
mental_rotation,TI,2,0.13333333333333333,cdCa7qlKqK,pool34
mental_span,EF,3,0.2,cdCa7qlKqK,pool34
mental_span,FR,1,0.06666666666666667,cdCa7qlKqK,pool34
mental_span,ME,4,0.26666666666666666,cdCa7qlKqK,pool34
mental_span,PE,1,0.06666666666666667,cdCa7qlKqK,pool34
mental_span,PH,1,0.06666666666666667,cdCa7qlKqK,pool34
mental_span,TI,5,0.3333333333333333,cdCa7qlKqK,pool34
sternberg,EF,4,0.26666666666666666,cdCa7qlKqK,pool34
sternberg,FR,1,0.06666666666666667,cdCa7qlKqK,pool34
sternberg,ME,2,0.13333333333333333,cdCa7qlKqK,pool34
sternberg,PH,3,0.2,cdCa7qlKqK,pool34
sternberg,TI,5,0.3333333333333333,cdCa7qlKqK,pool34
mental_rotation,EF,3,0.2,0dkwUmCwzJ,pool34
mental_rotation,FR,3,0.2,0dkwUmCwzJ,pool34
mental_rotation,ME,2,0.13333333333333333,0dkwUmCwzJ,pool34
mental_rotation,PE,4,0.26666666666666666,0dkwUmCwzJ,pool34
mental_rotation,PH,1,0.06666666666666667,0dkwUmCwzJ,pool34
mental_rotation,TI,2,0.13333333333333333,0dkwUmCwzJ,pool34
mental_span,EF,2,0.13333333333333333,0dkwUmCwzJ,pool34
mental_span,FR,3,0.2,0dkwUmCwzJ,pool34
mental_span,ME,3,0.2,0dkwUmCwzJ,pool34
mental_span,PE,3,0.2,0dkwUmCwzJ,pool34
mental_span,PH,3,0.2,0dkwUmCwzJ,pool34
mental_span,TI,1,0.06666666666666667,0dkwUmCwzJ,pool34
sternberg,EF,4,0.26666666666666666,0dkwUmCwzJ,pool34
sternberg,FR,3,0.2,0dkwUmCwzJ,pool34
sternberg,ME,3,0.2,0dkwUmCwzJ,pool34
sternberg,PE,3,0.2,0dkwUmCwzJ,pool34
sternberg,TI,2,0.13333333333333333,0dkwUmCwzJ,pool34
mental_rotation,EF,3,0.2,h3qLkF1oCE,pool34
mental_rotation,FR,4,0.26666666666666666,h3qLkF1oCE,pool34
mental_rotation,ME,5,0.3333333333333333,h3qLkF1oCE,pool34
mental_rotation,PE,2,0.13333333333333333,h3qLkF1oCE,pool34
mental_rotation,PH,1,0.06666666666666667,h3qLkF1oCE,pool34
mental_span,EF,3,0.2,h3qLkF1oCE,pool34
mental_span,FR,2,0.13333333333333333,h3qLkF1oCE,pool34
mental_span,ME,5,0.3333333333333333,h3qLkF1oCE,pool34
mental_span,PE,1,0.06666666666666667,h3qLkF1oCE,pool34
mental_span,TI,4,0.26666666666666666,h3qLkF1oCE,pool34
sternberg,EF,1,0.06666666666666667,h3qLkF1oCE,pool34
sternberg,FR,3,0.2,h3qLkF1oCE,pool34
sternberg,ME,4,0.26666666666666666,h3qLkF1oCE,pool34
sternberg,PE,4,0.26666666666666666,h3qLkF1oCE,pool34
sternberg,TI,3,0.2,h3qLkF1oCE,pool34
mental_rotation,EF,4,0.26666666666666666,Q479YcpCNr,pool34
mental_rotation,FR,2,0.13333333333333333,Q479YcpCNr,pool34
mental_rotation,ME,5,0.3333333333333333,Q479YcpCNr,pool34
mental_rotation,PE,3,0.2,Q479YcpCNr,pool34
mental_rotation,TI,1,0.06666666666666667,Q479YcpCNr,pool34
mental_span,EF,2,0.13333333333333333,Q479YcpCNr,pool34
mental_span,FR,3,0.2,Q479YcpCNr,pool34
mental_span,ME,4,0.26666666666666666,Q479YcpCNr,pool34
mental_span,PE,1,0.06666666666666667,Q479YcpCNr,pool34
mental_span,TI,5,0.3333333333333333,Q479YcpCNr,pool34
sternberg,EF,2,0.13333333333333333,Q479YcpCNr,pool34
sternberg,FR,4,0.26666666666666666,Q479YcpCNr,pool34
sternberg,ME,1,0.06666666666666667,Q479YcpCNr,pool34
sternberg,PE,3,0.2,Q479YcpCNr,pool34
sternberg,TI,5,0.3333333333333333,Q479YcpCNr,pool34
mental_rotation,EF,3,0.2,vBoSbHJ7AD,pool34
mental_rotation,FR,3,0.2,vBoSbHJ7AD,pool34
mental_rotation,ME,5,0.3333333333333333,vBoSbHJ7AD,pool34
mental_rotation,PE,1,0.06666666666666667,vBoSbHJ7AD,pool34
mental_rotation,PH,3,0.2,vBoSbHJ7AD,pool34
mental_span,EF,2,0.13333333333333333,vBoSbHJ7AD,pool34
mental_span,FR,3,0.2,vBoSbHJ7AD,pool34
mental_span,ME,1,0.06666666666666667,vBoSbHJ7AD,pool34
mental_span,PE,4,0.26666666666666666,vBoSbHJ7AD,pool34
mental_span,TI,5,0.3333333333333333,vBoSbHJ7AD,pool34
sternberg,EF,3,0.2,vBoSbHJ7AD,pool34
sternberg,FR,2,0.13333333333333333,vBoSbHJ7AD,pool34
sternberg,ME,2,0.13333333333333333,vBoSbHJ7AD,pool34
sternberg,PE,3,0.2,vBoSbHJ7AD,pool34
sternberg,TI,5,0.3333333333333333,vBoSbHJ7AD,pool34
mental_rotation,EF,3,0.2,JIY5GSm8aI,pool34
mental_rotation,FR,2,0.13333333333333333,JIY5GSm8aI,pool34
mental_rotation,ME,5,0.3333333333333333,JIY5GSm8aI,pool34
mental_rotation,PE,4,0.26666666666666666,JIY5GSm8aI,pool34
mental_rotation,TI,1,0.06666666666666667,JIY5GSm8aI,pool34
mental_span,EF,4,0.26666666666666666,JIY5GSm8aI,pool34
mental_span,FR,3,0.2,JIY5GSm8aI,pool34
mental_span,ME,5,0.3333333333333333,JIY5GSm8aI,pool34
mental_span,PH,2,0.13333333333333333,JIY5GSm8aI,pool34
mental_span,TI,1,0.06666666666666667,JIY5GSm8aI,pool34
sternberg,EF,4,0.26666666666666666,JIY5GSm8aI,pool34
sternberg,FR,1,0.06666666666666667,JIY5GSm8aI,pool34
sternberg,ME,5,0.3333333333333333,JIY5GSm8aI,pool34
sternberg,PH,2,0.13333333333333333,JIY5GSm8aI,pool34
sternberg,TI,3,0.2,JIY5GSm8aI,pool34
mental_rotation,EF,4,0.26666666666666666,KMzkcoEoDX,pool34
mental_rotation,FR,4,0.26666666666666666,KMzkcoEoDX,pool34
mental_rotation,ME,4,0.26666666666666666,KMzkcoEoDX,pool34
mental_rotation,PE,2,0.13333333333333333,KMzkcoEoDX,pool34
mental_rotation,PH,1,0.06666666666666667,KMzkcoEoDX,pool34
mental_span,EF,3,0.2,KMzkcoEoDX,pool34
mental_span,FR,3,0.2,KMzkcoEoDX,pool34
mental_span,ME,1,0.06666666666666667,KMzkcoEoDX,pool34
mental_span,PE,4,0.26666666666666666,KMzkcoEoDX,pool34
mental_span,TI,4,0.26666666666666666,KMzkcoEoDX,pool34
sternberg,EF,2,0.13333333333333333,KMzkcoEoDX,pool34
sternberg,FR,4,0.26666666666666666,KMzkcoEoDX,pool34
sternberg,ME,3,0.2,KMzkcoEoDX,pool34
sternberg,PH,1,0.06666666666666667,KMzkcoEoDX,pool34
sternberg,TI,5,0.3333333333333333,KMzkcoEoDX,pool34
mental_rotation,EF,4,0.26666666666666666,bKUxjX0i0W,pool34
mental_rotation,ME,2,0.13333333333333333,bKUxjX0i0W,pool34
mental_rotation,PE,2,0.13333333333333333,bKUxjX0i0W,pool34
mental_rotation,PH,4,0.26666666666666666,bKUxjX0i0W,pool34
mental_rotation,TI,3,0.2,bKUxjX0i0W,pool34
mental_span,EF,4,0.26666666666666666,bKUxjX0i0W,pool34
mental_span,FR,3,0.2,bKUxjX0i0W,pool34
mental_span,ME,5,0.3333333333333333,bKUxjX0i0W,pool34
mental_span,PH,2,0.13333333333333333,bKUxjX0i0W,pool34
mental_span,TI,1,0.06666666666666667,bKUxjX0i0W,pool34
sternberg,EF,4,0.26666666666666666,bKUxjX0i0W,pool34
sternberg,FR,3,0.2,bKUxjX0i0W,pool34
sternberg,ME,5,0.3333333333333333,bKUxjX0i0W,pool34
sternberg,PE,1,0.06666666666666667,bKUxjX0i0W,pool34
sternberg,PH,2,0.13333333333333333,bKUxjX0i0W,pool34
mental_rotation,EF,3,0.2,cGANl4iQl1,pool34
mental_rotation,FR,4,0.26666666666666666,cGANl4iQl1,pool34
mental_rotation,ME,5,0.3333333333333333,cGANl4iQl1,pool34
mental_rotation,PE,1,0.06666666666666667,cGANl4iQl1,pool34
mental_rotation,PH,2,0.13333333333333333,cGANl4iQl1,pool34
mental_span,EF,3,0.2,cGANl4iQl1,pool34
mental_span,FR,2,0.13333333333333333,cGANl4iQl1,pool34
mental_span,ME,5,0.3333333333333333,cGANl4iQl1,pool34
mental_span,PE,1,0.06666666666666667,cGANl4iQl1,pool34
mental_span,TI,4,0.26666666666666666,cGANl4iQl1,pool34
sternberg,EF,3,0.2,cGANl4iQl1,pool34
sternberg,FR,2,0.13333333333333333,cGANl4iQl1,pool34
sternberg,ME,4,0.26666666666666666,cGANl4iQl1,pool34
sternberg,PE,1,0.06666666666666667,cGANl4iQl1,pool34
sternberg,TI,5,0.3333333333333333,cGANl4iQl1,pool34
mental_rotation,EF,4,0.26666666666666666,jDL2pqqoXv,pool34
mental_rotation,FR,1,0.06666666666666667,jDL2pqqoXv,pool34
mental_rotation,ME,3,0.2,jDL2pqqoXv,pool34
mental_rotation,PE,2,0.13333333333333333,jDL2pqqoXv,pool34
mental_rotation,PH,2,0.13333333333333333,jDL2pqqoXv,pool34
mental_rotation,TI,3,0.2,jDL2pqqoXv,pool34
mental_span,EF,4,0.26666666666666666,jDL2pqqoXv,pool34
mental_span,FR,2,0.13333333333333333,jDL2pqqoXv,pool34
mental_span,ME,3,0.2,jDL2pqqoXv,pool34
mental_span,PH,2,0.13333333333333333,jDL2pqqoXv,pool34
mental_span,TI,4,0.26666666666666666,jDL2pqqoXv,pool34
sternberg,EF,2,0.13333333333333333,jDL2pqqoXv,pool34
sternberg,FR,3,0.2,jDL2pqqoXv,pool34
sternberg,ME,4,0.26666666666666666,jDL2pqqoXv,pool34
sternberg,PE,3,0.2,jDL2pqqoXv,pool34
sternberg,PH,1,0.06666666666666667,jDL2pqqoXv,pool34
sternberg,TI,2,0.13333333333333333,jDL2pqqoXv,pool34
mental_rotation,EF,5,0.3333333333333333,HV4ueBgaoL,pool34
mental_rotation,FR,1,0.06666666666666667,HV4ueBgaoL,pool34
mental_rotation,ME,3,0.2,HV4ueBgaoL,pool34
mental_rotation,PH,2,0.13333333333333333,HV4ueBgaoL,pool34
mental_rotation,TI,4,0.26666666666666666,HV4ueBgaoL,pool34
mental_span,EF,5,0.3333333333333333,HV4ueBgaoL,pool34
mental_span,FR,1,0.06666666666666667,HV4ueBgaoL,pool34
mental_span,ME,2,0.13333333333333333,HV4ueBgaoL,pool34
mental_span,PH,4,0.26666666666666666,HV4ueBgaoL,pool34
mental_span,TI,3,0.2,HV4ueBgaoL,pool34
sternberg,EF,5,0.3333333333333333,HV4ueBgaoL,pool34
sternberg,FR,1,0.06666666666666667,HV4ueBgaoL,pool34
sternberg,ME,3,0.2,HV4ueBgaoL,pool34
sternberg,PH,2,0.13333333333333333,HV4ueBgaoL,pool34
sternberg,TI,4,0.26666666666666666,HV4ueBgaoL,pool34
mental_rotation,EF,3,0.2,2HJHCZEQE1,pool34
mental_rotation,FR,5,0.3333333333333333,2HJHCZEQE1,pool34
mental_rotation,ME,4,0.26666666666666666,2HJHCZEQE1,pool34
mental_rotation,PH,2,0.13333333333333333,2HJHCZEQE1,pool34
mental_rotation,TI,1,0.06666666666666667,2HJHCZEQE1,pool34
mental_span,EF,2,0.13333333333333333,2HJHCZEQE1,pool34
mental_span,FR,4,0.26666666666666666,2HJHCZEQE1,pool34
mental_span,ME,3,0.2,2HJHCZEQE1,pool34
mental_span,PH,1,0.06666666666666667,2HJHCZEQE1,pool34
mental_span,TI,5,0.3333333333333333,2HJHCZEQE1,pool34
sternberg,EF,2,0.13333333333333333,2HJHCZEQE1,pool34
sternberg,FR,4,0.26666666666666666,2HJHCZEQE1,pool34
sternberg,ME,3,0.2,2HJHCZEQE1,pool34
sternberg,PH,1,0.06666666666666667,2HJHCZEQE1,pool34
sternberg,TI,5,0.3333333333333333,2HJHCZEQE1,pool34
mental_rotation,EF,2,0.13333333333333333,Fd15tXKjh3,pool34
mental_rotation,FR,3,0.2,Fd15tXKjh3,pool34
mental_rotation,ME,4,0.26666666666666666,Fd15tXKjh3,pool34
mental_rotation,PE,5,0.3333333333333333,Fd15tXKjh3,pool34
mental_rotation,TI,1,0.06666666666666667,Fd15tXKjh3,pool34
mental_span,EF,2,0.13333333333333333,Fd15tXKjh3,pool34
mental_span,FR,2,0.13333333333333333,Fd15tXKjh3,pool34
mental_span,ME,5,0.3333333333333333,Fd15tXKjh3,pool34
mental_span,PE,3,0.2,Fd15tXKjh3,pool34
mental_span,TI,3,0.2,Fd15tXKjh3,pool34
sternberg,EF,2,0.13333333333333333,Fd15tXKjh3,pool34
sternberg,FR,4,0.26666666666666666,Fd15tXKjh3,pool34
sternberg,ME,3,0.2,Fd15tXKjh3,pool34
sternberg,PE,1,0.06666666666666667,Fd15tXKjh3,pool34
sternberg,TI,5,0.3333333333333333,Fd15tXKjh3,pool34
mental_rotation,EF,5,0.3333333333333333,E1wQ16OGRS,pool34
mental_rotation,FR,3,0.2,E1wQ16OGRS,pool34
mental_rotation,ME,4,0.26666666666666666,E1wQ16OGRS,pool34
mental_rotation,PE,2,0.13333333333333333,E1wQ16OGRS,pool34
