trials,task,level,n,rt,acc,id
6,MS,hard,4,16.913,0.5714285714285714,OSi3LnpELr
7,MS,easy,3,8.5968,1,OSi3LnpELr
7,MS,medium,4,19.0945,0.8,OSi3LnpELr
7,MS,hard,5,13.3799,0.7142857142857143,OSi3LnpELr
8,MS,easy,3,9.531,1,OSi3LnpELr
8,MS,medium,5,13.5797,1,OSi3LnpELr
8,MS,hard,5,14.9294,0.7142857142857143,OSi3LnpELr
9,MS,easy,3,11.1119,1,OSi3LnpELr
9,MS,medium,5,14.3474,1,OSi3LnpELr
9,MS,hard,5,15.7639,0.7142857142857143,OSi3LnpELr
10,MS,easy,3,8.6821,1,OSi3LnpELr
10,MS,medium,5,16.8959,1,OSi3LnpELr
10,MS,hard,5,18.4626,0.7142857142857143,OSi3LnpELr
11,MS,easy,3,10.5642,1,OSi3LnpELr
11,MS,medium,5,13.4136,1,OSi3LnpELr
11,MS,hard,4,10.9312,0.5714285714285714,OSi3LnpELr
12,MS,easy,3,9.3474,1,OSi3LnpELr
12,MS,medium,4,15.1453,0.8,OSi3LnpELr
12,MS,hard,4,19.062,0.5714285714285714,OSi3LnpELr
13,MS,easy,3,8.6982,1,OSi3LnpELr
13,MS,medium,3,20.028,0.6,OSi3LnpELr
13,MS,hard,7,25.8443,1,OSi3LnpELr
14,MS,easy,3,9.5857,1,OSi3LnpELr
14,MS,medium,4,13.7303,0.8,OSi3LnpELr
14,MS,hard,5,19.8947,0.7142857142857143,OSi3LnpELr
15,MS,easy,3,7.5975,1,OSi3LnpELr
15,MS,medium,5,22.2115,1,OSi3LnpELr
15,MS,hard,2,11.3302,0.2857142857142857,OSi3LnpELr
16,MS,easy,3,7.3645,1,OSi3LnpELr
16,MS,medium,5,14.9465,1,OSi3LnpELr
16,MS,hard,5,14.0631,0.7142857142857143,OSi3LnpELr
1,MS,easy,3,13.3819,1,m0mjdT90SU
1,MS,medium,5,23.3043,1,m0mjdT90SU
1,MS,hard,5,34.0355,0.7142857142857143,m0mjdT90SU
2,MS,easy,3,13.8693,1,m0mjdT90SU
2,MS,medium,5,26.0504,1,m0mjdT90SU
2,MS,hard,6,67.0717,0.8571428571428571,m0mjdT90SU
3,MS,easy,3,10.5394,1,m0mjdT90SU
3,MS,medium,4,23.3408,0.8,m0mjdT90SU
3,MS,hard,4,14.9056,0.5714285714285714,m0mjdT90SU
4,MS,easy,3,10.4163,1,m0mjdT90SU
4,MS,medium,5,17.7025,1,m0mjdT90SU
4,MS,hard,3,21.1345,0.42857142857142855,m0mjdT90SU
5,MS,easy,3,12.3796,1,m0mjdT90SU
5,MS,medium,5,25.3283,1,m0mjdT90SU
5,MS,hard,2,11.9117,0.2857142857142857,m0mjdT90SU
6,MS,easy,3,14.2624,1,m0mjdT90SU
6,MS,medium,4,29.4985,0.8,m0mjdT90SU
6,MS,hard,2,10.1655,0.2857142857142857,m0mjdT90SU
7,MS,easy,3,11.0129,1,m0mjdT90SU
7,MS,medium,5,19.3198,1,m0mjdT90SU
7,MS,hard,4,19.6353,0.5714285714285714,m0mjdT90SU
8,MS,easy,3,11.2117,1,m0mjdT90SU
8,MS,medium,5,18.2026,1,m0mjdT90SU
8,MS,hard,5,23.9075,0.7142857142857143,m0mjdT90SU
9,MS,easy,3,10.0634,1,m0mjdT90SU
9,MS,medium,5,16.9956,1,m0mjdT90SU
9,MS,hard,5,18.5096,0.7142857142857143,m0mjdT90SU
10,MS,easy,3,11.0738,1,m0mjdT90SU
10,MS,medium,5,20.6546,1,m0mjdT90SU
10,MS,hard,4,23.0598,0.5714285714285714,m0mjdT90SU
11,MS,easy,3,12.0521,1,m0mjdT90SU
11,MS,medium,5,16.3522,1,m0mjdT90SU
11,MS,hard,4,20.0942,0.5714285714285714,m0mjdT90SU
12,MS,easy,3,9.157,1,m0mjdT90SU
12,MS,medium,5,21.8104,1,m0mjdT90SU
12,MS,hard,5,20.4163,0.7142857142857143,m0mjdT90SU
13,MS,easy,3,10.6959,1,m0mjdT90SU
13,MS,medium,5,20.4267,1,m0mjdT90SU
13,MS,hard,4,19.2964,0.5714285714285714,m0mjdT90SU
14,MS,easy,3,9.9168,1,m0mjdT90SU
14,MS,medium,5,19.3056,1,m0mjdT90SU
14,MS,hard,5,19.6264,0.7142857142857143,m0mjdT90SU
15,MS,easy,3,10.687,1,m0mjdT90SU
15,MS,medium,5,17.7204,1,m0mjdT90SU
15,MS,hard,5,18.4027,0.7142857142857143,m0mjdT90SU
16,MS,easy,3,10.1192,1,m0mjdT90SU
16,MS,medium,4,17.5619,0.8,m0mjdT90SU
16,MS,hard,5,20.9188,0.7142857142857143,m0mjdT90SU
1,MS,easy,3,11.6182,1,I64skoy66n
1,MS,medium,4,11.4188,0.8,I64skoy66n
1,MS,hard,3,13.5183,0.42857142857142855,I64skoy66n
2,MS,easy,3,7.5222,1,I64skoy66n
2,MS,medium,4,14.816,0.8,I64skoy66n
2,MS,hard,2,12.2777,0.2857142857142857,I64skoy66n
3,MS,easy,3,9.1206,1,I64skoy66n
3,MS,medium,4,12.4605,0.8,I64skoy66n
3,MS,hard,4,19.1889,0.5714285714285714,I64skoy66n
4,MS,easy,3,7.6982,1,I64skoy66n
4,MS,medium,3,11.2522,0.6,I64skoy66n
4,MS,hard,3,20.6282,0.42857142857142855,I64skoy66n
5,MS,easy,3,11.5121,1,I64skoy66n
5,MS,medium,4,18.1512,0.8,I64skoy66n
5,MS,hard,3,15.8872,0.42857142857142855,I64skoy66n
6,MS,easy,3,8.5759,1,I64skoy66n
6,MS,medium,2,14.3548,0.4,I64skoy66n
6,MS,hard,3,14.3382,0.42857142857142855,I64skoy66n
7,MS,easy,2,15.0546,0.6666666666666666,I64skoy66n
7,MS,medium,2,11.0407,0.4,I64skoy66n
7,MS,hard,4,11.8237,0.5714285714285714,I64skoy66n
8,MS,easy,3,12.1233,1,I64skoy66n
8,MS,medium,3,15.6152,0.6,I64skoy66n
8,MS,hard,3,14.6764,0.42857142857142855,I64skoy66n
9,MS,easy,3,8.215,1,I64skoy66n
9,MS,medium,2,10.5791,0.4,I64skoy66n
9,MS,hard,3,9.9247,0.42857142857142855,I64skoy66n
10,MS,easy,3,11.4232,1,I64skoy66n
10,MS,medium,5,17.7516,1,I64skoy66n
10,MS,hard,4,17.0903,0.5714285714285714,I64skoy66n
11,MS,easy,3,9.0474,1,I64skoy66n
11,MS,medium,3,10.1631,0.6,I64skoy66n
11,MS,hard,4,14.004,0.5714285714285714,I64skoy66n
12,MS,easy,3,8.2147,1,I64skoy66n
12,MS,medium,3,14.0715,0.6,I64skoy66n
12,MS,hard,2,11.9615,0.2857142857142857,I64skoy66n
13,MS,easy,3,7.3107,1,I64skoy66n
13,MS,medium,3,11.5952,0.6,I64skoy66n
13,MS,hard,3,25.6617,0.42857142857142855,I64skoy66n
14,MS,easy,2,9.8302,0.6666666666666666,I64skoy66n
14,MS,medium,3,12.6447,0.6,I64skoy66n
14,MS,hard,4,14.6202,0.5714285714285714,I64skoy66n
15,MS,easy,3,12.8438,1,I64skoy66n
15,MS,medium,5,13.4557,1,I64skoy66n
15,MS,hard,4,13.5002,0.5714285714285714,I64skoy66n
16,MS,easy,3,10.6293,1,I64skoy66n
16,MS,medium,5,19.0724,1,I64skoy66n
16,MS,hard,2,13.9096,0.2857142857142857,I64skoy66n
1,MS,easy,3,8.365,1,l8OD3O4E3f
1,MS,medium,5,14.017,1,l8OD3O4E3f
1,MS,hard,5,12.748,0.7142857142857143,l8OD3O4E3f
2,MS,easy,3,6.999,1,l8OD3O4E3f
2,MS,medium,5,10.665,1,l8OD3O4E3f
2,MS,hard,3,18.149,0.42857142857142855,l8OD3O4E3f
3,MS,easy,3,7.518,1,l8OD3O4E3f
3,MS,medium,5,10.064,1,l8OD3O4E3f
3,MS,hard,4,18.517,0.5714285714285714,l8OD3O4E3f
4,MS,easy,3,5.383,1,l8OD3O4E3f
4,MS,medium,5,14.615,1,l8OD3O4E3f
4,MS,hard,5,16.332,0.7142857142857143,l8OD3O4E3f
5,MS,easy,3,6.215,1,l8OD3O4E3f
5,MS,medium,5,10.966,1,l8OD3O4E3f
5,MS,hard,2,19.465,0.2857142857142857,l8OD3O4E3f
6,MS,easy,3,6.982,1,l8OD3O4E3f
6,MS,medium,5,13.564,1,l8OD3O4E3f
6,MS,hard,3,9.582,0.42857142857142855,l8OD3O4E3f
7,MS,easy,3,6.433,1,l8OD3O4E3f
7,MS,medium,5,9.297,1,l8OD3O4E3f
7,MS,hard,5,8.314,0.7142857142857143,l8OD3O4E3f
8,MS,easy,3,5.748,1,l8OD3O4E3f
8,MS,medium,5,9.015,1,l8OD3O4E3f
8,MS,hard,5,14.849,0.7142857142857143,l8OD3O4E3f
9,MS,easy,3,5.783,1,l8OD3O4E3f
9,MS,medium,5,7.866,1,l8OD3O4E3f
9,MS,hard,5,11.348,0.7142857142857143,l8OD3O4E3f
10,MS,easy,3,6.366,1,l8OD3O4E3f
10,MS,medium,5,7.781,1,l8OD3O4E3f
10,MS,hard,5,8.849,0.7142857142857143,l8OD3O4E3f
11,MS,easy,3,13.55,1,l8OD3O4E3f
11,MS,medium,5,12.033,1,l8OD3O4E3f
11,MS,hard,5,10.882,0.7142857142857143,l8OD3O4E3f
12,MS,easy,3,5.133,1,l8OD3O4E3f
12,MS,medium,5,8.565,1,l8OD3O4E3f
12,MS,hard,5,10.015,0.7142857142857143,l8OD3O4E3f
13,MS,easy,3,6.766,1,l8OD3O4E3f
13,MS,medium,5,11.181,1,l8OD3O4E3f
13,MS,hard,5,13.699,0.7142857142857143,l8OD3O4E3f
14,MS,easy,3,7.883,1,l8OD3O4E3f
14,MS,medium,5,10.332,1,l8OD3O4E3f
14,MS,hard,2,9.465,0.2857142857142857,l8OD3O4E3f
15,MS,easy,3,5.666,1,l8OD3O4E3f
15,MS,medium,5,10.949,1,l8OD3O4E3f
15,MS,hard,5,9.631,0.7142857142857143,l8OD3O4E3f
16,MS,easy,3,5.216,1,l8OD3O4E3f
16,MS,medium,5,8.515,1,l8OD3O4E3f
16,MS,hard,5,10.115,0.7142857142857143,l8OD3O4E3f
1,MS,easy,3,16.947,1,s04AljyS4e
1,MS,medium,5,14.081,1,s04AljyS4e
1,MS,hard,5,15.937,0.7142857142857143,s04AljyS4e
2,MS,easy,3,9.329,1,s04AljyS4e
2,MS,medium,5,35.154,1,s04AljyS4e
2,MS,hard,3,21.852,0.42857142857142855,s04AljyS4e
3,MS,easy,3,10.156,1,s04AljyS4e
3,MS,medium,5,20.74,1,s04AljyS4e
3,MS,hard,3,19.979,0.42857142857142855,s04AljyS4e
4,MS,easy,3,24.049,1,s04AljyS4e
4,MS,medium,5,13.772,1,s04AljyS4e
4,MS,hard,1,30.13,0.14285714285714285,s04AljyS4e
5,MS,easy,3,8.627,1,s04AljyS4e
5,MS,medium,5,19.225,1,s04AljyS4e
5,MS,hard,2,15.686,0.2857142857142857,s04AljyS4e
6,MS,easy,3,8.955,1,s04AljyS4e
6,MS,medium,3,27.4,0.6,s04AljyS4e
6,MS,hard,4,17.412,0.5714285714285714,s04AljyS4e
7,MS,easy,3,8.096,1,s04AljyS4e
7,MS,medium,5,21.903,1,s04AljyS4e
7,MS,hard,4,14.764,0.5714285714285714,s04AljyS4e
8,MS,easy,3,9.674,1,s04AljyS4e
8,MS,medium,5,18.018,1,s04AljyS4e
8,MS,hard,6,24.839,0.8571428571428571,s04AljyS4e
9,MS,easy,3,9.889,1,s04AljyS4e
9,MS,medium,4,39.774,0.8,s04AljyS4e
9,MS,hard,4,19.454,0.5714285714285714,s04AljyS4e
10,MS,easy,3,15.925,1,s04AljyS4e
10,MS,medium,4,16.992,0.8,s04AljyS4e
10,MS,hard,4,23.862,0.5714285714285714,s04AljyS4e
11,MS,easy,3,10.236,1,s04AljyS4e
11,MS,medium,5,25.887,1,s04AljyS4e
11,MS,hard,4,17.58,0.5714285714285714,s04AljyS4e
12,MS,easy,3,10.476,1,s04AljyS4e
12,MS,medium,4,30.165,0.8,s04AljyS4e
12,MS,hard,4,21.203,0.5714285714285714,s04AljyS4e
13,MS,easy,3,9.513,1,s04AljyS4e
13,MS,medium,5,22.237,1,s04AljyS4e
13,MS,hard,4,20.702,0.5714285714285714,s04AljyS4e
14,MS,easy,3,10.144,1,s04AljyS4e
14,MS,medium,5,29.386,1,s04AljyS4e
14,MS,hard,2,32.292,0.2857142857142857,s04AljyS4e
15,MS,easy,3,24.449,1,s04AljyS4e
15,MS,medium,3,34.987,0.6,s04AljyS4e
15,MS,hard,6,32.158,0.8571428571428571,s04AljyS4e
16,MS,easy,3,8.905,1,s04AljyS4e
16,MS,medium,5,14.153,1,s04AljyS4e
16,MS,hard,4,15.085,0.5714285714285714,s04AljyS4e
1,MS,easy,3,13.1088,1,vsfwWZKL1V
1,MS,medium,4,16.0867,0.8,vsfwWZKL1V
1,MS,hard,3,18.3517,0.42857142857142855,vsfwWZKL1V
2,MS,easy,3,10.4246,1,vsfwWZKL1V
2,MS,medium,3,11.1238,0.6,vsfwWZKL1V
2,MS,hard,4,15.0195,0.5714285714285714,vsfwWZKL1V
3,MS,easy,3,11.2566,1,vsfwWZKL1V
3,MS,medium,5,14.7863,1,vsfwWZKL1V
3,MS,hard,1,17.6177,0.14285714285714285,vsfwWZKL1V
4,MS,easy,3,8.926,1,vsfwWZKL1V
4,MS,medium,5,20.6154,1,vsfwWZKL1V
4,MS,hard,5,19.3164,0.7142857142857143,vsfwWZKL1V
5,MS,easy,3,9.9581,1,vsfwWZKL1V
5,MS,medium,5,19.3166,1,vsfwWZKL1V
5,MS,hard,4,28.2758,0.5714285714285714,vsfwWZKL1V
6,MS,easy,3,10.4575,1,vsfwWZKL1V
6,MS,medium,5,17.4186,1,vsfwWZKL1V
6,MS,hard,4,16.8181,0.5714285714285714,vsfwWZKL1V
7,MS,easy,3,9.4598,1,vsfwWZKL1V
7,MS,medium,5,17.8508,1,vsfwWZKL1V
7,MS,hard,5,18.0172,0.7142857142857143,vsfwWZKL1V
8,MS,easy,3,11.2242,1,vsfwWZKL1V
8,MS,medium,4,17.6177,0.8,vsfwWZKL1V
8,MS,hard,4,16.6542,0.5714285714285714,vsfwWZKL1V
9,MS,easy,3,10.8574,1,vsfwWZKL1V
9,MS,medium,5,18.4508,1,vsfwWZKL1V
9,MS,hard,5,17.6525,0.7142857142857143,vsfwWZKL1V
10,MS,easy,3,12.5558,1,vsfwWZKL1V
10,MS,medium,5,17.2853,1,vsfwWZKL1V
10,MS,hard,4,19.9491,0.5714285714285714,vsfwWZKL1V
11,MS,easy,3,9.292,1,vsfwWZKL1V
11,MS,medium,5,33.6722,1,vsfwWZKL1V
11,MS,hard,5,18.2844,0.7142857142857143,vsfwWZKL1V
12,MS,easy,3,11.7898,1,vsfwWZKL1V
12,MS,medium,3,23.379,0.6,vsfwWZKL1V
12,MS,hard,3,11.2234,0.42857142857142855,vsfwWZKL1V
13,MS,easy,3,19.9164,1,vsfwWZKL1V
13,MS,medium,3,14.72,0.6,vsfwWZKL1V
13,MS,hard,5,18.384,0.7142857142857143,vsfwWZKL1V
14,MS,easy,3,12.7558,1,vsfwWZKL1V
14,MS,medium,5,16.2187,1,vsfwWZKL1V
14,MS,hard,5,18.1507,0.7142857142857143,vsfwWZKL1V
15,MS,easy,3,10.7238,1,vsfwWZKL1V
15,MS,medium,4,18.4169,0.8,vsfwWZKL1V
15,MS,hard,4,15.3868,0.5714285714285714,vsfwWZKL1V
16,MS,easy,3,11.2892,1,vsfwWZKL1V
16,MS,medium,5,17.4835,1,vsfwWZKL1V
16,MS,hard,3,17.3185,0.42857142857142855,vsfwWZKL1V
1,MS,easy,3,9.932,1,FDaGWmAPTr
1,MS,medium,4,15.0824,0.8,FDaGWmAPTr
1,MS,hard,3,25.6383,0.42857142857142855,FDaGWmAPTr
2,MS,easy,3,9.0986,1,FDaGWmAPTr
2,MS,medium,5,18.2679,1,FDaGWmAPTr
2,MS,hard,5,20.9641,0.7142857142857143,FDaGWmAPTr
3,MS,easy,3,8.0661,1,FDaGWmAPTr
3,MS,medium,5,17.0157,1,FDaGWmAPTr
3,MS,hard,5,27.6827,0.7142857142857143,FDaGWmAPTr
4,MS,easy,3,10.9501,1,FDaGWmAPTr
4,MS,medium,5,17.0654,1,FDaGWmAPTr
4,MS,hard,4,14.5161,0.5714285714285714,FDaGWmAPTr
5,MS,easy,3,7.6486,1,FDaGWmAPTr
5,MS,medium,3,12.6651,0.6,FDaGWmAPTr
5,MS,hard,5,20.4486,0.7142857142857143,FDaGWmAPTr
6,MS,easy,3,5.9338,1,FDaGWmAPTr
6,MS,medium,4,14.5155,0.8,FDaGWmAPTr
6,MS,hard,5,25.649,0.7142857142857143,FDaGWmAPTr
7,MS,easy,3,8.8988,1,FDaGWmAPTr
7,MS,medium,3,11.0475,0.6,FDaGWmAPTr
7,MS,hard,4,17.0504,0.5714285714285714,FDaGWmAPTr
8,MS,easy,3,7.7828,1,FDaGWmAPTr
8,MS,medium,5,16.2496,1,FDaGWmAPTr
8,MS,hard,4,18.4499,0.5714285714285714,FDaGWmAPTr
9,MS,easy,3,8.2673,1,FDaGWmAPTr
9,MS,medium,4,11.1155,0.8,FDaGWmAPTr
9,MS,hard,5,22.1143,0.7142857142857143,FDaGWmAPTr
10,MS,easy,3,9.1492,1,FDaGWmAPTr
10,MS,medium,4,15.065,0.8,FDaGWmAPTr
10,MS,hard,4,16.9485,0.5714285714285714,FDaGWmAPTr
11,MS,easy,3,10.9323,1,FDaGWmAPTr
11,MS,medium,4,14.2496,0.8,FDaGWmAPTr
11,MS,hard,4,15.5499,0.5714285714285714,FDaGWmAPTr
12,MS,easy,3,9.2169,1,FDaGWmAPTr
12,MS,medium,5,16.1995,1,FDaGWmAPTr
12,MS,hard,4,18.0831,0.5714285714285714,FDaGWmAPTr
13,MS,easy,3,8.1988,1,FDaGWmAPTr
13,MS,medium,4,11.6502,0.8,FDaGWmAPTr
13,MS,hard,4,13.2143,0.5714285714285714,FDaGWmAPTr
14,MS,easy,3,10.4328,1,FDaGWmAPTr
14,MS,medium,5,17.5821,1,FDaGWmAPTr
14,MS,hard,5,20.4497,0.7142857142857143,FDaGWmAPTr
15,MS,easy,3,8.3988,1,FDaGWmAPTr
15,MS,medium,5,20.2493,1,FDaGWmAPTr
15,MS,hard,3,16.0499,0.42857142857142855,FDaGWmAPTr
16,MS,easy,3,9.4822,1,FDaGWmAPTr
16,MS,medium,5,19.514,1,FDaGWmAPTr
16,MS,hard,4,13.7001,0.5714285714285714,FDaGWmAPTr
1,MS,easy,3,9.125,1,XfAdJiOyxj
1,MS,medium,4,11.3641,0.8,XfAdJiOyxj
1,MS,hard,2,12.1755,0.2857142857142857,XfAdJiOyxj
2,MS,easy,3,7.1774,1,XfAdJiOyxj
2,MS,medium,4,12.8745,0.8,XfAdJiOyxj
2,MS,hard,4,11.11,0.5714285714285714,XfAdJiOyxj
3,MS,easy,3,5.7961,1,XfAdJiOyxj
3,MS,medium,5,13.5086,1,XfAdJiOyxj
3,MS,hard,3,9.4684,0.42857142857142855,XfAdJiOyxj
4,MS,easy,3,6.3113,1,XfAdJiOyxj
4,MS,medium,5,12.5916,1,XfAdJiOyxj
4,MS,hard,3,8.1774,0.42857142857142855,XfAdJiOyxj
5,MS,easy,3,7.7618,1,XfAdJiOyxj
5,MS,medium,5,13.8077,1,XfAdJiOyxj
5,MS,hard,3,16.3899,0.42857142857142855,XfAdJiOyxj
6,MS,easy,3,11.2749,1,XfAdJiOyxj
6,MS,medium,5,21.8696,1,XfAdJiOyxj
6,MS,hard,4,12.2904,0.5714285714285714,XfAdJiOyxj
7,MS,easy,3,10.4332,1,XfAdJiOyxj
7,MS,medium,4,14.921,0.8,XfAdJiOyxj
7,MS,hard,5,12.7094,0.7142857142857143,XfAdJiOyxj
8,MS,easy,3,6.1623,1,XfAdJiOyxj
8,MS,medium,5,13.7425,1,XfAdJiOyxj
8,MS,hard,5,12.45,0.7142857142857143,XfAdJiOyxj
9,MS,easy,3,8.7607,1,XfAdJiOyxj
9,MS,medium,3,9.353,0.6,XfAdJiOyxj
9,MS,hard,4,9.6095,0.5714285714285714,XfAdJiOyxj
10,MS,easy,3,11.617,1,XfAdJiOyxj
10,MS,medium,5,10.8091,1,XfAdJiOyxj
10,MS,hard,4,17.4138,0.5714285714285714,XfAdJiOyxj
11,MS,easy,3,7.9186,1,XfAdJiOyxj
11,MS,medium,5,10.0943,1,XfAdJiOyxj
11,MS,hard,5,10.9422,0.7142857142857143,XfAdJiOyxj
12,MS,easy,3,7.4272,1,XfAdJiOyxj
12,MS,medium,5,10.6766,1,XfAdJiOyxj
12,MS,hard,4,12.541,0.5714285714285714,XfAdJiOyxj
13,MS,easy,3,5.995,1,XfAdJiOyxj
13,MS,medium,4,26.8855,0.8,XfAdJiOyxj
13,MS,hard,2,11.8096,0.2857142857142857,XfAdJiOyxj
14,MS,easy,3,6.1276,1,XfAdJiOyxj
14,MS,medium,4,10.4011,0.8,XfAdJiOyxj
14,MS,hard,5,12.0931,0.7142857142857143,XfAdJiOyxj
15,MS,easy,3,7.6771,1,XfAdJiOyxj
15,MS,medium,4,15.4657,0.8,XfAdJiOyxj
15,MS,hard,3,12.3074,0.42857142857142855,XfAdJiOyxj
16,MS,easy,2,6.6622,0.6666666666666666,XfAdJiOyxj
16,MS,medium,3,8.9095,0.6,XfAdJiOyxj
16,MS,hard,3,14.3413,0.42857142857142855,XfAdJiOyxj
1,MS,easy,3,11.197,1,cQX3GOCp9n
1,MS,medium,4,14.6,0.8,cQX3GOCp9n
1,MS,hard,3,10.787,0.42857142857142855,cQX3GOCp9n
2,MS,easy,3,9.65,1,cQX3GOCp9n
2,MS,medium,5,15.482,1,cQX3GOCp9n
2,MS,hard,5,17.849,0.7142857142857143,cQX3GOCp9n
3,MS,easy,3,20.89,1,cQX3GOCp9n
3,MS,medium,5,12.667,1,cQX3GOCp9n
3,MS,hard,4,19.916,0.5714285714285714,cQX3GOCp9n
4,MS,easy,3,9.564,1,cQX3GOCp9n
4,MS,medium,5,15.049,1,cQX3GOCp9n
4,MS,hard,6,17.617,0.8571428571428571,cQX3GOCp9n
5,MS,easy,3,7.83,1,cQX3GOCp9n
5,MS,medium,5,17.283,1,cQX3GOCp9n
5,MS,hard,5,20.267,0.7142857142857143,cQX3GOCp9n
6,MS,easy,3,7.416,1,cQX3GOCp9n
6,MS,medium,5,16.382,1,cQX3GOCp9n
6,MS,hard,7,18.468,1,cQX3GOCp9n
7,MS,easy,3,9.649,1,cQX3GOCp9n
7,MS,medium,5,22.383,1,cQX3GOCp9n
7,MS,hard,7,17.064,1,cQX3GOCp9n
8,MS,easy,3,9.016,1,cQX3GOCp9n
8,MS,medium,5,13.765,1,cQX3GOCp9n
8,MS,hard,5,28.484,0.7142857142857143,cQX3GOCp9n
9,MS,easy,3,9.18,1,cQX3GOCp9n
9,MS,medium,5,21.331,1,cQX3GOCp9n
9,MS,hard,6,20.616,0.8571428571428571,cQX3GOCp9n
10,MS,easy,3,28.599,1,cQX3GOCp9n
10,MS,medium,5,11.134,1,cQX3GOCp9n
10,MS,hard,7,22.166,1,cQX3GOCp9n
11,MS,easy,3,7.165,1,cQX3GOCp9n
11,MS,medium,5,12.732,1,cQX3GOCp9n
11,MS,hard,5,24.167,0.7142857142857143,cQX3GOCp9n
12,MS,easy,3,9.165,1,cQX3GOCp9n
12,MS,medium,4,13.215,0.8,cQX3GOCp9n
12,MS,hard,6,13.666,0.8571428571428571,cQX3GOCp9n
13,MS,easy,3,8.465,1,cQX3GOCp9n
13,MS,medium,5,11.498,1,cQX3GOCp9n
13,MS,hard,6,25.849,0.8571428571428571,cQX3GOCp9n
14,MS,easy,3,9.35,1,cQX3GOCp9n
14,MS,medium,5,11.516,1,cQX3GOCp9n
14,MS,hard,6,18.631,0.8571428571428571,cQX3GOCp9n
15,MS,easy,3,8.698,1,cQX3GOCp9n
15,MS,medium,4,17.764,0.8,cQX3GOCp9n
15,MS,hard,5,22.316,0.7142857142857143,cQX3GOCp9n
16,MS,easy,3,9.281,1,cQX3GOCp9n
16,MS,medium,5,12.428,1,cQX3GOCp9n
16,MS,hard,4,15.533,0.5714285714285714,cQX3GOCp9n
1,MS,easy,0,18.398,0,Hxjg3OTYhu
1,MS,medium,0,46.6457,0,Hxjg3OTYhu
1,MS,hard,0,30.5786,0,Hxjg3OTYhu
2,MS,easy,0,18.1639,0,Hxjg3OTYhu
2,MS,medium,0,48.9784,0,Hxjg3OTYhu
2,MS,hard,0,22.5137,0,Hxjg3OTYhu
3,MS,easy,0,15.3982,0,Hxjg3OTYhu
3,MS,medium,0,32.3673,0,Hxjg3OTYhu
3,MS,hard,0,20.7318,0,Hxjg3OTYhu
4,MS,easy,0,17.6152,0,Hxjg3OTYhu
4,MS,medium,0,40.7822,0,Hxjg3OTYhu
4,MS,hard,0,26.5634,0,Hxjg3OTYhu
5,MS,easy,0,29.1129,0,Hxjg3OTYhu
5,MS,medium,0,33.3667,0,Hxjg3OTYhu
5,MS,hard,0,18.2014,0,Hxjg3OTYhu
6,MS,easy,0,25.0344,0,Hxjg3OTYhu
6,MS,medium,0,30.9626,0,Hxjg3OTYhu
6,MS,hard,0,24.5321,0,Hxjg3OTYhu
7,MS,easy,0,46.6447,0,Hxjg3OTYhu
7,MS,medium,0,35.234,0,Hxjg3OTYhu
7,MS,hard,0,1062.971,0,Hxjg3OTYhu
8,MS,easy,0,22.6954,0,Hxjg3OTYhu
8,MS,medium,0,31.0916,0,Hxjg3OTYhu
8,MS,hard,0,32.0076,0,Hxjg3OTYhu
9,MS,easy,0,36.829,0,Hxjg3OTYhu
9,MS,medium,0,27.8334,0,Hxjg3OTYhu
9,MS,hard,0,18.6127,0,Hxjg3OTYhu
10,MS,easy,0,23.1798,0,Hxjg3OTYhu
10,MS,medium,0,59.2769,0,Hxjg3OTYhu
10,MS,hard,0,20.2108,0,Hxjg3OTYhu
11,MS,easy,0,24.3302,0,Hxjg3OTYhu
11,MS,medium,0,32.4632,0,Hxjg3OTYhu
11,MS,hard,0,24.3151,0,Hxjg3OTYhu
12,MS,easy,0,20.748,0,Hxjg3OTYhu
12,MS,medium,0,35.1427,0,Hxjg3OTYhu
12,MS,hard,0,28.4297,0,Hxjg3OTYhu
13,MS,easy,0,21.2646,0,Hxjg3OTYhu
13,MS,medium,0,30.4133,0,Hxjg3OTYhu
13,MS,hard,0,32.0702,0,Hxjg3OTYhu
14,MS,easy,0,16.7831,0,Hxjg3OTYhu
14,MS,medium,0,28.4467,0,Hxjg3OTYhu
14,MS,hard,0,35.3737,0,Hxjg3OTYhu
15,MS,easy,0,27.2971,0,Hxjg3OTYhu
15,MS,medium,0,30.8621,0,Hxjg3OTYhu
15,MS,hard,0,33.7272,0,Hxjg3OTYhu
16,MS,easy,0,35.1927,0,Hxjg3OTYhu
16,MS,medium,0,31.0154,0,Hxjg3OTYhu
16,MS,hard,0,25.2302,0,Hxjg3OTYhu
1,MS,easy,3,31.719,1,TFDf2hLPou
1,MS,medium,5,18.7376,1,TFDf2hLPou
1,MS,hard,7,30.5293,1,TFDf2hLPou
2,MS,easy,3,12.3639,1,TFDf2hLPou
2,MS,medium,5,25.1381,1,TFDf2hLPou
2,MS,hard,7,33.7975,1,TFDf2hLPou
3,MS,easy,3,12.5124,1,TFDf2hLPou
3,MS,medium,5,27.0495,1,TFDf2hLPou
3,MS,hard,7,37.0335,1,TFDf2hLPou
4,MS,easy,3,10.9757,1,TFDf2hLPou
4,MS,medium,5,22.5423,1,TFDf2hLPou
4,MS,hard,7,62.3779,1,TFDf2hLPou
5,MS,easy,3,12.3338,1,TFDf2hLPou
5,MS,medium,5,24.43,1,TFDf2hLPou
