trials,task,level,n,rt,acc,id
11,MS,easy,3,9.5289,1,d51zamtky2
11,MS,medium,4,16.2113,0.8,d51zamtky2
11,MS,hard,2,6.171,0.2857142857142857,d51zamtky2
12,MS,easy,3,8.9966,1,d51zamtky2
12,MS,medium,4,13.0856,0.8,d51zamtky2
12,MS,hard,5,24.3906,0.7142857142857143,d51zamtky2
13,MS,easy,3,7.3805,1,d51zamtky2
13,MS,medium,4,14.8259,0.8,d51zamtky2
13,MS,hard,5,16.9603,0.7142857142857143,d51zamtky2
14,MS,easy,3,9.9794,1,d51zamtky2
14,MS,medium,5,15.860900000000001,1,d51zamtky2
14,MS,hard,5,14.6346,0.7142857142857143,d51zamtky2
15,MS,easy,3,8.3869,1,d51zamtky2
15,MS,medium,1,6.5302,0.2,d51zamtky2
15,MS,hard,5,16.2762,0.7142857142857143,d51zamtky2
16,MS,easy,3,8.7123,1,d51zamtky2
16,MS,medium,4,14.5177,0.8,d51zamtky2
16,MS,hard,5,16.936,0.7142857142857143,d51zamtky2
1,MS,easy,3,7.9934,1,EgEJAn9pKN
1,MS,medium,4,11.0499,0.8,EgEJAn9pKN
1,MS,hard,3,11.7783,0.42857142857142855,EgEJAn9pKN
2,MS,easy,3,8.8821,1,EgEJAn9pKN
2,MS,medium,3,15.3062,0.6,EgEJAn9pKN
2,MS,hard,7,22.1896,1,EgEJAn9pKN
3,MS,easy,3,10.701,1,EgEJAn9pKN
3,MS,medium,3,8.157,0.6,EgEJAn9pKN
3,MS,hard,4,10.6175,0.5714285714285714,EgEJAn9pKN
4,MS,easy,3,9.0011,1,EgEJAn9pKN
4,MS,medium,5,16.8512,1,EgEJAn9pKN
4,MS,hard,5,14.9159,0.7142857142857143,EgEJAn9pKN
5,MS,easy,3,8.9922,1,EgEJAn9pKN
5,MS,medium,4,8.7766,0.8,EgEJAn9pKN
5,MS,hard,3,13.2289,0.42857142857142855,EgEJAn9pKN
6,MS,easy,3,6.5128,1,EgEJAn9pKN
6,MS,medium,5,10.3512,1,EgEJAn9pKN
6,MS,hard,3,7.9803,0.42857142857142855,EgEJAn9pKN
7,MS,easy,2,6.0958,0.6666666666666666,EgEJAn9pKN
7,MS,medium,3,13.0296,0.6,EgEJAn9pKN
7,MS,hard,5,20.5436,0.7142857142857143,EgEJAn9pKN
8,MS,easy,2,9.2307,0.6666666666666666,EgEJAn9pKN
8,MS,medium,5,11.6316,1,EgEJAn9pKN
8,MS,hard,5,12.0511,0.7142857142857143,EgEJAn9pKN
9,MS,easy,3,9.0423,1,EgEJAn9pKN
9,MS,medium,5,11.9464,1,EgEJAn9pKN
9,MS,hard,4,11.0677,0.5714285714285714,EgEJAn9pKN
10,MS,easy,3,7.7916,1,EgEJAn9pKN
10,MS,medium,5,13.6299,1,EgEJAn9pKN
10,MS,hard,4,16.6547,0.5714285714285714,EgEJAn9pKN
11,MS,easy,2,11.647,0.6666666666666666,EgEJAn9pKN
11,MS,medium,4,13.2077,0.8,EgEJAn9pKN
11,MS,hard,5,12.5025,0.7142857142857143,EgEJAn9pKN
12,MS,easy,3,6.7569,1,EgEJAn9pKN
12,MS,medium,5,9.4324,1,EgEJAn9pKN
12,MS,hard,6,16.4001,0.8571428571428571,EgEJAn9pKN
13,MS,easy,3,9.1768,1,EgEJAn9pKN
13,MS,medium,5,12.9963,1,EgEJAn9pKN
13,MS,hard,6,16.3001,0.8571428571428571,EgEJAn9pKN
14,MS,easy,3,5.689,1,EgEJAn9pKN
14,MS,medium,5,12.4689,1,EgEJAn9pKN
14,MS,hard,5,12.1329,0.7142857142857143,EgEJAn9pKN
15,MS,easy,2,6.6074,0.6666666666666666,EgEJAn9pKN
15,MS,medium,5,11.4604,1,EgEJAn9pKN
15,MS,hard,5,12.8458,0.7142857142857143,EgEJAn9pKN
16,MS,easy,3,8.2249,1,EgEJAn9pKN
16,MS,medium,4,20.0065,0.8,EgEJAn9pKN
16,MS,hard,5,10.9394,0.7142857142857143,EgEJAn9pKN
1,MS,easy,3,NA,1,W3y75sVKt1
1,MS,medium,5,NA,1,W3y75sVKt1
1,MS,hard,6,NA,0.8571428571428571,W3y75sVKt1
2,MS,easy,3,NA,1,W3y75sVKt1
2,MS,medium,5,NA,1,W3y75sVKt1
2,MS,hard,5,NA,0.7142857142857143,W3y75sVKt1
3,MS,easy,3,NA,1,W3y75sVKt1
3,MS,medium,5,NA,1,W3y75sVKt1
3,MS,hard,4,NA,0.5714285714285714,W3y75sVKt1
4,MS,easy,3,NA,1,W3y75sVKt1
4,MS,medium,5,NA,1,W3y75sVKt1
4,MS,hard,5,NA,0.7142857142857143,W3y75sVKt1
5,MS,easy,3,NA,1,W3y75sVKt1
5,MS,medium,5,NA,1,W3y75sVKt1
5,MS,hard,6,NA,0.8571428571428571,W3y75sVKt1
6,MS,easy,3,NA,1,W3y75sVKt1
6,MS,medium,5,NA,1,W3y75sVKt1
6,MS,hard,6,NA,0.8571428571428571,W3y75sVKt1
7,MS,easy,3,NA,1,W3y75sVKt1
7,MS,medium,5,NA,1,W3y75sVKt1
7,MS,hard,4,NA,0.5714285714285714,W3y75sVKt1
8,MS,easy,3,NA,1,W3y75sVKt1
8,MS,medium,5,NA,1,W3y75sVKt1
8,MS,hard,5,NA,0.7142857142857143,W3y75sVKt1
9,MS,easy,3,NA,1,W3y75sVKt1
9,MS,medium,5,NA,1,W3y75sVKt1
9,MS,hard,6,NA,0.8571428571428571,W3y75sVKt1
10,MS,easy,3,NA,1,W3y75sVKt1
10,MS,medium,5,NA,1,W3y75sVKt1
10,MS,hard,6,NA,0.8571428571428571,W3y75sVKt1
11,MS,easy,3,NA,1,W3y75sVKt1
11,MS,medium,5,NA,1,W3y75sVKt1
11,MS,hard,5,NA,0.7142857142857143,W3y75sVKt1
12,MS,easy,3,NA,1,W3y75sVKt1
12,MS,medium,5,NA,1,W3y75sVKt1
12,MS,hard,5,NA,0.7142857142857143,W3y75sVKt1
13,MS,easy,3,NA,1,W3y75sVKt1
13,MS,medium,5,NA,1,W3y75sVKt1
13,MS,hard,7,NA,1,W3y75sVKt1
14,MS,easy,3,NA,1,W3y75sVKt1
14,MS,medium,5,NA,1,W3y75sVKt1
14,MS,hard,6,NA,0.8571428571428571,W3y75sVKt1
15,MS,easy,3,NA,1,W3y75sVKt1
15,MS,medium,5,NA,1,W3y75sVKt1
15,MS,hard,4,NA,0.5714285714285714,W3y75sVKt1
16,MS,easy,3,NA,1,W3y75sVKt1
16,MS,medium,5,NA,1,W3y75sVKt1
16,MS,hard,5,NA,0.7142857142857143,W3y75sVKt1
1,MS,easy,3,NA,1,soqMs9Hfya
1,MS,medium,4,NA,0.8,soqMs9Hfya
1,MS,hard,5,NA,0.7142857142857143,soqMs9Hfya
2,MS,easy,3,NA,1,soqMs9Hfya
2,MS,medium,5,NA,1,soqMs9Hfya
2,MS,hard,3,NA,0.42857142857142855,soqMs9Hfya
3,MS,easy,3,NA,1,soqMs9Hfya
3,MS,medium,5,NA,1,soqMs9Hfya
3,MS,hard,6,NA,0.8571428571428571,soqMs9Hfya
4,MS,easy,3,NA,1,soqMs9Hfya
4,MS,medium,5,NA,1,soqMs9Hfya
4,MS,hard,5,NA,0.7142857142857143,soqMs9Hfya
5,MS,easy,3,NA,1,soqMs9Hfya
5,MS,medium,5,NA,1,soqMs9Hfya
5,MS,hard,5,NA,0.7142857142857143,soqMs9Hfya
6,MS,easy,3,NA,1,soqMs9Hfya
6,MS,medium,5,NA,1,soqMs9Hfya
6,MS,hard,6,NA,0.8571428571428571,soqMs9Hfya
7,MS,easy,3,NA,1,soqMs9Hfya
7,MS,medium,5,NA,1,soqMs9Hfya
7,MS,hard,7,NA,1,soqMs9Hfya
8,MS,easy,3,NA,1,soqMs9Hfya
8,MS,medium,5,NA,1,soqMs9Hfya
8,MS,hard,5,NA,0.7142857142857143,soqMs9Hfya
9,MS,easy,3,NA,1,soqMs9Hfya
9,MS,medium,5,NA,1,soqMs9Hfya
9,MS,hard,4,NA,0.5714285714285714,soqMs9Hfya
10,MS,easy,3,NA,1,soqMs9Hfya
10,MS,medium,5,NA,1,soqMs9Hfya
10,MS,hard,4,NA,0.5714285714285714,soqMs9Hfya
11,MS,easy,3,NA,1,soqMs9Hfya
11,MS,medium,5,NA,1,soqMs9Hfya
11,MS,hard,5,NA,0.7142857142857143,soqMs9Hfya
12,MS,easy,3,NA,1,soqMs9Hfya
12,MS,medium,4,NA,0.8,soqMs9Hfya
12,MS,hard,5,NA,0.7142857142857143,soqMs9Hfya
13,MS,easy,3,NA,1,soqMs9Hfya
13,MS,medium,4,NA,0.8,soqMs9Hfya
13,MS,hard,6,NA,0.8571428571428571,soqMs9Hfya
14,MS,easy,3,NA,1,soqMs9Hfya
14,MS,medium,5,NA,1,soqMs9Hfya
14,MS,hard,6,NA,0.8571428571428571,soqMs9Hfya
15,MS,easy,2,NA,0.6666666666666666,soqMs9Hfya
15,MS,medium,5,NA,1,soqMs9Hfya
15,MS,hard,6,NA,0.8571428571428571,soqMs9Hfya
16,MS,easy,3,NA,1,soqMs9Hfya
16,MS,medium,4,NA,0.8,soqMs9Hfya
16,MS,hard,6,NA,0.8571428571428571,soqMs9Hfya
1,MS,easy,3,NA,1,YuaQwhP1ZU
1,MS,medium,4,NA,0.8,YuaQwhP1ZU
1,MS,hard,4,NA,0.5714285714285714,YuaQwhP1ZU
2,MS,easy,3,NA,1,YuaQwhP1ZU
2,MS,medium,5,NA,1,YuaQwhP1ZU
2,MS,hard,6,NA,0.8571428571428571,YuaQwhP1ZU
3,MS,easy,3,NA,1,YuaQwhP1ZU
3,MS,medium,5,NA,1,YuaQwhP1ZU
3,MS,hard,6,NA,0.8571428571428571,YuaQwhP1ZU
4,MS,easy,3,NA,1,YuaQwhP1ZU
4,MS,medium,5,NA,1,YuaQwhP1ZU
4,MS,hard,7,NA,1,YuaQwhP1ZU
5,MS,easy,3,NA,1,YuaQwhP1ZU
5,MS,medium,5,NA,1,YuaQwhP1ZU
5,MS,hard,6,NA,0.8571428571428571,YuaQwhP1ZU
6,MS,easy,3,NA,1,YuaQwhP1ZU
6,MS,medium,5,NA,1,YuaQwhP1ZU
6,MS,hard,5,NA,0.7142857142857143,YuaQwhP1ZU
7,MS,easy,3,NA,1,YuaQwhP1ZU
7,MS,medium,4,NA,0.8,YuaQwhP1ZU
7,MS,hard,5,NA,0.7142857142857143,YuaQwhP1ZU
8,MS,easy,3,NA,1,YuaQwhP1ZU
8,MS,medium,5,NA,1,YuaQwhP1ZU
8,MS,hard,6,NA,0.8571428571428571,YuaQwhP1ZU
9,MS,easy,3,NA,1,YuaQwhP1ZU
9,MS,medium,5,NA,1,YuaQwhP1ZU
9,MS,hard,7,NA,1,YuaQwhP1ZU
10,MS,easy,3,NA,1,YuaQwhP1ZU
10,MS,medium,5,NA,1,YuaQwhP1ZU
10,MS,hard,5,NA,0.7142857142857143,YuaQwhP1ZU
11,MS,easy,3,NA,1,YuaQwhP1ZU
11,MS,medium,5,NA,1,YuaQwhP1ZU
11,MS,hard,7,NA,1,YuaQwhP1ZU
12,MS,easy,2,NA,0.6666666666666666,YuaQwhP1ZU
12,MS,medium,5,NA,1,YuaQwhP1ZU
12,MS,hard,6,NA,0.8571428571428571,YuaQwhP1ZU
13,MS,easy,3,NA,1,YuaQwhP1ZU
13,MS,medium,5,NA,1,YuaQwhP1ZU
13,MS,hard,7,NA,1,YuaQwhP1ZU
14,MS,easy,3,NA,1,YuaQwhP1ZU
14,MS,medium,4,NA,0.8,YuaQwhP1ZU
14,MS,hard,7,NA,1,YuaQwhP1ZU
15,MS,easy,3,NA,1,YuaQwhP1ZU
15,MS,medium,4,NA,0.8,YuaQwhP1ZU
15,MS,hard,7,NA,1,YuaQwhP1ZU
16,MS,easy,3,NA,1,YuaQwhP1ZU
16,MS,medium,5,NA,1,YuaQwhP1ZU
16,MS,hard,7,NA,1,YuaQwhP1ZU
1,MS,easy,3,10.61,1,2vlCeeOoXs
1,MS,medium,5,12.463,1,2vlCeeOoXs
1,MS,hard,6,15.328,0.8571428571428571,2vlCeeOoXs
2,MS,easy,3,6.073,1,2vlCeeOoXs
2,MS,medium,5,10.797,1,2vlCeeOoXs
2,MS,hard,5,19.329,0.7142857142857143,2vlCeeOoXs
3,MS,easy,3,5.831,1,2vlCeeOoXs
3,MS,medium,5,12.563,1,2vlCeeOoXs
3,MS,hard,4,15.463,0.5714285714285714,2vlCeeOoXs
4,MS,easy,3,8.463,1,2vlCeeOoXs
4,MS,medium,5,10.497,1,2vlCeeOoXs
4,MS,hard,7,13.829,1,2vlCeeOoXs
5,MS,easy,3,8.364,1,2vlCeeOoXs
5,MS,medium,5,11.363,1,2vlCeeOoXs
5,MS,hard,7,12.596,1,2vlCeeOoXs
6,MS,easy,3,5.799,1,2vlCeeOoXs
6,MS,medium,5,13.98,1,2vlCeeOoXs
6,MS,hard,4,14.495,0.5714285714285714,2vlCeeOoXs
7,MS,easy,3,6.762,1,2vlCeeOoXs
7,MS,medium,5,12.331,1,2vlCeeOoXs
7,MS,hard,6,19.528,0.8571428571428571,2vlCeeOoXs
8,MS,easy,3,7.164,1,2vlCeeOoXs
8,MS,medium,5,13.725,1,2vlCeeOoXs
8,MS,hard,7,14.121,1,2vlCeeOoXs
9,MS,easy,3,6.864,1,2vlCeeOoXs
9,MS,medium,5,12.946,1,2vlCeeOoXs
9,MS,hard,7,14.03,1,2vlCeeOoXs
10,MS,easy,3,5.797,1,2vlCeeOoXs
10,MS,medium,5,13.98,1,2vlCeeOoXs
10,MS,hard,7,17.828,1,2vlCeeOoXs
11,MS,easy,3,6.66,1,2vlCeeOoXs
11,MS,medium,5,10.263,1,2vlCeeOoXs
11,MS,hard,7,28.062,1,2vlCeeOoXs
12,MS,easy,3,9.879,1,2vlCeeOoXs
12,MS,medium,5,14.029,1,2vlCeeOoXs
12,MS,hard,7,14.215,1,2vlCeeOoXs
13,MS,easy,3,6.499,1,2vlCeeOoXs
13,MS,medium,5,10.963,1,2vlCeeOoXs
13,MS,hard,6,16.093,0.8571428571428571,2vlCeeOoXs
14,MS,easy,3,9.226,1,2vlCeeOoXs
14,MS,medium,5,10.498,1,2vlCeeOoXs
14,MS,hard,7,14.579,1,2vlCeeOoXs
15,MS,easy,3,6.481,1,2vlCeeOoXs
15,MS,medium,5,12.978,1,2vlCeeOoXs
15,MS,hard,6,15.596,0.8571428571428571,2vlCeeOoXs
16,MS,easy,3,6.963,1,2vlCeeOoXs
16,MS,medium,4,12.429,0.8,2vlCeeOoXs
16,MS,hard,4,9.765,0.5714285714285714,2vlCeeOoXs
1,MS,easy,3,NA,1,KCZtWafWV1
1,MS,medium,3,NA,0.6,KCZtWafWV1
1,MS,hard,5,NA,0.7142857142857143,KCZtWafWV1
2,MS,easy,3,NA,1,KCZtWafWV1
2,MS,medium,3,NA,0.6,KCZtWafWV1
2,MS,hard,6,NA,0.8571428571428571,KCZtWafWV1
3,MS,easy,3,NA,1,KCZtWafWV1
3,MS,medium,5,NA,1,KCZtWafWV1
3,MS,hard,4,NA,0.5714285714285714,KCZtWafWV1
4,MS,easy,3,NA,1,KCZtWafWV1
4,MS,medium,5,NA,1,KCZtWafWV1
4,MS,hard,5,NA,0.7142857142857143,KCZtWafWV1
5,MS,easy,3,NA,1,KCZtWafWV1
5,MS,medium,5,NA,1,KCZtWafWV1
5,MS,hard,5,NA,0.7142857142857143,KCZtWafWV1
6,MS,easy,3,NA,1,KCZtWafWV1
6,MS,medium,4,NA,0.8,KCZtWafWV1
6,MS,hard,3,NA,0.42857142857142855,KCZtWafWV1
7,MS,easy,3,NA,1,KCZtWafWV1
7,MS,medium,4,NA,0.8,KCZtWafWV1
7,MS,hard,4,NA,0.5714285714285714,KCZtWafWV1
8,MS,easy,3,NA,1,KCZtWafWV1
8,MS,medium,4,NA,0.8,KCZtWafWV1
8,MS,hard,5,NA,0.7142857142857143,KCZtWafWV1
9,MS,easy,3,NA,1,KCZtWafWV1
9,MS,medium,5,NA,1,KCZtWafWV1
9,MS,hard,4,NA,0.5714285714285714,KCZtWafWV1
10,MS,easy,3,NA,1,KCZtWafWV1
10,MS,medium,5,NA,1,KCZtWafWV1
10,MS,hard,4,NA,0.5714285714285714,KCZtWafWV1
11,MS,easy,3,NA,1,KCZtWafWV1
11,MS,medium,4,NA,0.8,KCZtWafWV1
11,MS,hard,4,NA,0.5714285714285714,KCZtWafWV1
12,MS,easy,3,NA,1,KCZtWafWV1
12,MS,medium,4,NA,0.8,KCZtWafWV1
12,MS,hard,4,NA,0.5714285714285714,KCZtWafWV1
13,MS,easy,3,NA,1,KCZtWafWV1
13,MS,medium,5,NA,1,KCZtWafWV1
13,MS,hard,2,NA,0.2857142857142857,KCZtWafWV1
14,MS,easy,3,NA,1,KCZtWafWV1
14,MS,medium,5,NA,1,KCZtWafWV1
14,MS,hard,3,NA,0.42857142857142855,KCZtWafWV1
15,MS,easy,3,NA,1,KCZtWafWV1
15,MS,medium,5,NA,1,KCZtWafWV1
15,MS,hard,4,NA,0.5714285714285714,KCZtWafWV1
16,MS,easy,3,NA,1,KCZtWafWV1
16,MS,medium,5,NA,1,KCZtWafWV1
16,MS,hard,3,NA,0.42857142857142855,KCZtWafWV1
1,MS,easy,3,NA,1,n5pHkx5qnN
1,MS,medium,3,NA,0.6,n5pHkx5qnN
1,MS,hard,5,NA,0.7142857142857143,n5pHkx5qnN
2,MS,easy,3,NA,1,n5pHkx5qnN
2,MS,medium,4,NA,0.8,n5pHkx5qnN
2,MS,hard,3,NA,0.42857142857142855,n5pHkx5qnN
3,MS,easy,3,NA,1,n5pHkx5qnN
3,MS,medium,5,NA,1,n5pHkx5qnN
3,MS,hard,6,NA,0.8571428571428571,n5pHkx5qnN
4,MS,easy,3,NA,1,n5pHkx5qnN
4,MS,medium,5,NA,1,n5pHkx5qnN
4,MS,hard,4,NA,0.5714285714285714,n5pHkx5qnN
5,MS,easy,3,NA,1,n5pHkx5qnN
5,MS,medium,3,NA,0.6,n5pHkx5qnN
5,MS,hard,5,NA,0.7142857142857143,n5pHkx5qnN
6,MS,easy,2,NA,0.6666666666666666,n5pHkx5qnN
6,MS,medium,4,NA,0.8,n5pHkx5qnN
6,MS,hard,4,NA,0.5714285714285714,n5pHkx5qnN
7,MS,easy,3,NA,1,n5pHkx5qnN
7,MS,medium,3,NA,0.6,n5pHkx5qnN
7,MS,hard,4,NA,0.5714285714285714,n5pHkx5qnN
8,MS,easy,3,NA,1,n5pHkx5qnN
8,MS,medium,5,NA,1,n5pHkx5qnN
8,MS,hard,5,NA,0.7142857142857143,n5pHkx5qnN
9,MS,easy,3,NA,1,n5pHkx5qnN
9,MS,medium,5,NA,1,n5pHkx5qnN
9,MS,hard,4,NA,0.5714285714285714,n5pHkx5qnN
10,MS,easy,3,NA,1,n5pHkx5qnN
10,MS,medium,4,NA,0.8,n5pHkx5qnN
10,MS,hard,5,NA,0.7142857142857143,n5pHkx5qnN
11,MS,easy,3,NA,1,n5pHkx5qnN
11,MS,medium,4,NA,0.8,n5pHkx5qnN
11,MS,hard,2,NA,0.2857142857142857,n5pHkx5qnN
12,MS,easy,3,NA,1,n5pHkx5qnN
12,MS,medium,3,NA,0.6,n5pHkx5qnN
12,MS,hard,3,NA,0.42857142857142855,n5pHkx5qnN
13,MS,easy,3,NA,1,n5pHkx5qnN
13,MS,medium,5,NA,1,n5pHkx5qnN
13,MS,hard,3,NA,0.42857142857142855,n5pHkx5qnN
14,MS,easy,3,NA,1,n5pHkx5qnN
14,MS,medium,4,NA,0.8,n5pHkx5qnN
14,MS,hard,0,NA,0,n5pHkx5qnN
15,MS,easy,3,NA,1,n5pHkx5qnN
15,MS,medium,5,NA,1,n5pHkx5qnN
15,MS,hard,2,NA,0.2857142857142857,n5pHkx5qnN
16,MS,easy,3,NA,1,n5pHkx5qnN
16,MS,medium,4,NA,0.8,n5pHkx5qnN
16,MS,hard,4,NA,0.5714285714285714,n5pHkx5qnN
1,MS,easy,3,13.8204,1,wgRo2jLpXH
1,MS,medium,5,41.589,1,wgRo2jLpXH
1,MS,hard,3,14.4623,0.42857142857142855,wgRo2jLpXH
2,MS,easy,3,14.1274,1,wgRo2jLpXH
2,MS,medium,3,18.925,0.6,wgRo2jLpXH
2,MS,hard,4,21.4905,0.5714285714285714,wgRo2jLpXH
3,MS,easy,3,11.7609,1,wgRo2jLpXH
3,MS,medium,5,22.225,1,wgRo2jLpXH
3,MS,hard,4,17.7936,0.5714285714285714,wgRo2jLpXH
4,MS,easy,3,13.2623,1,wgRo2jLpXH
4,MS,medium,3,21.6917,0.6,wgRo2jLpXH
4,MS,hard,3,15.427,0.42857142857142855,wgRo2jLpXH
5,MS,easy,3,10.83,1,wgRo2jLpXH
5,MS,medium,3,16.4267,0.6,wgRo2jLpXH
5,MS,hard,5,28.789,0.7142857142857143,wgRo2jLpXH
6,MS,easy,3,10.096,1,wgRo2jLpXH
6,MS,medium,4,15.6622,0.8,wgRo2jLpXH
6,MS,hard,5,21.0585,0.7142857142857143,wgRo2jLpXH
7,MS,easy,3,11.6286,1,wgRo2jLpXH
7,MS,medium,4,16.4608,0.8,wgRo2jLpXH
7,MS,hard,5,21.4248,0.7142857142857143,wgRo2jLpXH
8,MS,easy,3,11.3634,1,wgRo2jLpXH
8,MS,medium,4,16.9271,0.8,wgRo2jLpXH
8,MS,hard,5,19.1252,0.7142857142857143,wgRo2jLpXH
9,MS,easy,3,10.6312,1,wgRo2jLpXH
9,MS,medium,3,15.1599,0.6,wgRo2jLpXH
9,MS,hard,4,16.9913,0.5714285714285714,wgRo2jLpXH
10,MS,easy,3,13.096,1,wgRo2jLpXH
10,MS,medium,3,16.4939,0.6,wgRo2jLpXH
10,MS,hard,3,12.4283,0.42857142857142855,wgRo2jLpXH
11,MS,easy,3,10.7963,1,wgRo2jLpXH
11,MS,medium,4,24.9232,0.8,wgRo2jLpXH
11,MS,hard,3,10.9626,0.42857142857142855,wgRo2jLpXH
12,MS,easy,0,0.0158,0,wgRo2jLpXH
12,MS,medium,3,14.7607,0.6,wgRo2jLpXH
12,MS,hard,3,11.9611,0.42857142857142855,wgRo2jLpXH
13,MS,easy,3,13.4281,1,wgRo2jLpXH
13,MS,medium,3,14.3935,0.6,wgRo2jLpXH
13,MS,hard,5,21.1602,0.7142857142857143,wgRo2jLpXH
14,MS,easy,2,19.1592,0.6666666666666666,wgRo2jLpXH
14,MS,medium,4,13.7269,0.8,wgRo2jLpXH
14,MS,hard,2,10.7948,0.2857142857142857,wgRo2jLpXH
15,MS,easy,3,11.5277,1,wgRo2jLpXH
15,MS,medium,5,24.5571,1,wgRo2jLpXH
15,MS,hard,5,21.0592,0.7142857142857143,wgRo2jLpXH
16,MS,easy,3,11.9304,1,wgRo2jLpXH
16,MS,medium,5,28.6235,1,wgRo2jLpXH
16,MS,hard,4,19.1239,0.5714285714285714,wgRo2jLpXH
1,MS,easy,3,11.83,1,IMJ2Wgu1zI
1,MS,medium,4,21.9274,0.8,IMJ2Wgu1zI
1,MS,hard,5,18.8204,0.7142857142857143,IMJ2Wgu1zI
2,MS,easy,3,6.7482,1,IMJ2Wgu1zI
2,MS,medium,5,28.1936,1,IMJ2Wgu1zI
2,MS,hard,5,18.4125,0.7142857142857143,IMJ2Wgu1zI
3,MS,easy,2,562.1342,0.6666666666666666,IMJ2Wgu1zI
3,MS,medium,4,25.0106,0.8,IMJ2Wgu1zI
3,MS,hard,4,18.8792,0.5714285714285714,IMJ2Wgu1zI
4,MS,easy,3,43.8243,1,IMJ2Wgu1zI
4,MS,medium,5,302.955,1,IMJ2Wgu1zI
4,MS,hard,4,18.6293,0.5714285714285714,IMJ2Wgu1zI
5,MS,easy,3,11.7972,1,IMJ2Wgu1zI
5,MS,medium,4,55.887,0.8,IMJ2Wgu1zI
5,MS,hard,5,33.7254,0.7142857142857143,IMJ2Wgu1zI
6,MS,easy,3,8.2145,1,IMJ2Wgu1zI
6,MS,medium,5,17.7955,1,IMJ2Wgu1zI
6,MS,hard,5,29.1936,0.7142857142857143,IMJ2Wgu1zI
7,MS,easy,3,8.4146,1,IMJ2Wgu1zI
7,MS,medium,4,24.9279,0.8,IMJ2Wgu1zI
7,MS,hard,4,22.7284,0.5714285714285714,IMJ2Wgu1zI
8,MS,easy,3,25.7775,1,IMJ2Wgu1zI
8,MS,medium,5,22.0285,1,IMJ2Wgu1zI
8,MS,hard,5,63.2864,0.7142857142857143,IMJ2Wgu1zI
9,MS,easy,2,8.1646,0.6666666666666666,IMJ2Wgu1zI
9,MS,medium,4,18.4127,0.8,IMJ2Wgu1zI
9,MS,hard,5,39.9137,0.7142857142857143,IMJ2Wgu1zI
10,MS,easy,3,7.4811,1,IMJ2Wgu1zI
10,MS,medium,3,17.1461,0.6,IMJ2Wgu1zI
10,MS,hard,5,29.5437,0.7142857142857143,IMJ2Wgu1zI
11,MS,easy,3,7.1816,1,IMJ2Wgu1zI
11,MS,medium,4,16.6799,0.8,IMJ2Wgu1zI
11,MS,hard,3,25.5765,0.42857142857142855,IMJ2Wgu1zI
12,MS,easy,3,7.3482,1,IMJ2Wgu1zI
12,MS,medium,5,13.8804,1,IMJ2Wgu1zI
12,MS,hard,5,17.0352,0.7142857142857143,IMJ2Wgu1zI
13,MS,easy,3,8.0814,1,IMJ2Wgu1zI
13,MS,medium,5,13.8301,1,IMJ2Wgu1zI
13,MS,hard,5,14.5023,0.7142857142857143,IMJ2Wgu1zI
14,MS,easy,3,9.5979,1,IMJ2Wgu1zI
14,MS,medium,3,18.3905,0.6,IMJ2Wgu1zI
14,MS,hard,5,197.0756,0.7142857142857143,IMJ2Wgu1zI
15,MS,easy,3,10.0311,1,IMJ2Wgu1zI
15,MS,medium,4,26.9276,0.8,IMJ2Wgu1zI
15,MS,hard,5,57.4541,0.7142857142857143,IMJ2Wgu1zI
16,MS,easy,3,12.9306,1,IMJ2Wgu1zI
16,MS,medium,4,13.8629,0.8,IMJ2Wgu1zI
16,MS,hard,6,73.6843,0.8571428571428571,IMJ2Wgu1zI
1,MS,easy,3,NA,1,S5rOjASl3o
1,MS,medium,5,NA,1,S5rOjASl3o
1,MS,hard,6,NA,0.8571428571428571,S5rOjASl3o
2,MS,easy,3,NA,1,S5rOjASl3o
2,MS,medium,4,NA,0.8,S5rOjASl3o
2,MS,hard,2,NA,0.2857142857142857,S5rOjASl3o
3,MS,easy,3,NA,1,S5rOjASl3o
3,MS,medium,5,NA,1,S5rOjASl3o
3,MS,hard,4,NA,0.5714285714285714,S5rOjASl3o
4,MS,easy,3,NA,1,S5rOjASl3o
4,MS,medium,3,NA,0.6,S5rOjASl3o
4,MS,hard,6,NA,0.8571428571428571,S5rOjASl3o
5,MS,easy,3,NA,1,S5rOjASl3o
5,MS,medium,4,NA,0.8,S5rOjASl3o
5,MS,hard,5,NA,0.7142857142857143,S5rOjASl3o
6,MS,easy,3,NA,1,S5rOjASl3o
6,MS,medium,4,NA,0.8,S5rOjASl3o
6,MS,hard,5,NA,0.7142857142857143,S5rOjASl3o
7,MS,easy,3,NA,1,S5rOjASl3o
7,MS,medium,5,NA,1,S5rOjASl3o
7,MS,hard,4,NA,0.5714285714285714,S5rOjASl3o
8,MS,easy,3,NA,1,S5rOjASl3o
8,MS,medium,4,NA,0.8,S5rOjASl3o
8,MS,hard,5,NA,0.7142857142857143,S5rOjASl3o
9,MS,easy,3,NA,1,S5rOjASl3o
9,MS,medium,5,NA,1,S5rOjASl3o
9,MS,hard,5,NA,0.7142857142857143,S5rOjASl3o
10,MS,easy,3,NA,1,S5rOjASl3o
10,MS,medium,4,NA,0.8,S5rOjASl3o
10,MS,hard,2,NA,0.2857142857142857,S5rOjASl3o
11,MS,easy,3,NA,1,S5rOjASl3o
