correctAns,key,is_correct,rt,task,level,trial,id,pool
right,right,1,4.205,MR,easy,7,5oMH7YJKDi,pool34
right,right,1,3.553,MR,easy,8,5oMH7YJKDi,pool34
left,left,1,2.784,MR,easy,9,5oMH7YJKDi,pool34
right,right,1,1.588,MR,easy,10,5oMH7YJKDi,pool34
right,right,1,1.551,MR,easy,11,5oMH7YJKDi,pool34
right,right,1,2.033,MR,easy,12,5oMH7YJKDi,pool34
left,left,1,4.362,MR,easy,13,5oMH7YJKDi,pool34
right,right,1,2.281,MR,easy,14,5oMH7YJKDi,pool34
right,right,1,2.517,MR,easy,15,5oMH7YJKDi,pool34
right,right,1,1.737,MR,easy,16,5oMH7YJKDi,pool34
right,right,1,11.292,MR,medium,1,5oMH7YJKDi,pool34
right,right,1,4.503,MR,medium,2,5oMH7YJKDi,pool34
left,left,1,7.967,MR,medium,3,5oMH7YJKDi,pool34
left,left,1,6.632,MR,medium,4,5oMH7YJKDi,pool34
left,left,1,7.168,MR,medium,5,5oMH7YJKDi,pool34
right,right,1,9.201,MR,medium,6,5oMH7YJKDi,pool34
right,right,1,8.75,MR,medium,7,5oMH7YJKDi,pool34
left,left,1,7.662,MR,medium,8,5oMH7YJKDi,pool34
right,right,1,3.782,MR,medium,9,5oMH7YJKDi,pool34
left,left,1,3.895,MR,medium,10,5oMH7YJKDi,pool34
left,left,1,4.899,MR,medium,11,5oMH7YJKDi,pool34
right,right,1,3.336,MR,medium,12,5oMH7YJKDi,pool34
right,left,0,3.681,MR,medium,13,5oMH7YJKDi,pool34
right,right,1,3.127,MR,medium,14,5oMH7YJKDi,pool34
left,left,1,5.247,MR,medium,15,5oMH7YJKDi,pool34
right,right,1,3.656,MR,medium,16,5oMH7YJKDi,pool34
left,left,1,6.922,MR,hard,1,5oMH7YJKDi,pool34
right,right,1,5.984,MR,hard,2,5oMH7YJKDi,pool34
left,left,1,30.12,MR,hard,3,5oMH7YJKDi,pool34
left,left,1,20.24,MR,hard,4,5oMH7YJKDi,pool34
right,right,1,5.667,MR,hard,5,5oMH7YJKDi,pool34
left,right,0,5.536,MR,hard,6,5oMH7YJKDi,pool34
right,right,1,3.858,MR,hard,7,5oMH7YJKDi,pool34
left,left,1,10.5,MR,hard,8,5oMH7YJKDi,pool34
left,left,1,14.178,MR,hard,9,5oMH7YJKDi,pool34
right,right,1,7.977,MR,hard,10,5oMH7YJKDi,pool34
right,right,1,7.684,MR,hard,11,5oMH7YJKDi,pool34
right,right,1,16.645,MR,hard,12,5oMH7YJKDi,pool34
right,right,1,4.715,MR,hard,13,5oMH7YJKDi,pool34
right,right,1,7.48,MR,hard,14,5oMH7YJKDi,pool34
left,left,1,9.649,MR,hard,15,5oMH7YJKDi,pool34
left,left,1,14.531,MR,hard,16,5oMH7YJKDi,pool34
right,right,1,2.7657,MR,easy,1,wBsXFrRWgF,pool34
right,right,1,4.9341,MR,easy,2,wBsXFrRWgF,pool34
right,right,1,5.7469,MR,easy,3,wBsXFrRWgF,pool34
right,right,1,5.8231,MR,easy,4,wBsXFrRWgF,pool34
left,left,1,4.4444,MR,easy,5,wBsXFrRWgF,pool34
left,left,1,5.2173,MR,easy,6,wBsXFrRWgF,pool34
right,right,1,3.7159,MR,easy,7,wBsXFrRWgF,pool34
right,right,1,5.1586,MR,easy,8,wBsXFrRWgF,pool34
left,left,1,3.3428,MR,easy,9,wBsXFrRWgF,pool34
left,right,0,4.2872,MR,easy,10,wBsXFrRWgF,pool34
right,right,1,3.215,MR,easy,11,wBsXFrRWgF,pool34
left,left,1,4.3565,MR,easy,12,wBsXFrRWgF,pool34
right,right,1,2.7174,MR,easy,13,wBsXFrRWgF,pool34
left,left,1,1.4973,MR,easy,14,wBsXFrRWgF,pool34
left,left,1,1.6504,MR,easy,15,wBsXFrRWgF,pool34
right,right,1,1.891,MR,easy,16,wBsXFrRWgF,pool34
right,left,0,3.6748,MR,medium,1,wBsXFrRWgF,pool34
left,right,0,5.7255,MR,medium,2,wBsXFrRWgF,pool34
left,right,0,4.1982,MR,medium,3,wBsXFrRWgF,pool34
left,right,0,2.5559,MR,medium,4,wBsXFrRWgF,pool34
right,left,0,2.3849,MR,medium,5,wBsXFrRWgF,pool34
left,right,0,2.6269,MR,medium,6,wBsXFrRWgF,pool34
left,right,0,3.0341,MR,medium,7,wBsXFrRWgF,pool34
right,right,1,2.0776,MR,medium,8,wBsXFrRWgF,pool34
left,left,1,3.7093,MR,medium,9,wBsXFrRWgF,pool34
right,right,1,3.1957,MR,medium,10,wBsXFrRWgF,pool34
left,right,0,2.4101,MR,medium,11,wBsXFrRWgF,pool34
right,right,1,1.9326,MR,medium,12,wBsXFrRWgF,pool34
right,right,1,1.7868,MR,medium,13,wBsXFrRWgF,pool34
right,left,0,2.0356,MR,medium,14,wBsXFrRWgF,pool34
left,right,0,1.5378,MR,medium,15,wBsXFrRWgF,pool34
left,right,0,3.8372,MR,medium,16,wBsXFrRWgF,pool34
right,right,1,6.1497,MR,hard,1,wBsXFrRWgF,pool34
left,right,0,3.1328,MR,hard,2,wBsXFrRWgF,pool34
right,left,0,2.1434,MR,hard,3,wBsXFrRWgF,pool34
left,left,1,5.0628,MR,hard,4,wBsXFrRWgF,pool34
right,right,1,2.5935,MR,hard,5,wBsXFrRWgF,pool34
right,right,1,1.7687,MR,hard,6,wBsXFrRWgF,pool34
left,left,1,2.6,MR,hard,7,wBsXFrRWgF,pool34
left,right,0,2.3438,MR,hard,8,wBsXFrRWgF,pool34
right,right,1,1.8342,MR,hard,9,wBsXFrRWgF,pool34
right,left,0,2.9123,MR,hard,10,wBsXFrRWgF,pool34
right,left,0,2.2596,MR,hard,11,wBsXFrRWgF,pool34
right,left,0,1.5092,MR,hard,12,wBsXFrRWgF,pool34
right,right,1,1.7093,MR,hard,13,wBsXFrRWgF,pool34
left,right,0,2.0762,MR,hard,14,wBsXFrRWgF,pool34
left,right,0,1.6948,MR,hard,15,wBsXFrRWgF,pool34
left,right,0,2.9534,MR,hard,16,wBsXFrRWgF,pool34
right,left,0,3.2063,MR,easy,1,PkgTbVVI07,pool34
right,left,0,2.1834,MR,easy,2,PkgTbVVI07,pool34
left,right,0,1.167,MR,easy,3,PkgTbVVI07,pool34
right,left,0,1.9038,MR,easy,4,PkgTbVVI07,pool34
right,left,0,1.642,MR,easy,5,PkgTbVVI07,pool34
left,left,1,2.3167,MR,easy,6,PkgTbVVI07,pool34
right,right,1,2.7845,MR,easy,7,PkgTbVVI07,pool34
left,left,1,3.3974,MR,easy,8,PkgTbVVI07,pool34
right,left,0,3.8174,MR,easy,9,PkgTbVVI07,pool34
left,left,1,3.8859,MR,easy,10,PkgTbVVI07,pool34
right,right,1,1.6323,MR,easy,11,PkgTbVVI07,pool34
right,right,1,3.7049,MR,easy,12,PkgTbVVI07,pool34
right,right,1,4.7818,MR,easy,13,PkgTbVVI07,pool34
right,right,1,2.589,MR,easy,14,PkgTbVVI07,pool34
right,right,1,1.8689,MR,easy,15,PkgTbVVI07,pool34
left,right,0,2.2469,MR,easy,16,PkgTbVVI07,pool34
left,left,1,1.4621,MR,medium,1,PkgTbVVI07,pool34
left,left,1,3.4475,MR,medium,2,PkgTbVVI07,pool34
right,right,1,3.2958,MR,medium,3,PkgTbVVI07,pool34
left,left,1,5.3802,MR,medium,4,PkgTbVVI07,pool34
left,right,0,2.3304,MR,medium,5,PkgTbVVI07,pool34
left,right,0,2.2262,MR,medium,6,PkgTbVVI07,pool34
left,right,0,4.7994,MR,medium,7,PkgTbVVI07,pool34
left,left,1,1.4649,MR,medium,8,PkgTbVVI07,pool34
left,left,1,3.2188,MR,medium,9,PkgTbVVI07,pool34
right,right,1,1.9376,MR,medium,10,PkgTbVVI07,pool34
left,right,0,3.1473,MR,medium,11,PkgTbVVI07,pool34
left,left,1,2.5832,MR,medium,12,PkgTbVVI07,pool34
left,right,0,1.7089,MR,medium,13,PkgTbVVI07,pool34
right,left,0,3.9326,MR,medium,14,PkgTbVVI07,pool34
left,left,1,9.6918,MR,medium,15,PkgTbVVI07,pool34
left,left,1,1.5894,MR,medium,16,PkgTbVVI07,pool34
right,left,0,2.0427,MR,hard,1,PkgTbVVI07,pool34
right,left,0,2.1988,MR,hard,2,PkgTbVVI07,pool34
left,right,0,2.0167,MR,hard,3,PkgTbVVI07,pool34
left,left,1,1.508,MR,hard,4,PkgTbVVI07,pool34
left,left,1,1.4636,MR,hard,5,PkgTbVVI07,pool34
right,right,1,2.9617,MR,hard,6,PkgTbVVI07,pool34
right,left,0,1.6196,MR,hard,7,PkgTbVVI07,pool34
right,left,0,7.8538,MR,hard,8,PkgTbVVI07,pool34
right,right,1,2.9521,MR,hard,9,PkgTbVVI07,pool34
right,left,0,1.8144,MR,hard,10,PkgTbVVI07,pool34
right,right,1,1.8178,MR,hard,11,PkgTbVVI07,pool34
right,right,1,2.7288,MR,hard,12,PkgTbVVI07,pool34
left,left,1,2.1309,MR,hard,13,PkgTbVVI07,pool34
right,left,0,2.3357,MR,hard,14,PkgTbVVI07,pool34
right,left,0,2.93,MR,hard,15,PkgTbVVI07,pool34
right,right,1,1.0949,MR,hard,16,PkgTbVVI07,pool34
right,right,1,12.188,MR,easy,1,0wY7q7AFDw,pool34
right,right,1,4.822,MR,easy,2,0wY7q7AFDw,pool34
right,right,1,3.5235,MR,easy,3,0wY7q7AFDw,pool34
right,right,1,6.3917,MR,easy,4,0wY7q7AFDw,pool34
right,right,1,4.0597,MR,easy,5,0wY7q7AFDw,pool34
right,right,1,2.337,MR,easy,6,0wY7q7AFDw,pool34
left,left,1,6.2012,MR,easy,7,0wY7q7AFDw,pool34
right,right,1,3.4727,MR,easy,8,0wY7q7AFDw,pool34
right,right,1,2.1012,MR,easy,9,0wY7q7AFDw,pool34
right,right,1,2.684,MR,easy,10,0wY7q7AFDw,pool34
left,left,1,3.4753,MR,easy,11,0wY7q7AFDw,pool34
right,right,1,6.5799,MR,easy,12,0wY7q7AFDw,pool34
right,right,1,2.0885,MR,easy,13,0wY7q7AFDw,pool34
left,right,0,9.0194,MR,easy,14,0wY7q7AFDw,pool34
left,right,0,4.8477,MR,easy,15,0wY7q7AFDw,pool34
right,right,1,3.9804,MR,easy,16,0wY7q7AFDw,pool34
left,left,1,6.7152,MR,medium,1,0wY7q7AFDw,pool34
left,left,1,6.2152,MR,medium,2,0wY7q7AFDw,pool34
right,right,1,9.0547,MR,medium,3,0wY7q7AFDw,pool34
right,right,1,10.3259,MR,medium,4,0wY7q7AFDw,pool34
left,right,0,19.9322,MR,medium,5,0wY7q7AFDw,pool34
right,right,1,6.0294,MR,medium,6,0wY7q7AFDw,pool34
left,left,1,5.5891,MR,medium,7,0wY7q7AFDw,pool34
right,left,0,21.556,MR,medium,8,0wY7q7AFDw,pool34
left,left,1,6.2116,MR,medium,9,0wY7q7AFDw,pool34
right,left,0,3.0017,MR,medium,10,0wY7q7AFDw,pool34
right,right,1,7.0133,MR,medium,11,0wY7q7AFDw,pool34
left,left,1,6.7094,MR,medium,12,0wY7q7AFDw,pool34
left,right,0,5.1416,MR,medium,13,0wY7q7AFDw,pool34
right,right,1,5.8471,MR,medium,14,0wY7q7AFDw,pool34
left,left,1,9.8913,MR,medium,15,0wY7q7AFDw,pool34
left,left,1,4.2921,MR,medium,16,0wY7q7AFDw,pool34
right,left,0,5.5346,MR,hard,1,0wY7q7AFDw,pool34
right,right,1,8.7347,MR,hard,2,0wY7q7AFDw,pool34
right,right,1,15.9168,MR,hard,3,0wY7q7AFDw,pool34
right,left,0,3.1353,MR,hard,4,0wY7q7AFDw,pool34
left,left,1,8.9127,MR,hard,5,0wY7q7AFDw,pool34
right,right,1,9.8746,MR,hard,6,0wY7q7AFDw,pool34
left,left,1,9.4836,MR,hard,7,0wY7q7AFDw,pool34
left,left,1,4.7576,MR,hard,8,0wY7q7AFDw,pool34
left,left,1,8.869,MR,hard,9,0wY7q7AFDw,pool34
left,left,1,9.6924,MR,hard,10,0wY7q7AFDw,pool34
right,right,1,15.7211,MR,hard,11,0wY7q7AFDw,pool34
right,right,1,8.6386,MR,hard,12,0wY7q7AFDw,pool34
right,right,1,3.1496,MR,hard,13,0wY7q7AFDw,pool34
right,right,1,13.7513,MR,hard,14,0wY7q7AFDw,pool34
right,right,1,4.18,MR,hard,15,0wY7q7AFDw,pool34
right,left,0,9.0091,MR,hard,16,0wY7q7AFDw,pool34
left,right,0,3.1277,MR,easy,1,woSzLv5BIV,pool34
left,right,0,1.8649,MR,easy,2,woSzLv5BIV,pool34
right,right,1,1.3678,MR,easy,3,woSzLv5BIV,pool34
right,right,1,1.3508,MR,easy,4,woSzLv5BIV,pool34
left,right,0,1.0841,MR,easy,5,woSzLv5BIV,pool34
left,left,1,4.9574,MR,easy,6,woSzLv5BIV,pool34
right,left,0,4.1949,MR,easy,7,woSzLv5BIV,pool34
right,left,0,2.2799,MR,easy,8,woSzLv5BIV,pool34
left,right,0,2.5471,MR,easy,9,woSzLv5BIV,pool34
left,right,0,1.0521,MR,easy,10,woSzLv5BIV,pool34
left,right,0,1.5674,MR,easy,11,woSzLv5BIV,pool34
left,right,0,4.207,MR,easy,12,woSzLv5BIV,pool34
left,right,0,2.2284,MR,easy,13,woSzLv5BIV,pool34
left,left,1,3.0452,MR,easy,14,woSzLv5BIV,pool34
left,right,0,1.0696,MR,easy,15,woSzLv5BIV,pool34
left,right,0,3.9174,MR,easy,16,woSzLv5BIV,pool34
right,right,1,3.7638,MR,medium,1,woSzLv5BIV,pool34
left,right,0,1.0669,MR,medium,2,woSzLv5BIV,pool34
right,right,1,0.8674,MR,medium,3,woSzLv5BIV,pool34
left,right,0,0.9345,MR,medium,4,woSzLv5BIV,pool34
left,right,0,0.9678,MR,medium,5,woSzLv5BIV,pool34
left,right,0,1.1344,MR,medium,6,woSzLv5BIV,pool34
right,right,1,1.9683,MR,medium,7,woSzLv5BIV,pool34
right,right,1,0.8341,MR,medium,8,woSzLv5BIV,pool34
right,right,1,0.9845,MR,medium,9,woSzLv5BIV,pool34
left,right,0,0.9844,MR,medium,10,woSzLv5BIV,pool34
right,right,1,1.268,MR,medium,11,woSzLv5BIV,pool34
right,left,0,1.4677,MR,medium,12,woSzLv5BIV,pool34
right,right,1,0.8845,MR,medium,13,woSzLv5BIV,pool34
right,right,1,3.3512,MR,medium,14,woSzLv5BIV,pool34
left,left,1,2.151,MR,medium,15,woSzLv5BIV,pool34
right,right,1,0.9008,MR,medium,16,woSzLv5BIV,pool34
right,right,1,2.4611,MR,hard,1,woSzLv5BIV,pool34
left,left,1,3.5789,MR,hard,2,woSzLv5BIV,pool34
left,right,0,1.0945,MR,hard,3,woSzLv5BIV,pool34
right,right,1,1.1357,MR,hard,4,woSzLv5BIV,pool34
right,right,1,1.4516,MR,hard,5,woSzLv5BIV,pool34
right,left,0,1.5343,MR,hard,6,woSzLv5BIV,pool34
left,right,0,0.6842,MR,hard,7,woSzLv5BIV,pool34
right,right,1,0.8558,MR,hard,8,woSzLv5BIV,pool34
left,right,0,0.874,MR,hard,9,woSzLv5BIV,pool34
right,right,1,0.9507,MR,hard,10,woSzLv5BIV,pool34
left,right,0,1.4505,MR,hard,11,woSzLv5BIV,pool34
left,right,0,1.0377,MR,hard,12,woSzLv5BIV,pool34
left,right,0,0.8327,MR,hard,13,woSzLv5BIV,pool34
left,right,0,1.1009,MR,hard,14,woSzLv5BIV,pool34
left,right,0,0.9177,MR,hard,15,woSzLv5BIV,pool34
left,right,0,0.8356,MR,hard,16,woSzLv5BIV,pool34
left,right,0,6.6797,MR,easy,1,O0ngZJhb9l,pool34
right,right,1,1.873,MR,easy,2,O0ngZJhb9l,pool34
left,left,1,5.9191,MR,easy,3,O0ngZJhb9l,pool34
left,right,0,3.6054,MR,easy,4,O0ngZJhb9l,pool34
right,right,1,6.9065,MR,easy,5,O0ngZJhb9l,pool34
left,left,1,9.3181,MR,easy,6,O0ngZJhb9l,pool34
right,right,1,4.7675,MR,easy,7,O0ngZJhb9l,pool34
left,right,0,9.592,MR,easy,8,O0ngZJhb9l,pool34
right,right,1,11.6083,MR,easy,9,O0ngZJhb9l,pool34
right,right,1,9.1003,MR,easy,10,O0ngZJhb9l,pool34
left,right,0,2.6644,MR,easy,11,O0ngZJhb9l,pool34
left,right,0,7.5582,MR,easy,12,O0ngZJhb9l,pool34
right,left,0,2.6528,MR,easy,13,O0ngZJhb9l,pool34
right,right,1,6.3899,MR,easy,14,O0ngZJhb9l,pool34
right,right,1,3.839,MR,easy,15,O0ngZJhb9l,pool34
left,right,0,5.0704,MR,easy,16,O0ngZJhb9l,pool34
left,right,0,4.3834,MR,medium,1,O0ngZJhb9l,pool34
right,right,1,1.2729,MR,medium,2,O0ngZJhb9l,pool34
left,right,0,1.7807,MR,medium,3,O0ngZJhb9l,pool34
right,right,1,1.8278,MR,medium,4,O0ngZJhb9l,pool34
left,right,0,1.553,MR,medium,5,O0ngZJhb9l,pool34
left,left,1,3.4859,MR,medium,6,O0ngZJhb9l,pool34
left,right,0,0.9843,MR,medium,7,O0ngZJhb9l,pool34
left,right,0,0.5862,MR,medium,8,O0ngZJhb9l,pool34
right,right,1,3.4728,MR,medium,9,O0ngZJhb9l,pool34
left,left,1,1.515,MR,medium,10,O0ngZJhb9l,pool34
right,right,1,4.8641,MR,medium,11,O0ngZJhb9l,pool34
left,left,1,1.8515,MR,medium,12,O0ngZJhb9l,pool34
left,left,1,6.9301,MR,medium,13,O0ngZJhb9l,pool34
left,left,1,1.7161,MR,medium,14,O0ngZJhb9l,pool34
right,right,1,1.1345,MR,medium,15,O0ngZJhb9l,pool34
right,right,1,0.8679,MR,medium,16,O0ngZJhb9l,pool34
left,left,1,4.8882,MR,hard,1,O0ngZJhb9l,pool34
right,right,1,2.9235,MR,hard,2,O0ngZJhb9l,pool34
left,left,1,9.9223,MR,hard,3,O0ngZJhb9l,pool34
right,left,0,4.4289,MR,hard,4,O0ngZJhb9l,pool34
left,right,0,1.4591,MR,hard,5,O0ngZJhb9l,pool34
left,left,1,7.0837,MR,hard,6,O0ngZJhb9l,pool34
left,right,0,3.2928,MR,hard,7,O0ngZJhb9l,pool34
right,right,1,3.8203,MR,hard,8,O0ngZJhb9l,pool34
right,right,1,6.0826,MR,hard,9,O0ngZJhb9l,pool34
right,left,0,3.4287,MR,hard,10,O0ngZJhb9l,pool34
left,left,1,5.2319,MR,hard,11,O0ngZJhb9l,pool34
right,right,1,11.2584,MR,hard,12,O0ngZJhb9l,pool34
right,left,0,1.5097,MR,hard,13,O0ngZJhb9l,pool34
left,left,1,1.9533,MR,hard,14,O0ngZJhb9l,pool34
left,right,0,2.2472,MR,hard,15,O0ngZJhb9l,pool34
right,left,0,4.1835,MR,hard,16,O0ngZJhb9l,pool34
right,right,1,7.4289,MR,easy,1,ttxEdLIMGM,pool34
left,left,1,12.1381,MR,easy,2,ttxEdLIMGM,pool34
left,left,1,42.948,MR,easy,3,ttxEdLIMGM,pool34
left,left,1,17.969,MR,easy,4,ttxEdLIMGM,pool34
right,left,0,9.3759,MR,easy,5,ttxEdLIMGM,pool34
left,right,0,25.2659,MR,easy,6,ttxEdLIMGM,pool34
right,right,1,51.1412,MR,easy,7,ttxEdLIMGM,pool34
right,right,1,7.2538,MR,easy,8,ttxEdLIMGM,pool34
right,right,1,5.0458,MR,easy,9,ttxEdLIMGM,pool34
right,right,1,8.6683,MR,easy,10,ttxEdLIMGM,pool34
right,right,1,4.5419,MR,easy,11,ttxEdLIMGM,pool34
left,left,1,4.1698,MR,easy,12,ttxEdLIMGM,pool34
right,right,1,11.5555,MR,easy,13,ttxEdLIMGM,pool34
right,right,1,3.5984,MR,easy,14,ttxEdLIMGM,pool34
right,right,1,4.6265,MR,easy,15,ttxEdLIMGM,pool34
left,left,1,43.2542,MR,easy,16,ttxEdLIMGM,pool34
left,left,1,13.469,MR,medium,1,ttxEdLIMGM,pool34
right,right,1,4.5624,MR,medium,2,ttxEdLIMGM,pool34
left,left,1,10.9619,MR,medium,3,ttxEdLIMGM,pool34
right,left,0,5.2267,MR,medium,4,ttxEdLIMGM,pool34
left,left,1,21.9557,MR,medium,5,ttxEdLIMGM,pool34
right,right,1,11.8437,MR,medium,6,ttxEdLIMGM,pool34
right,right,1,5.8105,MR,medium,7,ttxEdLIMGM,pool34
right,right,1,6.9935,MR,medium,8,ttxEdLIMGM,pool34
right,right,1,10.5079,MR,medium,9,ttxEdLIMGM,pool34
left,right,0,14.6355,MR,medium,10,ttxEdLIMGM,pool34
right,right,1,13.7026,MR,medium,11,ttxEdLIMGM,pool34
left,left,1,5.2259,MR,medium,12,ttxEdLIMGM,pool34
left,right,0,8.4693,MR,medium,13,ttxEdLIMGM,pool34
left,left,1,7.3778,MR,medium,14,ttxEdLIMGM,pool34
left,right,0,6.3655,MR,medium,15,ttxEdLIMGM,pool34
left,left,1,12.2293,MR,medium,16,ttxEdLIMGM,pool34
left,left,1,3.4275,MR,hard,1,ttxEdLIMGM,pool34
right,right,1,8.0684,MR,hard,2,ttxEdLIMGM,pool34
right,left,0,9.4024,MR,hard,3,ttxEdLIMGM,pool34
right,left,0,10.1936,MR,hard,4,ttxEdLIMGM,pool34
right,right,1,12.123,MR,hard,5,ttxEdLIMGM,pool34
right,left,0,13.8672,MR,hard,6,ttxEdLIMGM,pool34
right,left,0,6.675,MR,hard,7,ttxEdLIMGM,pool34
right,right,1,3.4275,MR,hard,8,ttxEdLIMGM,pool34
left,left,1,11.8117,MR,hard,9,ttxEdLIMGM,pool34
right,right,1,4.6608,MR,hard,10,ttxEdLIMGM,pool34
right,left,0,8.2768,MR,hard,11,ttxEdLIMGM,pool34
right,left,0,6.4532,MR,hard,12,ttxEdLIMGM,pool34
left,right,0,9.3179,MR,hard,13,ttxEdLIMGM,pool34
right,right,1,7.0242000000000004,MR,hard,14,ttxEdLIMGM,pool34
right,right,1,4.7298,MR,hard,15,ttxEdLIMGM,pool34
right,right,1,4.2263,MR,hard,16,ttxEdLIMGM,pool34
left,right,0,8.0965,MR,easy,1,pevbr5tS1I,pool34
right,right,1,5.3032,MR,easy,2,pevbr5tS1I,pool34
left,right,0,6.5211,MR,easy,3,pevbr5tS1I,pool34
left,right,0,4.7757,MR,easy,4,pevbr5tS1I,pool34
left,right,0,4.2394,MR,easy,5,pevbr5tS1I,pool34
right,right,1,3.0097,MR,easy,6,pevbr5tS1I,pool34
right,right,1,1.6417,MR,easy,7,pevbr5tS1I,pool34
left,left,1,6.6668,MR,easy,8,pevbr5tS1I,pool34
right,right,1,2.4753,MR,easy,9,pevbr5tS1I,pool34
left,left,1,4.1339,MR,easy,10,pevbr5tS1I,pool34
left,right,0,4.4905,MR,easy,11,pevbr5tS1I,pool34
right,right,1,5.3764,MR,easy,12,pevbr5tS1I,pool34
right,right,1,1.9711,MR,easy,13,pevbr5tS1I,pool34
right,right,1,2.0198,MR,easy,14,pevbr5tS1I,pool34
left,right,0,2.3241,MR,easy,15,pevbr5tS1I,pool34
left,right,0,2.4672,MR,easy,16,pevbr5tS1I,pool34
left,left,1,5.8386,MR,medium,1,pevbr5tS1I,pool34
right,left,0,2.6928,MR,medium,2,pevbr5tS1I,pool34
right,left,0,2.7235,MR,medium,3,pevbr5tS1I,pool34
right,right,1,2.4342,MR,medium,4,pevbr5tS1I,pool34
right,left,0,5.1729,MR,medium,5,pevbr5tS1I,pool34
left,left,1,3.8236,MR,medium,6,pevbr5tS1I,pool34
left,left,1,7.64,MR,medium,7,pevbr5tS1I,pool34
left,left,1,2.1298,MR,medium,8,pevbr5tS1I,pool34
left,left,1,2.4507,MR,medium,9,pevbr5tS1I,pool34
left,right,0,2.3839,MR,medium,10,pevbr5tS1I,pool34
left,left,1,2.5352,MR,medium,11,pevbr5tS1I,pool34
left,left,1,8.5591,MR,medium,12,pevbr5tS1I,pool34
right,left,0,5.2636,MR,medium,13,pevbr5tS1I,pool34
left,left,1,1.6627,MR,medium,14,pevbr5tS1I,pool34
right,left,0,3.9553,MR,medium,15,pevbr5tS1I,pool34
left,right,0,4.7231,MR,medium,16,pevbr5tS1I,pool34
right,left,0,5.9329,MR,hard,1,pevbr5tS1I,pool34
left,right,0,4.638,MR,hard,2,pevbr5tS1I,pool34
left,left,1,3.5077,MR,hard,3,pevbr5tS1I,pool34
right,left,0,3.9853,MR,hard,4,pevbr5tS1I,pool34
right,left,0,4.4809,MR,hard,5,pevbr5tS1I,pool34
right,left,0,1.8055,MR,hard,6,pevbr5tS1I,pool34
left,left,1,2.5671,MR,hard,7,pevbr5tS1I,pool34
right,right,1,1.4948,MR,hard,8,pevbr5tS1I,pool34
right,left,0,5.1685,MR,hard,9,pevbr5tS1I,pool34
right,left,0,1.7899,MR,hard,10,pevbr5tS1I,pool34
right,right,1,7.0209,MR,hard,11,pevbr5tS1I,pool34
left,left,1,6.3442,MR,hard,12,pevbr5tS1I,pool34
left,left,1,3.995,MR,hard,13,pevbr5tS1I,pool34
left,left,1,3.2237,MR,hard,14,pevbr5tS1I,pool34
left,left,1,4.8962,MR,hard,15,pevbr5tS1I,pool34
right,right,1,2.6467,MR,hard,16,pevbr5tS1I,pool34
left,left,1,4.1036,MR,easy,1,zMSGYZOzxF,pool34
left,right,0,5.2339,MR,easy,2,zMSGYZOzxF,pool34
left,right,0,4.4426,MR,easy,3,zMSGYZOzxF,pool34
right,right,1,4.2058,MR,easy,4,zMSGYZOzxF,pool34
right,right,1,4.7153,MR,easy,5,zMSGYZOzxF,pool34
left,right,0,3.171,MR,easy,6,zMSGYZOzxF,pool34
right,left,0,4.4064,MR,easy,7,zMSGYZOzxF,pool34
left,left,1,2.1739,MR,easy,8,zMSGYZOzxF,pool34
left,left,1,3.4817,MR,easy,9,zMSGYZOzxF,pool34
right,left,0,4.3749,MR,easy,10,zMSGYZOzxF,pool34
left,left,1,1.8066,MR,easy,11,zMSGYZOzxF,pool34
right,left,0,1.666,MR,easy,12,zMSGYZOzxF,pool34
left,left,1,2.6056,MR,easy,13,zMSGYZOzxF,pool34
left,right,0,2.7769,MR,easy,14,zMSGYZOzxF,pool34
right,right,1,3.274,MR,easy,15,zMSGYZOzxF,pool34
left,left,1,2.4136,MR,easy,16,zMSGYZOzxF,pool34
right,right,1,3.002,MR,medium,1,zMSGYZOzxF,pool34
right,left,0,5.5683,MR,medium,2,zMSGYZOzxF,pool34
right,right,1,3.3373,MR,medium,3,zMSGYZOzxF,pool34
left,right,0,8.3362,MR,medium,4,zMSGYZOzxF,pool34
left,left,1,8.8768,MR,medium,5,zMSGYZOzxF,pool34
right,right,1,3.1202,MR,medium,6,zMSGYZOzxF,pool34
left,right,0,6.7013,MR,medium,7,zMSGYZOzxF,pool34
right,right,1,2.8724,MR,medium,8,zMSGYZOzxF,pool34
right,right,1,3.1366,MR,medium,9,zMSGYZOzxF,pool34
left,left,1,7.61,MR,medium,10,zMSGYZOzxF,pool34
left,left,1,3.6719,MR,medium,11,zMSGYZOzxF,pool34
left,left,1,4.276,MR,medium,12,zMSGYZOzxF,pool34
left,right,0,6.2738,MR,medium,13,zMSGYZOzxF,pool34
right,left,0,5.4809,MR,medium,14,zMSGYZOzxF,pool34
left,right,0,3.2413,MR,medium,15,zMSGYZOzxF,pool34
left,left,1,6.0657,MR,medium,16,zMSGYZOzxF,pool34
left,right,0,10.0629,MR,hard,1,zMSGYZOzxF,pool34
left,right,0,3.433,MR,hard,2,zMSGYZOzxF,pool34
left,right,0,4.3109,MR,hard,3,zMSGYZOzxF,pool34
right,right,1,8.5076,MR,hard,4,zMSGYZOzxF,pool34
left,right,0,4.8079,MR,hard,5,zMSGYZOzxF,pool34
right,right,1,5.7904,MR,hard,6,zMSGYZOzxF,pool34
left,right,0,3.8498,MR,hard,7,zMSGYZOzxF,pool34
