task,level,id,pool,scale,score
ST,medium,yVjHadDLmM,pool5,PE,33
ST,medium,yVjHadDLmM,pool5,EF,76
ST,medium,yVjHadDLmM,pool5,FR,80
MS,medium,yVjHadDLmM,pool5,ME,56
MS,medium,yVjHadDLmM,pool5,PH,61
MS,medium,yVjHadDLmM,pool5,TI,85
MS,medium,yVjHadDLmM,pool5,PE,60
MS,medium,yVjHadDLmM,pool5,EF,70
MS,medium,yVjHadDLmM,pool5,FR,86
MS,easy,yVjHadDLmM,pool5,ME,5
MS,easy,yVjHadDLmM,pool5,PH,3
MS,easy,yVjHadDLmM,pool5,TI,4
MS,easy,yVjHadDLmM,pool5,PE,6
MS,easy,yVjHadDLmM,pool5,EF,5
MS,easy,yVjHadDLmM,pool5,FR,25
ST,hard,yVjHadDLmM,pool5,ME,84
ST,hard,yVjHadDLmM,pool5,PH,82
ST,hard,yVjHadDLmM,pool5,TI,97
ST,hard,yVjHadDLmM,pool5,PE,92
ST,hard,yVjHadDLmM,pool5,EF,75
ST,hard,yVjHadDLmM,pool5,FR,99
ST,easy,yVjHadDLmM,pool5,ME,4
ST,easy,yVjHadDLmM,pool5,PH,0
ST,easy,yVjHadDLmM,pool5,TI,1
ST,easy,yVjHadDLmM,pool5,PE,1
ST,easy,yVjHadDLmM,pool5,EF,4
ST,easy,yVjHadDLmM,pool5,FR,50
MS,hard,yVjHadDLmM,pool5,ME,96
MS,hard,yVjHadDLmM,pool5,PH,94
MS,hard,yVjHadDLmM,pool5,TI,99
MS,hard,yVjHadDLmM,pool5,PE,95
MS,hard,yVjHadDLmM,pool5,EF,88
MS,hard,yVjHadDLmM,pool5,FR,92
MR,easy,yVjHadDLmM,pool5,ME,5
MR,easy,yVjHadDLmM,pool5,PH,1
MR,easy,yVjHadDLmM,pool5,TI,17
MR,easy,yVjHadDLmM,pool5,PE,9
MR,easy,yVjHadDLmM,pool5,EF,11
MR,easy,yVjHadDLmM,pool5,FR,1
ST,easy,Mh4D0deXmE,pool5,ME,10
ST,easy,Mh4D0deXmE,pool5,PH,1
ST,easy,Mh4D0deXmE,pool5,TI,60
ST,easy,Mh4D0deXmE,pool5,PE,0
ST,easy,Mh4D0deXmE,pool5,EF,60
ST,easy,Mh4D0deXmE,pool5,FR,55
MS,hard,Mh4D0deXmE,pool5,ME,100
MS,hard,Mh4D0deXmE,pool5,PH,15
MS,hard,Mh4D0deXmE,pool5,TI,100
MS,hard,Mh4D0deXmE,pool5,PE,70
MS,hard,Mh4D0deXmE,pool5,EF,75
MS,hard,Mh4D0deXmE,pool5,FR,75
MR,hard,Mh4D0deXmE,pool5,ME,100
MR,hard,Mh4D0deXmE,pool5,PH,0
MR,hard,Mh4D0deXmE,pool5,TI,0
MR,hard,Mh4D0deXmE,pool5,PE,51
MR,hard,Mh4D0deXmE,pool5,EF,80
MR,hard,Mh4D0deXmE,pool5,FR,80
ST,medium,Mh4D0deXmE,pool5,ME,15
ST,medium,Mh4D0deXmE,pool5,PH,0
ST,medium,Mh4D0deXmE,pool5,TI,100
ST,medium,Mh4D0deXmE,pool5,PE,40
ST,medium,Mh4D0deXmE,pool5,EF,65
ST,medium,Mh4D0deXmE,pool5,FR,65
MS,medium,Mh4D0deXmE,pool5,ME,90
MS,medium,Mh4D0deXmE,pool5,PH,10
MS,medium,Mh4D0deXmE,pool5,TI,75
MS,medium,Mh4D0deXmE,pool5,PE,5
MS,medium,Mh4D0deXmE,pool5,EF,85
MS,medium,Mh4D0deXmE,pool5,FR,40
MR,medium,Mh4D0deXmE,pool5,ME,100
MR,medium,Mh4D0deXmE,pool5,PH,70
MR,medium,Mh4D0deXmE,pool5,TI,0
MR,medium,Mh4D0deXmE,pool5,PE,50
MR,medium,Mh4D0deXmE,pool5,EF,100
MR,medium,Mh4D0deXmE,pool5,FR,70
MR,easy,Mh4D0deXmE,pool5,ME,85
MR,easy,Mh4D0deXmE,pool5,PH,30
MR,easy,Mh4D0deXmE,pool5,TI,0
MR,easy,Mh4D0deXmE,pool5,PE,35
MR,easy,Mh4D0deXmE,pool5,EF,95
MR,easy,Mh4D0deXmE,pool5,FR,65
ST,hard,Mh4D0deXmE,pool5,ME,89
ST,hard,Mh4D0deXmE,pool5,PH,1
ST,hard,Mh4D0deXmE,pool5,TI,99
ST,hard,Mh4D0deXmE,pool5,PE,40
ST,hard,Mh4D0deXmE,pool5,EF,70
ST,hard,Mh4D0deXmE,pool5,FR,60
MS,easy,Mh4D0deXmE,pool5,ME,70
MS,easy,Mh4D0deXmE,pool5,PH,20
MS,easy,Mh4D0deXmE,pool5,TI,20
MS,easy,Mh4D0deXmE,pool5,PE,0
MS,easy,Mh4D0deXmE,pool5,EF,65
MS,easy,Mh4D0deXmE,pool5,FR,55
MS,easy,4PjgFYmt2Z,pool5,ME,5
MS,easy,4PjgFYmt2Z,pool5,PH,5
MS,easy,4PjgFYmt2Z,pool5,TI,5
MS,easy,4PjgFYmt2Z,pool5,PE,10
MS,easy,4PjgFYmt2Z,pool5,EF,10
MS,easy,4PjgFYmt2Z,pool5,FR,0
MR,hard,4PjgFYmt2Z,pool5,ME,55
MR,hard,4PjgFYmt2Z,pool5,PH,65
MR,hard,4PjgFYmt2Z,pool5,TI,15
MR,hard,4PjgFYmt2Z,pool5,PE,55
MR,hard,4PjgFYmt2Z,pool5,EF,55
MR,hard,4PjgFYmt2Z,pool5,FR,1
ST,easy,4PjgFYmt2Z,pool5,ME,0
ST,easy,4PjgFYmt2Z,pool5,PH,5
ST,easy,4PjgFYmt2Z,pool5,TI,5
ST,easy,4PjgFYmt2Z,pool5,PE,0
ST,easy,4PjgFYmt2Z,pool5,EF,15
ST,easy,4PjgFYmt2Z,pool5,FR,0
ST,medium,4PjgFYmt2Z,pool5,ME,16
ST,medium,4PjgFYmt2Z,pool5,PH,20
ST,medium,4PjgFYmt2Z,pool5,TI,16
ST,medium,4PjgFYmt2Z,pool5,PE,20
ST,medium,4PjgFYmt2Z,pool5,EF,41
ST,medium,4PjgFYmt2Z,pool5,FR,15
ST,hard,4PjgFYmt2Z,pool5,ME,75
ST,hard,4PjgFYmt2Z,pool5,PH,69
ST,hard,4PjgFYmt2Z,pool5,TI,80
ST,hard,4PjgFYmt2Z,pool5,PE,60
ST,hard,4PjgFYmt2Z,pool5,EF,80
ST,hard,4PjgFYmt2Z,pool5,FR,50
MS,medium,4PjgFYmt2Z,pool5,ME,35
MS,medium,4PjgFYmt2Z,pool5,PH,55
MS,medium,4PjgFYmt2Z,pool5,TI,10
MS,medium,4PjgFYmt2Z,pool5,PE,5
MS,medium,4PjgFYmt2Z,pool5,EF,55
MS,medium,4PjgFYmt2Z,pool5,FR,25
MR,easy,4PjgFYmt2Z,pool5,ME,20
MR,easy,4PjgFYmt2Z,pool5,PH,30
MR,easy,4PjgFYmt2Z,pool5,TI,10
MR,easy,4PjgFYmt2Z,pool5,PE,4
MR,easy,4PjgFYmt2Z,pool5,EF,10
MR,easy,4PjgFYmt2Z,pool5,FR,10
MS,hard,4PjgFYmt2Z,pool5,ME,75
MS,hard,4PjgFYmt2Z,pool5,PH,80
MS,hard,4PjgFYmt2Z,pool5,TI,15
MS,hard,4PjgFYmt2Z,pool5,PE,50
MS,hard,4PjgFYmt2Z,pool5,EF,85
MS,hard,4PjgFYmt2Z,pool5,FR,70
MR,medium,4PjgFYmt2Z,pool5,ME,35
MR,medium,4PjgFYmt2Z,pool5,PH,80
MR,medium,4PjgFYmt2Z,pool5,TI,5
MR,medium,4PjgFYmt2Z,pool5,PE,45
MR,medium,4PjgFYmt2Z,pool5,EF,65
MR,medium,4PjgFYmt2Z,pool5,FR,80
ST,easy,0a4DqEEKSb,pool5,ME,23
ST,easy,0a4DqEEKSb,pool5,PH,10
ST,easy,0a4DqEEKSb,pool5,TI,45
ST,easy,0a4DqEEKSb,pool5,PE,0
ST,easy,0a4DqEEKSb,pool5,EF,11
ST,easy,0a4DqEEKSb,pool5,FR,3
MS,hard,0a4DqEEKSb,pool5,ME,78
MS,hard,0a4DqEEKSb,pool5,PH,40
MS,hard,0a4DqEEKSb,pool5,TI,61
MS,hard,0a4DqEEKSb,pool5,PE,55
MS,hard,0a4DqEEKSb,pool5,EF,66
MS,hard,0a4DqEEKSb,pool5,FR,29
ST,medium,0a4DqEEKSb,pool5,ME,71
ST,medium,0a4DqEEKSb,pool5,PH,40
ST,medium,0a4DqEEKSb,pool5,TI,51
ST,medium,0a4DqEEKSb,pool5,PE,57
ST,medium,0a4DqEEKSb,pool5,EF,57
ST,medium,0a4DqEEKSb,pool5,FR,59
MR,hard,0a4DqEEKSb,pool5,ME,75
MR,hard,0a4DqEEKSb,pool5,PH,47
MR,hard,0a4DqEEKSb,pool5,TI,7
MR,hard,0a4DqEEKSb,pool5,PE,95
MR,hard,0a4DqEEKSb,pool5,EF,76
MR,hard,0a4DqEEKSb,pool5,FR,80
MR,easy,0a4DqEEKSb,pool5,ME,94
MR,easy,0a4DqEEKSb,pool5,PH,36
MR,easy,0a4DqEEKSb,pool5,TI,19
MR,easy,0a4DqEEKSb,pool5,PE,81
MR,easy,0a4DqEEKSb,pool5,EF,33
MR,easy,0a4DqEEKSb,pool5,FR,93
MS,medium,0a4DqEEKSb,pool5,ME,89
MS,medium,0a4DqEEKSb,pool5,PH,70
MS,medium,0a4DqEEKSb,pool5,TI,50
MS,medium,0a4DqEEKSb,pool5,PE,71
MS,medium,0a4DqEEKSb,pool5,EF,79
MS,medium,0a4DqEEKSb,pool5,FR,61
MS,easy,0a4DqEEKSb,pool5,ME,59
MS,easy,0a4DqEEKSb,pool5,PH,66
MS,easy,0a4DqEEKSb,pool5,TI,35
MS,easy,0a4DqEEKSb,pool5,PE,29
MS,easy,0a4DqEEKSb,pool5,EF,91
MS,easy,0a4DqEEKSb,pool5,FR,93
ST,hard,0a4DqEEKSb,pool5,ME,95
ST,hard,0a4DqEEKSb,pool5,PH,95
ST,hard,0a4DqEEKSb,pool5,TI,95
ST,hard,0a4DqEEKSb,pool5,PE,87
ST,hard,0a4DqEEKSb,pool5,EF,96
ST,hard,0a4DqEEKSb,pool5,FR,100
MR,medium,0a4DqEEKSb,pool5,ME,95
MR,medium,0a4DqEEKSb,pool5,PH,95
MR,medium,0a4DqEEKSb,pool5,TI,95
MR,medium,0a4DqEEKSb,pool5,PE,100
MR,medium,0a4DqEEKSb,pool5,EF,0
MR,medium,0a4DqEEKSb,pool5,FR,100
MS,easy,8JrN5VwG94,pool5,ME,5
MS,easy,8JrN5VwG94,pool5,PH,9
MS,easy,8JrN5VwG94,pool5,TI,9
MS,easy,8JrN5VwG94,pool5,PE,16
MS,easy,8JrN5VwG94,pool5,EF,13
MS,easy,8JrN5VwG94,pool5,FR,48
ST,medium,8JrN5VwG94,pool5,ME,60
ST,medium,8JrN5VwG94,pool5,PH,29
ST,medium,8JrN5VwG94,pool5,TI,67
ST,medium,8JrN5VwG94,pool5,PE,49
ST,medium,8JrN5VwG94,pool5,EF,50
ST,medium,8JrN5VwG94,pool5,FR,36
MR,medium,8JrN5VwG94,pool5,ME,51
MR,medium,8JrN5VwG94,pool5,PH,33
MR,medium,8JrN5VwG94,pool5,TI,22
MR,medium,8JrN5VwG94,pool5,PE,22
MR,medium,8JrN5VwG94,pool5,EF,31
MR,medium,8JrN5VwG94,pool5,FR,24
MR,easy,8JrN5VwG94,pool5,ME,29
MR,easy,8JrN5VwG94,pool5,PH,29
MR,easy,8JrN5VwG94,pool5,TI,29
MR,easy,8JrN5VwG94,pool5,PE,71
MR,easy,8JrN5VwG94,pool5,EF,29
MR,easy,8JrN5VwG94,pool5,FR,29
ST,hard,8JrN5VwG94,pool5,ME,64
ST,hard,8JrN5VwG94,pool5,PH,34
ST,hard,8JrN5VwG94,pool5,TI,76
ST,hard,8JrN5VwG94,pool5,PE,60
ST,hard,8JrN5VwG94,pool5,EF,50
ST,hard,8JrN5VwG94,pool5,FR,42
ST,easy,8JrN5VwG94,pool5,ME,26
ST,easy,8JrN5VwG94,pool5,PH,25
ST,easy,8JrN5VwG94,pool5,TI,26
ST,easy,8JrN5VwG94,pool5,PE,24
ST,easy,8JrN5VwG94,pool5,EF,24
ST,easy,8JrN5VwG94,pool5,FR,26
MS,medium,8JrN5VwG94,pool5,ME,68
MS,medium,8JrN5VwG94,pool5,PH,59
MS,medium,8JrN5VwG94,pool5,TI,62
MS,medium,8JrN5VwG94,pool5,PE,49
MS,medium,8JrN5VwG94,pool5,EF,49
MS,medium,8JrN5VwG94,pool5,FR,50
MR,hard,8JrN5VwG94,pool5,ME,36
MR,hard,8JrN5VwG94,pool5,PH,35
MR,hard,8JrN5VwG94,pool5,TI,35
MR,hard,8JrN5VwG94,pool5,PE,38
MR,hard,8JrN5VwG94,pool5,EF,35
MR,hard,8JrN5VwG94,pool5,FR,36
MS,hard,8JrN5VwG94,pool5,ME,55
MS,hard,8JrN5VwG94,pool5,PH,44
MS,hard,8JrN5VwG94,pool5,TI,73
MS,hard,8JrN5VwG94,pool5,PE,96
MS,hard,8JrN5VwG94,pool5,EF,18
MS,hard,8JrN5VwG94,pool5,FR,88
MR,easy,v8TXZ0YflN,pool5,ME,22
MR,easy,v8TXZ0YflN,pool5,PH,16
MR,easy,v8TXZ0YflN,pool5,TI,1
MR,easy,v8TXZ0YflN,pool5,PE,20
MR,easy,v8TXZ0YflN,pool5,EF,1
MR,easy,v8TXZ0YflN,pool5,FR,29
MS,hard,v8TXZ0YflN,pool5,ME,51
MS,hard,v8TXZ0YflN,pool5,PH,0
MS,hard,v8TXZ0YflN,pool5,TI,42
MS,hard,v8TXZ0YflN,pool5,PE,50
MS,hard,v8TXZ0YflN,pool5,EF,68
MS,hard,v8TXZ0YflN,pool5,FR,68
MS,medium,v8TXZ0YflN,pool5,ME,15
MS,medium,v8TXZ0YflN,pool5,PH,1
MS,medium,v8TXZ0YflN,pool5,TI,47
MS,medium,v8TXZ0YflN,pool5,PE,40
MS,medium,v8TXZ0YflN,pool5,EF,60
MS,medium,v8TXZ0YflN,pool5,FR,16
MR,hard,v8TXZ0YflN,pool5,ME,5
MR,hard,v8TXZ0YflN,pool5,PH,1
MR,hard,v8TXZ0YflN,pool5,TI,0
MR,hard,v8TXZ0YflN,pool5,PE,19
MR,hard,v8TXZ0YflN,pool5,EF,7
MR,hard,v8TXZ0YflN,pool5,FR,7
ST,easy,v8TXZ0YflN,pool5,ME,2
ST,easy,v8TXZ0YflN,pool5,PH,0
ST,easy,v8TXZ0YflN,pool5,TI,1
ST,easy,v8TXZ0YflN,pool5,PE,5
ST,easy,v8TXZ0YflN,pool5,EF,6
ST,easy,v8TXZ0YflN,pool5,FR,3
MR,medium,v8TXZ0YflN,pool5,ME,13
MR,medium,v8TXZ0YflN,pool5,PH,1
MR,medium,v8TXZ0YflN,pool5,TI,0
MR,medium,v8TXZ0YflN,pool5,PE,15
MR,medium,v8TXZ0YflN,pool5,EF,12
MR,medium,v8TXZ0YflN,pool5,FR,85
ST,hard,v8TXZ0YflN,pool5,ME,78
ST,hard,v8TXZ0YflN,pool5,PH,0
ST,hard,v8TXZ0YflN,pool5,TI,81
ST,hard,v8TXZ0YflN,pool5,PE,70
ST,hard,v8TXZ0YflN,pool5,EF,66
ST,hard,v8TXZ0YflN,pool5,FR,100
MS,easy,v8TXZ0YflN,pool5,ME,4
MS,easy,v8TXZ0YflN,pool5,PH,0
MS,easy,v8TXZ0YflN,pool5,TI,0
MS,easy,v8TXZ0YflN,pool5,PE,0
MS,easy,v8TXZ0YflN,pool5,EF,5
MS,easy,v8TXZ0YflN,pool5,FR,2
ST,medium,v8TXZ0YflN,pool5,ME,36
ST,medium,v8TXZ0YflN,pool5,PH,0
ST,medium,v8TXZ0YflN,pool5,TI,10
ST,medium,v8TXZ0YflN,pool5,PE,50
ST,medium,v8TXZ0YflN,pool5,EF,31
ST,medium,v8TXZ0YflN,pool5,FR,51
ST,hard,TT3KEsSN3J,pool5,ME,40
ST,hard,TT3KEsSN3J,pool5,PH,60
ST,hard,TT3KEsSN3J,pool5,TI,66
ST,hard,TT3KEsSN3J,pool5,PE,45
ST,hard,TT3KEsSN3J,pool5,EF,66
ST,hard,TT3KEsSN3J,pool5,FR,55
ST,medium,TT3KEsSN3J,pool5,ME,59
ST,medium,TT3KEsSN3J,pool5,PH,53
ST,medium,TT3KEsSN3J,pool5,TI,43
ST,medium,TT3KEsSN3J,pool5,PE,47
ST,medium,TT3KEsSN3J,pool5,EF,61
ST,medium,TT3KEsSN3J,pool5,FR,53
MS,medium,TT3KEsSN3J,pool5,ME,15
MS,medium,TT3KEsSN3J,pool5,PH,29
MS,medium,TT3KEsSN3J,pool5,TI,14
MS,medium,TT3KEsSN3J,pool5,PE,11
MS,medium,TT3KEsSN3J,pool5,EF,22
MS,medium,TT3KEsSN3J,pool5,FR,4
MS,hard,TT3KEsSN3J,pool5,ME,74
MS,hard,TT3KEsSN3J,pool5,PH,64
MS,hard,TT3KEsSN3J,pool5,TI,21
MS,hard,TT3KEsSN3J,pool5,PE,71
MS,hard,TT3KEsSN3J,pool5,EF,83
MS,hard,TT3KEsSN3J,pool5,FR,20
MR,hard,TT3KEsSN3J,pool5,ME,34
MR,hard,TT3KEsSN3J,pool5,PH,39
MR,hard,TT3KEsSN3J,pool5,TI,39
MR,hard,TT3KEsSN3J,pool5,PE,37
MR,hard,TT3KEsSN3J,pool5,EF,60
MR,hard,TT3KEsSN3J,pool5,FR,25
MR,medium,TT3KEsSN3J,pool5,ME,58
MR,medium,TT3KEsSN3J,pool5,PH,58
MR,medium,TT3KEsSN3J,pool5,TI,26
MR,medium,TT3KEsSN3J,pool5,PE,37
MR,medium,TT3KEsSN3J,pool5,EF,38
MR,medium,TT3KEsSN3J,pool5,FR,38
MS,easy,TT3KEsSN3J,pool5,ME,7
MS,easy,TT3KEsSN3J,pool5,PH,7
MS,easy,TT3KEsSN3J,pool5,TI,5
MS,easy,TT3KEsSN3J,pool5,PE,14
MS,easy,TT3KEsSN3J,pool5,EF,16
MS,easy,TT3KEsSN3J,pool5,FR,89
MR,easy,TT3KEsSN3J,pool5,ME,29
MR,easy,TT3KEsSN3J,pool5,PH,19
MR,easy,TT3KEsSN3J,pool5,TI,19
MR,easy,TT3KEsSN3J,pool5,PE,40
MR,easy,TT3KEsSN3J,pool5,EF,36
MR,easy,TT3KEsSN3J,pool5,FR,75
ST,easy,TT3KEsSN3J,pool5,ME,3
ST,easy,TT3KEsSN3J,pool5,PH,3
ST,easy,TT3KEsSN3J,pool5,TI,3
ST,easy,TT3KEsSN3J,pool5,PE,1
ST,easy,TT3KEsSN3J,pool5,EF,30
ST,easy,TT3KEsSN3J,pool5,FR,93
MR,hard,t9OiOaQwxH,pool5,ME,25
MR,hard,t9OiOaQwxH,pool5,PH,5
MR,hard,t9OiOaQwxH,pool5,TI,0
MR,hard,t9OiOaQwxH,pool5,PE,30
MR,hard,t9OiOaQwxH,pool5,EF,11
MR,hard,t9OiOaQwxH,pool5,FR,50
ST,medium,t9OiOaQwxH,pool5,ME,45
ST,medium,t9OiOaQwxH,pool5,PH,5
ST,medium,t9OiOaQwxH,pool5,TI,85
ST,medium,t9OiOaQwxH,pool5,PE,40
ST,medium,t9OiOaQwxH,pool5,EF,30
ST,medium,t9OiOaQwxH,pool5,FR,34
MS,hard,t9OiOaQwxH,pool5,ME,50
MS,hard,t9OiOaQwxH,pool5,PH,6
MS,hard,t9OiOaQwxH,pool5,TI,85
MS,hard,t9OiOaQwxH,pool5,PE,50
MS,hard,t9OiOaQwxH,pool5,EF,45
MS,hard,t9OiOaQwxH,pool5,FR,61
MR,easy,t9OiOaQwxH,pool5,ME,1
MR,easy,t9OiOaQwxH,pool5,PH,1
MR,easy,t9OiOaQwxH,pool5,TI,1
MR,easy,t9OiOaQwxH,pool5,PE,0
MR,easy,t9OiOaQwxH,pool5,EF,0
MR,easy,t9OiOaQwxH,pool5,FR,1
MS,medium,t9OiOaQwxH,pool5,ME,61
MS,medium,t9OiOaQwxH,pool5,PH,11
MS,medium,t9OiOaQwxH,pool5,TI,75
MS,medium,t9OiOaQwxH,pool5,PE,24
MS,medium,t9OiOaQwxH,pool5,EF,65
MS,medium,t9OiOaQwxH,pool5,FR,79
MS,easy,t9OiOaQwxH,pool5,ME,11
MS,easy,t9OiOaQwxH,pool5,PH,11
MS,easy,t9OiOaQwxH,pool5,TI,11
MS,easy,t9OiOaQwxH,pool5,PE,0
MS,easy,t9OiOaQwxH,pool5,EF,29
MS,easy,t9OiOaQwxH,pool5,FR,59
ST,easy,t9OiOaQwxH,pool5,ME,0
ST,easy,t9OiOaQwxH,pool5,PH,0
ST,easy,t9OiOaQwxH,pool5,TI,0
ST,easy,t9OiOaQwxH,pool5,PE,0
ST,easy,t9OiOaQwxH,pool5,EF,1
ST,easy,t9OiOaQwxH,pool5,FR,1
MR,medium,t9OiOaQwxH,pool5,ME,10
MR,medium,t9OiOaQwxH,pool5,PH,1
MR,medium,t9OiOaQwxH,pool5,TI,1
MR,medium,t9OiOaQwxH,pool5,PE,1
MR,medium,t9OiOaQwxH,pool5,EF,21
MR,medium,t9OiOaQwxH,pool5,FR,10
ST,hard,t9OiOaQwxH,pool5,ME,49
ST,hard,t9OiOaQwxH,pool5,PH,35
ST,hard,t9OiOaQwxH,pool5,TI,100
ST,hard,t9OiOaQwxH,pool5,PE,100
ST,hard,t9OiOaQwxH,pool5,EF,65
ST,hard,t9OiOaQwxH,pool5,FR,99
MR,medium,2W50OifXwA,pool5,ME,70
MR,medium,2W50OifXwA,pool5,PH,6
MR,medium,2W50OifXwA,pool5,TI,45
MR,medium,2W50OifXwA,pool5,PE,54
MR,medium,2W50OifXwA,pool5,EF,54
MR,medium,2W50OifXwA,pool5,FR,24
MS,easy,2W50OifXwA,pool5,ME,0
MS,easy,2W50OifXwA,pool5,PH,0
MS,easy,2W50OifXwA,pool5,TI,0
MS,easy,2W50OifXwA,pool5,PE,1
MS,easy,2W50OifXwA,pool5,EF,4
MS,easy,2W50OifXwA,pool5,FR,1
MS,medium,2W50OifXwA,pool5,ME,69
MS,medium,2W50OifXwA,pool5,PH,0
MS,medium,2W50OifXwA,pool5,TI,21
MS,medium,2W50OifXwA,pool5,PE,40
MS,medium,2W50OifXwA,pool5,EF,63
MS,medium,2W50OifXwA,pool5,FR,11
MS,hard,2W50OifXwA,pool5,ME,93
MS,hard,2W50OifXwA,pool5,PH,3
MS,hard,2W50OifXwA,pool5,TI,100
MS,hard,2W50OifXwA,pool5,PE,80
MS,hard,2W50OifXwA,pool5,EF,85
MS,hard,2W50OifXwA,pool5,FR,65
MR,easy,2W50OifXwA,pool5,ME,60
MR,easy,2W50OifXwA,pool5,PH,1
MR,easy,2W50OifXwA,pool5,TI,6
MR,easy,2W50OifXwA,pool5,PE,65
MR,easy,2W50OifXwA,pool5,EF,60
MR,easy,2W50OifXwA,pool5,FR,56
ST,medium,2W50OifXwA,pool5,ME,55
ST,medium,2W50OifXwA,pool5,PH,0
ST,medium,2W50OifXwA,pool5,TI,55
ST,medium,2W50OifXwA,pool5,PE,45
ST,medium,2W50OifXwA,pool5,EF,61
ST,medium,2W50OifXwA,pool5,FR,19
MR,hard,2W50OifXwA,pool5,ME,85
MR,hard,2W50OifXwA,pool5,PH,0
MR,hard,2W50OifXwA,pool5,TI,56
MR,hard,2W50OifXwA,pool5,PE,56
MR,hard,2W50OifXwA,pool5,EF,70
MR,hard,2W50OifXwA,pool5,FR,35
ST,hard,2W50OifXwA,pool5,ME,89
ST,hard,2W50OifXwA,pool5,PH,1
ST,hard,2W50OifXwA,pool5,TI,98
ST,hard,2W50OifXwA,pool5,PE,65
ST,hard,2W50OifXwA,pool5,EF,60
ST,hard,2W50OifXwA,pool5,FR,24
ST,easy,2W50OifXwA,pool5,ME,24
ST,easy,2W50OifXwA,pool5,PH,1
ST,easy,2W50OifXwA,pool5,TI,0
ST,easy,2W50OifXwA,pool5,PE,0
ST,easy,2W50OifXwA,pool5,EF,46
ST,easy,2W50OifXwA,pool5,FR,20
