task,level,id,pool,scale,score
ST,hard,PbOEQpRS9f,pool34,FR,63
MS,medium,PbOEQpRS9f,pool34,ME,25
MS,medium,PbOEQpRS9f,pool34,PH,0
MS,medium,PbOEQpRS9f,pool34,TI,0
MS,medium,PbOEQpRS9f,pool34,PE,0
MS,medium,PbOEQpRS9f,pool34,EF,15
MS,medium,PbOEQpRS9f,pool34,FR,10
MS,hard,PbOEQpRS9f,pool34,ME,60
MS,hard,PbOEQpRS9f,pool34,PH,5
MS,hard,PbOEQpRS9f,pool34,TI,100
MS,hard,PbOEQpRS9f,pool34,PE,66
MS,hard,PbOEQpRS9f,pool34,EF,71
MS,hard,PbOEQpRS9f,pool34,FR,100
MR,easy,PbOEQpRS9f,pool34,ME,33
MR,easy,PbOEQpRS9f,pool34,PH,0
MR,easy,PbOEQpRS9f,pool34,TI,0
MR,easy,PbOEQpRS9f,pool34,PE,1
MR,easy,PbOEQpRS9f,pool34,EF,10
MR,easy,PbOEQpRS9f,pool34,FR,18
MR,hard,PbOEQpRS9f,pool34,ME,5
MR,hard,PbOEQpRS9f,pool34,PH,3
MR,hard,PbOEQpRS9f,pool34,TI,3
MR,hard,PbOEQpRS9f,pool34,PE,29
MR,hard,PbOEQpRS9f,pool34,EF,3
MR,hard,PbOEQpRS9f,pool34,FR,8
MR,medium,PbOEQpRS9f,pool34,ME,2
MR,medium,PbOEQpRS9f,pool34,PH,0
MR,medium,PbOEQpRS9f,pool34,TI,0
MR,medium,PbOEQpRS9f,pool34,PE,30
MR,medium,PbOEQpRS9f,pool34,EF,0
MR,medium,PbOEQpRS9f,pool34,FR,0
MS,easy,PbOEQpRS9f,pool34,ME,0
MS,easy,PbOEQpRS9f,pool34,PH,0
MS,easy,PbOEQpRS9f,pool34,TI,0
MS,easy,PbOEQpRS9f,pool34,PE,4
MS,easy,PbOEQpRS9f,pool34,EF,5
MS,easy,PbOEQpRS9f,pool34,FR,8
ST,easy,PbOEQpRS9f,pool34,ME,0
ST,easy,PbOEQpRS9f,pool34,PH,0
ST,easy,PbOEQpRS9f,pool34,TI,0
ST,easy,PbOEQpRS9f,pool34,PE,0
ST,easy,PbOEQpRS9f,pool34,EF,0
ST,easy,PbOEQpRS9f,pool34,FR,0
ST,medium,PbOEQpRS9f,pool34,ME,14
ST,medium,PbOEQpRS9f,pool34,PH,9
ST,medium,PbOEQpRS9f,pool34,TI,80
ST,medium,PbOEQpRS9f,pool34,PE,49
ST,medium,PbOEQpRS9f,pool34,EF,65
ST,medium,PbOEQpRS9f,pool34,FR,100
ST,medium,yTPpr0532t,pool34,ME,70
ST,medium,yTPpr0532t,pool34,PH,50
ST,medium,yTPpr0532t,pool34,TI,66
ST,medium,yTPpr0532t,pool34,PE,41
ST,medium,yTPpr0532t,pool34,EF,55
ST,medium,yTPpr0532t,pool34,FR,50
MR,medium,yTPpr0532t,pool34,ME,65
MR,medium,yTPpr0532t,pool34,PH,50
MR,medium,yTPpr0532t,pool34,TI,30
MR,medium,yTPpr0532t,pool34,PE,51
MR,medium,yTPpr0532t,pool34,EF,55
MR,medium,yTPpr0532t,pool34,FR,50
ST,hard,yTPpr0532t,pool34,ME,79
ST,hard,yTPpr0532t,pool34,PH,55
ST,hard,yTPpr0532t,pool34,TI,80
ST,hard,yTPpr0532t,pool34,PE,50
ST,hard,yTPpr0532t,pool34,EF,75
ST,hard,yTPpr0532t,pool34,FR,55
MS,medium,yTPpr0532t,pool34,ME,87
MS,medium,yTPpr0532t,pool34,PH,60
MS,medium,yTPpr0532t,pool34,TI,75
MS,medium,yTPpr0532t,pool34,PE,40
MS,medium,yTPpr0532t,pool34,EF,70
MS,medium,yTPpr0532t,pool34,FR,51
MR,easy,yTPpr0532t,pool34,ME,61
MR,easy,yTPpr0532t,pool34,PH,52
MR,easy,yTPpr0532t,pool34,TI,26
MR,easy,yTPpr0532t,pool34,PE,30
MR,easy,yTPpr0532t,pool34,EF,60
MR,easy,yTPpr0532t,pool34,FR,50
MS,hard,yTPpr0532t,pool34,ME,95
MS,hard,yTPpr0532t,pool34,PH,76
MS,hard,yTPpr0532t,pool34,TI,93
MS,hard,yTPpr0532t,pool34,PE,50
MS,hard,yTPpr0532t,pool34,EF,90
MS,hard,yTPpr0532t,pool34,FR,56
MR,hard,yTPpr0532t,pool34,ME,71
MR,hard,yTPpr0532t,pool34,PH,70
MR,hard,yTPpr0532t,pool34,TI,31
MR,hard,yTPpr0532t,pool34,PE,37
MR,hard,yTPpr0532t,pool34,EF,67
MR,hard,yTPpr0532t,pool34,FR,51
MS,easy,yTPpr0532t,pool34,ME,76
MS,easy,yTPpr0532t,pool34,PH,70
MS,easy,yTPpr0532t,pool34,TI,71
MS,easy,yTPpr0532t,pool34,PE,30
MS,easy,yTPpr0532t,pool34,EF,65
MS,easy,yTPpr0532t,pool34,FR,59
ST,easy,yTPpr0532t,pool34,ME,70
ST,easy,yTPpr0532t,pool34,PH,66
ST,easy,yTPpr0532t,pool34,TI,64
ST,easy,yTPpr0532t,pool34,PE,37
ST,easy,yTPpr0532t,pool34,EF,68
ST,easy,yTPpr0532t,pool34,FR,55
MS,easy,YlvUbMLU90,pool34,ME,35
MS,easy,YlvUbMLU90,pool34,PH,15
MS,easy,YlvUbMLU90,pool34,TI,84
MS,easy,YlvUbMLU90,pool34,PE,10
MS,easy,YlvUbMLU90,pool34,EF,75
MS,easy,YlvUbMLU90,pool34,FR,60
ST,hard,YlvUbMLU90,pool34,ME,95
ST,hard,YlvUbMLU90,pool34,PH,50
ST,hard,YlvUbMLU90,pool34,TI,99
ST,hard,YlvUbMLU90,pool34,PE,85
ST,hard,YlvUbMLU90,pool34,EF,95
ST,hard,YlvUbMLU90,pool34,FR,95
MS,hard,YlvUbMLU90,pool34,ME,100
MS,hard,YlvUbMLU90,pool34,PH,65
MS,hard,YlvUbMLU90,pool34,TI,99
MS,hard,YlvUbMLU90,pool34,PE,70
MS,hard,YlvUbMLU90,pool34,EF,100
MS,hard,YlvUbMLU90,pool34,FR,100
MR,easy,YlvUbMLU90,pool34,ME,55
MR,easy,YlvUbMLU90,pool34,PH,30
MR,easy,YlvUbMLU90,pool34,TI,4
MR,easy,YlvUbMLU90,pool34,PE,30
MR,easy,YlvUbMLU90,pool34,EF,20
MR,easy,YlvUbMLU90,pool34,FR,15
MS,medium,YlvUbMLU90,pool34,ME,90
MS,medium,YlvUbMLU90,pool34,PH,60
MS,medium,YlvUbMLU90,pool34,TI,100
MS,medium,YlvUbMLU90,pool34,PE,30
MS,medium,YlvUbMLU90,pool34,EF,95
MS,medium,YlvUbMLU90,pool34,FR,95
MR,hard,YlvUbMLU90,pool34,ME,20
MR,hard,YlvUbMLU90,pool34,PH,10
MR,hard,YlvUbMLU90,pool34,TI,5
MR,hard,YlvUbMLU90,pool34,PE,60
MR,hard,YlvUbMLU90,pool34,EF,70
MR,hard,YlvUbMLU90,pool34,FR,10
MR,medium,YlvUbMLU90,pool34,ME,20
MR,medium,YlvUbMLU90,pool34,PH,20
MR,medium,YlvUbMLU90,pool34,TI,15
MR,medium,YlvUbMLU90,pool34,PE,60
MR,medium,YlvUbMLU90,pool34,EF,55
MR,medium,YlvUbMLU90,pool34,FR,10
ST,easy,YlvUbMLU90,pool34,ME,35
ST,easy,YlvUbMLU90,pool34,PH,15
ST,easy,YlvUbMLU90,pool34,TI,60
ST,easy,YlvUbMLU90,pool34,PE,30
ST,easy,YlvUbMLU90,pool34,EF,70
ST,easy,YlvUbMLU90,pool34,FR,64
ST,medium,YlvUbMLU90,pool34,ME,90
ST,medium,YlvUbMLU90,pool34,PH,60
ST,medium,YlvUbMLU90,pool34,TI,99
ST,medium,YlvUbMLU90,pool34,PE,75
ST,medium,YlvUbMLU90,pool34,EF,99
ST,medium,YlvUbMLU90,pool34,FR,100
MR,hard,WQyxRdU13t,pool34,ME,65
MR,hard,WQyxRdU13t,pool34,PH,0
MR,hard,WQyxRdU13t,pool34,TI,10
MR,hard,WQyxRdU13t,pool34,PE,30
MR,hard,WQyxRdU13t,pool34,EF,60
MR,hard,WQyxRdU13t,pool34,FR,57
ST,easy,WQyxRdU13t,pool34,ME,35
ST,easy,WQyxRdU13t,pool34,PH,0
ST,easy,WQyxRdU13t,pool34,TI,30
ST,easy,WQyxRdU13t,pool34,PE,8
ST,easy,WQyxRdU13t,pool34,EF,25
ST,easy,WQyxRdU13t,pool34,FR,50
MS,hard,WQyxRdU13t,pool34,ME,70
MS,hard,WQyxRdU13t,pool34,PH,0
MS,hard,WQyxRdU13t,pool34,TI,90
MS,hard,WQyxRdU13t,pool34,PE,85
MS,hard,WQyxRdU13t,pool34,EF,75
MS,hard,WQyxRdU13t,pool34,FR,55
MS,medium,WQyxRdU13t,pool34,ME,67
MS,medium,WQyxRdU13t,pool34,PH,0
MS,medium,WQyxRdU13t,pool34,TI,87
MS,medium,WQyxRdU13t,pool34,PE,82
MS,medium,WQyxRdU13t,pool34,EF,67
MS,medium,WQyxRdU13t,pool34,FR,62
MR,easy,WQyxRdU13t,pool34,ME,18
MR,easy,WQyxRdU13t,pool34,PH,0
MR,easy,WQyxRdU13t,pool34,TI,3
MR,easy,WQyxRdU13t,pool34,PE,20
MR,easy,WQyxRdU13t,pool34,EF,10
MR,easy,WQyxRdU13t,pool34,FR,25
ST,hard,WQyxRdU13t,pool34,ME,30
ST,hard,WQyxRdU13t,pool34,PH,0
ST,hard,WQyxRdU13t,pool34,TI,100
ST,hard,WQyxRdU13t,pool34,PE,92
ST,hard,WQyxRdU13t,pool34,EF,35
ST,hard,WQyxRdU13t,pool34,FR,70
MS,easy,WQyxRdU13t,pool34,ME,55
MS,easy,WQyxRdU13t,pool34,PH,0
MS,easy,WQyxRdU13t,pool34,TI,40
MS,easy,WQyxRdU13t,pool34,PE,10
MS,easy,WQyxRdU13t,pool34,EF,60
MS,easy,WQyxRdU13t,pool34,FR,45
ST,medium,WQyxRdU13t,pool34,ME,57
ST,medium,WQyxRdU13t,pool34,PH,0
ST,medium,WQyxRdU13t,pool34,TI,95
ST,medium,WQyxRdU13t,pool34,PE,78
ST,medium,WQyxRdU13t,pool34,EF,68
ST,medium,WQyxRdU13t,pool34,FR,60
MR,medium,WQyxRdU13t,pool34,ME,60
MR,medium,WQyxRdU13t,pool34,PH,0
MR,medium,WQyxRdU13t,pool34,TI,0
MR,medium,WQyxRdU13t,pool34,PE,25
MR,medium,WQyxRdU13t,pool34,EF,40
MR,medium,WQyxRdU13t,pool34,FR,40
MS,medium,u8oFh0ZHHs,pool34,ME,31
MS,medium,u8oFh0ZHHs,pool34,PH,25
MS,medium,u8oFh0ZHHs,pool34,TI,35
MS,medium,u8oFh0ZHHs,pool34,PE,0
MS,medium,u8oFh0ZHHs,pool34,EF,16
MS,medium,u8oFh0ZHHs,pool34,FR,11
MR,medium,u8oFh0ZHHs,pool34,ME,6
MR,medium,u8oFh0ZHHs,pool34,PH,5
MR,medium,u8oFh0ZHHs,pool34,TI,5
MR,medium,u8oFh0ZHHs,pool34,PE,35
MR,medium,u8oFh0ZHHs,pool34,EF,2
MR,medium,u8oFh0ZHHs,pool34,FR,0
MS,hard,u8oFh0ZHHs,pool34,ME,58
MS,hard,u8oFh0ZHHs,pool34,PH,30
MS,hard,u8oFh0ZHHs,pool34,TI,41
MS,hard,u8oFh0ZHHs,pool34,PE,28
MS,hard,u8oFh0ZHHs,pool34,EF,57
MS,hard,u8oFh0ZHHs,pool34,FR,13
MS,easy,u8oFh0ZHHs,pool34,ME,4
MS,easy,u8oFh0ZHHs,pool34,PH,6
MS,easy,u8oFh0ZHHs,pool34,TI,23
MS,easy,u8oFh0ZHHs,pool34,PE,33
MS,easy,u8oFh0ZHHs,pool34,EF,8
MS,easy,u8oFh0ZHHs,pool34,FR,14
ST,hard,u8oFh0ZHHs,pool34,ME,59
ST,hard,u8oFh0ZHHs,pool34,PH,0
ST,hard,u8oFh0ZHHs,pool34,TI,77
ST,hard,u8oFh0ZHHs,pool34,PE,35
ST,hard,u8oFh0ZHHs,pool34,EF,68
ST,hard,u8oFh0ZHHs,pool34,FR,5
ST,medium,u8oFh0ZHHs,pool34,ME,33
ST,medium,u8oFh0ZHHs,pool34,PH,0
ST,medium,u8oFh0ZHHs,pool34,TI,21
ST,medium,u8oFh0ZHHs,pool34,PE,35
ST,medium,u8oFh0ZHHs,pool34,EF,39
ST,medium,u8oFh0ZHHs,pool34,FR,5
MR,easy,u8oFh0ZHHs,pool34,ME,21
MR,easy,u8oFh0ZHHs,pool34,PH,0
MR,easy,u8oFh0ZHHs,pool34,TI,0
MR,easy,u8oFh0ZHHs,pool34,PE,37
MR,easy,u8oFh0ZHHs,pool34,EF,0
MR,easy,u8oFh0ZHHs,pool34,FR,0
ST,easy,u8oFh0ZHHs,pool34,ME,7
ST,easy,u8oFh0ZHHs,pool34,PH,0
ST,easy,u8oFh0ZHHs,pool34,TI,8
ST,easy,u8oFh0ZHHs,pool34,PE,25
ST,easy,u8oFh0ZHHs,pool34,EF,7
ST,easy,u8oFh0ZHHs,pool34,FR,3
MR,hard,u8oFh0ZHHs,pool34,ME,3
MR,hard,u8oFh0ZHHs,pool34,PH,0
MR,hard,u8oFh0ZHHs,pool34,TI,0
MR,hard,u8oFh0ZHHs,pool34,PE,23
MR,hard,u8oFh0ZHHs,pool34,EF,0
MR,hard,u8oFh0ZHHs,pool34,FR,0
MS,easy,lO4tI9SjJX,pool34,ME,50
MS,easy,lO4tI9SjJX,pool34,PH,30
MS,easy,lO4tI9SjJX,pool34,TI,30
MS,easy,lO4tI9SjJX,pool34,PE,0
MS,easy,lO4tI9SjJX,pool34,EF,60
MS,easy,lO4tI9SjJX,pool34,FR,54
ST,medium,lO4tI9SjJX,pool34,ME,71
ST,medium,lO4tI9SjJX,pool34,PH,45
ST,medium,lO4tI9SjJX,pool34,TI,95
ST,medium,lO4tI9SjJX,pool34,PE,20
ST,medium,lO4tI9SjJX,pool34,EF,100
ST,medium,lO4tI9SjJX,pool34,FR,60
MR,medium,lO4tI9SjJX,pool34,ME,95
MR,medium,lO4tI9SjJX,pool34,PH,20
MR,medium,lO4tI9SjJX,pool34,TI,15
MR,medium,lO4tI9SjJX,pool34,PE,30
MR,medium,lO4tI9SjJX,pool34,EF,95
MR,medium,lO4tI9SjJX,pool34,FR,45
ST,hard,lO4tI9SjJX,pool34,ME,65
ST,hard,lO4tI9SjJX,pool34,PH,33
ST,hard,lO4tI9SjJX,pool34,TI,100
ST,hard,lO4tI9SjJX,pool34,PE,45
ST,hard,lO4tI9SjJX,pool34,EF,97
ST,hard,lO4tI9SjJX,pool34,FR,70
MR,hard,lO4tI9SjJX,pool34,ME,97
MR,hard,lO4tI9SjJX,pool34,PH,15
MR,hard,lO4tI9SjJX,pool34,TI,5
MR,hard,lO4tI9SjJX,pool34,PE,40
MR,hard,lO4tI9SjJX,pool34,EF,95
MR,hard,lO4tI9SjJX,pool34,FR,40
MR,easy,lO4tI9SjJX,pool34,ME,76
MR,easy,lO4tI9SjJX,pool34,PH,10
MR,easy,lO4tI9SjJX,pool34,TI,5
MR,easy,lO4tI9SjJX,pool34,PE,6
MR,easy,lO4tI9SjJX,pool34,EF,75
MR,easy,lO4tI9SjJX,pool34,FR,10
MS,medium,lO4tI9SjJX,pool34,ME,84
MS,medium,lO4tI9SjJX,pool34,PH,25
MS,medium,lO4tI9SjJX,pool34,TI,75
MS,medium,lO4tI9SjJX,pool34,PE,15
MS,medium,lO4tI9SjJX,pool34,EF,95
MS,medium,lO4tI9SjJX,pool34,FR,45
ST,easy,lO4tI9SjJX,pool34,ME,45
ST,easy,lO4tI9SjJX,pool34,PH,15
ST,easy,lO4tI9SjJX,pool34,TI,55
ST,easy,lO4tI9SjJX,pool34,PE,1
ST,easy,lO4tI9SjJX,pool34,EF,74
ST,easy,lO4tI9SjJX,pool34,FR,34
MS,hard,lO4tI9SjJX,pool34,ME,90
MS,hard,lO4tI9SjJX,pool34,PH,40
MS,hard,lO4tI9SjJX,pool34,TI,99
MS,hard,lO4tI9SjJX,pool34,PE,40
MS,hard,lO4tI9SjJX,pool34,EF,95
MS,hard,lO4tI9SjJX,pool34,FR,55
MR,hard,5oMH7YJKDi,pool34,ME,88
MR,hard,5oMH7YJKDi,pool34,PH,0
MR,hard,5oMH7YJKDi,pool34,TI,19
MR,hard,5oMH7YJKDi,pool34,PE,16
MR,hard,5oMH7YJKDi,pool34,EF,86
MR,hard,5oMH7YJKDi,pool34,FR,85
MS,medium,5oMH7YJKDi,pool34,ME,0
MS,medium,5oMH7YJKDi,pool34,PH,0
MS,medium,5oMH7YJKDi,pool34,TI,0
MS,medium,5oMH7YJKDi,pool34,PE,0
MS,medium,5oMH7YJKDi,pool34,EF,0
MS,medium,5oMH7YJKDi,pool34,FR,5
MS,hard,5oMH7YJKDi,pool34,ME,14
MS,hard,5oMH7YJKDi,pool34,PH,0
MS,hard,5oMH7YJKDi,pool34,TI,59
MS,hard,5oMH7YJKDi,pool34,PE,6
MS,hard,5oMH7YJKDi,pool34,EF,40
MS,hard,5oMH7YJKDi,pool34,FR,37
MS,easy,5oMH7YJKDi,pool34,ME,0
MS,easy,5oMH7YJKDi,pool34,PH,0
MS,easy,5oMH7YJKDi,pool34,TI,0
MS,easy,5oMH7YJKDi,pool34,PE,0
MS,easy,5oMH7YJKDi,pool34,EF,0
MS,easy,5oMH7YJKDi,pool34,FR,60
MR,easy,5oMH7YJKDi,pool34,ME,0
MR,easy,5oMH7YJKDi,pool34,PH,0
MR,easy,5oMH7YJKDi,pool34,TI,0
MR,easy,5oMH7YJKDi,pool34,PE,0
MR,easy,5oMH7YJKDi,pool34,EF,0
MR,easy,5oMH7YJKDi,pool34,FR,5
ST,hard,5oMH7YJKDi,pool34,ME,6
ST,hard,5oMH7YJKDi,pool34,PH,0
ST,hard,5oMH7YJKDi,pool34,TI,100
ST,hard,5oMH7YJKDi,pool34,PE,45
ST,hard,5oMH7YJKDi,pool34,EF,0
ST,hard,5oMH7YJKDi,pool34,FR,0
ST,medium,5oMH7YJKDi,pool34,ME,64
ST,medium,5oMH7YJKDi,pool34,PH,0
ST,medium,5oMH7YJKDi,pool34,TI,50
ST,medium,5oMH7YJKDi,pool34,PE,13
ST,medium,5oMH7YJKDi,pool34,EF,74
ST,medium,5oMH7YJKDi,pool34,FR,16
MR,medium,5oMH7YJKDi,pool34,ME,76
MR,medium,5oMH7YJKDi,pool34,PH,0
MR,medium,5oMH7YJKDi,pool34,TI,0
MR,medium,5oMH7YJKDi,pool34,PE,19
MR,medium,5oMH7YJKDi,pool34,EF,100
MR,medium,5oMH7YJKDi,pool34,FR,79
ST,easy,5oMH7YJKDi,pool34,ME,5
ST,easy,5oMH7YJKDi,pool34,PH,0
ST,easy,5oMH7YJKDi,pool34,TI,0
ST,easy,5oMH7YJKDi,pool34,PE,3
ST,easy,5oMH7YJKDi,pool34,EF,3
ST,easy,5oMH7YJKDi,pool34,FR,21
MS,easy,wBsXFrRWgF,pool34,ME,25
MS,easy,wBsXFrRWgF,pool34,PH,25
MS,easy,wBsXFrRWgF,pool34,TI,50
MS,easy,wBsXFrRWgF,pool34,PE,10
MS,easy,wBsXFrRWgF,pool34,EF,25
MS,easy,wBsXFrRWgF,pool34,FR,35
MR,easy,wBsXFrRWgF,pool34,ME,70
MR,easy,wBsXFrRWgF,pool34,PH,74
MR,easy,wBsXFrRWgF,pool34,TI,0
MR,easy,wBsXFrRWgF,pool34,PE,19
MR,easy,wBsXFrRWgF,pool34,EF,66
MR,easy,wBsXFrRWgF,pool34,FR,32
ST,medium,wBsXFrRWgF,pool34,ME,85
ST,medium,wBsXFrRWgF,pool34,PH,84
ST,medium,wBsXFrRWgF,pool34,TI,100
ST,medium,wBsXFrRWgF,pool34,PE,70
ST,medium,wBsXFrRWgF,pool34,EF,87
ST,medium,wBsXFrRWgF,pool34,FR,42
ST,easy,wBsXFrRWgF,pool34,ME,47
ST,easy,wBsXFrRWgF,pool34,PH,41
ST,easy,wBsXFrRWgF,pool34,TI,70
ST,easy,wBsXFrRWgF,pool34,PE,45
ST,easy,wBsXFrRWgF,pool34,EF,61
ST,easy,wBsXFrRWgF,pool34,FR,49
MS,medium,wBsXFrRWgF,pool34,ME,99
MS,medium,wBsXFrRWgF,pool34,PH,100
MS,medium,wBsXFrRWgF,pool34,TI,98
MS,medium,wBsXFrRWgF,pool34,PE,94
MS,medium,wBsXFrRWgF,pool34,EF,98
MS,medium,wBsXFrRWgF,pool34,FR,93
MR,medium,wBsXFrRWgF,pool34,ME,97
MR,medium,wBsXFrRWgF,pool34,PH,97
MR,medium,wBsXFrRWgF,pool34,TI,82
MR,medium,wBsXFrRWgF,pool34,PE,85
MR,medium,wBsXFrRWgF,pool34,EF,98
MR,medium,wBsXFrRWgF,pool34,FR,49
MS,hard,wBsXFrRWgF,pool34,ME,98
MS,hard,wBsXFrRWgF,pool34,PH,97
MS,hard,wBsXFrRWgF,pool34,TI,95
MS,hard,wBsXFrRWgF,pool34,PE,99
MS,hard,wBsXFrRWgF,pool34,EF,99
MS,hard,wBsXFrRWgF,pool34,FR,94
ST,hard,wBsXFrRWgF,pool34,ME,98
ST,hard,wBsXFrRWgF,pool34,PH,96
ST,hard,wBsXFrRWgF,pool34,TI,98
ST,hard,wBsXFrRWgF,pool34,PE,99
ST,hard,wBsXFrRWgF,pool34,EF,97
ST,hard,wBsXFrRWgF,pool34,FR,75
MR,hard,wBsXFrRWgF,pool34,ME,97
MR,hard,wBsXFrRWgF,pool34,PH,97
MR,hard,wBsXFrRWgF,pool34,TI,92
MR,hard,wBsXFrRWgF,pool34,PE,96
MR,hard,wBsXFrRWgF,pool34,EF,95
MR,hard,wBsXFrRWgF,pool34,FR,27
MR,hard,PkgTbVVI07,pool34,ME,47
MR,hard,PkgTbVVI07,pool34,PH,29
MR,hard,PkgTbVVI07,pool34,TI,45
MR,hard,PkgTbVVI07,pool34,PE,49
MR,hard,PkgTbVVI07,pool34,EF,54
MR,hard,PkgTbVVI07,pool34,FR,34
ST,easy,PkgTbVVI07,pool34,ME,26
ST,easy,PkgTbVVI07,pool34,PH,17
ST,easy,PkgTbVVI07,pool34,TI,22
ST,easy,PkgTbVVI07,pool34,PE,24
ST,easy,PkgTbVVI07,pool34,EF,25
ST,easy,PkgTbVVI07,pool34,FR,14
ST,hard,PkgTbVVI07,pool34,ME,68
ST,hard,PkgTbVVI07,pool34,PH,83
ST,hard,PkgTbVVI07,pool34,TI,90
ST,hard,PkgTbVVI07,pool34,PE,59
ST,hard,PkgTbVVI07,pool34,EF,70
ST,hard,PkgTbVVI07,pool34,FR,70
MR,medium,PkgTbVVI07,pool34,ME,83
MR,medium,PkgTbVVI07,pool34,PH,74
MR,medium,PkgTbVVI07,pool34,TI,49
MR,medium,PkgTbVVI07,pool34,PE,51
MR,medium,PkgTbVVI07,pool34,EF,61
MR,medium,PkgTbVVI07,pool34,FR,71
MS,hard,PkgTbVVI07,pool34,ME,81
MS,hard,PkgTbVVI07,pool34,PH,82
MS,hard,PkgTbVVI07,pool34,TI,82
MS,hard,PkgTbVVI07,pool34,PE,68
MS,hard,PkgTbVVI07,pool34,EF,76
MS,hard,PkgTbVVI07,pool34,FR,90
MS,medium,PkgTbVVI07,pool34,ME,77
MS,medium,PkgTbVVI07,pool34,PH,56
MS,medium,PkgTbVVI07,pool34,TI,48
MS,medium,PkgTbVVI07,pool34,PE,51
MS,medium,PkgTbVVI07,pool34,EF,66
MS,medium,PkgTbVVI07,pool34,FR,80
ST,medium,PkgTbVVI07,pool34,ME,55
ST,medium,PkgTbVVI07,pool34,PH,37
ST,medium,PkgTbVVI07,pool34,TI,55
ST,medium,PkgTbVVI07,pool34,PE,31
ST,medium,PkgTbVVI07,pool34,EF,35
ST,medium,PkgTbVVI07,pool34,FR,48
MR,easy,PkgTbVVI07,pool34,ME,93
MR,easy,PkgTbVVI07,pool34,PH,66
MR,easy,PkgTbVVI07,pool34,TI,23
MR,easy,PkgTbVVI07,pool34,PE,69
MR,easy,PkgTbVVI07,pool34,EF,84
MR,easy,PkgTbVVI07,pool34,FR,84
MS,easy,PkgTbVVI07,pool34,ME,46
MS,easy,PkgTbVVI07,pool34,PH,28
MS,easy,PkgTbVVI07,pool34,TI,29
MS,easy,PkgTbVVI07,pool34,PE,10
MS,easy,PkgTbVVI07,pool34,EF,32
MS,easy,PkgTbVVI07,pool34,FR,32
MS,easy,0wY7q7AFDw,pool34,ME,65
MS,easy,0wY7q7AFDw,pool34,PH,35
MS,easy,0wY7q7AFDw,pool34,TI,50
MS,easy,0wY7q7AFDw,pool34,PE,15
MS,easy,0wY7q7AFDw,pool34,EF,50
MS,easy,0wY7q7AFDw,pool34,FR,50
MS,hard,0wY7q7AFDw,pool34,ME,100
MS,hard,0wY7q7AFDw,pool34,PH,65
MS,hard,0wY7q7AFDw,pool34,TI,86
MS,hard,0wY7q7AFDw,pool34,PE,75
MS,hard,0wY7q7AFDw,pool34,EF,85
MS,hard,0wY7q7AFDw,pool34,FR,83
ST,easy,0wY7q7AFDw,pool34,ME,39
ST,easy,0wY7q7AFDw,pool34,PH,28
ST,easy,0wY7q7AFDw,pool34,TI,50
ST,easy,0wY7q7AFDw,pool34,PE,22
ST,easy,0wY7q7AFDw,pool34,EF,41
ST,easy,0wY7q7AFDw,pool34,FR,39
MR,easy,0wY7q7AFDw,pool34,ME,50
MR,easy,0wY7q7AFDw,pool34,PH,33
MR,easy,0wY7q7AFDw,pool34,TI,10
MR,easy,0wY7q7AFDw,pool34,PE,22
MR,easy,0wY7q7AFDw,pool34,EF,61
MR,easy,0wY7q7AFDw,pool34,FR,42
ST,hard,0wY7q7AFDw,pool34,ME,72
ST,hard,0wY7q7AFDw,pool34,PH,50
ST,hard,0wY7q7AFDw,pool34,TI,100
ST,hard,0wY7q7AFDw,pool34,PE,73
ST,hard,0wY7q7AFDw,pool34,EF,83
ST,hard,0wY7q7AFDw,pool34,FR,78
MS,medium,0wY7q7AFDw,pool34,ME,81
MS,medium,0wY7q7AFDw,pool34,PH,50
MS,medium,0wY7q7AFDw,pool34,TI,70
MS,medium,0wY7q7AFDw,pool34,PE,20
MS,medium,0wY7q7AFDw,pool34,EF,65
MS,medium,0wY7q7AFDw,pool34,FR,70
ST,medium,0wY7q7AFDw,pool34,ME,70
ST,medium,0wY7q7AFDw,pool34,PH,50
ST,medium,0wY7q7AFDw,pool34,TI,65
ST,medium,0wY7q7AFDw,pool34,PE,45
ST,medium,0wY7q7AFDw,pool34,EF,60
ST,medium,0wY7q7AFDw,pool34,FR,56
MR,medium,0wY7q7AFDw,pool34,ME,89
MR,medium,0wY7q7AFDw,pool34,PH,49
MR,medium,0wY7q7AFDw,pool34,TI,30
MR,medium,0wY7q7AFDw,pool34,PE,65
MR,medium,0wY7q7AFDw,pool34,EF,75
MR,medium,0wY7q7AFDw,pool34,FR,75
MR,hard,0wY7q7AFDw,pool34,ME,93
MR,hard,0wY7q7AFDw,pool34,PH,50
MR,hard,0wY7q7AFDw,pool34,TI,25
MR,hard,0wY7q7AFDw,pool34,PE,75
MR,hard,0wY7q7AFDw,pool34,EF,90
MR,hard,0wY7q7AFDw,pool34,FR,84
MS,easy,woSzLv5BIV,pool34,ME,59
MS,easy,woSzLv5BIV,pool34,PH,69
MS,easy,woSzLv5BIV,pool34,TI,39
MS,easy,woSzLv5BIV,pool34,PE,4
MS,easy,woSzLv5BIV,pool34,EF,63
MS,easy,woSzLv5BIV,pool34,FR,50
MR,easy,woSzLv5BIV,pool34,ME,95
MR,easy,woSzLv5BIV,pool34,PH,95
MR,easy,woSzLv5BIV,pool34,TI,53
MR,easy,woSzLv5BIV,pool34,PE,45
MR,easy,woSzLv5BIV,pool34,EF,100
