task,level,id,scale,score
ST,medium,WQyxRdU13t,FR,60
MR,medium,WQyxRdU13t,ME,60
MR,medium,WQyxRdU13t,PH,0
MR,medium,WQyxRdU13t,TI,0
MR,medium,WQyxRdU13t,PE,25
MR,medium,WQyxRdU13t,EF,40
MR,medium,WQyxRdU13t,FR,40
MS,medium,u8oFh0ZHHs,ME,31
MS,medium,u8oFh0ZHHs,PH,25
MS,medium,u8oFh0ZHHs,TI,35
MS,medium,u8oFh0ZHHs,PE,0
MS,medium,u8oFh0ZHHs,EF,16
MS,medium,u8oFh0ZHHs,FR,11
MR,medium,u8oFh0ZHHs,ME,6
MR,medium,u8oFh0ZHHs,PH,5
MR,medium,u8oFh0ZHHs,TI,5
MR,medium,u8oFh0ZHHs,PE,35
MR,medium,u8oFh0ZHHs,EF,2
MR,medium,u8oFh0ZHHs,FR,0
MS,hard,u8oFh0ZHHs,ME,58
MS,hard,u8oFh0ZHHs,PH,30
MS,hard,u8oFh0ZHHs,TI,41
MS,hard,u8oFh0ZHHs,PE,28
MS,hard,u8oFh0ZHHs,EF,57
MS,hard,u8oFh0ZHHs,FR,13
MS,easy,u8oFh0ZHHs,ME,4
MS,easy,u8oFh0ZHHs,PH,6
MS,easy,u8oFh0ZHHs,TI,23
MS,easy,u8oFh0ZHHs,PE,33
MS,easy,u8oFh0ZHHs,EF,8
MS,easy,u8oFh0ZHHs,FR,14
ST,hard,u8oFh0ZHHs,ME,59
ST,hard,u8oFh0ZHHs,PH,0
ST,hard,u8oFh0ZHHs,TI,77
ST,hard,u8oFh0ZHHs,PE,35
ST,hard,u8oFh0ZHHs,EF,68
ST,hard,u8oFh0ZHHs,FR,5
ST,medium,u8oFh0ZHHs,ME,33
ST,medium,u8oFh0ZHHs,PH,0
ST,medium,u8oFh0ZHHs,TI,21
ST,medium,u8oFh0ZHHs,PE,35
ST,medium,u8oFh0ZHHs,EF,39
ST,medium,u8oFh0ZHHs,FR,5
MR,easy,u8oFh0ZHHs,ME,21
MR,easy,u8oFh0ZHHs,PH,0
MR,easy,u8oFh0ZHHs,TI,0
MR,easy,u8oFh0ZHHs,PE,37
MR,easy,u8oFh0ZHHs,EF,0
MR,easy,u8oFh0ZHHs,FR,0
ST,easy,u8oFh0ZHHs,ME,7
ST,easy,u8oFh0ZHHs,PH,0
ST,easy,u8oFh0ZHHs,TI,8
ST,easy,u8oFh0ZHHs,PE,25
ST,easy,u8oFh0ZHHs,EF,7
ST,easy,u8oFh0ZHHs,FR,3
MR,hard,u8oFh0ZHHs,ME,3
MR,hard,u8oFh0ZHHs,PH,0
MR,hard,u8oFh0ZHHs,TI,0
MR,hard,u8oFh0ZHHs,PE,23
MR,hard,u8oFh0ZHHs,EF,0
MR,hard,u8oFh0ZHHs,FR,0
MS,easy,lO4tI9SjJX,ME,50
MS,easy,lO4tI9SjJX,PH,30
MS,easy,lO4tI9SjJX,TI,30
MS,easy,lO4tI9SjJX,PE,0
MS,easy,lO4tI9SjJX,EF,60
MS,easy,lO4tI9SjJX,FR,54
ST,medium,lO4tI9SjJX,ME,71
ST,medium,lO4tI9SjJX,PH,45
ST,medium,lO4tI9SjJX,TI,95
ST,medium,lO4tI9SjJX,PE,20
ST,medium,lO4tI9SjJX,EF,100
ST,medium,lO4tI9SjJX,FR,60
MR,medium,lO4tI9SjJX,ME,95
MR,medium,lO4tI9SjJX,PH,20
MR,medium,lO4tI9SjJX,TI,15
MR,medium,lO4tI9SjJX,PE,30
MR,medium,lO4tI9SjJX,EF,95
MR,medium,lO4tI9SjJX,FR,45
ST,hard,lO4tI9SjJX,ME,65
ST,hard,lO4tI9SjJX,PH,33
ST,hard,lO4tI9SjJX,TI,100
ST,hard,lO4tI9SjJX,PE,45
ST,hard,lO4tI9SjJX,EF,97
ST,hard,lO4tI9SjJX,FR,70
MR,hard,lO4tI9SjJX,ME,97
MR,hard,lO4tI9SjJX,PH,15
MR,hard,lO4tI9SjJX,TI,5
MR,hard,lO4tI9SjJX,PE,40
MR,hard,lO4tI9SjJX,EF,95
MR,hard,lO4tI9SjJX,FR,40
MR,easy,lO4tI9SjJX,ME,76
MR,easy,lO4tI9SjJX,PH,10
MR,easy,lO4tI9SjJX,TI,5
MR,easy,lO4tI9SjJX,PE,6
MR,easy,lO4tI9SjJX,EF,75
MR,easy,lO4tI9SjJX,FR,10
MS,medium,lO4tI9SjJX,ME,84
MS,medium,lO4tI9SjJX,PH,25
MS,medium,lO4tI9SjJX,TI,75
MS,medium,lO4tI9SjJX,PE,15
MS,medium,lO4tI9SjJX,EF,95
MS,medium,lO4tI9SjJX,FR,45
ST,easy,lO4tI9SjJX,ME,45
ST,easy,lO4tI9SjJX,PH,15
ST,easy,lO4tI9SjJX,TI,55
ST,easy,lO4tI9SjJX,PE,1
ST,easy,lO4tI9SjJX,EF,74
ST,easy,lO4tI9SjJX,FR,34
MS,hard,lO4tI9SjJX,ME,90
MS,hard,lO4tI9SjJX,PH,40
MS,hard,lO4tI9SjJX,TI,99
MS,hard,lO4tI9SjJX,PE,40
MS,hard,lO4tI9SjJX,EF,95
MS,hard,lO4tI9SjJX,FR,55
MR,hard,5oMH7YJKDi,ME,88
MR,hard,5oMH7YJKDi,PH,0
MR,hard,5oMH7YJKDi,TI,19
MR,hard,5oMH7YJKDi,PE,16
MR,hard,5oMH7YJKDi,EF,86
MR,hard,5oMH7YJKDi,FR,85
MS,medium,5oMH7YJKDi,ME,0
MS,medium,5oMH7YJKDi,PH,0
MS,medium,5oMH7YJKDi,TI,0
MS,medium,5oMH7YJKDi,PE,0
MS,medium,5oMH7YJKDi,EF,0
MS,medium,5oMH7YJKDi,FR,5
MS,hard,5oMH7YJKDi,ME,14
MS,hard,5oMH7YJKDi,PH,0
MS,hard,5oMH7YJKDi,TI,59
MS,hard,5oMH7YJKDi,PE,6
MS,hard,5oMH7YJKDi,EF,40
MS,hard,5oMH7YJKDi,FR,37
MS,easy,5oMH7YJKDi,ME,0
MS,easy,5oMH7YJKDi,PH,0
MS,easy,5oMH7YJKDi,TI,0
MS,easy,5oMH7YJKDi,PE,0
MS,easy,5oMH7YJKDi,EF,0
MS,easy,5oMH7YJKDi,FR,60
MR,easy,5oMH7YJKDi,ME,0
MR,easy,5oMH7YJKDi,PH,0
MR,easy,5oMH7YJKDi,TI,0
MR,easy,5oMH7YJKDi,PE,0
MR,easy,5oMH7YJKDi,EF,0
MR,easy,5oMH7YJKDi,FR,5
ST,hard,5oMH7YJKDi,ME,6
ST,hard,5oMH7YJKDi,PH,0
ST,hard,5oMH7YJKDi,TI,100
ST,hard,5oMH7YJKDi,PE,45
ST,hard,5oMH7YJKDi,EF,0
ST,hard,5oMH7YJKDi,FR,0
ST,medium,5oMH7YJKDi,ME,64
ST,medium,5oMH7YJKDi,PH,0
ST,medium,5oMH7YJKDi,TI,50
ST,medium,5oMH7YJKDi,PE,13
ST,medium,5oMH7YJKDi,EF,74
ST,medium,5oMH7YJKDi,FR,16
MR,medium,5oMH7YJKDi,ME,76
MR,medium,5oMH7YJKDi,PH,0
MR,medium,5oMH7YJKDi,TI,0
MR,medium,5oMH7YJKDi,PE,19
MR,medium,5oMH7YJKDi,EF,100
MR,medium,5oMH7YJKDi,FR,79
ST,easy,5oMH7YJKDi,ME,5
ST,easy,5oMH7YJKDi,PH,0
ST,easy,5oMH7YJKDi,TI,0
ST,easy,5oMH7YJKDi,PE,3
ST,easy,5oMH7YJKDi,EF,3
ST,easy,5oMH7YJKDi,FR,21
MS,easy,wBsXFrRWgF,ME,25
MS,easy,wBsXFrRWgF,PH,25
MS,easy,wBsXFrRWgF,TI,50
MS,easy,wBsXFrRWgF,PE,10
MS,easy,wBsXFrRWgF,EF,25
MS,easy,wBsXFrRWgF,FR,35
MR,easy,wBsXFrRWgF,ME,70
MR,easy,wBsXFrRWgF,PH,74
MR,easy,wBsXFrRWgF,TI,0
MR,easy,wBsXFrRWgF,PE,19
MR,easy,wBsXFrRWgF,EF,66
MR,easy,wBsXFrRWgF,FR,32
ST,medium,wBsXFrRWgF,ME,85
ST,medium,wBsXFrRWgF,PH,84
ST,medium,wBsXFrRWgF,TI,100
ST,medium,wBsXFrRWgF,PE,70
ST,medium,wBsXFrRWgF,EF,87
ST,medium,wBsXFrRWgF,FR,42
ST,easy,wBsXFrRWgF,ME,47
ST,easy,wBsXFrRWgF,PH,41
ST,easy,wBsXFrRWgF,TI,70
ST,easy,wBsXFrRWgF,PE,45
ST,easy,wBsXFrRWgF,EF,61
ST,easy,wBsXFrRWgF,FR,49
MS,medium,wBsXFrRWgF,ME,99
MS,medium,wBsXFrRWgF,PH,100
MS,medium,wBsXFrRWgF,TI,98
MS,medium,wBsXFrRWgF,PE,94
MS,medium,wBsXFrRWgF,EF,98
MS,medium,wBsXFrRWgF,FR,93
MR,medium,wBsXFrRWgF,ME,97
MR,medium,wBsXFrRWgF,PH,97
MR,medium,wBsXFrRWgF,TI,82
MR,medium,wBsXFrRWgF,PE,85
MR,medium,wBsXFrRWgF,EF,98
MR,medium,wBsXFrRWgF,FR,49
MS,hard,wBsXFrRWgF,ME,98
MS,hard,wBsXFrRWgF,PH,97
MS,hard,wBsXFrRWgF,TI,95
MS,hard,wBsXFrRWgF,PE,99
MS,hard,wBsXFrRWgF,EF,99
MS,hard,wBsXFrRWgF,FR,94
ST,hard,wBsXFrRWgF,ME,98
ST,hard,wBsXFrRWgF,PH,96
ST,hard,wBsXFrRWgF,TI,98
ST,hard,wBsXFrRWgF,PE,99
ST,hard,wBsXFrRWgF,EF,97
ST,hard,wBsXFrRWgF,FR,75
MR,hard,wBsXFrRWgF,ME,97
MR,hard,wBsXFrRWgF,PH,97
MR,hard,wBsXFrRWgF,TI,92
MR,hard,wBsXFrRWgF,PE,96
MR,hard,wBsXFrRWgF,EF,95
MR,hard,wBsXFrRWgF,FR,27
MR,hard,PkgTbVVI07,ME,47
MR,hard,PkgTbVVI07,PH,29
MR,hard,PkgTbVVI07,TI,45
MR,hard,PkgTbVVI07,PE,49
MR,hard,PkgTbVVI07,EF,54
MR,hard,PkgTbVVI07,FR,34
ST,easy,PkgTbVVI07,ME,26
ST,easy,PkgTbVVI07,PH,17
ST,easy,PkgTbVVI07,TI,22
ST,easy,PkgTbVVI07,PE,24
ST,easy,PkgTbVVI07,EF,25
ST,easy,PkgTbVVI07,FR,14
ST,hard,PkgTbVVI07,ME,68
ST,hard,PkgTbVVI07,PH,83
ST,hard,PkgTbVVI07,TI,90
ST,hard,PkgTbVVI07,PE,59
ST,hard,PkgTbVVI07,EF,70
ST,hard,PkgTbVVI07,FR,70
MR,medium,PkgTbVVI07,ME,83
MR,medium,PkgTbVVI07,PH,74
MR,medium,PkgTbVVI07,TI,49
MR,medium,PkgTbVVI07,PE,51
MR,medium,PkgTbVVI07,EF,61
MR,medium,PkgTbVVI07,FR,71
MS,hard,PkgTbVVI07,ME,81
MS,hard,PkgTbVVI07,PH,82
MS,hard,PkgTbVVI07,TI,82
MS,hard,PkgTbVVI07,PE,68
MS,hard,PkgTbVVI07,EF,76
MS,hard,PkgTbVVI07,FR,90
MS,medium,PkgTbVVI07,ME,77
MS,medium,PkgTbVVI07,PH,56
MS,medium,PkgTbVVI07,TI,48
MS,medium,PkgTbVVI07,PE,51
MS,medium,PkgTbVVI07,EF,66
MS,medium,PkgTbVVI07,FR,80
ST,medium,PkgTbVVI07,ME,55
ST,medium,PkgTbVVI07,PH,37
ST,medium,PkgTbVVI07,TI,55
ST,medium,PkgTbVVI07,PE,31
ST,medium,PkgTbVVI07,EF,35
ST,medium,PkgTbVVI07,FR,48
MR,easy,PkgTbVVI07,ME,93
MR,easy,PkgTbVVI07,PH,66
MR,easy,PkgTbVVI07,TI,23
MR,easy,PkgTbVVI07,PE,69
MR,easy,PkgTbVVI07,EF,84
MR,easy,PkgTbVVI07,FR,84
MS,easy,PkgTbVVI07,ME,46
MS,easy,PkgTbVVI07,PH,28
MS,easy,PkgTbVVI07,TI,29
MS,easy,PkgTbVVI07,PE,10
MS,easy,PkgTbVVI07,EF,32
MS,easy,PkgTbVVI07,FR,32
MS,easy,0wY7q7AFDw,ME,65
MS,easy,0wY7q7AFDw,PH,35
MS,easy,0wY7q7AFDw,TI,50
MS,easy,0wY7q7AFDw,PE,15
MS,easy,0wY7q7AFDw,EF,50
MS,easy,0wY7q7AFDw,FR,50
MS,hard,0wY7q7AFDw,ME,100
MS,hard,0wY7q7AFDw,PH,65
MS,hard,0wY7q7AFDw,TI,86
MS,hard,0wY7q7AFDw,PE,75
MS,hard,0wY7q7AFDw,EF,85
MS,hard,0wY7q7AFDw,FR,83
ST,easy,0wY7q7AFDw,ME,39
ST,easy,0wY7q7AFDw,PH,28
ST,easy,0wY7q7AFDw,TI,50
ST,easy,0wY7q7AFDw,PE,22
ST,easy,0wY7q7AFDw,EF,41
ST,easy,0wY7q7AFDw,FR,39
MR,easy,0wY7q7AFDw,ME,50
MR,easy,0wY7q7AFDw,PH,33
MR,easy,0wY7q7AFDw,TI,10
MR,easy,0wY7q7AFDw,PE,22
MR,easy,0wY7q7AFDw,EF,61
MR,easy,0wY7q7AFDw,FR,42
ST,hard,0wY7q7AFDw,ME,72
ST,hard,0wY7q7AFDw,PH,50
ST,hard,0wY7q7AFDw,TI,100
ST,hard,0wY7q7AFDw,PE,73
ST,hard,0wY7q7AFDw,EF,83
ST,hard,0wY7q7AFDw,FR,78
MS,medium,0wY7q7AFDw,ME,81
MS,medium,0wY7q7AFDw,PH,50
MS,medium,0wY7q7AFDw,TI,70
MS,medium,0wY7q7AFDw,PE,20
MS,medium,0wY7q7AFDw,EF,65
MS,medium,0wY7q7AFDw,FR,70
ST,medium,0wY7q7AFDw,ME,70
ST,medium,0wY7q7AFDw,PH,50
ST,medium,0wY7q7AFDw,TI,65
ST,medium,0wY7q7AFDw,PE,45
ST,medium,0wY7q7AFDw,EF,60
ST,medium,0wY7q7AFDw,FR,56
MR,medium,0wY7q7AFDw,ME,89
MR,medium,0wY7q7AFDw,PH,49
MR,medium,0wY7q7AFDw,TI,30
MR,medium,0wY7q7AFDw,PE,65
MR,medium,0wY7q7AFDw,EF,75
MR,medium,0wY7q7AFDw,FR,75
MR,hard,0wY7q7AFDw,ME,93
MR,hard,0wY7q7AFDw,PH,50
MR,hard,0wY7q7AFDw,TI,25
MR,hard,0wY7q7AFDw,PE,75
MR,hard,0wY7q7AFDw,EF,90
MR,hard,0wY7q7AFDw,FR,84
MS,easy,woSzLv5BIV,ME,59
MS,easy,woSzLv5BIV,PH,69
MS,easy,woSzLv5BIV,TI,39
MS,easy,woSzLv5BIV,PE,4
MS,easy,woSzLv5BIV,EF,63
MS,easy,woSzLv5BIV,FR,50
MR,easy,woSzLv5BIV,ME,95
MR,easy,woSzLv5BIV,PH,95
MR,easy,woSzLv5BIV,TI,53
MR,easy,woSzLv5BIV,PE,45
MR,easy,woSzLv5BIV,EF,100
MR,easy,woSzLv5BIV,FR,99
ST,hard,woSzLv5BIV,ME,100
ST,hard,woSzLv5BIV,PH,100
ST,hard,woSzLv5BIV,TI,100
ST,hard,woSzLv5BIV,PE,55
ST,hard,woSzLv5BIV,EF,100
ST,hard,woSzLv5BIV,FR,100
ST,medium,woSzLv5BIV,ME,100
ST,medium,woSzLv5BIV,PH,100
ST,medium,woSzLv5BIV,TI,100
ST,medium,woSzLv5BIV,PE,40
ST,medium,woSzLv5BIV,EF,100
ST,medium,woSzLv5BIV,FR,95
MS,medium,woSzLv5BIV,ME,99
MS,medium,woSzLv5BIV,PH,99
MS,medium,woSzLv5BIV,TI,99
MS,medium,woSzLv5BIV,PE,1
MS,medium,woSzLv5BIV,EF,99
MS,medium,woSzLv5BIV,FR,99
MR,hard,woSzLv5BIV,ME,100
MR,hard,woSzLv5BIV,PH,100
MR,hard,woSzLv5BIV,TI,84
MR,hard,woSzLv5BIV,PE,32
MR,hard,woSzLv5BIV,EF,99
MR,hard,woSzLv5BIV,FR,99
MR,medium,woSzLv5BIV,ME,99
MR,medium,woSzLv5BIV,PH,99
MR,medium,woSzLv5BIV,TI,88
MR,medium,woSzLv5BIV,PE,32
MR,medium,woSzLv5BIV,EF,99
MR,medium,woSzLv5BIV,FR,99
MS,hard,woSzLv5BIV,ME,99
MS,hard,woSzLv5BIV,PH,99
MS,hard,woSzLv5BIV,TI,83
MS,hard,woSzLv5BIV,PE,41
MS,hard,woSzLv5BIV,EF,100
MS,hard,woSzLv5BIV,FR,98
ST,easy,woSzLv5BIV,ME,80
ST,easy,woSzLv5BIV,PH,90
ST,easy,woSzLv5BIV,TI,85
ST,easy,woSzLv5BIV,PE,0
ST,easy,woSzLv5BIV,EF,85
ST,easy,woSzLv5BIV,FR,44
ST,medium,O0ngZJhb9l,ME,74
ST,medium,O0ngZJhb9l,PH,10
ST,medium,O0ngZJhb9l,TI,100
ST,medium,O0ngZJhb9l,PE,75
ST,medium,O0ngZJhb9l,EF,70
ST,medium,O0ngZJhb9l,FR,65
MS,easy,O0ngZJhb9l,ME,62
MS,easy,O0ngZJhb9l,PH,32
MS,easy,O0ngZJhb9l,TI,35
MS,easy,O0ngZJhb9l,PE,0
MS,easy,O0ngZJhb9l,EF,63
MS,easy,O0ngZJhb9l,FR,65
MR,hard,O0ngZJhb9l,ME,62
MR,hard,O0ngZJhb9l,PH,20
MR,hard,O0ngZJhb9l,TI,3
MR,hard,O0ngZJhb9l,PE,70
MR,hard,O0ngZJhb9l,EF,35
MR,hard,O0ngZJhb9l,FR,15
MR,easy,O0ngZJhb9l,ME,65
MR,easy,O0ngZJhb9l,PH,15
MR,easy,O0ngZJhb9l,TI,7
MR,easy,O0ngZJhb9l,PE,80
MR,easy,O0ngZJhb9l,EF,45
MR,easy,O0ngZJhb9l,FR,55
MS,medium,O0ngZJhb9l,ME,100
MS,medium,O0ngZJhb9l,PH,90
MS,medium,O0ngZJhb9l,TI,100
MS,medium,O0ngZJhb9l,PE,75
MS,medium,O0ngZJhb9l,EF,100
MS,medium,O0ngZJhb9l,FR,100
ST,hard,O0ngZJhb9l,ME,100
ST,hard,O0ngZJhb9l,PH,90
ST,hard,O0ngZJhb9l,TI,100
ST,hard,O0ngZJhb9l,PE,93
ST,hard,O0ngZJhb9l,EF,100
ST,hard,O0ngZJhb9l,FR,95
ST,easy,O0ngZJhb9l,ME,90
ST,easy,O0ngZJhb9l,PH,65
ST,easy,O0ngZJhb9l,TI,65
ST,easy,O0ngZJhb9l,PE,26
ST,easy,O0ngZJhb9l,EF,85
ST,easy,O0ngZJhb9l,FR,15
MS,hard,O0ngZJhb9l,ME,100
MS,hard,O0ngZJhb9l,PH,92
MS,hard,O0ngZJhb9l,TI,100
MS,hard,O0ngZJhb9l,PE,88
MS,hard,O0ngZJhb9l,EF,100
MS,hard,O0ngZJhb9l,FR,100
MR,medium,O0ngZJhb9l,ME,60
MR,medium,O0ngZJhb9l,PH,15
MR,medium,O0ngZJhb9l,TI,6
MR,medium,O0ngZJhb9l,PE,90
MR,medium,O0ngZJhb9l,EF,40
MR,medium,O0ngZJhb9l,FR,74
MR,easy,ttxEdLIMGM,ME,75
MR,easy,ttxEdLIMGM,PH,44
MR,easy,ttxEdLIMGM,TI,70
MR,easy,ttxEdLIMGM,PE,60
MR,easy,ttxEdLIMGM,EF,60
MR,easy,ttxEdLIMGM,FR,65
ST,easy,ttxEdLIMGM,ME,39
ST,easy,ttxEdLIMGM,PH,36
ST,easy,ttxEdLIMGM,TI,34
ST,easy,ttxEdLIMGM,PE,10
ST,easy,ttxEdLIMGM,EF,50
ST,easy,ttxEdLIMGM,FR,30
MS,hard,ttxEdLIMGM,ME,95
MS,hard,ttxEdLIMGM,PH,69
MS,hard,ttxEdLIMGM,TI,100
MS,hard,ttxEdLIMGM,PE,60
MS,hard,ttxEdLIMGM,EF,100
MS,hard,ttxEdLIMGM,FR,99
MS,medium,ttxEdLIMGM,ME,74
MS,medium,ttxEdLIMGM,PH,50
MS,medium,ttxEdLIMGM,TI,70
MS,medium,ttxEdLIMGM,PE,25
MS,medium,ttxEdLIMGM,EF,75
MS,medium,ttxEdLIMGM,FR,75
ST,hard,ttxEdLIMGM,ME,99
ST,hard,ttxEdLIMGM,PH,75
ST,hard,ttxEdLIMGM,TI,100
ST,hard,ttxEdLIMGM,PE,50
ST,hard,ttxEdLIMGM,EF,99
ST,hard,ttxEdLIMGM,FR,99
ST,medium,ttxEdLIMGM,ME,90
ST,medium,ttxEdLIMGM,PH,75
ST,medium,ttxEdLIMGM,TI,90
ST,medium,ttxEdLIMGM,PE,56
ST,medium,ttxEdLIMGM,EF,90
ST,medium,ttxEdLIMGM,FR,89
MR,hard,ttxEdLIMGM,ME,100
MR,hard,ttxEdLIMGM,PH,75
MR,hard,ttxEdLIMGM,TI,90
MR,hard,ttxEdLIMGM,PE,65
MR,hard,ttxEdLIMGM,EF,100
MR,hard,ttxEdLIMGM,FR,95
MR,medium,ttxEdLIMGM,ME,100
MR,medium,ttxEdLIMGM,PH,71
MR,medium,ttxEdLIMGM,TI,75
MR,medium,ttxEdLIMGM,PE,66
MR,medium,ttxEdLIMGM,EF,100
MR,medium,ttxEdLIMGM,FR,100
MS,easy,ttxEdLIMGM,ME,80
MS,easy,ttxEdLIMGM,PH,75
MS,easy,ttxEdLIMGM,TI,79
MS,easy,ttxEdLIMGM,PE,30
MS,easy,ttxEdLIMGM,EF,80
MS,easy,ttxEdLIMGM,FR,75
ST,hard,pevbr5tS1I,ME,81
ST,hard,pevbr5tS1I,PH,21
ST,hard,pevbr5tS1I,TI,96
ST,hard,pevbr5tS1I,PE,62
ST,hard,pevbr5tS1I,EF,79
ST,hard,pevbr5tS1I,FR,92
MR,easy,pevbr5tS1I,ME,69
MR,easy,pevbr5tS1I,PH,19
MR,easy,pevbr5tS1I,TI,64
MR,easy,pevbr5tS1I,PE,38
MR,easy,pevbr5tS1I,EF,75
MR,easy,pevbr5tS1I,FR,73
ST,medium,pevbr5tS1I,ME,87
ST,medium,pevbr5tS1I,PH,15
ST,medium,pevbr5tS1I,TI,95
ST,medium,pevbr5tS1I,PE,38
ST,medium,pevbr5tS1I,EF,78
ST,medium,pevbr5tS1I,FR,83
MS,easy,pevbr5tS1I,ME,40
MS,easy,pevbr5tS1I,PH,28
MS,easy,pevbr5tS1I,TI,48
MS,easy,pevbr5tS1I,PE,3
MS,easy,pevbr5tS1I,EF,33
MS,easy,pevbr5tS1I,FR,10
MS,hard,pevbr5tS1I,ME,87
MS,hard,pevbr5tS1I,PH,24
MS,hard,pevbr5tS1I,TI,98
MS,hard,pevbr5tS1I,PE,79
MS,hard,pevbr5tS1I,EF,91
MS,hard,pevbr5tS1I,FR,82
MR,hard,pevbr5tS1I,ME,67
MR,hard,pevbr5tS1I,PH,12
MR,hard,pevbr5tS1I,TI,58
MR,hard,pevbr5tS1I,PE,46
MR,hard,pevbr5tS1I,EF,63
MR,hard,pevbr5tS1I,FR,68
ST,easy,pevbr5tS1I,ME,22
ST,easy,pevbr5tS1I,PH,16
ST,easy,pevbr5tS1I,TI,59
ST,easy,pevbr5tS1I,PE,3
ST,easy,pevbr5tS1I,EF,43
ST,easy,pevbr5tS1I,FR,54
MR,medium,pevbr5tS1I,ME,73
MR,medium,pevbr5tS1I,PH,13
MR,medium,pevbr5tS1I,TI,71
MR,medium,pevbr5tS1I,PE,42
MR,medium,pevbr5tS1I,EF,67
MR,medium,pevbr5tS1I,FR,72
MS,medium,pevbr5tS1I,ME,42
MS,medium,pevbr5tS1I,PH,18
MS,medium,pevbr5tS1I,TI,68
MS,medium,pevbr5tS1I,PE,8
MS,medium,pevbr5tS1I,EF,72
MS,medium,pevbr5tS1I,FR,66
MS,easy,zMSGYZOzxF,ME,40
MS,easy,zMSGYZOzxF,PH,35
MS,easy,zMSGYZOzxF,TI,70
MS,easy,zMSGYZOzxF,PE,0
MS,easy,zMSGYZOzxF,EF,60
MS,easy,zMSGYZOzxF,FR,84
ST,medium,zMSGYZOzxF,ME,90
ST,medium,zMSGYZOzxF,PH,90
ST,medium,zMSGYZOzxF,TI,100
ST,medium,zMSGYZOzxF,PE,60
ST,medium,zMSGYZOzxF,EF,100
ST,medium,zMSGYZOzxF,FR,100
MS,hard,zMSGYZOzxF,ME,100
MS,hard,zMSGYZOzxF,PH,100
MS,hard,zMSGYZOzxF,TI,100
MS,hard,zMSGYZOzxF,PE,95
MS,hard,zMSGYZOzxF,EF,100
MS,hard,zMSGYZOzxF,FR,100
MS,medium,zMSGYZOzxF,ME,90
MS,medium,zMSGYZOzxF,PH,90
MS,medium,zMSGYZOzxF,TI,95
MS,medium,zMSGYZOzxF,PE,50
MS,medium,zMSGYZOzxF,EF,100
MS,medium,zMSGYZOzxF,FR,95
ST,easy,zMSGYZOzxF,ME,65
ST,easy,zMSGYZOzxF,PH,75
ST,easy,zMSGYZOzxF,TI,30
ST,easy,zMSGYZOzxF,PE,0
ST,easy,zMSGYZOzxF,EF,85
ST,easy,zMSGYZOzxF,FR,70
MR,hard,zMSGYZOzxF,ME,99
MR,hard,zMSGYZOzxF,PH,99
MR,hard,zMSGYZOzxF,TI,10
MR,hard,zMSGYZOzxF,PE,75
MR,hard,zMSGYZOzxF,EF,85
MR,hard,zMSGYZOzxF,FR,100
ST,hard,zMSGYZOzxF,ME,99
ST,hard,zMSGYZOzxF,PH,99
ST,hard,zMSGYZOzxF,TI,99
ST,hard,zMSGYZOzxF,PE,90
ST,hard,zMSGYZOzxF,EF,100
ST,hard,zMSGYZOzxF,FR,100
MR,medium,zMSGYZOzxF,ME,95
MR,medium,zMSGYZOzxF,PH,95
MR,medium,zMSGYZOzxF,TI,10
MR,medium,zMSGYZOzxF,PE,50
MR,medium,zMSGYZOzxF,EF,100
MR,medium,zMSGYZOzxF,FR,100
MR,easy,zMSGYZOzxF,ME,90
MR,easy,zMSGYZOzxF,PH,90
MR,easy,zMSGYZOzxF,TI,20
MR,easy,zMSGYZOzxF,PE,50
MR,easy,zMSGYZOzxF,EF,100
MR,easy,zMSGYZOzxF,FR,100
MS,easy,FgaXoRhEpQ,ME,0
MS,easy,FgaXoRhEpQ,PH,0
MS,easy,FgaXoRhEpQ,TI,0
MS,easy,FgaXoRhEpQ,PE,0
MS,easy,FgaXoRhEpQ,EF,0
MS,easy,FgaXoRhEpQ,FR,0
MR,hard,FgaXoRhEpQ,ME,70
MR,hard,FgaXoRhEpQ,PH,0
MR,hard,FgaXoRhEpQ,TI,0
MR,hard,FgaXoRhEpQ,PE,90
MR,hard,FgaXoRhEpQ,EF,30
MR,hard,FgaXoRhEpQ,FR,20
ST,hard,FgaXoRhEpQ,ME,1
ST,hard,FgaXoRhEpQ,PH,0
ST,hard,FgaXoRhEpQ,TI,99
ST,hard,FgaXoRhEpQ,PE,100
ST,hard,FgaXoRhEpQ,EF,5
ST,hard,FgaXoRhEpQ,FR,91
MR,easy,FgaXoRhEpQ,ME,5
MR,easy,FgaXoRhEpQ,PH,0
MR,easy,FgaXoRhEpQ,TI,0
MR,easy,FgaXoRhEpQ,PE,10
MR,easy,FgaXoRhEpQ,EF,5
MR,easy,FgaXoRhEpQ,FR,1
ST,medium,FgaXoRhEpQ,ME,1
ST,medium,FgaXoRhEpQ,PH,0
ST,medium,FgaXoRhEpQ,TI,90
ST,medium,FgaXoRhEpQ,PE,45
ST,medium,FgaXoRhEpQ,EF,0
ST,medium,FgaXoRhEpQ,FR,35
MS,hard,FgaXoRhEpQ,ME,15
MS,hard,FgaXoRhEpQ,PH,1
MS,hard,FgaXoRhEpQ,TI,90
MS,hard,FgaXoRhEpQ,PE,95
MS,hard,FgaXoRhEpQ,EF,15
MS,hard,FgaXoRhEpQ,FR,95
MS,medium,FgaXoRhEpQ,ME,10
MS,medium,FgaXoRhEpQ,PH,1
