task,level,id,scale,score
MR,easy,KMzkcoEoDX,ME,0
MR,easy,KMzkcoEoDX,PH,0
MR,easy,KMzkcoEoDX,TI,0
MR,easy,KMzkcoEoDX,PE,0
MR,easy,KMzkcoEoDX,EF,0
MR,easy,KMzkcoEoDX,FR,0
MS,medium,KMzkcoEoDX,ME,50
MS,medium,KMzkcoEoDX,PH,0
MS,medium,KMzkcoEoDX,TI,52
MS,medium,KMzkcoEoDX,PE,20
MS,medium,KMzkcoEoDX,EF,39
MS,medium,KMzkcoEoDX,FR,30
ST,medium,KMzkcoEoDX,ME,35
ST,medium,KMzkcoEoDX,PH,0
ST,medium,KMzkcoEoDX,TI,45
ST,medium,KMzkcoEoDX,PE,50
ST,medium,KMzkcoEoDX,EF,50
ST,medium,KMzkcoEoDX,FR,60
ST,hard,KMzkcoEoDX,ME,65
ST,hard,KMzkcoEoDX,PH,10
ST,hard,KMzkcoEoDX,TI,90
ST,hard,KMzkcoEoDX,PE,70
ST,hard,KMzkcoEoDX,EF,80
ST,hard,KMzkcoEoDX,FR,87
MR,hard,bKUxjX0i0W,ME,40
MR,hard,bKUxjX0i0W,PH,30
MR,hard,bKUxjX0i0W,TI,45
MR,hard,bKUxjX0i0W,PE,51
MR,hard,bKUxjX0i0W,EF,40
MR,hard,bKUxjX0i0W,FR,40
MS,easy,bKUxjX0i0W,ME,60
MS,easy,bKUxjX0i0W,PH,50
MS,easy,bKUxjX0i0W,TI,40
MS,easy,bKUxjX0i0W,PE,0
MS,easy,bKUxjX0i0W,EF,50
MS,easy,bKUxjX0i0W,FR,40
MS,medium,bKUxjX0i0W,ME,95
MS,medium,bKUxjX0i0W,PH,51
MS,medium,bKUxjX0i0W,TI,46
MS,medium,bKUxjX0i0W,PE,25
MS,medium,bKUxjX0i0W,EF,80
MS,medium,bKUxjX0i0W,FR,65
MR,easy,bKUxjX0i0W,ME,50
MR,easy,bKUxjX0i0W,PH,50
MR,easy,bKUxjX0i0W,TI,50
MR,easy,bKUxjX0i0W,PE,51
MR,easy,bKUxjX0i0W,EF,30
MR,easy,bKUxjX0i0W,FR,31
MR,medium,bKUxjX0i0W,ME,51
MR,medium,bKUxjX0i0W,PH,30
MR,medium,bKUxjX0i0W,TI,40
MR,medium,bKUxjX0i0W,PE,50
MR,medium,bKUxjX0i0W,EF,45
MR,medium,bKUxjX0i0W,FR,45
MS,hard,bKUxjX0i0W,ME,100
MS,hard,bKUxjX0i0W,PH,71
MS,hard,bKUxjX0i0W,TI,34
MS,hard,bKUxjX0i0W,PE,65
MS,hard,bKUxjX0i0W,EF,74
MS,hard,bKUxjX0i0W,FR,70
ST,medium,bKUxjX0i0W,ME,91
ST,medium,bKUxjX0i0W,PH,51
ST,medium,bKUxjX0i0W,TI,41
ST,medium,bKUxjX0i0W,PE,50
ST,medium,bKUxjX0i0W,EF,50
ST,medium,bKUxjX0i0W,FR,50
ST,hard,bKUxjX0i0W,ME,99
ST,hard,bKUxjX0i0W,PH,85
ST,hard,bKUxjX0i0W,TI,20
ST,hard,bKUxjX0i0W,PE,92
ST,hard,bKUxjX0i0W,EF,71
ST,hard,bKUxjX0i0W,FR,70
ST,easy,bKUxjX0i0W,ME,80
ST,easy,bKUxjX0i0W,PH,50
ST,easy,bKUxjX0i0W,TI,37
ST,easy,bKUxjX0i0W,PE,14
ST,easy,bKUxjX0i0W,EF,72
ST,easy,bKUxjX0i0W,FR,69
MS,easy,cGANl4iQl1,ME,60
MS,easy,cGANl4iQl1,PH,55
MS,easy,cGANl4iQl1,TI,25
MS,easy,cGANl4iQl1,PE,30
MS,easy,cGANl4iQl1,EF,55
MS,easy,cGANl4iQl1,FR,45
MR,medium,cGANl4iQl1,ME,79
MR,medium,cGANl4iQl1,PH,50
MR,medium,cGANl4iQl1,TI,25
MR,medium,cGANl4iQl1,PE,65
MR,medium,cGANl4iQl1,EF,75
MR,medium,cGANl4iQl1,FR,85
ST,easy,cGANl4iQl1,ME,45
ST,easy,cGANl4iQl1,PH,26
ST,easy,cGANl4iQl1,TI,65
ST,easy,cGANl4iQl1,PE,30
ST,easy,cGANl4iQl1,EF,40
ST,easy,cGANl4iQl1,FR,30
MR,hard,cGANl4iQl1,ME,85
MR,hard,cGANl4iQl1,PH,34
MR,hard,cGANl4iQl1,TI,15
MR,hard,cGANl4iQl1,PE,45
MR,hard,cGANl4iQl1,EF,84
MR,hard,cGANl4iQl1,FR,90
MS,hard,cGANl4iQl1,ME,95
MS,hard,cGANl4iQl1,PH,65
MS,hard,cGANl4iQl1,TI,89
MS,hard,cGANl4iQl1,PE,85
MS,hard,cGANl4iQl1,EF,84
MS,hard,cGANl4iQl1,FR,80
MS,medium,cGANl4iQl1,ME,90
MS,medium,cGANl4iQl1,PH,55
MS,medium,cGANl4iQl1,TI,84
MS,medium,cGANl4iQl1,PE,65
MS,medium,cGANl4iQl1,EF,89
MS,medium,cGANl4iQl1,FR,96
ST,medium,cGANl4iQl1,ME,85
ST,medium,cGANl4iQl1,PH,24
ST,medium,cGANl4iQl1,TI,90
ST,medium,cGANl4iQl1,PE,70
ST,medium,cGANl4iQl1,EF,85
ST,medium,cGANl4iQl1,FR,70
ST,hard,cGANl4iQl1,ME,85
ST,hard,cGANl4iQl1,PH,20
ST,hard,cGANl4iQl1,TI,99
ST,hard,cGANl4iQl1,PE,64
ST,hard,cGANl4iQl1,EF,90
ST,hard,cGANl4iQl1,FR,100
MR,easy,cGANl4iQl1,ME,80
MR,easy,cGANl4iQl1,PH,19
MR,easy,cGANl4iQl1,TI,21
MR,easy,cGANl4iQl1,PE,64
MR,easy,cGANl4iQl1,EF,79
MR,easy,cGANl4iQl1,FR,85
MS,easy,jDL2pqqoXv,ME,9
MS,easy,jDL2pqqoXv,PH,1
MS,easy,jDL2pqqoXv,TI,32
MS,easy,jDL2pqqoXv,PE,14
MS,easy,jDL2pqqoXv,EF,21
MS,easy,jDL2pqqoXv,FR,19
ST,medium,jDL2pqqoXv,ME,48
ST,medium,jDL2pqqoXv,PH,23
ST,medium,jDL2pqqoXv,TI,98
ST,medium,jDL2pqqoXv,PE,5
ST,medium,jDL2pqqoXv,EF,48
ST,medium,jDL2pqqoXv,FR,50
MR,hard,jDL2pqqoXv,ME,98
MR,hard,jDL2pqqoXv,PH,20
MR,hard,jDL2pqqoXv,TI,1
MR,hard,jDL2pqqoXv,PE,50
MR,hard,jDL2pqqoXv,EF,65
MR,hard,jDL2pqqoXv,FR,36
MR,medium,jDL2pqqoXv,ME,69
MR,medium,jDL2pqqoXv,PH,26
MR,medium,jDL2pqqoXv,TI,13
MR,medium,jDL2pqqoXv,PE,27
MR,medium,jDL2pqqoXv,EF,65
MR,medium,jDL2pqqoXv,FR,64
MR,easy,jDL2pqqoXv,ME,50
MR,easy,jDL2pqqoXv,PH,30
MR,easy,jDL2pqqoXv,TI,7
MR,easy,jDL2pqqoXv,PE,25
MR,easy,jDL2pqqoXv,EF,74
MR,easy,jDL2pqqoXv,FR,60
MS,medium,jDL2pqqoXv,ME,99
MS,medium,jDL2pqqoXv,PH,70
MS,medium,jDL2pqqoXv,TI,97
MS,medium,jDL2pqqoXv,PE,5
MS,medium,jDL2pqqoXv,EF,99
MS,medium,jDL2pqqoXv,FR,99
MS,hard,jDL2pqqoXv,ME,99
MS,hard,jDL2pqqoXv,PH,99
MS,hard,jDL2pqqoXv,TI,98
MS,hard,jDL2pqqoXv,PE,15
MS,hard,jDL2pqqoXv,EF,98
MS,hard,jDL2pqqoXv,FR,98
ST,hard,jDL2pqqoXv,ME,100
ST,hard,jDL2pqqoXv,PH,97
ST,hard,jDL2pqqoXv,TI,22
ST,hard,jDL2pqqoXv,PE,1
ST,hard,jDL2pqqoXv,EF,99
ST,hard,jDL2pqqoXv,FR,97
ST,easy,jDL2pqqoXv,ME,76
ST,easy,jDL2pqqoXv,PH,55
ST,easy,jDL2pqqoXv,TI,69
ST,easy,jDL2pqqoXv,PE,1
ST,easy,jDL2pqqoXv,EF,76
ST,easy,jDL2pqqoXv,FR,76
MS,hard,HV4ueBgaoL,ME,100
MS,hard,HV4ueBgaoL,PH,50
MS,hard,HV4ueBgaoL,TI,100
MS,hard,HV4ueBgaoL,PE,35
MS,hard,HV4ueBgaoL,EF,100
MS,hard,HV4ueBgaoL,FR,100
MR,easy,HV4ueBgaoL,ME,100
MR,easy,HV4ueBgaoL,PH,0
MR,easy,HV4ueBgaoL,TI,0
MR,easy,HV4ueBgaoL,PE,95
MR,easy,HV4ueBgaoL,EF,70
MR,easy,HV4ueBgaoL,FR,100
MR,hard,HV4ueBgaoL,ME,65
MR,hard,HV4ueBgaoL,PH,0
MR,hard,HV4ueBgaoL,TI,0
MR,hard,HV4ueBgaoL,PE,100
MR,hard,HV4ueBgaoL,EF,20
MR,hard,HV4ueBgaoL,FR,100
MS,easy,HV4ueBgaoL,ME,100
MS,easy,HV4ueBgaoL,PH,50
MS,easy,HV4ueBgaoL,TI,50
MS,easy,HV4ueBgaoL,PE,0
MS,easy,HV4ueBgaoL,EF,100
MS,easy,HV4ueBgaoL,FR,100
ST,medium,HV4ueBgaoL,ME,100
ST,medium,HV4ueBgaoL,PH,0
ST,medium,HV4ueBgaoL,TI,100
ST,medium,HV4ueBgaoL,PE,50
ST,medium,HV4ueBgaoL,EF,100
ST,medium,HV4ueBgaoL,FR,100
MR,medium,HV4ueBgaoL,ME,100
MR,medium,HV4ueBgaoL,PH,0
MR,medium,HV4ueBgaoL,TI,0
MR,medium,HV4ueBgaoL,PE,100
MR,medium,HV4ueBgaoL,EF,10
MR,medium,HV4ueBgaoL,FR,100
MS,medium,HV4ueBgaoL,ME,100
MS,medium,HV4ueBgaoL,PH,100
MS,medium,HV4ueBgaoL,TI,50
MS,medium,HV4ueBgaoL,PE,50
MS,medium,HV4ueBgaoL,EF,100
MS,medium,HV4ueBgaoL,FR,100
ST,hard,HV4ueBgaoL,ME,100
ST,hard,HV4ueBgaoL,PH,0
ST,hard,HV4ueBgaoL,TI,100
ST,hard,HV4ueBgaoL,PE,100
ST,hard,HV4ueBgaoL,EF,100
ST,hard,HV4ueBgaoL,FR,100
ST,easy,HV4ueBgaoL,ME,65
ST,easy,HV4ueBgaoL,PH,0
ST,easy,HV4ueBgaoL,TI,90
ST,easy,HV4ueBgaoL,PE,25
ST,easy,HV4ueBgaoL,EF,100
ST,easy,HV4ueBgaoL,FR,99
MS,medium,2HJHCZEQE1,ME,81
MS,medium,2HJHCZEQE1,PH,63
MS,medium,2HJHCZEQE1,TI,83
MS,medium,2HJHCZEQE1,PE,73
MS,medium,2HJHCZEQE1,EF,76
MS,medium,2HJHCZEQE1,FR,81
MR,medium,2HJHCZEQE1,ME,57
MR,medium,2HJHCZEQE1,PH,35
MR,medium,2HJHCZEQE1,TI,24
MR,medium,2HJHCZEQE1,PE,64
MR,medium,2HJHCZEQE1,EF,74
MR,medium,2HJHCZEQE1,FR,51
MS,easy,2HJHCZEQE1,ME,62
MS,easy,2HJHCZEQE1,PH,38
MS,easy,2HJHCZEQE1,TI,63
MS,easy,2HJHCZEQE1,PE,22
MS,easy,2HJHCZEQE1,EF,69
MS,easy,2HJHCZEQE1,FR,54
ST,easy,2HJHCZEQE1,ME,62
ST,easy,2HJHCZEQE1,PH,40
ST,easy,2HJHCZEQE1,TI,63
ST,easy,2HJHCZEQE1,PE,13
ST,easy,2HJHCZEQE1,EF,67
ST,easy,2HJHCZEQE1,FR,51
MR,easy,2HJHCZEQE1,ME,60
MR,easy,2HJHCZEQE1,PH,43
MR,easy,2HJHCZEQE1,TI,21
MR,easy,2HJHCZEQE1,PE,43
MR,easy,2HJHCZEQE1,EF,72
MR,easy,2HJHCZEQE1,FR,59
ST,hard,2HJHCZEQE1,ME,76
ST,hard,2HJHCZEQE1,PH,62
ST,hard,2HJHCZEQE1,TI,98
ST,hard,2HJHCZEQE1,PE,49
ST,hard,2HJHCZEQE1,EF,72
ST,hard,2HJHCZEQE1,FR,89
MS,hard,2HJHCZEQE1,ME,98
MS,hard,2HJHCZEQE1,PH,83
MS,hard,2HJHCZEQE1,TI,98
MS,hard,2HJHCZEQE1,PE,37
MS,hard,2HJHCZEQE1,EF,98
MS,hard,2HJHCZEQE1,FR,98
MR,hard,2HJHCZEQE1,ME,97
MR,hard,2HJHCZEQE1,PH,64
MR,hard,2HJHCZEQE1,TI,37
MR,hard,2HJHCZEQE1,PE,86
MR,hard,2HJHCZEQE1,EF,85
MR,hard,2HJHCZEQE1,FR,98
ST,medium,2HJHCZEQE1,ME,75
ST,medium,2HJHCZEQE1,PH,47
ST,medium,2HJHCZEQE1,TI,97
ST,medium,2HJHCZEQE1,PE,82
ST,medium,2HJHCZEQE1,EF,75
ST,medium,2HJHCZEQE1,FR,94
MS,medium,Fd15tXKjh3,ME,53
MS,medium,Fd15tXKjh3,PH,10
MS,medium,Fd15tXKjh3,TI,50
MS,medium,Fd15tXKjh3,PE,0
MS,medium,Fd15tXKjh3,EF,40
MS,medium,Fd15tXKjh3,FR,67
ST,easy,Fd15tXKjh3,ME,14
ST,easy,Fd15tXKjh3,PH,2
ST,easy,Fd15tXKjh3,TI,3
ST,easy,Fd15tXKjh3,PE,0
ST,easy,Fd15tXKjh3,EF,17
ST,easy,Fd15tXKjh3,FR,5
MR,hard,Fd15tXKjh3,ME,78
MR,hard,Fd15tXKjh3,PH,9
MR,hard,Fd15tXKjh3,TI,19
MR,hard,Fd15tXKjh3,PE,5
MR,hard,Fd15tXKjh3,EF,67
MR,hard,Fd15tXKjh3,FR,70
MS,hard,Fd15tXKjh3,ME,69
MS,hard,Fd15tXKjh3,PH,6
MS,hard,Fd15tXKjh3,TI,77
MS,hard,Fd15tXKjh3,PE,13
MS,hard,Fd15tXKjh3,EF,70
MS,hard,Fd15tXKjh3,FR,81
MR,medium,Fd15tXKjh3,ME,42
MR,medium,Fd15tXKjh3,PH,5
MR,medium,Fd15tXKjh3,TI,13
MR,medium,Fd15tXKjh3,PE,1
MR,medium,Fd15tXKjh3,EF,15
MR,medium,Fd15tXKjh3,FR,10
ST,medium,Fd15tXKjh3,ME,84
ST,medium,Fd15tXKjh3,PH,8
ST,medium,Fd15tXKjh3,TI,98
ST,medium,Fd15tXKjh3,PE,20
ST,medium,Fd15tXKjh3,EF,73
ST,medium,Fd15tXKjh3,FR,84
ST,hard,Fd15tXKjh3,ME,97
ST,hard,Fd15tXKjh3,PH,2
ST,hard,Fd15tXKjh3,TI,99
ST,hard,Fd15tXKjh3,PE,53
ST,hard,Fd15tXKjh3,EF,76
ST,hard,Fd15tXKjh3,FR,95
MR,easy,Fd15tXKjh3,ME,2
MR,easy,Fd15tXKjh3,PH,4
MR,easy,Fd15tXKjh3,TI,4
MR,easy,Fd15tXKjh3,PE,0
MR,easy,Fd15tXKjh3,EF,7
MR,easy,Fd15tXKjh3,FR,6
MS,easy,Fd15tXKjh3,ME,6
MS,easy,Fd15tXKjh3,PH,4
MS,easy,Fd15tXKjh3,TI,5
MS,easy,Fd15tXKjh3,PE,0
MS,easy,Fd15tXKjh3,EF,4
MS,easy,Fd15tXKjh3,FR,18
MS,medium,E1wQ16OGRS,ME,70
MS,medium,E1wQ16OGRS,PH,5
MS,medium,E1wQ16OGRS,TI,90
MS,medium,E1wQ16OGRS,PE,35
MS,medium,E1wQ16OGRS,EF,65
MS,medium,E1wQ16OGRS,FR,70
MS,easy,E1wQ16OGRS,ME,5
MS,easy,E1wQ16OGRS,PH,1
MS,easy,E1wQ16OGRS,TI,5
MS,easy,E1wQ16OGRS,PE,0
MS,easy,E1wQ16OGRS,EF,5
MS,easy,E1wQ16OGRS,FR,2
ST,easy,E1wQ16OGRS,ME,5
ST,easy,E1wQ16OGRS,PH,0
ST,easy,E1wQ16OGRS,TI,5
ST,easy,E1wQ16OGRS,PE,0
ST,easy,E1wQ16OGRS,EF,1
ST,easy,E1wQ16OGRS,FR,0
MS,hard,E1wQ16OGRS,ME,95
MS,hard,E1wQ16OGRS,PH,5
MS,hard,E1wQ16OGRS,TI,100
MS,hard,E1wQ16OGRS,PE,70
MS,hard,E1wQ16OGRS,EF,85
MS,hard,E1wQ16OGRS,FR,15
MR,easy,E1wQ16OGRS,ME,10
MR,easy,E1wQ16OGRS,PH,1
MR,easy,E1wQ16OGRS,TI,0
MR,easy,E1wQ16OGRS,PE,5
MR,easy,E1wQ16OGRS,EF,5
MR,easy,E1wQ16OGRS,FR,0
MR,medium,E1wQ16OGRS,ME,10
MR,medium,E1wQ16OGRS,PH,1
MR,medium,E1wQ16OGRS,TI,0
MR,medium,E1wQ16OGRS,PE,6
MR,medium,E1wQ16OGRS,EF,5
MR,medium,E1wQ16OGRS,FR,0
ST,medium,E1wQ16OGRS,ME,20
ST,medium,E1wQ16OGRS,PH,5
ST,medium,E1wQ16OGRS,TI,85
ST,medium,E1wQ16OGRS,PE,25
ST,medium,E1wQ16OGRS,EF,40
ST,medium,E1wQ16OGRS,FR,5
ST,hard,E1wQ16OGRS,ME,5
ST,hard,E1wQ16OGRS,PH,1
ST,hard,E1wQ16OGRS,TI,100
ST,hard,E1wQ16OGRS,PE,85
ST,hard,E1wQ16OGRS,EF,5
ST,hard,E1wQ16OGRS,FR,75
MR,hard,E1wQ16OGRS,ME,5
MR,hard,E1wQ16OGRS,PH,2
MR,hard,E1wQ16OGRS,TI,0
MR,hard,E1wQ16OGRS,PE,8
MR,hard,E1wQ16OGRS,EF,15
MR,hard,E1wQ16OGRS,FR,2
MS,medium,E6k5x9v8pf,ME,16
MS,medium,E6k5x9v8pf,PH,5
MS,medium,E6k5x9v8pf,TI,23
MS,medium,E6k5x9v8pf,PE,13
MS,medium,E6k5x9v8pf,EF,24
MS,medium,E6k5x9v8pf,FR,5
ST,easy,E6k5x9v8pf,ME,6
ST,easy,E6k5x9v8pf,PH,1
ST,easy,E6k5x9v8pf,TI,6
ST,easy,E6k5x9v8pf,PE,4
ST,easy,E6k5x9v8pf,EF,4
ST,easy,E6k5x9v8pf,FR,2
ST,medium,E6k5x9v8pf,ME,53
ST,medium,E6k5x9v8pf,PH,4
ST,medium,E6k5x9v8pf,TI,93
ST,medium,E6k5x9v8pf,PE,44
ST,medium,E6k5x9v8pf,EF,43
ST,medium,E6k5x9v8pf,FR,58
MS,easy,E6k5x9v8pf,ME,9
MS,easy,E6k5x9v8pf,PH,9
MS,easy,E6k5x9v8pf,TI,4
MS,easy,E6k5x9v8pf,PE,7
MS,easy,E6k5x9v8pf,EF,13
MS,easy,E6k5x9v8pf,FR,6
MR,hard,E6k5x9v8pf,ME,21
MR,hard,E6k5x9v8pf,PH,6
MR,hard,E6k5x9v8pf,TI,2
MR,hard,E6k5x9v8pf,PE,19
MR,hard,E6k5x9v8pf,EF,21
MR,hard,E6k5x9v8pf,FR,8
MR,medium,E6k5x9v8pf,ME,5
MR,medium,E6k5x9v8pf,PH,2
MR,medium,E6k5x9v8pf,TI,0
MR,medium,E6k5x9v8pf,PE,2
MR,medium,E6k5x9v8pf,EF,4
MR,medium,E6k5x9v8pf,FR,3
MS,hard,E6k5x9v8pf,ME,75
MS,hard,E6k5x9v8pf,PH,8
MS,hard,E6k5x9v8pf,TI,100
MS,hard,E6k5x9v8pf,PE,73
MS,hard,E6k5x9v8pf,EF,61
MS,hard,E6k5x9v8pf,FR,90
MR,easy,E6k5x9v8pf,ME,2
MR,easy,E6k5x9v8pf,PH,3
MR,easy,E6k5x9v8pf,TI,0
MR,easy,E6k5x9v8pf,PE,0
MR,easy,E6k5x9v8pf,EF,7
MR,easy,E6k5x9v8pf,FR,0
ST,hard,E6k5x9v8pf,ME,87
ST,hard,E6k5x9v8pf,PH,4
ST,hard,E6k5x9v8pf,TI,100
ST,hard,E6k5x9v8pf,PE,100
ST,hard,E6k5x9v8pf,EF,0
ST,hard,E6k5x9v8pf,FR,98
MS,hard,cSI9W49vxo,ME,73
MS,hard,cSI9W49vxo,PH,63
MS,hard,cSI9W49vxo,TI,85
MS,hard,cSI9W49vxo,PE,72
MS,hard,cSI9W49vxo,EF,74
MS,hard,cSI9W49vxo,FR,71
MR,hard,cSI9W49vxo,ME,24
MR,hard,cSI9W49vxo,PH,34
MR,hard,cSI9W49vxo,TI,34
MR,hard,cSI9W49vxo,PE,8
MR,hard,cSI9W49vxo,EF,54
MR,hard,cSI9W49vxo,FR,60
MS,medium,cSI9W49vxo,ME,66
MS,medium,cSI9W49vxo,PH,56
MS,medium,cSI9W49vxo,TI,63
MS,medium,cSI9W49vxo,PE,64
MS,medium,cSI9W49vxo,EF,58
MS,medium,cSI9W49vxo,FR,57
ST,easy,cSI9W49vxo,ME,43
ST,easy,cSI9W49vxo,PH,42
ST,easy,cSI9W49vxo,TI,42
ST,easy,cSI9W49vxo,PE,12
ST,easy,cSI9W49vxo,EF,55
ST,easy,cSI9W49vxo,FR,46
MR,medium,cSI9W49vxo,ME,67
MR,medium,cSI9W49vxo,PH,61
MR,medium,cSI9W49vxo,TI,60
MR,medium,cSI9W49vxo,PE,43
MR,medium,cSI9W49vxo,EF,61
MR,medium,cSI9W49vxo,FR,70
MS,easy,cSI9W49vxo,ME,45
MS,easy,cSI9W49vxo,PH,47
MS,easy,cSI9W49vxo,TI,52
MS,easy,cSI9W49vxo,PE,18
MS,easy,cSI9W49vxo,EF,59
MS,easy,cSI9W49vxo,FR,62
ST,hard,cSI9W49vxo,ME,72
ST,hard,cSI9W49vxo,PH,89
ST,hard,cSI9W49vxo,TI,98
ST,hard,cSI9W49vxo,PE,87
ST,hard,cSI9W49vxo,EF,59
ST,hard,cSI9W49vxo,FR,88
ST,medium,cSI9W49vxo,ME,63
ST,medium,cSI9W49vxo,PH,59
ST,medium,cSI9W49vxo,TI,76
ST,medium,cSI9W49vxo,PE,62
ST,medium,cSI9W49vxo,EF,56
ST,medium,cSI9W49vxo,FR,62
MR,easy,cSI9W49vxo,ME,55
MR,easy,cSI9W49vxo,PH,44
MR,easy,cSI9W49vxo,TI,52
MR,easy,cSI9W49vxo,PE,47
MR,easy,cSI9W49vxo,EF,57
MR,easy,cSI9W49vxo,FR,57
