correctAns,base_pic,rotated_pic,key,is_correct,rt,task,level,trial,id
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,9.6957,MR,easy,15,cHjpJUhddy
left,images/base/15_b.png,images/combined/15_a_x_0_y_0_z_45.png,left,1,5.6625,MR,easy,16,cHjpJUhddy
right,images/base/11_b.png,images/combined/11_b_x_45_y_0_z_270.png,right,1,5.2463,MR,medium,1,cHjpJUhddy
left,images/base/3_b.png,images/combined/3_a_x_45_y_0_z_270.png,left,1,0.5806,MR,medium,2,cHjpJUhddy
right,images/base/13_a.png,images/combined/13_a_x_45_y_0_z_270.png,left,0,2.1162,MR,medium,3,cHjpJUhddy
right,images/base/7_a.png,images/combined/7_a_x_315_y_0_z_270.png,right,1,1.3005,MR,medium,4,cHjpJUhddy
left,images/base/16_a.png,images/combined/16_b_x_315_y_0_z_90.png,left,1,1.6549,MR,medium,5,cHjpJUhddy
right,images/base/15_a.png,images/combined/15_a_x_315_y_0_z_270.png,right,1,4.4863,MR,medium,6,cHjpJUhddy
left,images/base/9_b.png,images/combined/9_a_x_315_y_0_z_90.png,right,0,2.3819,MR,medium,7,cHjpJUhddy
left,images/base/5_b.png,images/combined/5_a_x_315_y_0_z_90.png,left,1,1.6834,MR,medium,8,cHjpJUhddy
left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_270.png,right,0,1.8919,MR,medium,9,cHjpJUhddy
right,images/base/12_b.png,images/combined/12_b_x_45_y_0_z_270.png,left,0,1.3326,MR,medium,10,cHjpJUhddy
left,images/base/4_b.png,images/combined/4_a_x_45_y_0_z_270.png,left,1,0.9582,MR,medium,11,cHjpJUhddy
right,images/base/8_a.png,images/combined/8_a_x_45_y_0_z_270.png,right,1,0.4374,MR,medium,12,cHjpJUhddy
right,images/base/1_a.png,images/combined/1_a_x_315_y_0_z_90.png,left,0,0.4569,MR,medium,13,cHjpJUhddy
right,images/base/10_a.png,images/combined/10_a_x_45_y_0_z_90.png,right,1,0.7144,MR,medium,14,cHjpJUhddy
right,images/base/2_a.png,images/combined/2_a_x_315_y_0_z_90.png,right,1,0.3689,MR,medium,15,cHjpJUhddy
left,images/base/14_a.png,images/combined/14_b_x_45_y_0_z_270.png,right,0,0.4256,MR,medium,16,cHjpJUhddy
right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_270.png,right,1,10.2587,MR,hard,1,cHjpJUhddy
right,images/base/2_b.png,images/combined/2_b_x_270_y_0_z_270.png,left,0,8.319,MR,hard,2,cHjpJUhddy
right,images/base/12_b.png,images/combined/12_b_x_270_y_0_z_90.png,right,1,20.1875,MR,hard,3,cHjpJUhddy
right,images/base/11_b.png,images/combined/11_b_x_90_y_0_z_270.png,right,1,16.8068,MR,hard,4,cHjpJUhddy
right,images/base/13_a.png,images/combined/13_a_x_270_y_0_z_270.png,left,0,9.3539,MR,hard,5,cHjpJUhddy
left,images/base/14_a.png,images/combined/14_b_x_90_y_0_z_90.png,left,1,10.7314,MR,hard,6,cHjpJUhddy
left,images/base/4_a.png,images/combined/4_b_x_270_y_0_z_90.png,left,1,18.4365,MR,hard,7,cHjpJUhddy
left,images/base/7_b.png,images/combined/7_a_x_90_y_0_z_270.png,left,1,6.5616,MR,hard,8,cHjpJUhddy
left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_270.png,left,1,6.7617,MR,hard,9,cHjpJUhddy
right,images/base/1_b.png,images/combined/1_b_x_270_y_0_z_90.png,right,1,9.9464,MR,hard,10,cHjpJUhddy
right,images/base/3_b.png,images/combined/3_b_x_270_y_0_z_90.png,right,1,4.1795,MR,hard,11,cHjpJUhddy
left,images/base/9_a.png,images/combined/9_b_x_90_y_0_z_90.png,left,1,7.785,MR,hard,12,cHjpJUhddy
left,images/base/6_b.png,images/combined/6_a_x_270_y_0_z_270.png,left,1,3.0625,MR,hard,13,cHjpJUhddy
left,images/base/16_a.png,images/combined/16_b_x_270_y_0_z_270.png,left,1,5.9704,MR,hard,14,cHjpJUhddy
right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,left,0,5.8295,MR,hard,15,cHjpJUhddy
right,images/base/8_b.png,images/combined/8_b_x_90_y_0_z_270.png,left,0,5.112,MR,hard,16,cHjpJUhddy
right,images/base/15_a.png,images/combined/15_a_x_0_y_0_z_315.png,left,0,2.678599999,MR,easy,1,qI9h62z2Ku
left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_45.png,right,0,3.600900001,MR,easy,2,qI9h62z2Ku
right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_45.png,right,1,5.5839,MR,easy,3,qI9h62z2Ku
right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_45.png,right,1,6.3144,MR,easy,4,qI9h62z2Ku
right,images/base/7_b.png,images/combined/7_b_x_0_y_0_z_45.png,right,1,5.832,MR,easy,5,qI9h62z2Ku
left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_315.png,left,1,7.592,MR,easy,6,qI9h62z2Ku
left,images/base/12_b.png,images/combined/12_a_x_0_y_0_z_45.png,left,1,6.9843,MR,easy,7,qI9h62z2Ku
right,images/base/2_b.png,images/combined/2_b_x_0_y_0_z_45.png,right,1,4.467400001,MR,easy,8,qI9h62z2Ku
right,images/base/8_b.png,images/combined/8_b_x_0_y_0_z_315.png,right,1,6.719,MR,easy,9,qI9h62z2Ku
left,images/base/13_b.png,images/combined/13_a_x_0_y_0_z_315.png,left,1,6.1881,MR,easy,10,qI9h62z2Ku
right,images/base/1_a.png,images/combined/1_a_x_0_y_0_z_315.png,right,1,5.3508,MR,easy,11,qI9h62z2Ku
left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_315.png,left,1,3.566799999,MR,easy,12,qI9h62z2Ku
left,images/base/11_b.png,images/combined/11_a_x_0_y_0_z_315.png,right,0,11.9991,MR,easy,13,qI9h62z2Ku
right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_45.png,right,1,4.5609,MR,easy,14,qI9h62z2Ku
right,images/base/16_b.png,images/combined/16_b_x_0_y_0_z_45.png,right,1,6.461700001,MR,easy,15,qI9h62z2Ku
right,images/base/5_a.png,images/combined/5_a_x_0_y_0_z_315.png,right,1,4.2503,MR,easy,16,qI9h62z2Ku
left,images/base/4_a.png,images/combined/4_b_x_45_y_0_z_270.png,right,0,8.975400001,MR,medium,1,qI9h62z2Ku
left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_270.png,right,0,7.135200001,MR,medium,2,qI9h62z2Ku
right,images/base/7_a.png,images/combined/7_a_x_45_y_0_z_90.png,right,1,5.668,MR,medium,3,qI9h62z2Ku
left,images/base/13_b.png,images/combined/13_a_x_315_y_0_z_90.png,right,0,10.9177,MR,medium,4,qI9h62z2Ku
left,images/base/11_b.png,images/combined/11_a_x_45_y_0_z_90.png,right,0,7.7493,MR,medium,5,qI9h62z2Ku
left,images/base/12_a.png,images/combined/12_b_x_45_y_0_z_270.png,left,1,7.110099999,MR,medium,6,qI9h62z2Ku
left,images/base/10_a.png,images/combined/10_b_x_45_y_0_z_270.png,right,0,18.9675,MR,medium,7,qI9h62z2Ku
right,images/base/9_b.png,images/combined/9_b_x_45_y_0_z_270.png,right,1,14.4167,MR,medium,8,qI9h62z2Ku
right,images/base/1_b.png,images/combined/1_b_x_45_y_0_z_90.png,right,1,14.3511,MR,medium,9,qI9h62z2Ku
left,images/base/3_a.png,images/combined/3_b_x_315_y_0_z_90.png,left,1,5.917599999,MR,medium,10,qI9h62z2Ku
right,images/base/8_b.png,images/combined/8_b_x_45_y_0_z_270.png,right,1,8.3333,MR,medium,11,qI9h62z2Ku
left,images/base/16_b.png,images/combined/16_a_x_315_y_0_z_270.png,right,0,12.8508,MR,medium,12,qI9h62z2Ku
left,images/base/2_b.png,images/combined/2_a_x_315_y_0_z_270.png,right,0,5.876799999,MR,medium,13,qI9h62z2Ku
right,images/base/6_b.png,images/combined/6_b_x_45_y_0_z_90.png,left,0,7.7205,MR,medium,14,qI9h62z2Ku
right,images/base/14_b.png,images/combined/14_b_x_45_y_0_z_90.png,left,0,12.9343,MR,medium,15,qI9h62z2Ku
right,images/base/15_a.png,images/combined/15_a_x_45_y_0_z_90.png,right,1,10.3344,MR,medium,16,qI9h62z2Ku
right,images/base/4_b.png,images/combined/4_b_x_90_y_0_z_90.png,right,1,6.1599,MR,hard,1,qI9h62z2Ku
right,images/base/14_a.png,images/combined/14_a_x_90_y_0_z_270.png,right,1,4.4668,MR,hard,2,qI9h62z2Ku
left,images/base/8_b.png,images/combined/8_a_x_270_y_0_z_270.png,right,0,6.1842,MR,hard,3,qI9h62z2Ku
left,images/base/11_b.png,images/combined/11_a_x_90_y_0_z_90.png,right,0,6.452099999,MR,hard,4,qI9h62z2Ku
left,images/base/12_a.png,images/combined/12_b_x_90_y_0_z_270.png,right,0,5.447,MR,hard,5,qI9h62z2Ku
right,images/base/15_a.png,images/combined/15_a_x_270_y_0_z_270.png,right,1,4.7459,MR,hard,6,qI9h62z2Ku
right,images/base/7_b.png,images/combined/7_b_x_90_y_0_z_270.png,right,1,8.112599999,MR,hard,7,qI9h62z2Ku
left,images/base/1_b.png,images/combined/1_a_x_90_y_0_z_270.png,right,0,13.3974,MR,hard,8,qI9h62z2Ku
left,images/base/5_b.png,images/combined/5_a_x_270_y_0_z_90.png,right,0,8.8737,MR,hard,9,qI9h62z2Ku
right,images/base/16_b.png,images/combined/16_b_x_90_y_0_z_270.png,right,1,7.6233,MR,hard,10,qI9h62z2Ku
right,images/base/2_a.png,images/combined/2_a_x_270_y_0_z_270.png,right,1,5.529700001,MR,hard,11,qI9h62z2Ku
right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,right,1,9.8507,MR,hard,12,qI9h62z2Ku
right,images/base/13_a.png,images/combined/13_a_x_90_y_0_z_270.png,right,1,5.718299999,MR,hard,13,qI9h62z2Ku
left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_90.png,right,0,7.8351,MR,hard,14,qI9h62z2Ku
left,images/base/3_a.png,images/combined/3_b_x_270_y_0_z_270.png,right,0,8.7414,MR,hard,15,qI9h62z2Ku
right,images/base/6_b.png,images/combined/6_b_x_270_y_0_z_270.png,left,0,6.2754,MR,hard,16,qI9h62z2Ku
right,images/base/8_a.png,images/combined/8_a_x_0_y_0_z_45.png,right,1,10.374,MR,easy,1,OSi3LnpELr
right,images/base/4_b.png,images/combined/4_b_x_0_y_0_z_45.png,right,1,11.4229,MR,easy,2,OSi3LnpELr
left,images/base/9_a.png,images/combined/9_b_x_0_y_0_z_315.png,left,1,6.5728,MR,easy,3,OSi3LnpELr
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_315.png,left,1,6.714,MR,easy,4,OSi3LnpELr
right,images/base/6_a.png,images/combined/6_a_x_0_y_0_z_45.png,right,1,15.1057,MR,easy,5,OSi3LnpELr
left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_315.png,left,1,14.8556,MR,easy,6,OSi3LnpELr
left,images/base/3_b.png,images/combined/3_a_x_0_y_0_z_45.png,left,1,34.7905,MR,easy,7,OSi3LnpELr
left,images/base/1_a.png,images/combined/1_b_x_0_y_0_z_45.png,left,1,11.6131,MR,easy,8,OSi3LnpELr
left,images/base/15_a.png,images/combined/15_b_x_0_y_0_z_315.png,left,1,6.7116,MR,easy,9,OSi3LnpELr
left,images/base/2_b.png,images/combined/2_a_x_0_y_0_z_315.png,left,1,19.25,MR,easy,10,OSi3LnpELr
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_45.png,right,1,2.6315,MR,easy,11,OSi3LnpELr
right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_315.png,right,1,5.1643,MR,easy,12,OSi3LnpELr
left,images/base/14_a.png,images/combined/14_b_x_0_y_0_z_315.png,left,1,3.9746,MR,easy,13,OSi3LnpELr
left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_315.png,left,1,3.8493,MR,easy,14,OSi3LnpELr
right,images/base/11_a.png,images/combined/11_a_x_0_y_0_z_315.png,right,1,10.8012,MR,easy,15,OSi3LnpELr
right,images/base/12_a.png,images/combined/12_a_x_0_y_0_z_315.png,right,1,4.222,MR,easy,16,OSi3LnpELr
right,images/base/2_b.png,images/combined/2_b_x_315_y_0_z_90.png,right,1,7.9367,MR,medium,1,OSi3LnpELr
left,images/base/14_a.png,images/combined/14_b_x_315_y_0_z_90.png,left,1,7.2793,MR,medium,2,OSi3LnpELr
left,images/base/10_b.png,images/combined/10_a_x_45_y_0_z_270.png,left,1,13.5106,MR,medium,3,OSi3LnpELr
left,images/base/4_a.png,images/combined/4_b_x_315_y_0_z_90.png,left,1,6.5147,MR,medium,4,OSi3LnpELr
right,images/base/6_b.png,images/combined/6_b_x_315_y_0_z_270.png,right,1,6.6197,MR,medium,5,OSi3LnpELr
right,images/base/5_a.png,images/combined/5_a_x_45_y_0_z_270.png,left,0,3.2644,MR,medium,6,OSi3LnpELr
left,images/base/12_b.png,images/combined/12_a_x_315_y_0_z_270.png,right,0,3.4111,MR,medium,7,OSi3LnpELr
right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_270.png,right,1,5.2832,MR,medium,8,OSi3LnpELr
right,images/base/9_b.png,images/combined/9_b_x_315_y_0_z_270.png,left,0,1.436,MR,medium,9,OSi3LnpELr
left,images/base/15_a.png,images/combined/15_b_x_315_y_0_z_90.png,left,1,1.5448,MR,medium,10,OSi3LnpELr
right,images/base/13_a.png,images/combined/13_a_x_45_y_0_z_270.png,right,1,5.6671,MR,medium,11,OSi3LnpELr
left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,left,1,1.5228,MR,medium,12,OSi3LnpELr
left,images/base/1_a.png,images/combined/1_b_x_45_y_0_z_270.png,left,1,2.2415,MR,medium,13,OSi3LnpELr
left,images/base/16_b.png,images/combined/16_a_x_315_y_0_z_90.png,right,0,3.4163,MR,medium,14,OSi3LnpELr
right,images/base/8_b.png,images/combined/8_b_x_45_y_0_z_90.png,left,0,2.1564,MR,medium,15,OSi3LnpELr
left,images/base/3_a.png,images/combined/3_b_x_45_y_0_z_90.png,right,0,1.1329,MR,medium,16,OSi3LnpELr
right,images/base/9_b.png,images/combined/9_b_x_90_y_0_z_90.png,left,0,9.3318,MR,hard,1,OSi3LnpELr
left,images/base/8_a.png,images/combined/8_b_x_90_y_0_z_270.png,left,1,5.1939,MR,hard,2,OSi3LnpELr
right,images/base/7_b.png,images/combined/7_b_x_90_y_0_z_270.png,left,0,2.8824,MR,hard,3,OSi3LnpELr
right,images/base/11_b.png,images/combined/11_b_x_270_y_0_z_270.png,right,1,1.1044,MR,hard,4,OSi3LnpELr
left,images/base/14_b.png,images/combined/14_a_x_270_y_0_z_270.png,left,1,1.1381,MR,hard,5,OSi3LnpELr
left,images/base/5_a.png,images/combined/5_b_x_270_y_0_z_270.png,left,1,4.5339,MR,hard,6,OSi3LnpELr
right,images/base/13_a.png,images/combined/13_a_x_90_y_0_z_270.png,right,1,0.4168,MR,hard,7,OSi3LnpELr
right,images/base/15_b.png,images/combined/15_b_x_270_y_0_z_270.png,left,0,0.3998,MR,hard,8,OSi3LnpELr
right,images/base/10_b.png,images/combined/10_b_x_90_y_0_z_270.png,right,1,0.1929,MR,hard,9,OSi3LnpELr
left,images/base/4_b.png,images/combined/4_a_x_90_y_0_z_270.png,left,1,0.1011,MR,hard,10,OSi3LnpELr
right,images/base/6_b.png,images/combined/6_b_x_270_y_0_z_90.png,right,1,0.0099,MR,hard,11,OSi3LnpELr
right,images/base/3_b.png,images/combined/3_b_x_90_y_0_z_90.png,right,1,0.0231,MR,hard,12,OSi3LnpELr
right,images/base/1_b.png,images/combined/1_b_x_90_y_0_z_90.png,right,1,0.0582,MR,hard,13,OSi3LnpELr
right,images/base/12_a.png,images/combined/12_a_x_270_y_0_z_90.png,right,1,0.0673,MR,hard,14,OSi3LnpELr
right,images/base/2_b.png,images/combined/2_b_x_90_y_0_z_90.png,right,1,0.116,MR,hard,15,OSi3LnpELr
right,images/base/16_b.png,images/combined/16_b_x_270_y_0_z_270.png,left,0,0.0455,MR,hard,16,OSi3LnpELr
right,images/base/14_b.png,images/combined/14_b_x_0_y_0_z_45.png,right,1,10.5284,MR,easy,1,m0mjdT90SU
left,images/base/12_b.png,images/combined/12_a_x_0_y_0_z_315.png,left,1,7.851,MR,easy,2,m0mjdT90SU
left,images/base/8_a.png,images/combined/8_b_x_0_y_0_z_315.png,left,1,11.0136,MR,easy,3,m0mjdT90SU
right,images/base/10_b.png,images/combined/10_b_x_0_y_0_z_315.png,right,1,20.2815,MR,easy,4,m0mjdT90SU
right,images/base/9_b.png,images/combined/9_b_x_0_y_0_z_45.png,right,1,15.2061,MR,easy,5,m0mjdT90SU
right,images/base/15_b.png,images/combined/15_b_x_0_y_0_z_315.png,right,1,13.799,MR,easy,6,m0mjdT90SU
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_315.png,right,1,10.9187,MR,easy,7,m0mjdT90SU
left,images/base/11_a.png,images/combined/11_b_x_0_y_0_z_45.png,left,1,10.34,MR,easy,8,m0mjdT90SU
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_45.png,right,0,9.8346,MR,easy,9,m0mjdT90SU
left,images/base/1_b.png,images/combined/1_a_x_0_y_0_z_315.png,left,1,6.8753,MR,easy,10,m0mjdT90SU
left,images/base/2_a.png,images/combined/2_b_x_0_y_0_z_45.png,right,0,21.9589,MR,easy,11,m0mjdT90SU
right,images/base/3_b.png,images/combined/3_b_x_0_y_0_z_45.png,left,0,3.4722,MR,easy,12,m0mjdT90SU
right,images/base/5_a.png,images/combined/5_a_x_0_y_0_z_45.png,left,0,5.8202,MR,easy,13,m0mjdT90SU
left,images/base/16_a.png,images/combined/16_b_x_0_y_0_z_315.png,left,1,8.5334,MR,easy,14,m0mjdT90SU
left,images/base/4_a.png,images/combined/4_b_x_0_y_0_z_315.png,left,1,6.7341,MR,easy,15,m0mjdT90SU
right,images/base/6_b.png,images/combined/6_b_x_0_y_0_z_315.png,right,1,4.3718,MR,easy,16,m0mjdT90SU
right,images/base/16_a.png,images/combined/16_a_x_315_y_0_z_90.png,left,0,21.0156,MR,medium,1,m0mjdT90SU
left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_90.png,right,0,8.5879,MR,medium,2,m0mjdT90SU
right,images/base/11_b.png,images/combined/11_b_x_315_y_0_z_270.png,right,1,7.9796,MR,medium,3,m0mjdT90SU
left,images/base/1_b.png,images/combined/1_a_x_315_y_0_z_270.png,left,1,14.911,MR,medium,4,m0mjdT90SU
left,images/base/2_b.png,images/combined/2_a_x_315_y_0_z_270.png,right,0,15.0959,MR,medium,5,m0mjdT90SU
left,images/base/9_b.png,images/combined/9_a_x_315_y_0_z_270.png,left,1,3.4126,MR,medium,6,m0mjdT90SU
left,images/base/13_a.png,images/combined/13_b_x_315_y_0_z_90.png,right,0,35.8868,MR,medium,7,m0mjdT90SU
right,images/base/8_a.png,images/combined/8_a_x_45_y_0_z_270.png,left,0,2.0658,MR,medium,8,m0mjdT90SU
left,images/base/14_b.png,images/combined/14_a_x_45_y_0_z_270.png,left,1,1.8138,MR,medium,9,m0mjdT90SU
left,images/base/10_a.png,images/combined/10_b_x_45_y_0_z_90.png,right,0,1.2814,MR,medium,10,m0mjdT90SU
right,images/base/6_a.png,images/combined/6_a_x_45_y_0_z_90.png,right,1,7.8807,MR,medium,11,m0mjdT90SU
left,images/base/15_b.png,images/combined/15_a_x_45_y_0_z_270.png,right,0,2.961,MR,medium,12,m0mjdT90SU
left,images/base/12_b.png,images/combined/12_a_x_45_y_0_z_270.png,left,1,5.2376,MR,medium,13,m0mjdT90SU
right,images/base/3_a.png,images/combined/3_a_x_315_y_0_z_90.png,right,1,1.0823,MR,medium,14,m0mjdT90SU
left,images/base/7_a.png,images/combined/7_b_x_45_y_0_z_90.png,left,1,7.2994,MR,medium,15,m0mjdT90SU
right,images/base/4_b.png,images/combined/4_b_x_45_y_0_z_270.png,right,1,2.0001,MR,medium,16,m0mjdT90SU
left,images/base/6_b.png,images/combined/6_a_x_90_y_0_z_270.png,right,0,6.0253,MR,hard,1,m0mjdT90SU
left,images/base/8_b.png,images/combined/8_a_x_270_y_0_z_270.png,left,1,5.8227,MR,hard,2,m0mjdT90SU
right,images/base/15_b.png,images/combined/15_b_x_270_y_0_z_270.png,right,1,31.8322,MR,hard,3,m0mjdT90SU
right,images/base/9_a.png,images/combined/9_a_x_90_y_0_z_270.png,right,1,4.2877,MR,hard,4,m0mjdT90SU
left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_270.png,left,1,2.2799,MR,hard,5,m0mjdT90SU
right,images/base/11_a.png,images/combined/11_a_x_90_y_0_z_90.png,right,1,14.1803,MR,hard,6,m0mjdT90SU
left,images/base/1_a.png,images/combined/1_b_x_270_y_0_z_90.png,right,0,3.2785,MR,hard,7,m0mjdT90SU
left,images/base/4_a.png,images/combined/4_b_x_270_y_0_z_90.png,left,1,4.3732,MR,hard,8,m0mjdT90SU
right,images/base/10_a.png,images/combined/10_a_x_90_y_0_z_90.png,right,1,3.3275,MR,hard,9,m0mjdT90SU
left,images/base/16_b.png,images/combined/16_a_x_270_y_0_z_270.png,left,1,3.2092,MR,hard,10,m0mjdT90SU
right,images/base/7_b.png,images/combined/7_b_x_90_y_0_z_90.png,right,1,11.053,MR,hard,11,m0mjdT90SU
left,images/base/3_b.png,images/combined/3_a_x_270_y_0_z_270.png,right,0,1.9263,MR,hard,12,m0mjdT90SU
left,images/base/12_a.png,images/combined/12_b_x_270_y_0_z_270.png,left,1,1.6472,MR,hard,13,m0mjdT90SU
right,images/base/14_a.png,images/combined/14_a_x_90_y_0_z_270.png,left,0,2.6947,MR,hard,14,m0mjdT90SU
left,images/base/2_b.png,images/combined/2_a_x_270_y_0_z_90.png,right,0,1.6648,MR,hard,15,m0mjdT90SU
right,images/base/5_b.png,images/combined/5_b_x_270_y_0_z_270.png,left,0,7.6347,MR,hard,16,m0mjdT90SU
left,images/base/8_b.png,images/combined/8_a_x_0_y_0_z_45.png,left,1,9.995,MR,easy,1,I64skoy66n
right,images/base/1_b.png,images/combined/1_b_x_0_y_0_z_315.png,right,1,10.462,MR,easy,2,I64skoy66n
right,images/base/2_a.png,images/combined/2_a_x_0_y_0_z_315.png,right,1,5.294,MR,easy,3,I64skoy66n
right,images/base/15_a.png,images/combined/15_a_x_0_y_0_z_45.png,right,1,5.581,MR,easy,4,I64skoy66n
right,images/base/3_a.png,images/combined/3_a_x_0_y_0_z_45.png,right,1,4.94,MR,easy,5,I64skoy66n
left,images/base/5_b.png,images/combined/5_a_x_0_y_0_z_45.png,left,1,8.332,MR,easy,6,I64skoy66n
right,images/base/11_b.png,images/combined/11_b_x_0_y_0_z_45.png,right,1,4.515,MR,easy,7,I64skoy66n
left,images/base/12_a.png,images/combined/12_b_x_0_y_0_z_315.png,left,1,6.828,MR,easy,8,I64skoy66n
right,images/base/10_a.png,images/combined/10_a_x_0_y_0_z_45.png,right,1,5.754,MR,easy,9,I64skoy66n
left,images/base/14_b.png,images/combined/14_a_x_0_y_0_z_45.png,left,1,3.317,MR,easy,10,I64skoy66n
left,images/base/6_b.png,images/combined/6_a_x_0_y_0_z_45.png,left,1,3.775,MR,easy,11,I64skoy66n
left,images/base/9_b.png,images/combined/9_a_x_0_y_0_z_45.png,left,1,4.011,MR,easy,12,I64skoy66n
left,images/base/4_b.png,images/combined/4_a_x_0_y_0_z_315.png,left,1,3.753,MR,easy,13,I64skoy66n
left,images/base/13_a.png,images/combined/13_b_x_0_y_0_z_45.png,left,1,9.197,MR,easy,14,I64skoy66n
right,images/base/7_a.png,images/combined/7_a_x_0_y_0_z_45.png,right,1,4.938,MR,easy,15,I64skoy66n
right,images/base/16_a.png,images/combined/16_a_x_0_y_0_z_315.png,right,1,3.363,MR,easy,16,I64skoy66n
left,images/base/9_b.png,images/combined/9_a_x_45_y_0_z_90.png,right,0,7.231,MR,medium,1,I64skoy66n
right,images/base/16_b.png,images/combined/16_b_x_315_y_0_z_90.png,right,1,8.552,MR,medium,2,I64skoy66n
left,images/base/1_a.png,images/combined/1_b_x_45_y_0_z_270.png,right,0,11.069,MR,medium,3,I64skoy66n
left,images/base/14_a.png,images/combined/14_b_x_45_y_0_z_270.png,right,0,4.435,MR,medium,4,I64skoy66n
right,images/base/2_a.png,images/combined/2_a_x_45_y_0_z_270.png,right,1,5.687,MR,medium,5,I64skoy66n
right,images/base/15_a.png,images/combined/15_a_x_315_y_0_z_270.png,right,1,12.604,MR,medium,6,I64skoy66n
right,images/base/7_b.png,images/combined/7_b_x_315_y_0_z_90.png,right,1,8.896,MR,medium,7,I64skoy66n
left,images/base/13_a.png,images/combined/13_b_x_45_y_0_z_90.png,left,1,7.902,MR,medium,8,I64skoy66n
right,images/base/12_a.png,images/combined/12_a_x_45_y_0_z_90.png,right,1,13.466,MR,medium,9,I64skoy66n
right,images/base/4_b.png,images/combined/4_b_x_315_y_0_z_90.png,right,1,8.548,MR,medium,10,I64skoy66n
right,images/base/11_a.png,images/combined/11_a_x_45_y_0_z_270.png,right,1,18.826,MR,medium,11,I64skoy66n
right,images/base/3_b.png,images/combined/3_b_x_45_y_0_z_270.png,right,1,9.021,MR,medium,12,I64skoy66n
left,images/base/8_a.png,images/combined/8_b_x_45_y_0_z_90.png,left,1,21.322,MR,medium,13,I64skoy66n
left,images/base/6_b.png,images/combined/6_a_x_45_y_0_z_270.png,left,1,20.42,MR,medium,14,I64skoy66n
left,images/base/10_b.png,images/combined/10_a_x_315_y_0_z_270.png,left,1,15.798,MR,medium,15,I64skoy66n
left,images/base/5_b.png,images/combined/5_a_x_45_y_0_z_270.png,left,1,13.575,MR,medium,16,I64skoy66n
right,images/base/12_b.png,images/combined/12_b_x_270_y_0_z_90.png,right,1,4.916,MR,hard,1,I64skoy66n
right,images/base/3_b.png,images/combined/3_b_x_270_y_0_z_90.png,left,0,5.568,MR,hard,2,I64skoy66n
left,images/base/16_a.png,images/combined/16_b_x_90_y_0_z_90.png,left,1,13.508,MR,hard,3,I64skoy66n
left,images/base/4_a.png,images/combined/4_b_x_90_y_0_z_270.png,right,0,6.347,MR,hard,4,I64skoy66n
left,images/base/5_b.png,images/combined/5_a_x_90_y_0_z_270.png,right,0,7.646,MR,hard,5,I64skoy66n
right,images/base/1_a.png,images/combined/1_a_x_90_y_0_z_270.png,left,0,9.14,MR,hard,6,I64skoy66n
left,images/base/8_b.png,images/combined/8_a_x_90_y_0_z_270.png,right,0,12.325,MR,hard,7,I64skoy66n
right,images/base/10_b.png,images/combined/10_b_x_90_y_0_z_270.png,right,1,14.762,MR,hard,8,I64skoy66n
left,images/base/13_a.png,images/combined/13_b_x_90_y_0_z_90.png,right,0,9.768,MR,hard,9,I64skoy66n
left,images/base/2_a.png,images/combined/2_b_x_90_y_0_z_270.png,left,1,20.147,MR,hard,10,I64skoy66n
left,images/base/11_a.png,images/combined/11_b_x_90_y_0_z_90.png,right,0,7.311,MR,hard,11,I64skoy66n
left,images/base/15_b.png,images/combined/15_a_x_270_y_0_z_270.png,left,1,14.06,MR,hard,12,I64skoy66n
left,images/base/7_b.png,images/combined/7_a_x_90_y_0_z_270.png,right,0,7.508,MR,hard,13,I64skoy66n
left,images/base/9_b.png,images/combined/9_a_x_270_y_0_z_90.png,right,0,6.933,MR,hard,14,I64skoy66n
right,images/base/6_b.png,images/combined/6_b_x_90_y_0_z_90.png,right,1,8.645,MR,hard,15,I64skoy66n
left,images/base/14_b.png,images/combined/14_a_x_90_y_0_z_270.png,left,1,14.925,MR,hard,16,I64skoy66n
