id,level,task,rt,acc
dBrkfcNWsa,medium,MS,16.808093333266665,0.7733333333333333
dWejUN00z6,easy,MS,NA,0.9583333333333334
dWejUN00z6,hard,MS,NA,0.5535714285714286
dWejUN00z6,medium,MS,NA,0.8625
eJJDMz958g,easy,MS,14.262073333333333,1
eJJDMz958g,hard,MS,25.217906666666668,0.5904761904761905
eJJDMz958g,medium,MS,28.121493333333333,0.7733333333333333
f5NHoRoonR,easy,MS,5.46881875,1
f5NHoRoonR,hard,MS,11.32088,0.6666666666666666
f5NHoRoonR,medium,MS,10.398485714285714,0.9428571428571428
jipsxYWATF,easy,MS,7.979133333333333,1
jipsxYWATF,hard,MS,25.963533333333334,0.8571428571428571
jipsxYWATF,medium,MS,14.565133333333334,0.9866666666666667
kdi0TDNbL6,easy,MS,9.514433333333333,1
kdi0TDNbL6,hard,MS,20.314678571428573,0.8775510204081632
kdi0TDNbL6,medium,MS,14.816406666666667,0.9733333333333334
kuTZjru3VL,easy,MS,NA,1
kuTZjru3VL,hard,MS,NA,0.8482142857142857
kuTZjru3VL,medium,MS,NA,1
l8OD3O4E3f,easy,MS,6.4304,1
l8OD3O4E3f,hard,MS,12.6225,0.6160714285714286
l8OD3O4E3f,medium,MS,10.5890625,1
lqSj6DxkoP,easy,MS,NA,1
lqSj6DxkoP,hard,MS,NA,0.8303571428571428
lqSj6DxkoP,medium,MS,NA,0.9625
m0mjdT90SU,easy,MS,11.30241875,1
m0mjdT90SU,hard,MS,19.992258333333332,0.6309523809523809
m0mjdT90SU,medium,MS,20.848412500000002,0.9625
n5pHkx5qnN,easy,MS,NA,0.9791666666666666
n5pHkx5qnN,hard,MS,NA,0.5267857142857143
n5pHkx5qnN,medium,MS,NA,0.825
qG1rKdXNBQ,easy,MS,NA,1
qG1rKdXNBQ,hard,MS,NA,0.9732142857142857
qG1rKdXNBQ,medium,MS,NA,1
qI9h62z2Ku,easy,MS,10.23933125,1
qI9h62z2Ku,hard,MS,23.15295,0.5535714285714286
qI9h62z2Ku,medium,MS,16.050076923076922,0.9538461538461539
qJhGaTGZut,easy,MS,11.4343533334,1
qJhGaTGZut,hard,MS,18.601813333333332,0.6571428571428571
qJhGaTGZut,medium,MS,22.290993333333333,1
qUOF6OZDRD,easy,MS,12.266753846153847,0.9487179487179487
qUOF6OZDRD,hard,MS,32.54084375,0.8482142857142857
qUOF6OZDRD,medium,MS,19.92011875,0.9625
qn7iE4w9eA,easy,MS,9.5,1
qn7iE4w9eA,hard,MS,21.4334375,0.5357142857142857
qn7iE4w9eA,medium,MS,23.992125,0.9125
s04AljyS4e,easy,MS,9.5,1
s04AljyS4e,hard,MS,21.4334375,0.5357142857142857
s04AljyS4e,medium,MS,23.992125,0.9125
soqMs9Hfya,easy,MS,NA,0.9791666666666666
soqMs9Hfya,hard,MS,NA,0.75
soqMs9Hfya,medium,MS,NA,0.95
tgdzehXaH9,easy,MS,10.5462875,1
tgdzehXaH9,hard,MS,23.4604875,0.6339285714285714
tgdzehXaH9,medium,MS,16.84061875,0.925
uofo7FKPdo,easy,MS,NA,0.9583333333333334
uofo7FKPdo,hard,MS,NA,0.4821428571428571
uofo7FKPdo,medium,MS,NA,0.775
urmN2MGqMI,easy,MS,NA,0.9791666666666666
urmN2MGqMI,hard,MS,NA,0.6517857142857143
urmN2MGqMI,medium,MS,NA,0.875
vI3wi8YxaP,easy,MS,8.883866666666666,1
vI3wi8YxaP,hard,MS,16.121625,0.6160714285714286
vI3wi8YxaP,medium,MS,21.148266666666668,0.88
vXDUnP6HMG,easy,MS,NA,0.9791666666666666
vXDUnP6HMG,hard,MS,NA,0.7946428571428571
vXDUnP6HMG,medium,MS,NA,0.975
vsfwWZKL1V,easy,MS,10.938626666666666,1
vsfwWZKL1V,hard,MS,17.6372,0.5816326530612245
vsfwWZKL1V,medium,MS,17.405176923076922,0.9230769230769231
wgRo2jLpXH,easy,MS,12.021335714285714,1
wgRo2jLpXH,hard,MS,17.75326875,0.5625
wgRo2jLpXH,medium,MS,18.73048,0.7466666666666667
xSgZ6tF2Kx,easy,MS,11.49125,0.9791666666666666
xSgZ6tF2Kx,hard,MS,20.79825,0.5803571428571428
xSgZ6tF2Kx,medium,MS,19.020153846153846,0.8769230769230769
xYKzEb6U69,easy,MS,9.721733333333333,1
xYKzEb6U69,hard,MS,23.88425,0.7142857142857143
xYKzEb6U69,medium,MS,16.050266666666666,0.9866666666666667
xtgn1TlDJE,easy,MS,17.02735,0.9166666666666666
xtgn1TlDJE,hard,MS,28.60475,0.6071428571428571
xtgn1TlDJE,medium,MS,23.54944,0.9733333333333334
y4Sh5zF3gm,easy,MS,13.621573333333334,1
y4Sh5zF3gm,hard,MS,18.715813333333333,0.47619047619047616
y4Sh5zF3gm,medium,MS,20.83384,0.84
yIjm6EG67z,easy,MS,10.41698125,1
yIjm6EG67z,hard,MS,23.98760625,0.7321428571428571
yIjm6EG67z,medium,MS,16.980153846153847,1
yRSAaGEgHo,easy,MS,11.376726666666666,1
yRSAaGEgHo,hard,MS,19.84412,0.7142857142857143
yRSAaGEgHo,medium,MS,17.4189125,0.875
z8uZORh5Lg,easy,MS,7.560085714285714,1
z8uZORh5Lg,hard,MS,11.72785,0.6071428571428571
z8uZORh5Lg,medium,MS,9.46865,0.8833333333333333
z93bJWn4hw,easy,MS,NA,1
z93bJWn4hw,hard,MS,NA,0.7410714285714286
z93bJWn4hw,medium,MS,NA,0.9625
