trials,task,level,n,rt,acc,id,pool
16,MS,hard,7,34.299,1,HV4ueBgaoL,pool34
1,MS,easy,3,17.194,1,2HJHCZEQE1,pool34
1,MS,medium,4,48.9841,0.8,2HJHCZEQE1,pool34
1,MS,hard,7,45.0246,1,2HJHCZEQE1,pool34
2,MS,easy,3,16.0643,1,2HJHCZEQE1,pool34
2,MS,medium,5,46.3926,1,2HJHCZEQE1,pool34
2,MS,hard,7,47.8611,1,2HJHCZEQE1,pool34
3,MS,easy,3,17.7975,1,2HJHCZEQE1,pool34
3,MS,medium,5,43.6271,1,2HJHCZEQE1,pool34
3,MS,hard,7,75.7573,1,2HJHCZEQE1,pool34
4,MS,easy,3,34.693,1,2HJHCZEQE1,pool34
4,MS,medium,5,41.3942,1,2HJHCZEQE1,pool34
4,MS,hard,7,42.6275,1,2HJHCZEQE1,pool34
5,MS,easy,3,15.2643,1,2HJHCZEQE1,pool34
5,MS,medium,5,45.6605,1,2HJHCZEQE1,pool34
5,MS,hard,7,41.4615,1,2HJHCZEQE1,pool34
6,MS,easy,3,16.7643,1,2HJHCZEQE1,pool34
6,MS,medium,5,39.0948,1,2HJHCZEQE1,pool34
6,MS,hard,7,37.4618,1,2HJHCZEQE1,pool34
7,MS,easy,3,17.4639,1,2HJHCZEQE1,pool34
7,MS,medium,5,38.961,1,2HJHCZEQE1,pool34
7,MS,hard,7,35.225,1,2HJHCZEQE1,pool34
8,MS,easy,3,16.1648,1,2HJHCZEQE1,pool34
8,MS,medium,4,34.7622,0.8,2HJHCZEQE1,pool34
8,MS,hard,7,49.2604,1,2HJHCZEQE1,pool34
9,MS,easy,3,13.4976,1,2HJHCZEQE1,pool34
9,MS,medium,5,29.8618,1,2HJHCZEQE1,pool34
9,MS,hard,7,38.0951,1,2HJHCZEQE1,pool34
10,MS,easy,3,16.3647,1,2HJHCZEQE1,pool34
10,MS,medium,5,36.7285,1,2HJHCZEQE1,pool34
10,MS,hard,7,63.4252,1,2HJHCZEQE1,pool34
11,MS,easy,3,17.3977,1,2HJHCZEQE1,pool34
11,MS,medium,5,28.3947,1,2HJHCZEQE1,pool34
11,MS,hard,7,39.0947,1,2HJHCZEQE1,pool34
12,MS,easy,3,22.1302,1,2HJHCZEQE1,pool34
12,MS,medium,5,28.9962,1,2HJHCZEQE1,pool34
12,MS,hard,7,35.4614,1,2HJHCZEQE1,pool34
13,MS,easy,3,24.1964,1,2HJHCZEQE1,pool34
13,MS,medium,5,32.4622,1,2HJHCZEQE1,pool34
13,MS,hard,7,55.0587,1,2HJHCZEQE1,pool34
14,MS,easy,3,18.9305,1,2HJHCZEQE1,pool34
14,MS,medium,5,37.1617,1,2HJHCZEQE1,pool34
14,MS,hard,7,49.0943,1,2HJHCZEQE1,pool34
15,MS,easy,3,14.7648,1,2HJHCZEQE1,pool34
15,MS,medium,5,39.0946,1,2HJHCZEQE1,pool34
15,MS,hard,7,37.1948,1,2HJHCZEQE1,pool34
16,MS,easy,3,18.4636,1,2HJHCZEQE1,pool34
16,MS,medium,0,3.3648,0,2HJHCZEQE1,pool34
16,MS,hard,7,42.6268,1,2HJHCZEQE1,pool34
1,MS,easy,3,11.2185,1,Fd15tXKjh3,pool34
1,MS,medium,5,13.4765,1,Fd15tXKjh3,pool34
1,MS,hard,7,42.019,1,Fd15tXKjh3,pool34
2,MS,easy,3,7.4938,1,Fd15tXKjh3,pool34
2,MS,medium,5,23.4529,1,Fd15tXKjh3,pool34
2,MS,hard,6,41.698,0.8571428571428571,Fd15tXKjh3,pool34
3,MS,easy,3,7.9454,1,Fd15tXKjh3,pool34
3,MS,medium,5,14.8477,1,Fd15tXKjh3,pool34
3,MS,hard,6,31.4004,0.8571428571428571,Fd15tXKjh3,pool34
4,MS,easy,3,8.0172,1,Fd15tXKjh3,pool34
4,MS,medium,5,17.6468,1,Fd15tXKjh3,pool34
4,MS,hard,7,27.2644,1,Fd15tXKjh3,pool34
5,MS,easy,3,6.8416,1,Fd15tXKjh3,pool34
5,MS,medium,4,22.4646,0.8,Fd15tXKjh3,pool34
5,MS,hard,7,32.3633,1,Fd15tXKjh3,pool34
6,MS,easy,3,8.983,1,Fd15tXKjh3,pool34
6,MS,medium,5,23.4815,1,Fd15tXKjh3,pool34
6,MS,hard,7,22.5908,1,Fd15tXKjh3,pool34
7,MS,easy,3,8.1898,1,Fd15tXKjh3,pool34
7,MS,medium,5,22.3165,1,Fd15tXKjh3,pool34
7,MS,hard,7,31.4736,1,Fd15tXKjh3,pool34
8,MS,easy,3,7.7585,1,Fd15tXKjh3,pool34
8,MS,medium,5,14.3845,1,Fd15tXKjh3,pool34
8,MS,hard,7,25.3996,1,Fd15tXKjh3,pool34
9,MS,easy,2,7.5331,0.6666666666666666,Fd15tXKjh3,pool34
9,MS,medium,5,38.134,1,Fd15tXKjh3,pool34
9,MS,hard,7,24.7758,1,Fd15tXKjh3,pool34
10,MS,easy,3,6.4404,1,Fd15tXKjh3,pool34
10,MS,medium,5,32.5178,1,Fd15tXKjh3,pool34
10,MS,hard,7,23.8149,1,Fd15tXKjh3,pool34
11,MS,easy,3,16.6986,1,Fd15tXKjh3,pool34
11,MS,medium,5,28.9818,1,Fd15tXKjh3,pool34
11,MS,hard,7,24.1702,1,Fd15tXKjh3,pool34
12,MS,easy,2,14.0819,0.6666666666666666,Fd15tXKjh3,pool34
12,MS,medium,5,30.2823,1,Fd15tXKjh3,pool34
12,MS,hard,7,26.4978,1,Fd15tXKjh3,pool34
13,MS,easy,3,6.6658,1,Fd15tXKjh3,pool34
13,MS,medium,5,23.8494,1,Fd15tXKjh3,pool34
13,MS,hard,7,24.4267,1,Fd15tXKjh3,pool34
14,MS,easy,3,8.7825,1,Fd15tXKjh3,pool34
14,MS,medium,5,18.2684,1,Fd15tXKjh3,pool34
14,MS,hard,7,22.7943,1,Fd15tXKjh3,pool34
15,MS,easy,3,7.4633,1,Fd15tXKjh3,pool34
15,MS,medium,5,16.5987,1,Fd15tXKjh3,pool34
15,MS,hard,7,27.1812,1,Fd15tXKjh3,pool34
16,MS,easy,3,8.2828,1,Fd15tXKjh3,pool34
16,MS,medium,5,15.5887,1,Fd15tXKjh3,pool34
16,MS,hard,7,23.7429,1,Fd15tXKjh3,pool34
1,MS,easy,3,7.9069,1,E1wQ16OGRS,pool34
1,MS,medium,5,18.528,1,E1wQ16OGRS,pool34
1,MS,hard,4,37.3486,0.5714285714285714,E1wQ16OGRS,pool34
2,MS,easy,3,8.2843,1,E1wQ16OGRS,pool34
2,MS,medium,5,17.85,1,E1wQ16OGRS,pool34
2,MS,hard,5,21.4228,0.7142857142857143,E1wQ16OGRS,pool34
3,MS,easy,3,10.8094,1,E1wQ16OGRS,pool34
3,MS,medium,4,33.257,0.8,E1wQ16OGRS,pool34
3,MS,hard,4,18.4931,0.5714285714285714,E1wQ16OGRS,pool34
4,MS,easy,3,9.6715,1,E1wQ16OGRS,pool34
4,MS,medium,4,38.5546,0.8,E1wQ16OGRS,pool34
4,MS,hard,4,19.6698,0.5714285714285714,E1wQ16OGRS,pool34
5,MS,easy,3,9.419,1,E1wQ16OGRS,pool34
5,MS,medium,5,18.1931,1,E1wQ16OGRS,pool34
5,MS,hard,4,14.695,0.5714285714285714,E1wQ16OGRS,pool34
6,MS,easy,3,8.5578,1,E1wQ16OGRS,pool34
6,MS,medium,5,15.3252,1,E1wQ16OGRS,pool34
6,MS,hard,3,12.0504,0.42857142857142855,E1wQ16OGRS,pool34
7,MS,easy,3,8.9762,1,E1wQ16OGRS,pool34
7,MS,medium,5,16.6424,1,E1wQ16OGRS,pool34
7,MS,hard,3,12.9469,0.42857142857142855,E1wQ16OGRS,pool34
8,MS,easy,3,10.9988,1,E1wQ16OGRS,pool34
8,MS,medium,5,14.8485,1,E1wQ16OGRS,pool34
8,MS,hard,4,24.5221,0.5714285714285714,E1wQ16OGRS,pool34
9,MS,easy,3,8.31,1,E1wQ16OGRS,pool34
9,MS,medium,4,21.1191,0.8,E1wQ16OGRS,pool34
9,MS,hard,5,15.4589,0.7142857142857143,E1wQ16OGRS,pool34
10,MS,easy,3,8.1936,1,E1wQ16OGRS,pool34
10,MS,medium,4,26.59,0.8,E1wQ16OGRS,pool34
10,MS,hard,4,10.2022,0.5714285714285714,E1wQ16OGRS,pool34
11,MS,easy,3,10.1662,1,E1wQ16OGRS,pool34
11,MS,medium,5,116.6636,1,E1wQ16OGRS,pool34
11,MS,hard,4,10.125,0.5714285714285714,E1wQ16OGRS,pool34
12,MS,easy,3,9.4255,1,E1wQ16OGRS,pool34
12,MS,medium,4,19.56,0.8,E1wQ16OGRS,pool34
12,MS,hard,2,15.1261,0.2857142857142857,E1wQ16OGRS,pool34
13,MS,easy,3,7.9841,1,E1wQ16OGRS,pool34
13,MS,medium,4,37.2362,0.8,E1wQ16OGRS,pool34
13,MS,hard,4,17.8996,0.5714285714285714,E1wQ16OGRS,pool34
14,MS,easy,3,11.592,1,E1wQ16OGRS,pool34
14,MS,medium,4,19.355,0.8,E1wQ16OGRS,pool34
14,MS,hard,4,15.38,0.5714285714285714,E1wQ16OGRS,pool34
15,MS,easy,3,8.6468,1,E1wQ16OGRS,pool34
15,MS,medium,3,25.9977,0.6,E1wQ16OGRS,pool34
15,MS,hard,2,11.975,0.2857142857142857,E1wQ16OGRS,pool34
16,MS,easy,3,10.4467,1,E1wQ16OGRS,pool34
16,MS,medium,4,19.1422,0.8,E1wQ16OGRS,pool34
16,MS,hard,3,11.0264,0.42857142857142855,E1wQ16OGRS,pool34
1,MS,easy,3,8.2461,1,E6k5x9v8pf,pool34
1,MS,medium,3,16.6916,0.6,E6k5x9v8pf,pool34
1,MS,hard,6,15.782,0.8571428571428571,E6k5x9v8pf,pool34
2,MS,easy,3,8.5009,1,E6k5x9v8pf,pool34
2,MS,medium,5,16.584,1,E6k5x9v8pf,pool34
2,MS,hard,3,19.1845,0.42857142857142855,E6k5x9v8pf,pool34
3,MS,easy,3,8.9829,1,E6k5x9v8pf,pool34
3,MS,medium,5,14.1006,1,E6k5x9v8pf,pool34
3,MS,hard,1,14.0898,0.14285714285714285,E6k5x9v8pf,pool34
4,MS,easy,3,7.7336,1,E6k5x9v8pf,pool34
4,MS,medium,5,15.2843,1,E6k5x9v8pf,pool34
4,MS,hard,2,10.8064,0.2857142857142857,E6k5x9v8pf,pool34
5,MS,easy,3,8.7997,1,E6k5x9v8pf,pool34
5,MS,medium,5,12.6674,1,E6k5x9v8pf,pool34
5,MS,hard,4,19.7901,0.5714285714285714,E6k5x9v8pf,pool34
6,MS,easy,3,9.1335,1,E6k5x9v8pf,pool34
6,MS,medium,4,20.9678,0.8,E6k5x9v8pf,pool34
6,MS,hard,3,13.167,0.42857142857142855,E6k5x9v8pf,pool34
7,MS,easy,3,7.6667,1,E6k5x9v8pf,pool34
7,MS,medium,5,14.1172,1,E6k5x9v8pf,pool34
7,MS,hard,0,4.2559,0,E6k5x9v8pf,pool34
8,MS,easy,3,7.7175,1,E6k5x9v8pf,pool34
8,MS,medium,5,13.4165,1,E6k5x9v8pf,pool34
8,MS,hard,4,14.5066,0.5714285714285714,E6k5x9v8pf,pool34
9,MS,easy,3,7.9179,1,E6k5x9v8pf,pool34
9,MS,medium,5,12.634,1,E6k5x9v8pf,pool34
9,MS,hard,5,14.7339,0.7142857142857143,E6k5x9v8pf,pool34
10,MS,easy,2,7.2836,0.6666666666666666,E6k5x9v8pf,pool34
10,MS,medium,5,11.8672,1,E6k5x9v8pf,pool34
10,MS,hard,6,16.6898,0.8571428571428571,E6k5x9v8pf,pool34
11,MS,easy,3,8.3005,1,E6k5x9v8pf,pool34
11,MS,medium,5,12.1005,1,E6k5x9v8pf,pool34
11,MS,hard,4,14.6785,0.5714285714285714,E6k5x9v8pf,pool34
12,MS,easy,2,8.9172,0.6666666666666666,E6k5x9v8pf,pool34
12,MS,medium,5,12.9674,1,E6k5x9v8pf,pool34
12,MS,hard,6,15.0228,0.8571428571428571,E6k5x9v8pf,pool34
13,MS,easy,3,7.3663,1,E6k5x9v8pf,pool34
13,MS,medium,5,13.7341,1,E6k5x9v8pf,pool34
13,MS,hard,5,12.1169,0.7142857142857143,E6k5x9v8pf,pool34
14,MS,easy,3,8.867,1,E6k5x9v8pf,pool34
14,MS,medium,5,13.668,1,E6k5x9v8pf,pool34
14,MS,hard,6,18.2675,0.8571428571428571,E6k5x9v8pf,pool34
15,MS,easy,3,8.1338,1,E6k5x9v8pf,pool34
15,MS,medium,5,14.7674,1,E6k5x9v8pf,pool34
15,MS,hard,2,7.1835,0.2857142857142857,E6k5x9v8pf,pool34
16,MS,easy,3,11.7507,1,E6k5x9v8pf,pool34
16,MS,medium,4,13.2839,0.8,E6k5x9v8pf,pool34
16,MS,hard,5,11.8228,0.7142857142857143,E6k5x9v8pf,pool34
1,MS,easy,3,9.5369,1,cSI9W49vxo,pool34
1,MS,medium,3,17.5852,0.6,cSI9W49vxo,pool34
1,MS,hard,7,30.032,1,cSI9W49vxo,pool34
2,MS,easy,3,9.1413,1,cSI9W49vxo,pool34
2,MS,medium,4,16.0538,0.8,cSI9W49vxo,pool34
2,MS,hard,7,43.0276,1,cSI9W49vxo,pool34
3,MS,easy,3,8.099,1,cSI9W49vxo,pool34
3,MS,medium,3,21.2224,0.6,cSI9W49vxo,pool34
3,MS,hard,6,28.5623,0.8571428571428571,cSI9W49vxo,pool34
4,MS,easy,3,10.5316,1,cSI9W49vxo,pool34
4,MS,medium,4,26.8293,0.8,cSI9W49vxo,pool34
4,MS,hard,7,35.1452,1,cSI9W49vxo,pool34
5,MS,easy,3,8.3654,1,cSI9W49vxo,pool34
5,MS,medium,5,17.5139,1,cSI9W49vxo,pool34
5,MS,hard,4,19.68,0.5714285714285714,cSI9W49vxo,pool34
6,MS,easy,3,8.2314,1,cSI9W49vxo,pool34
6,MS,medium,5,19.8301,1,cSI9W49vxo,pool34
6,MS,hard,6,34.8951,0.8571428571428571,cSI9W49vxo,pool34
7,MS,easy,3,10.8981,1,cSI9W49vxo,pool34
7,MS,medium,5,21.2627,1,cSI9W49vxo,pool34
7,MS,hard,3,27.7785,0.42857142857142855,cSI9W49vxo,pool34
8,MS,easy,3,9.2152,1,cSI9W49vxo,pool34
8,MS,medium,3,20.0135,0.6,cSI9W49vxo,pool34
8,MS,hard,6,30.7457,0.8571428571428571,cSI9W49vxo,pool34
9,MS,easy,3,10.0569,1,cSI9W49vxo,pool34
9,MS,medium,4,13.9235,0.8,cSI9W49vxo,pool34
9,MS,hard,5,21.4454,0.7142857142857143,cSI9W49vxo,pool34
10,MS,easy,3,9.1992,1,cSI9W49vxo,pool34
10,MS,medium,3,10.0894,0.6,cSI9W49vxo,pool34
10,MS,hard,5,31.4871,0.7142857142857143,cSI9W49vxo,pool34
11,MS,easy,3,9.949,1,cSI9W49vxo,pool34
11,MS,medium,4,16.6314,0.8,cSI9W49vxo,pool34
11,MS,hard,7,27.9055,1,cSI9W49vxo,pool34
12,MS,easy,2,11.5317,0.6666666666666666,cSI9W49vxo,pool34
12,MS,medium,5,19.4297,1,cSI9W49vxo,pool34
12,MS,hard,6,21.7452,0.8571428571428571,cSI9W49vxo,pool34
13,MS,easy,3,9.8657,1,cSI9W49vxo,pool34
13,MS,medium,2,10.4493,0.4,cSI9W49vxo,pool34
13,MS,hard,5,22.1374,0.7142857142857143,cSI9W49vxo,pool34
14,MS,easy,3,11.2654,1,cSI9W49vxo,pool34
14,MS,medium,5,16.4554,1,cSI9W49vxo,pool34
14,MS,hard,5,25.5722,0.7142857142857143,cSI9W49vxo,pool34
15,MS,easy,3,11.4823,1,cSI9W49vxo,pool34
15,MS,medium,5,19.1304,1,cSI9W49vxo,pool34
15,MS,hard,7,34.0614,1,cSI9W49vxo,pool34
16,MS,easy,3,10.847,1,cSI9W49vxo,pool34
16,MS,medium,5,18.3303,1,cSI9W49vxo,pool34
16,MS,hard,7,44.3182,1,cSI9W49vxo,pool34
1,MS,easy,3,7.865,1,wT2BNjpDXV,pool5
1,MS,medium,3,15.265,0.6,wT2BNjpDXV,pool5
1,MS,hard,3,10.63,0.42857142857142855,wT2BNjpDXV,pool5
2,MS,easy,3,9.465,1,wT2BNjpDXV,pool5
2,MS,medium,2,27.832,0.4,wT2BNjpDXV,pool5
2,MS,hard,4,16.132,0.5714285714285714,wT2BNjpDXV,pool5
3,MS,easy,3,7.767,1,wT2BNjpDXV,pool5
3,MS,medium,4,39.683,0.8,wT2BNjpDXV,pool5
3,MS,hard,3,12.715,0.42857142857142855,wT2BNjpDXV,pool5
4,MS,easy,3,9.248,1,wT2BNjpDXV,pool5
4,MS,medium,4,17.532,0.8,wT2BNjpDXV,pool5
4,MS,hard,4,17.314,0.5714285714285714,wT2BNjpDXV,pool5
5,MS,easy,3,8.331,1,wT2BNjpDXV,pool5
5,MS,medium,5,16.666,1,wT2BNjpDXV,pool5
5,MS,hard,2,13.398,0.2857142857142857,wT2BNjpDXV,pool5
6,MS,easy,3,8.299,1,wT2BNjpDXV,pool5
6,MS,medium,5,18.149,1,wT2BNjpDXV,pool5
6,MS,hard,5,18.2,0.7142857142857143,wT2BNjpDXV,pool5
7,MS,easy,3,8.863,1,wT2BNjpDXV,pool5
7,MS,medium,5,15.25,1,wT2BNjpDXV,pool5
7,MS,hard,1,13.447,0.14285714285714285,wT2BNjpDXV,pool5
8,MS,easy,3,8.665,1,wT2BNjpDXV,pool5
8,MS,medium,3,17.183,0.6,wT2BNjpDXV,pool5
8,MS,hard,4,20.248,0.5714285714285714,wT2BNjpDXV,pool5
9,MS,easy,3,8.7,1,wT2BNjpDXV,pool5
9,MS,medium,4,16.8,0.8,wT2BNjpDXV,pool5
9,MS,hard,2,11.231,0.2857142857142857,wT2BNjpDXV,pool5
10,MS,easy,3,9.781,1,wT2BNjpDXV,pool5
10,MS,medium,2,7.833,0.4,wT2BNjpDXV,pool5
10,MS,hard,3,12.798,0.42857142857142855,wT2BNjpDXV,pool5
11,MS,easy,3,8.232,1,wT2BNjpDXV,pool5
11,MS,medium,4,13.815,0.8,wT2BNjpDXV,pool5
11,MS,hard,4,12.781,0.5714285714285714,wT2BNjpDXV,pool5
12,MS,easy,3,13.817,1,wT2BNjpDXV,pool5
12,MS,medium,4,12.115,0.8,wT2BNjpDXV,pool5
12,MS,hard,3,8.215,0.42857142857142855,wT2BNjpDXV,pool5
13,MS,easy,3,9.765,1,wT2BNjpDXV,pool5
13,MS,medium,3,10.998,0.6,wT2BNjpDXV,pool5
13,MS,hard,3,11.766,0.42857142857142855,wT2BNjpDXV,pool5
14,MS,easy,3,7.917,1,wT2BNjpDXV,pool5
14,MS,medium,3,10.284,0.6,wT2BNjpDXV,pool5
14,MS,hard,4,13.664,0.5714285714285714,wT2BNjpDXV,pool5
15,MS,easy,3,10.297,1,wT2BNjpDXV,pool5
15,MS,medium,4,12.216,0.8,wT2BNjpDXV,pool5
15,MS,hard,2,14.231,0.2857142857142857,wT2BNjpDXV,pool5
16,MS,easy,0,0.005,0,wT2BNjpDXV,pool5
16,MS,medium,4,11.315,0.8,wT2BNjpDXV,pool5
16,MS,hard,4,16.8,0.5714285714285714,wT2BNjpDXV,pool5
1,MS,easy,3,13.7255,1,MArUzIGtu1,pool5
1,MS,medium,5,35.1526,1,MArUzIGtu1,pool5
1,MS,hard,3,33.9175,0.42857142857142855,MArUzIGtu1,pool5
2,MS,easy,3,13.6612,1,MArUzIGtu1,pool5
2,MS,medium,5,26.1236,1,MArUzIGtu1,pool5
2,MS,hard,6,77.4057,0.8571428571428571,MArUzIGtu1,pool5
3,MS,easy,3,13.728,1,MArUzIGtu1,pool5
3,MS,medium,5,22.9916,1,MArUzIGtu1,pool5
3,MS,hard,6,36.2528,0.8571428571428571,MArUzIGtu1,pool5
4,MS,easy,3,16.8935,1,MArUzIGtu1,pool5
4,MS,medium,5,28.3227,1,MArUzIGtu1,pool5
4,MS,hard,7,32.8544,1,MArUzIGtu1,pool5
5,MS,easy,3,14.3613,1,MArUzIGtu1,pool5
5,MS,medium,5,25.224,1,MArUzIGtu1,pool5
5,MS,hard,7,36.8864,1,MArUzIGtu1,pool5
6,MS,easy,3,14.494,1,MArUzIGtu1,pool5
6,MS,medium,5,22.1579,1,MArUzIGtu1,pool5
6,MS,hard,6,45.65,0.8571428571428571,MArUzIGtu1,pool5
7,MS,easy,3,13.7614,1,MArUzIGtu1,pool5
7,MS,medium,5,20.9255,1,MArUzIGtu1,pool5
7,MS,hard,7,35.2533,1,MArUzIGtu1,pool5
8,MS,easy,3,11.0954,1,MArUzIGtu1,pool5
8,MS,medium,5,25.1576,1,MArUzIGtu1,pool5
8,MS,hard,7,33.3873,1,MArUzIGtu1,pool5
9,MS,easy,3,14.4944,1,MArUzIGtu1,pool5
9,MS,medium,5,19.659300000000002,1,MArUzIGtu1,pool5
9,MS,hard,7,34.1873,1,MArUzIGtu1,pool5
10,MS,easy,3,14.5941,1,MArUzIGtu1,pool5
10,MS,medium,4,75.0732,0.8,MArUzIGtu1,pool5
10,MS,hard,6,35.4867,0.8571428571428571,MArUzIGtu1,pool5
11,MS,easy,3,12.7611,1,MArUzIGtu1,pool5
11,MS,medium,5,21.091,1,MArUzIGtu1,pool5
11,MS,hard,7,30.3219,1,MArUzIGtu1,pool5
12,MS,easy,3,16.4936,1,MArUzIGtu1,pool5
12,MS,medium,5,56.6124,1,MArUzIGtu1,pool5
12,MS,hard,6,38.5188,0.8571428571428571,MArUzIGtu1,pool5
13,MS,easy,3,11.6617,1,MArUzIGtu1,pool5
13,MS,medium,5,18.1598,1,MArUzIGtu1,pool5
13,MS,hard,6,48.5491,0.8571428571428571,MArUzIGtu1,pool5
14,MS,easy,3,11.5621,1,MArUzIGtu1,pool5
14,MS,medium,4,30.8551,0.8,MArUzIGtu1,pool5
14,MS,hard,7,29.4221,1,MArUzIGtu1,pool5
15,MS,easy,3,14.3945,1,MArUzIGtu1,pool5
15,MS,medium,5,20.426,1,MArUzIGtu1,pool5
15,MS,hard,7,41.4176,1,MArUzIGtu1,pool5
16,MS,easy,3,16.4604,1,MArUzIGtu1,pool5
16,MS,medium,5,20.6586,1,MArUzIGtu1,pool5
16,MS,hard,7,31.8585,1,MArUzIGtu1,pool5
1,MS,easy,3,8.6663,1,YQfNrv0e5B,pool5
1,MS,medium,5,24.0619,1,YQfNrv0e5B,pool5
1,MS,hard,5,20.3272,0.7142857142857143,YQfNrv0e5B,pool5
2,MS,easy,3,6.2503,1,YQfNrv0e5B,pool5
2,MS,medium,5,13.1979,1,YQfNrv0e5B,pool5
2,MS,hard,5,28.0623,0.7142857142857143,YQfNrv0e5B,pool5
3,MS,easy,3,9.7496,1,YQfNrv0e5B,pool5
3,MS,medium,4,42.5613,0.8,YQfNrv0e5B,pool5
3,MS,hard,5,36.316,0.7142857142857143,YQfNrv0e5B,pool5
4,MS,easy,3,8.3996,1,YQfNrv0e5B,pool5
4,MS,medium,5,22.7996,1,YQfNrv0e5B,pool5
4,MS,hard,3,33.7469,0.42857142857142855,YQfNrv0e5B,pool5
5,MS,easy,3,8.5998,1,YQfNrv0e5B,pool5
5,MS,medium,5,14.3152,1,YQfNrv0e5B,pool5
5,MS,hard,2,49.0129,0.2857142857142857,YQfNrv0e5B,pool5
6,MS,easy,2,7.0646,0.6666666666666666,YQfNrv0e5B,pool5
6,MS,medium,5,15.1149,1,YQfNrv0e5B,pool5
6,MS,hard,6,34.9986,0.8571428571428571,YQfNrv0e5B,pool5
7,MS,easy,3,15.5002,1,YQfNrv0e5B,pool5
7,MS,medium,5,12.1998,1,YQfNrv0e5B,pool5
7,MS,hard,3,66.1457,0.42857142857142855,YQfNrv0e5B,pool5
8,MS,easy,3,8.0327,1,YQfNrv0e5B,pool5
8,MS,medium,5,13.7834,1,YQfNrv0e5B,pool5
8,MS,hard,5,44.9978,0.7142857142857143,YQfNrv0e5B,pool5
9,MS,easy,3,9.5663,1,YQfNrv0e5B,pool5
9,MS,medium,5,18.598,1,YQfNrv0e5B,pool5
9,MS,hard,3,35.7001,0.42857142857142855,YQfNrv0e5B,pool5
10,MS,easy,3,10.3824,1,YQfNrv0e5B,pool5
10,MS,medium,5,15.5653,1,YQfNrv0e5B,pool5
10,MS,hard,4,19.5168,0.5714285714285714,YQfNrv0e5B,pool5
11,MS,easy,3,7.717,1,YQfNrv0e5B,pool5
11,MS,medium,4,54.7635,0.8,YQfNrv0e5B,pool5
11,MS,hard,5,29.5616,0.7142857142857143,YQfNrv0e5B,pool5
12,MS,easy,3,10.0539,1,YQfNrv0e5B,pool5
12,MS,medium,5,43.8981,1,YQfNrv0e5B,pool5
12,MS,hard,3,28.7982,0.42857142857142855,YQfNrv0e5B,pool5
13,MS,easy,3,7.2793,1,YQfNrv0e5B,pool5
13,MS,medium,5,17.8456,1,YQfNrv0e5B,pool5
13,MS,hard,5,20.2487,0.7142857142857143,YQfNrv0e5B,pool5
14,MS,easy,3,8.8992,1,YQfNrv0e5B,pool5
14,MS,medium,4,27.5487,0.8,YQfNrv0e5B,pool5
14,MS,hard,6,28.2144,0.8571428571428571,YQfNrv0e5B,pool5
15,MS,easy,3,9.0995,1,YQfNrv0e5B,pool5
15,MS,medium,2,35.6321,0.4,YQfNrv0e5B,pool5
15,MS,hard,4,29.3475,0.5714285714285714,YQfNrv0e5B,pool5
16,MS,easy,3,7.8829,1,YQfNrv0e5B,pool5
16,MS,medium,4,41.4972,0.8,YQfNrv0e5B,pool5
16,MS,hard,6,42.5471,0.8571428571428571,YQfNrv0e5B,pool5
1,MS,easy,3,12.8753,1,yVjHadDLmM,pool5
1,MS,medium,5,27.7616,1,yVjHadDLmM,pool5
1,MS,hard,5,20.8633,0.7142857142857143,yVjHadDLmM,pool5
2,MS,easy,3,9.7503,1,yVjHadDLmM,pool5
2,MS,medium,5,18.8494,1,yVjHadDLmM,pool5
2,MS,hard,3,23.5327,0.42857142857142855,yVjHadDLmM,pool5
3,MS,easy,3,10.8985,1,yVjHadDLmM,pool5
3,MS,medium,5,261.5664,1,yVjHadDLmM,pool5
3,MS,hard,6,23.6496,0.8571428571428571,yVjHadDLmM,pool5
4,MS,easy,3,11.7507,1,yVjHadDLmM,pool5
4,MS,medium,5,16.5161,1,yVjHadDLmM,pool5
4,MS,hard,5,30.9156,0.7142857142857143,yVjHadDLmM,pool5
5,MS,easy,3,8.967,1,yVjHadDLmM,pool5
5,MS,medium,5,17.9161,1,yVjHadDLmM,pool5
5,MS,hard,2,6.7159,0.2857142857142857,yVjHadDLmM,pool5
6,MS,easy,3,10.0492,1,yVjHadDLmM,pool5
6,MS,medium,5,18.9323,1,yVjHadDLmM,pool5
6,MS,hard,1,16.3991,0.14285714285714285,yVjHadDLmM,pool5
7,MS,easy,3,9.8033,1,yVjHadDLmM,pool5
7,MS,medium,4,25.6851,0.8,yVjHadDLmM,pool5
7,MS,hard,5,17.2825,0.7142857142857143,yVjHadDLmM,pool5
8,MS,easy,3,11.0171,1,yVjHadDLmM,pool5
8,MS,medium,5,18.5007,1,yVjHadDLmM,pool5
8,MS,hard,5,980.6019,0.7142857142857143,yVjHadDLmM,pool5
9,MS,easy,3,10.9328,1,yVjHadDLmM,pool5
9,MS,medium,5,25.1495,1,yVjHadDLmM,pool5
9,MS,hard,5,18.2332,0.7142857142857143,yVjHadDLmM,pool5
10,MS,easy,3,10.6496,1,yVjHadDLmM,pool5
10,MS,medium,5,15.5329,1,yVjHadDLmM,pool5
10,MS,hard,4,22.5824,0.5714285714285714,yVjHadDLmM,pool5
11,MS,easy,3,11.2996,1,yVjHadDLmM,pool5
11,MS,medium,5,17.6158,1,yVjHadDLmM,pool5
11,MS,hard,4,18.3156,0.5714285714285714,yVjHadDLmM,pool5
12,MS,easy,3,10.4498,1,yVjHadDLmM,pool5
