trials,task,level,n,rt,acc,id,pool
7,MS,medium,4,18.5926,0.8,ky7vtw0gdz,pool34
7,MS,hard,0,2.5208,0,ky7vtw0gdz,pool34
8,MS,easy,3,7.3624,1,ky7vtw0gdz,pool34
8,MS,medium,2,8.4825,0.4,ky7vtw0gdz,pool34
8,MS,hard,4,12.8001,0.5714285714285714,ky7vtw0gdz,pool34
9,MS,easy,2,6.362,0.6666666666666666,ky7vtw0gdz,pool34
9,MS,medium,4,41.6268,0.8,ky7vtw0gdz,pool34
9,MS,hard,4,7.6692,0.5714285714285714,ky7vtw0gdz,pool34
10,MS,easy,3,6.9755,1,ky7vtw0gdz,pool34
10,MS,medium,5,22.0737,1,ky7vtw0gdz,pool34
10,MS,hard,3,9.1495,0.42857142857142855,ky7vtw0gdz,pool34
11,MS,easy,3,6.9489,1,ky7vtw0gdz,pool34
11,MS,medium,5,19.6329,1,ky7vtw0gdz,pool34
11,MS,hard,3,6.8153,0.42857142857142855,ky7vtw0gdz,pool34
12,MS,easy,3,6.5622,1,ky7vtw0gdz,pool34
12,MS,medium,4,22.8208,0.8,ky7vtw0gdz,pool34
12,MS,hard,2,4.2454,0.2857142857142857,ky7vtw0gdz,pool34
13,MS,easy,3,5.8685,1,ky7vtw0gdz,pool34
13,MS,medium,4,20.4864,0.8,ky7vtw0gdz,pool34
13,MS,hard,3,7.9133,0.42857142857142855,ky7vtw0gdz,pool34
14,MS,easy,3,6.6286,1,ky7vtw0gdz,pool34
14,MS,medium,4,17.7654,0.8,ky7vtw0gdz,pool34
14,MS,hard,2,4.4281,0.2857142857142857,ky7vtw0gdz,pool34
15,MS,easy,3,6.7487,1,ky7vtw0gdz,pool34
15,MS,medium,4,24.0611,0.8,ky7vtw0gdz,pool34
15,MS,hard,3,6.5178,0.42857142857142855,ky7vtw0gdz,pool34
16,MS,easy,3,6.322,1,ky7vtw0gdz,pool34
16,MS,medium,4,23.0474,0.8,ky7vtw0gdz,pool34
16,MS,hard,2,4.3653,0.2857142857142857,ky7vtw0gdz,pool34
1,MS,easy,3,13.7268,1,zvDM8Go5Bd,pool34
1,MS,medium,5,33.7199,1,zvDM8Go5Bd,pool34
1,MS,hard,7,39.7913,1,zvDM8Go5Bd,pool34
2,MS,easy,3,15.7343,1,zvDM8Go5Bd,pool34
2,MS,medium,5,29.3435,1,zvDM8Go5Bd,pool34
2,MS,hard,3,31.8337,0.42857142857142855,zvDM8Go5Bd,pool34
3,MS,easy,3,14.4465,1,zvDM8Go5Bd,pool34
3,MS,medium,4,57.7698,0.8,zvDM8Go5Bd,pool34
3,MS,hard,4,41.2119,0.5714285714285714,zvDM8Go5Bd,pool34
4,MS,easy,3,16.8785,1,zvDM8Go5Bd,pool34
4,MS,medium,5,24.6179,1,zvDM8Go5Bd,pool34
4,MS,hard,6,31.5748,0.8571428571428571,zvDM8Go5Bd,pool34
5,MS,easy,3,14.1968,1,zvDM8Go5Bd,pool34
5,MS,medium,5,22.2438,1,zvDM8Go5Bd,pool34
5,MS,hard,3,29.7617,0.42857142857142855,zvDM8Go5Bd,pool34
6,MS,easy,3,13.4646,1,zvDM8Go5Bd,pool34
6,MS,medium,5,25.2462,1,zvDM8Go5Bd,pool34
6,MS,hard,3,27.1058,0.42857142857142855,zvDM8Go5Bd,pool34
7,MS,easy,3,12.3614,1,zvDM8Go5Bd,pool34
7,MS,medium,5,26.8635,1,zvDM8Go5Bd,pool34
7,MS,hard,6,31.9622,0.8571428571428571,zvDM8Go5Bd,pool34
8,MS,easy,3,13.4279,1,zvDM8Go5Bd,pool34
8,MS,medium,5,45.1259,1,zvDM8Go5Bd,pool34
8,MS,hard,4,32.3999,0.5714285714285714,zvDM8Go5Bd,pool34
9,MS,easy,3,13.5286,1,zvDM8Go5Bd,pool34
9,MS,medium,4,27.7196,0.8,zvDM8Go5Bd,pool34
9,MS,hard,4,26.9679,0.5714285714285714,zvDM8Go5Bd,pool34
10,MS,easy,3,19.9977,1,zvDM8Go5Bd,pool34
10,MS,medium,5,24.199,1,zvDM8Go5Bd,pool34
10,MS,hard,3,24.4957,0.42857142857142855,zvDM8Go5Bd,pool34
11,MS,easy,3,14.6448,1,zvDM8Go5Bd,pool34
11,MS,medium,5,35.6756,1,zvDM8Go5Bd,pool34
11,MS,hard,4,22.3204,0.5714285714285714,zvDM8Go5Bd,pool34
12,MS,easy,3,12.7354,1,zvDM8Go5Bd,pool34
12,MS,medium,5,26.1304,1,zvDM8Go5Bd,pool34
12,MS,hard,3,20.7195,0.42857142857142855,zvDM8Go5Bd,pool34
13,MS,easy,3,18.5871,1,zvDM8Go5Bd,pool34
13,MS,medium,5,24.4847,1,zvDM8Go5Bd,pool34
13,MS,hard,5,28.3417,0.7142857142857143,zvDM8Go5Bd,pool34
14,MS,easy,3,13.5924,1,zvDM8Go5Bd,pool34
14,MS,medium,4,26.0207,0.8,zvDM8Go5Bd,pool34
14,MS,hard,4,26.6946,0.5714285714285714,zvDM8Go5Bd,pool34
15,MS,easy,3,14.423400000000001,1,zvDM8Go5Bd,pool34
15,MS,medium,5,24.8057,1,zvDM8Go5Bd,pool34
15,MS,hard,3,23.8518,0.42857142857142855,zvDM8Go5Bd,pool34
16,MS,easy,3,14.1982,1,zvDM8Go5Bd,pool34
16,MS,medium,5,27.856,1,zvDM8Go5Bd,pool34
16,MS,hard,4,27.0822,0.5714285714285714,zvDM8Go5Bd,pool34
1,MS,easy,3,10.082,1,7SltMY2Jba,pool34
1,MS,medium,5,18.309,1,7SltMY2Jba,pool34
1,MS,hard,5,22.618,0.7142857142857143,7SltMY2Jba,pool34
2,MS,easy,3,11.198,1,7SltMY2Jba,pool34
2,MS,medium,5,18.698,1,7SltMY2Jba,pool34
2,MS,hard,7,24.358,1,7SltMY2Jba,pool34
3,MS,easy,3,11.188,1,7SltMY2Jba,pool34
3,MS,medium,5,16.604,1,7SltMY2Jba,pool34
3,MS,hard,5,27.199,0.7142857142857143,7SltMY2Jba,pool34
4,MS,easy,3,11.204,1,7SltMY2Jba,pool34
4,MS,medium,5,23.435,1,7SltMY2Jba,pool34
4,MS,hard,2,12.525,0.2857142857142857,7SltMY2Jba,pool34
5,MS,easy,3,10.704,1,7SltMY2Jba,pool34
5,MS,medium,4,22.754,0.8,7SltMY2Jba,pool34
5,MS,hard,5,20.683,0.7142857142857143,7SltMY2Jba,pool34
6,MS,easy,3,8.671,1,7SltMY2Jba,pool34
6,MS,medium,5,18.414,1,7SltMY2Jba,pool34
6,MS,hard,5,18.191,0.7142857142857143,7SltMY2Jba,pool34
7,MS,easy,3,10.035,1,7SltMY2Jba,pool34
7,MS,medium,5,18.63,1,7SltMY2Jba,pool34
7,MS,hard,5,18.393,0.7142857142857143,7SltMY2Jba,pool34
8,MS,easy,3,9.671,1,7SltMY2Jba,pool34
8,MS,medium,5,16.395,1,7SltMY2Jba,pool34
8,MS,hard,4,14.016,0.5714285714285714,7SltMY2Jba,pool34
9,MS,easy,3,12.416,1,7SltMY2Jba,pool34
9,MS,medium,5,18.512,1,7SltMY2Jba,pool34
9,MS,hard,5,21.528,0.7142857142857143,7SltMY2Jba,pool34
10,MS,easy,3,9.006,1,7SltMY2Jba,pool34
10,MS,medium,5,17.149,1,7SltMY2Jba,pool34
10,MS,hard,6,24.998,0.8571428571428571,7SltMY2Jba,pool34
11,MS,easy,3,8.642,1,7SltMY2Jba,pool34
11,MS,medium,5,15.61,1,7SltMY2Jba,pool34
11,MS,hard,5,23.578,0.7142857142857143,7SltMY2Jba,pool34
12,MS,easy,3,12.866,1,7SltMY2Jba,pool34
12,MS,medium,4,17.94,0.8,7SltMY2Jba,pool34
12,MS,hard,6,17.806,0.8571428571428571,7SltMY2Jba,pool34
13,MS,easy,3,11.204,1,7SltMY2Jba,pool34
13,MS,medium,5,16.859,1,7SltMY2Jba,pool34
13,MS,hard,5,17.538,0.7142857142857143,7SltMY2Jba,pool34
14,MS,easy,3,10.473,1,7SltMY2Jba,pool34
14,MS,medium,3,18.116,0.6,7SltMY2Jba,pool34
14,MS,hard,4,14.528,0.5714285714285714,7SltMY2Jba,pool34
15,MS,easy,3,10.578,1,7SltMY2Jba,pool34
15,MS,medium,5,14.512,1,7SltMY2Jba,pool34
15,MS,hard,6,22.397,0.8571428571428571,7SltMY2Jba,pool34
16,MS,easy,3,9.613,1,7SltMY2Jba,pool34
16,MS,medium,5,16.651,1,7SltMY2Jba,pool34
16,MS,hard,6,18.685,0.8571428571428571,7SltMY2Jba,pool34
1,MS,easy,3,12.999,1,PbOEQpRS9f,pool34
1,MS,medium,5,12.016,1,PbOEQpRS9f,pool34
1,MS,hard,4,22.534,0.5714285714285714,PbOEQpRS9f,pool34
2,MS,easy,3,10.615,1,PbOEQpRS9f,pool34
2,MS,medium,4,21.533,0.8,PbOEQpRS9f,pool34
2,MS,hard,7,28.882,1,PbOEQpRS9f,pool34
3,MS,easy,3,8.499,1,PbOEQpRS9f,pool34
3,MS,medium,5,14.315,1,PbOEQpRS9f,pool34
3,MS,hard,7,29.799,1,PbOEQpRS9f,pool34
4,MS,easy,3,8.314,1,PbOEQpRS9f,pool34
4,MS,medium,5,14.032,1,PbOEQpRS9f,pool34
4,MS,hard,3,17.883,0.42857142857142855,PbOEQpRS9f,pool34
5,MS,easy,3,7.333,1,PbOEQpRS9f,pool34
5,MS,medium,3,17.85,0.6,PbOEQpRS9f,pool34
5,MS,hard,7,30.463,1,PbOEQpRS9f,pool34
6,MS,easy,3,10.382,1,PbOEQpRS9f,pool34
6,MS,medium,5,13.648,1,PbOEQpRS9f,pool34
6,MS,hard,1,19.25,0.14285714285714285,PbOEQpRS9f,pool34
7,MS,easy,3,10.081,1,PbOEQpRS9f,pool34
7,MS,medium,5,17.067,1,PbOEQpRS9f,pool34
7,MS,hard,7,29.649,1,PbOEQpRS9f,pool34
8,MS,easy,3,8.167,1,PbOEQpRS9f,pool34
8,MS,medium,3,15.067,0.6,PbOEQpRS9f,pool34
8,MS,hard,7,21.832,1,PbOEQpRS9f,pool34
9,MS,easy,3,6.415,1,PbOEQpRS9f,pool34
9,MS,medium,4,11.066,0.8,PbOEQpRS9f,pool34
9,MS,hard,6,29.349,0.8571428571428571,PbOEQpRS9f,pool34
10,MS,easy,3,8.215,1,PbOEQpRS9f,pool34
10,MS,medium,5,12.298,1,PbOEQpRS9f,pool34
10,MS,hard,7,28.749,1,PbOEQpRS9f,pool34
11,MS,easy,3,5.865,1,PbOEQpRS9f,pool34
11,MS,medium,4,14.115,0.8,PbOEQpRS9f,pool34
11,MS,hard,7,32.983,1,PbOEQpRS9f,pool34
12,MS,easy,3,6.849,1,PbOEQpRS9f,pool34
12,MS,medium,5,12.999,1,PbOEQpRS9f,pool34
12,MS,hard,7,38.865,1,PbOEQpRS9f,pool34
13,MS,easy,2,10.3,0.6666666666666666,PbOEQpRS9f,pool34
13,MS,medium,5,11.498,1,PbOEQpRS9f,pool34
13,MS,hard,7,36.717,1,PbOEQpRS9f,pool34
14,MS,easy,2,7.199,0.6666666666666666,PbOEQpRS9f,pool34
14,MS,medium,5,12.867,1,PbOEQpRS9f,pool34
14,MS,hard,7,28.835,1,PbOEQpRS9f,pool34
15,MS,easy,3,7.481,1,PbOEQpRS9f,pool34
15,MS,medium,5,12.215,1,PbOEQpRS9f,pool34
15,MS,hard,7,42.45,1,PbOEQpRS9f,pool34
16,MS,easy,2,9.465,0.6666666666666666,PbOEQpRS9f,pool34
16,MS,medium,5,10.301,1,PbOEQpRS9f,pool34
16,MS,hard,0,6.282,0,PbOEQpRS9f,pool34
1,MS,easy,2,16.0273,0.6666666666666666,yTPpr0532t,pool34
1,MS,medium,5,41.854,1,yTPpr0532t,pool34
1,MS,hard,7,28.0842,1,yTPpr0532t,pool34
2,MS,easy,3,19.207,1,yTPpr0532t,pool34
2,MS,medium,5,31.0931,1,yTPpr0532t,pool34
2,MS,hard,7,40.3153,1,yTPpr0532t,pool34
3,MS,easy,3,17.4069,1,yTPpr0532t,pool34
3,MS,medium,5,21.8814,1,yTPpr0532t,pool34
3,MS,hard,7,23.6172,1,yTPpr0532t,pool34
4,MS,easy,2,11.4171,0.6666666666666666,yTPpr0532t,pool34
4,MS,medium,5,20.7759,1,yTPpr0532t,pool34
4,MS,hard,7,32.2333,1,yTPpr0532t,pool34
5,MS,easy,2,10.2836,0.6666666666666666,yTPpr0532t,pool34
5,MS,medium,5,30.0694,1,yTPpr0532t,pool34
5,MS,hard,7,32.0371,1,yTPpr0532t,pool34
6,MS,easy,3,10.5225,1,yTPpr0532t,pool34
6,MS,medium,5,23.8164,1,yTPpr0532t,pool34
6,MS,hard,6,29.3243,0.8571428571428571,yTPpr0532t,pool34
7,MS,easy,3,15.33,1,yTPpr0532t,pool34
7,MS,medium,5,37.11,1,yTPpr0532t,pool34
7,MS,hard,7,32.5996,1,yTPpr0532t,pool34
8,MS,easy,3,19.7035,1,yTPpr0532t,pool34
8,MS,medium,5,22.9465,1,yTPpr0532t,pool34
8,MS,hard,7,27.6778,1,yTPpr0532t,pool34
9,MS,easy,2,18.8017,0.6666666666666666,yTPpr0532t,pool34
9,MS,medium,5,34.7999,1,yTPpr0532t,pool34
9,MS,hard,7,28.2613,1,yTPpr0532t,pool34
10,MS,easy,3,15.0998,1,yTPpr0532t,pool34
10,MS,medium,5,21.6725,1,yTPpr0532t,pool34
10,MS,hard,7,27.7583,1,yTPpr0532t,pool34
11,MS,easy,3,17.0679,1,yTPpr0532t,pool34
11,MS,medium,5,24.4771,1,yTPpr0532t,pool34
11,MS,hard,7,32.599,1,yTPpr0532t,pool34
12,MS,easy,3,14.9974,1,yTPpr0532t,pool34
12,MS,medium,5,49.3962,1,yTPpr0532t,pool34
12,MS,hard,7,23.0444,1,yTPpr0532t,pool34
13,MS,easy,3,11.3328,1,yTPpr0532t,pool34
13,MS,medium,5,30.3304,1,yTPpr0532t,pool34
13,MS,hard,7,43.0875,1,yTPpr0532t,pool34
14,MS,easy,3,87.2651,1,yTPpr0532t,pool34
14,MS,medium,4,17.6733,0.8,yTPpr0532t,pool34
14,MS,hard,7,29.9025,1,yTPpr0532t,pool34
15,MS,easy,3,10.4873,1,yTPpr0532t,pool34
15,MS,medium,5,20.6062,1,yTPpr0532t,pool34
15,MS,hard,7,37.3423,1,yTPpr0532t,pool34
16,MS,easy,3,9.7204,1,yTPpr0532t,pool34
16,MS,medium,4,23.9448,0.8,yTPpr0532t,pool34
16,MS,hard,7,36.3365,1,yTPpr0532t,pool34
1,MS,easy,3,12.3188,1,YlvUbMLU90,pool34
1,MS,medium,5,15.9571,1,YlvUbMLU90,pool34
1,MS,hard,7,48.0971,1,YlvUbMLU90,pool34
2,MS,easy,3,11.1661,1,YlvUbMLU90,pool34
2,MS,medium,5,25.7995,1,YlvUbMLU90,pool34
2,MS,hard,6,45.2305,0.8571428571428571,YlvUbMLU90,pool34
3,MS,easy,3,11.1167,1,YlvUbMLU90,pool34
3,MS,medium,4,27.3662,0.8,YlvUbMLU90,pool34
3,MS,hard,5,37.8411,0.7142857142857143,YlvUbMLU90,pool34
4,MS,easy,3,11.3424,1,YlvUbMLU90,pool34
4,MS,medium,5,17.1993,1,YlvUbMLU90,pool34
4,MS,hard,4,24.6492,0.5714285714285714,YlvUbMLU90,pool34
5,MS,easy,3,9.4326,1,YlvUbMLU90,pool34
5,MS,medium,5,18.5486,1,YlvUbMLU90,pool34
5,MS,hard,5,19.016,0.7142857142857143,YlvUbMLU90,pool34
6,MS,easy,3,9.2996,1,YlvUbMLU90,pool34
6,MS,medium,4,17.3826,0.8,YlvUbMLU90,pool34
6,MS,hard,5,29.6485,0.7142857142857143,YlvUbMLU90,pool34
7,MS,easy,3,11.9163,1,YlvUbMLU90,pool34
7,MS,medium,4,23.349,0.8,YlvUbMLU90,pool34
7,MS,hard,6,24.7582,0.8571428571428571,YlvUbMLU90,pool34
8,MS,easy,3,9.2743,1,YlvUbMLU90,pool34
8,MS,medium,5,14.3668,1,YlvUbMLU90,pool34
8,MS,hard,5,29.1327,0.7142857142857143,YlvUbMLU90,pool34
9,MS,easy,3,10.3006,1,YlvUbMLU90,pool34
9,MS,medium,5,18.1156,1,YlvUbMLU90,pool34
9,MS,hard,6,23.3821,0.8571428571428571,YlvUbMLU90,pool34
10,MS,easy,3,11.2664,1,YlvUbMLU90,pool34
10,MS,medium,5,20.0332,1,YlvUbMLU90,pool34
10,MS,hard,5,33.4488,0.7142857142857143,YlvUbMLU90,pool34
11,MS,easy,3,10.5329,1,YlvUbMLU90,pool34
11,MS,medium,5,16.5997,1,YlvUbMLU90,pool34
11,MS,hard,5,27.7495,0.7142857142857143,YlvUbMLU90,pool34
12,MS,easy,3,12.0491,1,YlvUbMLU90,pool34
12,MS,medium,4,19.4491,0.8,YlvUbMLU90,pool34
12,MS,hard,3,26.0825,0.42857142857142855,YlvUbMLU90,pool34
13,MS,easy,2,8.8825,0.6666666666666666,YlvUbMLU90,pool34
13,MS,medium,4,19.2659,0.8,YlvUbMLU90,pool34
13,MS,hard,5,24.6419,0.7142857142857143,YlvUbMLU90,pool34
14,MS,easy,2,11.1996,0.6666666666666666,YlvUbMLU90,pool34
14,MS,medium,5,15.374,1,YlvUbMLU90,pool34
14,MS,hard,5,22.5417,0.7142857142857143,YlvUbMLU90,pool34
15,MS,easy,3,10.8574,1,YlvUbMLU90,pool34
15,MS,medium,5,19.6093,1,YlvUbMLU90,pool34
15,MS,hard,3,13.8244,0.42857142857142855,YlvUbMLU90,pool34
16,MS,easy,3,13.0997,1,YlvUbMLU90,pool34
16,MS,medium,5,17.3159,1,YlvUbMLU90,pool34
16,MS,hard,4,19.5159,0.5714285714285714,YlvUbMLU90,pool34
1,MS,easy,3,14.944,1,WQyxRdU13t,pool34
1,MS,medium,4,21.801,0.8,WQyxRdU13t,pool34
1,MS,hard,4,48.398,0.5714285714285714,WQyxRdU13t,pool34
2,MS,easy,2,17.083,0.6666666666666666,WQyxRdU13t,pool34
2,MS,medium,4,20.581,0.8,WQyxRdU13t,pool34
2,MS,hard,4,27.015,0.5714285714285714,WQyxRdU13t,pool34
3,MS,easy,3,23.265,1,WQyxRdU13t,pool34
3,MS,medium,4,20.848,0.8,WQyxRdU13t,pool34
3,MS,hard,4,40.032,0.5714285714285714,WQyxRdU13t,pool34
4,MS,easy,3,19.677,1,WQyxRdU13t,pool34
4,MS,medium,3,22.618,0.6,WQyxRdU13t,pool34
4,MS,hard,4,67.149,0.5714285714285714,WQyxRdU13t,pool34
5,MS,easy,3,53.6,1,WQyxRdU13t,pool34
5,MS,medium,4,23.417,0.8,WQyxRdU13t,pool34
5,MS,hard,1,39.848,0.14285714285714285,WQyxRdU13t,pool34
6,MS,easy,3,11.666,1,WQyxRdU13t,pool34
6,MS,medium,4,20.11,0.8,WQyxRdU13t,pool34
6,MS,hard,4,20.932,0.5714285714285714,WQyxRdU13t,pool34
7,MS,easy,3,9.213,1,WQyxRdU13t,pool34
7,MS,medium,3,13.017,0.6,WQyxRdU13t,pool34
7,MS,hard,4,24.382,0.5714285714285714,WQyxRdU13t,pool34
8,MS,easy,3,13.681,1,WQyxRdU13t,pool34
8,MS,medium,4,20.883,0.8,WQyxRdU13t,pool34
8,MS,hard,3,20.212,0.42857142857142855,WQyxRdU13t,pool34
9,MS,easy,3,11.93,1,WQyxRdU13t,pool34
9,MS,medium,3,17.98,0.6,WQyxRdU13t,pool34
9,MS,hard,3,16.199,0.42857142857142855,WQyxRdU13t,pool34
10,MS,easy,2,17.982,0.6666666666666666,WQyxRdU13t,pool34
10,MS,medium,3,18.514,0.6,WQyxRdU13t,pool34
10,MS,hard,4,15.385,0.5714285714285714,WQyxRdU13t,pool34
11,MS,easy,3,10.482,1,WQyxRdU13t,pool34
11,MS,medium,3,15.15,0.6,WQyxRdU13t,pool34
11,MS,hard,4,20.149,0.5714285714285714,WQyxRdU13t,pool34
12,MS,easy,3,12.182,1,WQyxRdU13t,pool34
12,MS,medium,4,19.065,0.8,WQyxRdU13t,pool34
12,MS,hard,4,16.933,0.5714285714285714,WQyxRdU13t,pool34
13,MS,easy,3,16.732,1,WQyxRdU13t,pool34
13,MS,medium,3,23.544,0.6,WQyxRdU13t,pool34
13,MS,hard,4,21.966,0.5714285714285714,WQyxRdU13t,pool34
14,MS,easy,3,9.477,1,WQyxRdU13t,pool34
14,MS,medium,4,13.932,0.8,WQyxRdU13t,pool34
14,MS,hard,4,16.783,0.5714285714285714,WQyxRdU13t,pool34
15,MS,easy,3,11.95,1,WQyxRdU13t,pool34
15,MS,medium,3,29.568,0.6,WQyxRdU13t,pool34
15,MS,hard,4,22.961,0.5714285714285714,WQyxRdU13t,pool34
16,MS,easy,3,23.312,1,WQyxRdU13t,pool34
16,MS,medium,3,13.449,0.6,WQyxRdU13t,pool34
16,MS,hard,3,20.368,0.42857142857142855,WQyxRdU13t,pool34
1,MS,easy,3,8.5968,1,u8oFh0ZHHs,pool34
1,MS,medium,5,17.7312,1,u8oFh0ZHHs,pool34
1,MS,hard,6,18.4127,0.8571428571428571,u8oFh0ZHHs,pool34
2,MS,easy,1,9.2989,0.3333333333333333,u8oFh0ZHHs,pool34
2,MS,medium,5,19.2208,1,u8oFh0ZHHs,pool34
2,MS,hard,7,16.541,1,u8oFh0ZHHs,pool34
3,MS,easy,3,6.8083,1,u8oFh0ZHHs,pool34
3,MS,medium,5,17.1871,1,u8oFh0ZHHs,pool34
3,MS,hard,6,21.1383,0.8571428571428571,u8oFh0ZHHs,pool34
4,MS,easy,3,6.992,1,u8oFh0ZHHs,pool34
4,MS,medium,4,18.7589,0.8,u8oFh0ZHHs,pool34
4,MS,hard,7,20.5782,1,u8oFh0ZHHs,pool34
5,MS,easy,3,7.153,1,u8oFh0ZHHs,pool34
5,MS,medium,5,15.9807,1,u8oFh0ZHHs,pool34
5,MS,hard,7,16.4071,1,u8oFh0ZHHs,pool34
6,MS,easy,3,7.2075,1,u8oFh0ZHHs,pool34
6,MS,medium,5,17.1262,1,u8oFh0ZHHs,pool34
6,MS,hard,6,17.9389,0.8571428571428571,u8oFh0ZHHs,pool34
7,MS,easy,3,6.1928,1,u8oFh0ZHHs,pool34
7,MS,medium,5,13.0706,1,u8oFh0ZHHs,pool34
7,MS,hard,7,21.4385,1,u8oFh0ZHHs,pool34
8,MS,easy,3,7.3918,1,u8oFh0ZHHs,pool34
8,MS,medium,5,14.1438,1,u8oFh0ZHHs,pool34
8,MS,hard,7,18.1464,1,u8oFh0ZHHs,pool34
9,MS,easy,3,7.7818,1,u8oFh0ZHHs,pool34
9,MS,medium,5,15.189,1,u8oFh0ZHHs,pool34
9,MS,hard,6,18.805,0.8571428571428571,u8oFh0ZHHs,pool34
10,MS,easy,2,12.687,0.6666666666666666,u8oFh0ZHHs,pool34
10,MS,medium,5,11.562,1,u8oFh0ZHHs,pool34
10,MS,hard,7,16.53,1,u8oFh0ZHHs,pool34
11,MS,easy,2,13.684,0.6666666666666666,u8oFh0ZHHs,pool34
11,MS,medium,5,14.0662,1,u8oFh0ZHHs,pool34
11,MS,hard,7,19.198,1,u8oFh0ZHHs,pool34
12,MS,easy,3,10.9763,1,u8oFh0ZHHs,pool34
12,MS,medium,4,12.7613,0.8,u8oFh0ZHHs,pool34
12,MS,hard,6,25.9641,0.8571428571428571,u8oFh0ZHHs,pool34
13,MS,easy,3,7.6668,1,u8oFh0ZHHs,pool34
13,MS,medium,5,12.5559,1,u8oFh0ZHHs,pool34
13,MS,hard,7,20.1857,1,u8oFh0ZHHs,pool34
14,MS,easy,3,7.629,1,u8oFh0ZHHs,pool34
14,MS,medium,5,13.2574,1,u8oFh0ZHHs,pool34
14,MS,hard,7,22.0344,1,u8oFh0ZHHs,pool34
15,MS,easy,3,9.3194,1,u8oFh0ZHHs,pool34
15,MS,medium,5,11.1691,1,u8oFh0ZHHs,pool34
15,MS,hard,7,20.4806,1,u8oFh0ZHHs,pool34
16,MS,easy,3,9.9968,1,u8oFh0ZHHs,pool34
16,MS,medium,5,19.6965,1,u8oFh0ZHHs,pool34
16,MS,hard,7,21.551,1,u8oFh0ZHHs,pool34
1,MS,easy,3,8.5111,1,lO4tI9SjJX,pool34
1,MS,medium,5,13.6921,1,lO4tI9SjJX,pool34
1,MS,hard,6,30.5483,0.8571428571428571,lO4tI9SjJX,pool34
2,MS,easy,3,10.5058,1,lO4tI9SjJX,pool34
2,MS,medium,5,12.5365,1,lO4tI9SjJX,pool34
2,MS,hard,4,29.8436,0.5714285714285714,lO4tI9SjJX,pool34
3,MS,easy,3,7.003,1,lO4tI9SjJX,pool34
3,MS,medium,5,14.9944,1,lO4tI9SjJX,pool34
3,MS,hard,6,29.2592,0.8571428571428571,lO4tI9SjJX,pool34
4,MS,easy,3,8.9483,1,lO4tI9SjJX,pool34
4,MS,medium,4,28.6916,0.8,lO4tI9SjJX,pool34
4,MS,hard,4,29.9604,0.5714285714285714,lO4tI9SjJX,pool34
5,MS,easy,3,7.6007,1,lO4tI9SjJX,pool34
5,MS,medium,5,21.9455,1,lO4tI9SjJX,pool34
5,MS,hard,4,24.7886,0.5714285714285714,lO4tI9SjJX,pool34
6,MS,easy,3,6.9125,1,lO4tI9SjJX,pool34
6,MS,medium,5,12.1559,1,lO4tI9SjJX,pool34
6,MS,hard,7,22.9234,1,lO4tI9SjJX,pool34
7,MS,easy,3,6.9175,1,lO4tI9SjJX,pool34
7,MS,medium,5,19.2203,1,lO4tI9SjJX,pool34
7,MS,hard,3,21.0114,0.42857142857142855,lO4tI9SjJX,pool34
8,MS,easy,3,9.1026,1,lO4tI9SjJX,pool34
8,MS,medium,5,17.4069,1,lO4tI9SjJX,pool34
8,MS,hard,4,21.4567,0.5714285714285714,lO4tI9SjJX,pool34
9,MS,easy,3,8.6688,1,lO4tI9SjJX,pool34
9,MS,medium,5,21.2797,1,lO4tI9SjJX,pool34
9,MS,hard,5,17.3831,0.7142857142857143,lO4tI9SjJX,pool34
10,MS,easy,3,7.2156,1,lO4tI9SjJX,pool34
10,MS,medium,5,12.9218,1,lO4tI9SjJX,pool34
10,MS,hard,5,24.4806,0.7142857142857143,lO4tI9SjJX,pool34
11,MS,easy,3,9.1217,1,lO4tI9SjJX,pool34
11,MS,medium,5,14.2044,1,lO4tI9SjJX,pool34
11,MS,hard,7,28.2652,1,lO4tI9SjJX,pool34
12,MS,easy,3,14.134,1,lO4tI9SjJX,pool34
12,MS,medium,4,26.1435,0.8,lO4tI9SjJX,pool34
12,MS,hard,5,22.0737,0.7142857142857143,lO4tI9SjJX,pool34
13,MS,easy,3,6.9845,1,lO4tI9SjJX,pool34
13,MS,medium,5,15.1941,1,lO4tI9SjJX,pool34
13,MS,hard,7,22.3903,1,lO4tI9SjJX,pool34
14,MS,easy,3,7.3985,1,lO4tI9SjJX,pool34
14,MS,medium,5,14.894,1,lO4tI9SjJX,pool34
14,MS,hard,6,21.258,0.8571428571428571,lO4tI9SjJX,pool34
15,MS,easy,3,8.1373,1,lO4tI9SjJX,pool34
15,MS,medium,5,19.8246,1,lO4tI9SjJX,pool34
15,MS,hard,5,22.1395,0.7142857142857143,lO4tI9SjJX,pool34
16,MS,easy,3,8.0346,1,lO4tI9SjJX,pool34
16,MS,medium,5,13.6049,1,lO4tI9SjJX,pool34
16,MS,hard,5,22.8913,0.7142857142857143,lO4tI9SjJX,pool34
1,MS,easy,3,7.828,1,5oMH7YJKDi,pool34
1,MS,medium,5,14.522,1,5oMH7YJKDi,pool34
1,MS,hard,7,10.657,1,5oMH7YJKDi,pool34
2,MS,easy,3,7.877,1,5oMH7YJKDi,pool34
2,MS,medium,5,8.194,1,5oMH7YJKDi,pool34
2,MS,hard,7,11.807,1,5oMH7YJKDi,pool34
3,MS,easy,3,5.379,1,5oMH7YJKDi,pool34
